순번_정류장ID,1-2807222,2-2800563,3-2807520,4-2807504,5-2803359,6-2803214,7-2805065
1-2807222,0,0.358529,2.676001,12.404925,24.547529,24.726471,25.017032999999998
2-2800563,,0,2.317471,12.046396000000001,24.189,24.367942000000003,24.658504
3-2807520,,,0,9.798925,21.941529,22.12047,22.411032000000002
4-2807504,,,,0,12.142603999999999,12.321546000000001,12.612108000000001
5-2803359,,,,,0,0.17894200000000002,0.469504
6-2803214,,,,,,0,0.290562
7-2805065,,,,,,,0
