순번_정류장ID,69-2806759,70-2806767,71-2807087,72-2806757,73-2803768,74-2803666,75-2804907,76-2803796,77-2802358,78-2804867,79-2802347,80-2803527,81-2806216,82-2806694,83-2805397,84-2805059,85-2805587,86-2804865,87-2806094,88-2805553,89-2805205,90-2805308,91-2804420,92-2806239,93-2802371,94-2802441,95-2802955,96-2802945,97-2802936,98-2802918,99-2802864,100-2802824,101-2802618,102-2802176,103-2802169,104-2802154,105-2801846,106-2802103,107-2802052,108-2801847,109-2801990,110-2801996,111-2802015,112-2802035,113-2802609,114-2802689,115-2802699,116-2802710,117-2802716,118-2802722,119-2802707,120-2802715,121-2802729,122-2805440,123-2802632,124-2803129,125-2803120,126-2805594,127-2803099,128-2803071,129-2803082,130-2803079,131-2803068,132-2803630,133-2805651,134-2800372,135-2807637,136-2805746,137-2805747,138-2806935,139-2806814
82-2806694,,,,,,,,,,,,,,0,0.29836999999999997,0.506134,0.725684,0.963741,1.347552,1.381413,1.194377,0.777738,0.639613,1.762846,3.86001,4.31847,6.334232,6.452811,6.581206,6.941086,7.757550999999999,8.00275,8.308255,8.512615,8.877400999999999,9.296806,9.699185,9.995358999999999,10.470896,10.739545,10.923039,10.501736,10.251994999999999,10.363103,10.000886999999999,9.320321,8.933555,9.228444999999999,9.491694,9.467191999999999,10.161171000000001,10.385567,10.433735,10.243503,10.19112,10.179680000000001,10.457797,10.655588999999999,10.963214,11.407698,11.710312,11.951635000000001,11.832385,12.04323,12.358916,13.236542000000002,14.029185,14.343201,14.801589000000002,15.182332,15.862035999999998
83-2805397,,,,,,,,,,,,,,,0,0.208765,0.42831499999999995,0.666371,1.050182,1.089043,1.012735,0.595096,0.914982,2.038215,4.135379,4.593839,6.609601,6.728181,6.856576,7.216455000000001,8.032919999999999,8.279119,8.582625,8.786984,9.15277,9.571175,9.973554,10.270728,10.746265,11.015914,11.197408,10.777106,10.527364,10.638473,10.275256,9.59469,9.208924,9.503814,9.766063,9.741561,10.437541,10.659936,10.695376,10.507145,10.452762,10.441321,10.718439,10.917231,11.224855,11.671339999999999,11.971953,12.214277000000001,12.094027,12.303872,12.621558,13.496182999999998,14.290826000000001,14.604842000000001,15.066231,15.444973999999998,16.124677
84-2805059,,,,,,,,,,,,,,,,0,0.21955,0.457607,0.841418,0.8802780000000001,0.8155,0.8028609999999999,1.122747,2.24598,4.343144000000001,4.801604,6.817366000000001,6.935944999999999,7.06434,7.42422,8.241684,8.485884,8.791389,8.995749,9.360535,9.77994,10.182319,10.479493,10.95403,11.222679,11.406172999999999,10.984869999999999,10.735128999999999,10.846237,10.483021,9.803455,9.416688,9.712579,9.974827000000001,9.950325999999999,10.644305000000001,10.867701,10.485612,10.296380000000001,10.242997,10.231557,10.509674,10.708466,11.016091000000001,11.461575,11.762189,12.003511999999999,11.884262,12.095108,12.410794000000001,13.287419,14.082061999999999,14.395078,14.853466000000001,15.235209,15.914913
85-2805587,,,,,,,,,,,,,,,,,0,0.23905700000000002,0.622868,0.661729,0.596951,1.014589,1.3422969999999999,2.4655299999999998,4.396337,4.8547970000000005,6.869559,6.988139,7.117534,7.477413,8.294878,8.538077000000001,8.843582000000001,9.049942,9.412728,9.832133,10.234511999999999,10.531686,11.006223,11.274872,11.458366,11.038064,10.787322,10.898430000000001,10.537214,9.856648,9.470882000000001,9.765772,10.028021,10.003519,10.698499,10.77975,10.269062,10.07883,10.026447000000001,10.014007000000001,10.293124,10.489916000000001,10.798541,11.243025,11.544639,11.783961999999999,11.666712,11.879558,12.193244,13.069869,13.865511999999999,14.177528,14.636917,15.016658999999999,15.697363000000001
86-2804865,,,,,,,,,,,,,,,,,,0,0.385811,0.42367200000000005,0.358894,0.775533,1.277883,2.401116,4.16528,4.62374,6.638502000000001,6.758082000000001,6.886477,7.245356,8.061821,8.308019999999999,8.612525999999999,8.816885000000001,9.181671000000001,9.602076,10.003455,10.301629,10.776166,11.044815,11.227310000000001,10.807007,10.557265,10.667374,10.305157000000001,9.623591000000001,9.237825,9.533714999999999,9.796964,9.770462,10.465442,10.547692999999999,10.036005000000001,9.846772999999999,9.793389999999999,9.78195,10.060067,10.25886,10.566483999999999,11.010968,11.312582,11.554905,11.434656,11.646500999999999,11.962187,12.838811999999999,13.630455,13.945471,14.404860000000001,14.785603,15.465306
87-2806094,,,,,,,,,,,,,,,,,,,0,0.176048,0.363083,0.779722,1.283073,2.4063060000000003,3.77947,4.23693,6.252692,6.371271,6.499666,6.859546000000001,7.676010000000001,7.92121,8.226714999999999,8.432074,8.795861,9.215266,9.617644,9.914819,10.390356,10.658005000000001,10.841499,10.421196,10.170455,10.280563,9.919347,9.238781,8.852014,9.147905,9.410153,9.384652,10.081631,10.162882000000002,9.651195,9.461963,9.40858,9.39714,9.675257,9.873049,10.180674,10.626158,10.927772000000001,11.168095,11.049845,11.260689999999999,11.577376,12.453000999999999,13.246645000000001,13.559660999999998,14.019048999999999,14.400792000000001,15.080495
88-2805553,,,,,,,,,,,,,,,,,,,,0,0.18703599999999998,0.6036739999999999,1.106025,2.229258,3.7436089999999997,4.202069,6.217830999999999,6.3354099999999995,6.464805,6.824685000000001,7.642149000000001,7.885349000000001,8.190854,8.397213,8.76,9.180405,9.581783,9.878958,10.354495,10.622144,10.806638000000001,10.385335000000001,10.135594000000001,10.244702,9.883486,9.202919999999999,8.817153,9.111044,9.374292,9.348791,10.04477,10.127021000000001,9.615333999999999,9.427102,9.372719,9.361279,9.640396,9.838188,10.146813,10.590297,10.890911000000001,11.132234,11.013983999999999,11.225829,11.541514999999999,12.41814,13.209783999999999,13.5238,13.984188,14.365931,15.045634
89-2805205,,,,,,,,,,,,,,,,,,,,,0,0.41663900000000004,0.91899,2.042223,3.930644,4.388104,6.404866,6.523446,6.651841,7.0117199999999995,7.829185000000001,8.073383999999999,8.378889,8.583249,8.948035,9.36744,9.769819,10.066993,10.54153,10.810179,10.993673,10.572371,10.322629,10.433736999999999,10.071521,9.389955,9.005189,9.300079,9.562327999999999,9.538826,10.232806,10.315057000000001,9.803369,9.614137,9.560754,9.549314,9.827430999999999,10.026223,10.332848,10.777332000000001,11.078946,11.319269,11.202019,11.412865,11.729550999999999,12.606176,13.397819,13.712835,14.171223999999999,14.552966,15.23267
90-2805308,,,,,,,,,,,,,,,,,,,,,,0,0.502351,1.625584,3.722748,4.181208,6.19597,6.315549,6.442944000000001,6.8038240000000005,7.619288,7.865488,8.169993,8.374353,8.740139,9.159544,9.561923,9.859097,10.334634,10.603283,10.785777000000001,10.364474000000001,10.114733,10.224841,9.862625,9.181059,8.796292,9.091183000000001,9.354431,9.329930000000001,10.023909,10.246305,10.212008,10.022776,9.970393,9.958953,10.23707,10.434861999999999,10.742486999999999,11.187971000000001,11.488585,11.730908,11.611658,11.823504,12.13819,13.015815,13.807457999999999,14.122473999999999,14.581862,14.962604999999998,15.642309
91-2804420,,,,,,,,,,,,,,,,,,,,,,,0,1.123233,3.220398,3.677858,5.693619,5.812199,5.940594,6.300473,7.116938,7.363138,7.667642999999999,7.8730020000000005,8.236788,8.656194000000001,9.058572,9.355746,9.831283,10.099932,10.282427,9.861124,9.611382,9.721491,9.359274000000001,8.678708,8.292942,8.588832,8.850081,8.826578999999999,9.520559,9.745954,9.795122000000001,9.605889999999999,9.552507,9.541067,9.819184,10.017977,10.325600999999999,10.770085,11.071699,11.312023,11.194773,11.404618,11.721304,12.597928999999999,13.390572,13.704588000000001,14.163977,14.545720000000001,15.224423000000002
92-2806239,,,,,,,,,,,,,,,,,,,,,,,,0,2.097165,2.555625,4.570386,4.689966,4.817361,5.177241,5.994705000000001,6.239905,6.54441,6.749769000000001,7.114555,7.533961,7.936339,8.232514,8.70805,8.9767,9.160194,8.738891,8.488149,8.600258,8.237041,7.557475999999999,7.171709,7.465599,7.727848,7.703347,8.398325999999999,8.621721,8.853591,8.665359,8.610975999999999,8.599536,8.878653,9.077446,9.38407,9.828553999999999,10.130168,10.371492,10.253242,10.464087,10.779772999999999,11.656398,12.451041,12.764057000000001,13.223446,13.605189000000001,14.282892000000002
93-2802371,,,,,,,,,,,,,,,,,,,,,,,,,0,0.45746000000000003,2.4732220000000003,2.591802,2.720197,3.080076,3.8975410000000004,4.14274,4.447245,4.651605,5.0163910000000005,5.435796,5.838175,6.135349,6.610886,6.878535,7.062028999999999,6.640727,6.390985,6.501093,6.139876999999999,5.458311,5.072545,5.3674349999999995,5.629683999999999,5.6061819999999996,6.300162,6.524557,7.031244999999999,7.220477000000001,7.477110000000001,7.505669999999999,7.783786999999999,7.982578999999999,8.289204,8.733688,9.036302000000001,9.284625,9.159375,9.369221000000001,9.402907,10.279532000000001,11.073175,11.387191,11.84558,12.227322000000001,12.907026
94-2802441,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.015762,2.1343419999999997,2.262737,2.622616,3.439081,3.68428,3.989786,4.195145,4.558930999999999,4.978336,5.380715,5.6778889999999995,6.1534260000000005,6.422075,6.604569000000001,6.183267,5.933525,6.044633999999999,5.681417,5.001851,4.615085,4.909975,5.172224,5.148722,5.844702,6.067097,6.575785000000001,6.763017,7.01965,7.225210000000001,7.5033270000000005,7.701119,8.008744,8.453228,8.754842,9.011116000000001,8.877915,9.056289,8.945447,9.824072,10.615715,10.928730999999999,11.38712,11.771863,12.448566
95-2802955,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.12258,0.250975,0.610854,1.427319,1.672518,1.9780240000000002,2.182383,2.547169,2.966574,3.368953,3.6661269999999995,4.141664,4.4103129999999995,4.717719000000001,4.695505000000001,4.4457629999999995,4.555872,4.194655,3.640564,3.254797,3.5496870000000005,3.811936,3.7894349999999997,4.482414,4.70681,5.213498,5.403729,5.660362999999999,5.860922,6.1390400000000005,6.337832,6.644456,7.088941,7.390553999999999,7.6558779999999995,7.514628,7.697002,7.585159,8.462784,9.255427000000001,9.569443,10.028832000000001,10.409575,11.089278
96-2802945,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.128395,0.488275,1.3047389999999999,1.549939,1.8554439999999999,2.060803,2.424589,2.843995,3.246373,3.5435480000000004,4.018085,4.2877339999999995,4.595139,4.572925,4.3231839999999995,4.434292,4.072076,3.7601430000000002,3.3743769999999995,3.6692669999999996,3.9315160000000002,3.9070139999999998,4.601994,4.825389,5.333076999999999,5.522309,5.778942,5.978502,6.257619,6.455411,6.7630360000000005,7.20752,7.510134,7.7734570000000005,7.632207000000001,7.815581,7.704739,8.581364,9.375007,9.688023,10.147412,10.528155,11.207858
97-2802936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35988000000000003,1.177344,1.422544,1.727049,1.9314080000000002,2.296194,2.7156,3.117978,3.415153,3.8896900000000003,4.158339,4.466744,4.44453,4.194789,4.305897,3.942681,3.8574620000000004,3.502772,3.7976620000000003,4.058911,4.035409,4.730389,4.952783999999999,5.4614720000000005,5.650704,5.907337,6.106897,6.386014,6.583806,6.891431,7.335914999999999,7.6365289999999995,7.902852,7.7606020000000004,7.942976,7.833133999999999,8.710759,9.502402,9.816417999999999,10.275807,10.656549,11.336253
98-2802918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.817465,1.0626639999999998,1.36717,1.5715290000000002,1.9363150000000002,2.3557200000000003,2.758099,3.055273,3.52981,3.798459,4.106865,4.084651,3.8349089999999997,3.946018,3.5838010000000002,3.497583,3.862651,4.157541,4.41879,4.394289,5.088268,5.313664,5.821352,6.0105830000000005,6.267217,6.467776000000001,6.744894,6.9436860000000005,7.2523100000000005,7.696795,7.997408,8.261732,8.120482,8.302856,8.191013,9.068638,9.861281,10.177298,10.634686,11.016428999999999,11.695132000000001
99-2802864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2452,0.594705,0.8390639999999999,1.21885,1.638256,1.9776340000000001,2.274809,2.750346,3.018995,3.3274,3.7507029999999997,3.622444,3.732553,3.3713370000000005,3.285118,3.6708839999999996,4.254894,4.517143,4.4936419999999995,5.1886209999999995,5.410017,5.919705,6.108936,6.36457,6.667128999999999,6.945247,7.145039,7.4506630000000005,7.857148,8.158761,8.423085,8.281835000000001,8.400209,8.290366,8.964991,9.756634,10.070651,10.531039,10.909782,11.590485000000001
100-2802824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.349505,0.593865,0.973651,1.3930559999999998,1.732435,2.029609,2.505146,2.7737950000000002,3.0812009999999996,3.505503,3.377245,3.488353,3.125137,3.039919,3.4256849999999996,4.009695,4.271944,4.2474419999999995,4.9424220000000005,5.165817,5.6735050000000005,5.861737000000001,6.11937,6.42293,6.7000470000000005,6.898839,7.205464,7.611948,7.911561999999999,8.175885000000001,8.034635,8.156009,8.045167,8.718792,9.513435000000001,9.826450999999999,10.285839999999999,10.666582,11.347286
101-2802618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24536,0.625146,1.044551,1.4469299999999998,1.744104,2.218641,2.4872900000000002,2.7956950000000003,3.218998,3.47474,3.681369,3.319153,3.233934,3.619701,4.203711,4.46596,4.441458,5.136437,5.359833,5.867521,6.056753,6.313386,6.615946000000001,6.894063,7.0938550000000005,7.40148,7.806964,8.107578,8.372900999999999,8.229650999999999,8.350025,8.239182000000001,8.911808,9.705451,10.020467,10.478855000000001,10.859598,11.540302
102-2802176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.379786,0.799191,1.20157,1.498744,1.973281,2.24193,2.550336,2.9736380000000002,3.22938,3.539272,3.564512,3.4782940000000004,3.86406,4.4480699999999995,4.710319,4.686817,5.380797,5.604191999999999,6.11188,6.301112,6.557745,6.860305,7.138422,7.336214999999999,7.644839,8.050322999999999,8.350937,8.615261,8.474011,8.594384,8.483542,9.158167,9.95181,10.265825999999999,10.725214999999999,11.105958,11.785661
103-2802169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41940600000000006,0.8217840000000001,1.118959,1.594495,1.863145,2.17055,2.593852,2.850594,3.160486,3.5227019999999998,3.85808,4.243846,4.827856,5.090105,5.066603,5.761583,5.984978,6.491666,6.680898,6.937531,7.2400910000000005,7.5182080000000004,7.717001,8.023625,8.430109,8.731722999999999,8.996047,8.855797,8.97517,8.863328,9.218141000000001,10.012784,10.3278,10.785189,11.165932000000002,11.849635000000001
104-2802154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.402379,0.699554,1.1740899999999999,1.44274,1.7511450000000002,2.1744470000000002,2.430189,2.740081,3.102297,3.4828629999999996,3.868629,4.452639,4.714887999999999,4.691387000000001,5.386366000000001,5.609761,6.116448999999999,6.305681,6.562314,6.864874,7.142991,7.341784,7.649408,8.053892,8.355506,8.61983,8.478580000000001,8.598953999999999,8.489111,8.800736,9.594379,9.907395,10.366783999999999,10.746527,11.42623
105-2801846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.297175,0.7717109999999999,1.040361,1.348766,1.772069,2.0278099999999997,2.337702,2.699918,3.230484,3.61625,4.20026,4.462509,4.438008,5.133987,5.355383,5.86307,6.052302,6.309936,6.6134949999999995,6.891613,7.089405,7.3960289999999995,7.801514,8.102127000000001,8.369451,8.226201,8.347575,8.236732,8.396357,9.191,9.505016,9.962405,10.344147999999999,11.025851
106-2802103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.475537,0.744186,1.052592,1.475894,1.731636,2.041527,2.4037439999999997,2.93431,3.3200760000000002,3.904086,4.166335,4.141833,4.835813,5.060208,5.566896,5.757128,6.012761,6.315321,6.594438,6.793231,7.099855000000001,7.505339,7.806953,8.070276,7.930027000000001,8.0504,7.9385580000000004,8.102183,8.895826,9.208842,9.669231,10.049974,10.729677
107-2802052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.26864899999999997,0.577055,1.000357,1.256099,1.565991,1.928207,2.626773,3.012539,3.625549,3.8877980000000005,4.078099,4.773078,4.996473,5.504161,5.693393,5.9500269999999995,6.252586,6.530703,6.728496000000001,7.03712,7.326802000000001,7.6284160000000005,7.893739999999999,7.7514899999999995,7.628863000000001,7.518021000000001,7.624646,8.420289,8.734305,9.194694,9.572436999999999,10.25114
108-2801847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.308406,0.731708,0.98745,1.297341,1.659558,2.358124,2.74389,3.3569,3.6191489999999997,4.013647,4.589627,4.813022,5.32071,5.509942,5.766575,6.069135,6.347252,6.546044,6.853669,7.058153,7.359767,7.62409,7.4828399999999995,7.360214,7.249372,7.357997,8.151639999999999,8.465656,8.925044999999999,9.305786999999999,9.985491
