순번_정류장ID,1-2803524,2-2803769,3-2804876,4-2803770,5-2803520,6-2806051,7-2806052,8-2803665,9-2803663,10-2802587,11-2802565,12-2802511,13-2802454,14-2802253,15-2802263,16-2803792,17-2801816,18-2803533,19-2801904,20-2802219,21-2802209,22-2802202,23-2802186,24-2804814,25-2802120,26-2802066,27-2802044,28-2801932,29-2801690,30-2800164
11-2802565,,,,,,,,,,,0,1.261819,1.8323779999999998,2.87794,3.678821,3.8218370000000004,3.72689,4.193886,4.812577,6.084201,6.4489019999999995,6.778466000000001,7.916514,7.575384,8.009361,8.714783,9.047058,10.207398,12.579217,13.705264000000001
12-2802511,,,,,,,,,,,,0,0.570559,1.6161219999999998,2.417003,2.812019,3.183071,3.650067,4.268758999999999,5.539383,5.463954,5.516647,6.654696,6.3135650000000005,6.747542999999999,7.452965,7.785239,8.945578999999999,11.317397999999999,12.443446
13-2802454,,,,,,,,,,,,,0,1.045562,1.8474439999999999,2.24146,2.6125119999999997,3.079508,3.698199,4.968823,4.894394999999999,4.945088,6.083137000000001,5.743005999999999,6.176984,6.882406,7.21468,8.37502,10.746839,11.872887
14-2802253,,,,,,,,,,,,,,0,0.8028810000000001,1.196898,1.56795,2.0349459999999997,2.653637,3.924261,3.9018330000000003,3.953526,5.091575,5.581351000000001,6.169422,6.874844,7.2071179999999995,7.834458000000001,10.206277,11.332325
15-2802263,,,,,,,,,,,,,,,0,0.395016,0.766069,1.2330649999999999,1.8517560000000002,3.1223799999999997,3.2189520000000003,3.270645,4.408693,4.89847,5.60754,6.312962000000001,6.645237,8.085577,10.457395,11.346943
16-2803792,,,,,,,,,,,,,,,,0,0.371053,0.8380489999999999,1.45674,2.727364,3.093065,3.3406290000000003,4.4786779999999995,4.968454,5.677525,6.382947,6.7152210000000006,8.155561,10.52738,11.417928
17-2801816,,,,,,,,,,,,,,,,,0,0.47499600000000003,1.093687,2.364312,2.730012,3.1745759999999996,4.312625,4.802401000000001,5.799472,6.504894,6.837167999999999,8.277508000000001,10.649327,11.78898
18-2803533,,,,,,,,,,,,,,,,,,0,0.618691,1.889315,2.255016,2.69958,3.837629,4.327405000000001,5.324476,6.029898,6.362172,7.802511999999999,10.174331,11.300379
19-2801904,,,,,,,,,,,,,,,,,,,0,1.270624,1.636325,2.080889,3.218938,3.708714,4.705785,5.411207,5.743481,7.183821000000001,9.555639999999999,10.681688000000001
20-2802219,,,,,,,,,,,,,,,,,,,,0,0.365701,0.810265,1.9483139999999999,2.4380900000000003,3.435161,4.140583,4.472857,5.913197,8.285016,9.411064
21-2802209,,,,,,,,,,,,,,,,,,,,,0,0.444564,1.5826129999999998,2.072389,3.06946,3.774882,4.107156,5.547496,7.919314999999999,9.045363
22-2802202,,,,,,,,,,,,,,,,,,,,,,0,1.138049,1.627825,2.624896,3.330318,3.6625919999999996,5.102932,7.4747509999999995,8.600799
23-2802186,,,,,,,,,,,,,,,,,,,,,,,0,0.489777,1.486847,2.192269,2.5245439999999997,3.9648839999999996,6.336703,7.46275
24-2804814,,,,,,,,,,,,,,,,,,,,,,,,0,0.9980709999999999,1.703493,2.035767,3.476107,5.847926,6.973974
25-2802120,,,,,,,,,,,,,,,,,,,,,,,,,0,0.705422,1.060697,2.5010369999999997,4.872855,5.998903
26-2802066,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.355275,1.7956150000000002,4.167434,5.293481
27-2802044,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.44434,3.816159,4.942207
28-2801932,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.378819,3.504867
29-2801690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.126048
30-2800164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
