순번_정류장ID,1-2806122,2-2806433,3-2806434,4-2806435,5-2806436,6-2806437,7-2806438,8-2806439,9-2806440,10-2806441,11-2806442,12-2806443,13-2806444,14-2806445,15-2806446,16-2806447
1-2806122,0,2.368746,2.6463490000000003,3.3476480000000004,4.388247,4.596108999999999,4.372063,3.6854980000000004,4.084962,4.475461,5.2463690000000005,6.021037000000001,6.4524099999999995,6.676880000000001,7.092632000000001,6.648185000000001
2-2806433,,0,0.27760300000000004,0.978902,2.020502,2.2283630000000003,2.004317,1.3167520000000001,1.7172169999999998,2.1077150000000002,2.878623,3.6532910000000003,4.084664,4.309133999999999,4.724886,4.2804400000000005
3-2806434,,,0,0.701299,1.7428990000000002,1.9507599999999998,1.7267139999999999,1.0391489999999999,1.439614,1.830112,2.60102,3.375688,3.807061,4.031531,4.4472830000000005,4.002836
4-2806435,,,,0,1.041599,1.2494610000000002,1.025415,0.33785,0.738314,1.1288120000000001,1.899721,2.674389,3.105762,3.330232,3.7459839999999995,3.301537
5-2806436,,,,,0,0.21360300000000002,0.43764899999999995,1.045786,1.446251,1.8367490000000002,2.607657,3.382325,3.8136980000000005,4.038168,4.45392,4.009474
6-2806437,,,,,,0,0.224046,1.253647,1.6541119999999998,2.04461,2.815518,3.590186,4.021559,4.24603,4.6617809999999995,4.217335
7-2806438,,,,,,,0,1.029601,1.430066,1.8205639999999998,2.591472,3.36614,3.797513,4.021984,4.437735,3.993289
8-2806439,,,,,,,,0,0.400465,0.790963,1.561872,2.3365400000000003,2.767913,2.9923830000000002,3.4081349999999997,2.9636880000000003
9-2806440,,,,,,,,,0,0.390499,1.161407,1.936075,2.367448,2.591918,3.00767,2.563224
10-2806441,,,,,,,,,,0,0.7709090000000001,1.545577,1.97695,2.20142,2.617172,2.172725
11-2806442,,,,,,,,,,,0,0.774668,1.206041,1.430511,1.8462630000000002,1.401817
12-2806443,,,,,,,,,,,,0,0.43137299999999995,0.6558430000000001,1.071595,1.5657370000000002
13-2806444,,,,,,,,,,,,,0,0.22446999999999998,0.6402220000000001,1.134364
14-2806445,,,,,,,,,,,,,,0,0.41575200000000007,0.9098940000000001
15-2806446,,,,,,,,,,,,,,,0,0.494142
16-2806447,,,,,,,,,,,,,,,,0
