순번_정류장ID,36-2802185,37-2801848,38-2801846,39-2802092,40-2802724,41-2802643,42-2802707,43-2802729,44-2802632,45-2803120,46-2803100,47-2803087,48-2802631,49-2802668,50-2802655,51-2803050,52-2800594,53-2800571,54-2800513,55-2805304,56-2800493,57-2805944,58-2800453,59-2800450,60-2800023,61-2800054,62-2805722,63-2804521,64-2804509,65-2804524,66-2804497,67-2805299,68-2804040,69-2804036,70-2804033
36-2802185,0,0.25217399999999995,1.471364,2.394168,2.60229,3.494881,5.37035,6.102434,6.546298999999999,7.128976,7.676267,7.391392999999999,6.596528,6.322667,6.319621,6.383999,11.368075,13.165674,15.391376000000001,15.822731,17.630438,18.465991,20.237417,20.573938000000002,23.606485,25.504305,26.846528999999997,28.195361,32.879517,33.653609,37.002494,40.388690999999994,43.456763,44.043783000000005,44.790637
37-2801848,,0,1.4641899999999999,2.385995,2.350117,3.2427080000000004,5.118176999999999,5.84926,6.295125,6.8768020000000005,7.422094,7.13922,6.344354,6.071494,6.067448000000001,6.131825,11.115901,12.9135,15.140201999999999,15.570557,17.377264999999998,18.212818,19.985244,20.321764,23.354311,25.252132,26.592354999999998,27.943186999999998,32.627344,33.400436,36.75132,40.135517,43.201589,43.789609999999996,44.535463
38-2801846,,,0,0.9218049999999999,2.3649270000000002,3.257518,5.133987,5.86307,6.309936,6.891613,7.437904,7.15303,6.357165,6.086304,6.081258,6.058985,10.464711999999999,12.262310000000001,14.491013,14.922367000000001,16.729075,17.562628,19.336054,19.672575,22.706121,24.604942,25.943166,27.290998,31.977154,32.750246000000004,36.100131,39.485327000000005,42.5534,43.141420000000004,43.886274
39-2802092,,,,0,1.443122,2.336713,4.210182,4.942266,5.388131,5.970808,6.517099,6.232225,5.43736,5.164499,5.1604529999999995,5.2258309999999994,10.208907,12.005505,14.234207999999999,14.667562,16.47427,17.306823,19.079249,19.41777,22.448317000000003,24.343137,25.689360999999998,27.037193,31.721349,32.495441,35.844326,39.231522,42.294595,42.879615,43.628469
40-2802724,,,,,0,0.892591,2.7680599999999997,3.4991440000000003,3.9450089999999998,4.525686,5.072977,4.7881029999999996,3.993238,3.7203769999999996,3.716331,3.7807089999999994,8.927017999999999,10.723616999999999,12.951319,13.382674,15.188381,16.022934,17.796360999999997,18.131881,21.168428,23.060248,24.404472,25.753304,30.437459999999998,31.212553000000003,34.562437,37.944634,41.018706,41.604726,42.35058
41-2802643,,,,,,0,1.876469,2.607553,3.053418,3.6330949999999995,4.180386,3.895512,3.1016470000000003,2.828786,2.8237400000000004,2.888118,9.040194,10.836791999999999,13.064494999999999,13.495849,15.303557000000001,16.13711,17.911535999999998,18.247057,21.280604,23.174424,24.518648000000002,25.86648,30.552636,31.326728000000003,34.677613,38.061809000000004,41.128882,41.714902,42.461756
42-2802707,,,,,,,0,0.735084,1.180949,1.761626,2.3407299999999998,2.283604,1.582531,1.3096709999999998,1.305625,1.370002,7.521078,9.317677,11.546379,11.976734,13.782441,14.617994,16.390421,16.726941,19.759488,21.654309,22.999532000000002,24.348364,29.03252,29.803613000000002,33.157497,36.541694,39.610766,40.193785999999996,40.94064
43-2802729,,,,,,,,0,0.445866,1.026542,1.6056469999999998,1.5485209999999998,2.2056150000000003,1.932754,2.036708,2.101086,8.252162,10.049760000000001,12.276463,12.707817,14.515525,15.348078,17.121504,17.458025,20.489570999999998,22.386392,23.728616,25.075448,29.763603999999997,30.536696000000003,33.887581,37.272777000000005,40.33985,40.92587,41.672723
44-2802632,,,,,,,,,0,0.580677,1.1597819999999999,1.1026559999999999,1.899521,2.174382,2.482573,2.546951,8.263776,10.060375,12.289077,12.719432000000001,14.52714,15.360693,17.134119000000002,17.469639,20.502186,22.399007,23.741229999999998,25.090062,29.776219,30.546311,33.898195,37.283392,40.352464000000005,40.935485,41.687338000000004
45-2803120,,,,,,,,,,0,0.579105,0.863979,1.6608439999999998,1.935704,2.58575,2.945023,8.025099,9.821698,12.0494,12.480755,14.286462,15.123016,16.895442000000003,17.230961999999998,20.266509,22.162329999999997,23.500553,24.850385,29.539540999999996,30.311634,33.660517999999996,37.045715,40.116787,40.698808,41.448661
46-2803100,,,,,,,,,,,0,0.28487399999999996,1.081739,1.3566,2.006646,2.364919,7.446994999999999,9.244594000000001,11.471296,11.903651,13.709357999999998,14.543910999999998,16.318337,16.652858,19.686405,21.583225,22.924449,24.273281,28.957437,29.733528999999997,33.081414,36.465610999999996,39.537683,40.121703000000004,40.870557
47-2803087,,,,,,,,,,,,0,0.7968649999999999,1.071726,1.721772,2.080045,7.1611210000000005,8.95872,11.186422,11.616777,13.422483999999999,14.258037,16.031464,16.365984,19.400531,21.294351000000002,22.638575,23.988407000000002,28.671563,29.444656,32.794540000000005,36.181737,39.248809,39.833828999999994,40.580683
48-2802631,,,,,,,,,,,,,0,0.276861,0.9269069999999999,1.28518,7.436256,9.233854,11.461557,11.892911,13.699619,14.534172,16.307598000000002,16.643119,19.675666,21.572485999999998,22.91471,24.263542,28.949697999999998,29.721790000000002,33.072675,36.455871,39.524944,40.108964,40.855818
49-2802668,,,,,,,,,,,,,,0,0.654046,1.013319,7.164395,8.960994,11.188696,11.621051,13.426758,14.261311,16.034738,16.370258,19.402804999999997,21.298626000000002,22.640849,23.991681,28.675836999999998,29.44993,32.798814,36.183011,39.253083000000004,39.838103000000004,40.584957
50-2802655,,,,,,,,,,,,,,,0,0.358273,6.509348999999999,8.306948,10.53365,10.966005000000001,12.771711999999999,13.606264999999999,15.379692000000002,15.714212,18.749759,20.64658,21.987803,23.333635,28.019790999999998,28.794884000000003,32.143768,35.529965000000004,38.596037,39.182057,39.930911
51-2803050,,,,,,,,,,,,,,,,0,6.153076,7.949675,10.177377,10.609732000000001,12.414439,13.249993,15.023419,15.358939000000001,18.391485999999997,20.287307000000002,21.63253,22.979362,27.664518,28.435610999999998,31.786495000000002,35.170691999999995,38.243764,38.828784000000006,39.574638
52-2800594,,,,,,,,,,,,,,,,,0,1.7975990000000002,4.025301,4.456656,6.262363,7.0969169999999995,8.870343,9.205863,12.24041,14.136231,15.477454000000002,16.824285999999997,21.510442,22.282535,25.635419,29.018615999999998,32.088688,32.673709,33.420562
53-2800571,,,,,,,,,,,,,,,,,,0,2.227702,2.659057,4.465765,5.300318,7.0737440000000005,7.409264,10.441811,12.337632000000001,13.682854999999998,15.028687,19.713844,20.485936,23.83682,27.225016999999998,30.291089000000003,30.879109999999997,31.621963
54-2800513,,,,,,,,,,,,,,,,,,,0,0.436355,2.242063,3.076616,4.850042,5.185562,8.218109,10.11393,11.459153,12.803985,17.491142,18.263234,21.616118,24.999315,28.067387,28.652408,29.399261
