순번_정류장ID,52-2804850,53-2803212,54-2803210,55-2803361,56-2807505,57-2807521,58-2806171,59-2800565,60-2806015,61-2800567,62-2800561,63-2804974,64-2800546,65-2800539,66-2800537,67-2800982,68-2800836,69-2800835,70-2800843,71-2800956,72-2801006,73-2801023,74-2801034,75-2800827,76-2806900,77-2803593,78-2800145,79-2800180,80-2800189,81-2800202,82-2800213,83-2800220,84-2806091,85-2807618,86-2807619,87-2801595,88-2801562,89-2800171,90-2800236,91-2801472,92-2801475,93-2801496,94-2805939,95-2806782,96-2801192,97-2801658,98-2801672,99-2801684,100-2801718,101-2801741,102-2801750,103-2801755,104-2801765,105-2801775,106-2801789
52-2804850,0,0.456866,2.094842,2.400614,12.149813,21.881370999999998,22.687848000000002,24.178222,24.545505,24.745024,25.56471,26.940559000000004,27.239252,27.529013,28.018520000000002,31.480627000000002,31.808856,32.126616,32.634624,33.22895,33.974275,34.224709000000004,34.736909999999995,35.063658000000004,35.698902000000004,36.339709,37.671471000000004,38.040227,38.690021,38.789755,39.391255,39.880509,39.53067,39.015442,38.781735999999995,38.70807,38.805927000000004,38.540252,38.407303999999996,38.223428000000006,38.051521,37.574013,37.696038,37.397107,37.145962,36.772902,36.410521,35.978602,35.491168,35.036021000000005,34.657586,34.282837,33.908188,33.566656,33.325466999999996
53-2803212,,0,1.637976,1.943748,12.606679,22.338237,23.144714,24.635088,25.002371,25.20189,26.021576,27.397425,27.696118,27.985878999999997,28.475386,31.937493,32.265722,32.582481,33.09149,33.685815999999996,34.433141,34.682575,35.192776,35.520524,36.154768,36.796575,38.128337,38.496093,39.147887,39.245621,39.846121000000004,40.337375,39.987536,39.473308,39.239602000000005,39.165936,39.261793,38.997118,38.86417,38.679294,38.507387,38.030878,38.151903999999995,37.854973,37.602828,37.229768,36.866386999999996,36.434468,35.949034000000005,35.492886999999996,35.112452000000005,34.738703,34.365053,34.023522,33.783333
54-2803210,,,0,0.305772,11.566930000000001,21.298488,22.104965,23.595339000000003,23.962622,24.162142000000003,24.981827,26.357676,26.656369,26.94613,27.435637,30.897744,31.225973,31.542733000000002,32.051741,32.647067,33.392392,33.642826,34.153027,34.480775,35.116019,35.755826,37.088588,37.456344,38.109138,38.206872,38.808372,39.297626,38.946787,38.433559,38.199853000000004,38.126187,38.222044,37.956369,37.824421,37.639545,37.468638,36.99013,37.113155,36.814223999999996,36.563078999999995,36.189019,35.827638,35.393719,34.908285,34.454138,34.072703000000004,33.697953999999996,33.324304999999995,32.984774,32.743584000000006
55-2803361,,,,0,11.261158,20.992716,21.799194,23.289568,23.65685,23.856370000000002,24.676056,26.051904,26.350596999999997,26.640359000000004,27.129865000000002,30.591973,30.920201000000002,31.237961,31.745969,32.341295,33.08662,33.337055,33.848255,34.175003000000004,34.809247,35.450055,36.781816,37.150572,37.803366,37.901101000000004,38.5016,38.989855,38.641016,38.127787,37.894081,37.820415000000004,37.915271999999995,37.650597999999995,37.518648999999996,37.332772999999996,37.162865999999994,36.685358,36.806383000000004,36.509453,36.256307,35.883247,35.520866,35.086948,34.601513,34.147366,33.766932000000004,33.393183,33.018533000000005,32.677002,32.435813
56-2807505,,,,,0,9.732558000000001,10.539035,12.029409,12.396692,12.596212,13.415898,14.791746,15.090439000000002,15.3802,15.869707,19.331814,19.660042999999998,19.977803,20.485810999999998,21.081137,21.826462,22.076895999999998,22.588097,22.914845,23.550089,24.190897,25.523657999999998,25.890414,26.543208,26.641942999999998,27.242441999999997,27.731696000000003,28.198058000000003,27.513628999999998,27.278923,26.946159,26.798114,26.533439,26.258490999999996,26.073615,25.902707999999997,25.4252,25.547225,25.624295,25.521148999999998,25.476326999999998,25.329708,25.340789,25.153354999999998,25.300207999999998,25.587774,25.210025,24.834375,24.711572,24.470654999999997
57-2807521,,,,,,0,0.806477,2.2968509999999998,2.6641340000000002,2.863654,3.6833400000000003,5.059188,5.357881,5.647643,6.137149,9.599256,9.927485,10.244245,10.752253,11.347579,12.092903999999999,12.344339,12.854539,13.181287,13.816531,14.457339000000001,15.7901,16.157856,16.80865,16.906385,17.505884,17.998138,18.4635,17.779071,17.546364999999998,17.212601,17.065556,16.799881,16.524932999999997,16.341057,16.16815,15.691642000000002,15.814667000000002,15.890737,15.788591,15.742769000000001,15.59715,15.609232,15.420797,15.56865,15.850216,15.476467000000001,15.106817000000001,14.982014999999999,14.738097
58-2806171,,,,,,,0,1.490374,1.857657,2.0571770000000003,2.876863,4.252711,4.551404,4.841165,5.330672,8.792779,9.121008,9.437768,9.946776,10.541102,11.286427,11.536861,12.048062,12.37481,13.010054,13.650862,14.983623000000001,15.350379,16.002173000000003,16.098907,16.703407000000002,17.191661,17.658023,16.972594,16.738888,16.407124,16.259079,15.992404,15.718456,15.533579999999999,15.363673,14.885164999999999,15.00719,15.084259,14.981114000000002,14.935292,14.791673000000001,14.803754000000001,14.616320000000002,14.763173000000002,15.048738,14.670989000000002,14.29734,14.171536999999999,13.931619
59-2800565,,,,,,,,0,0.36728299999999997,0.566803,1.3864889999999999,2.762337,3.06103,3.3507910000000005,3.840298,7.302405,7.630634,7.948394,8.456402,9.051728,9.798053,10.046486999999999,10.558688,10.884436,11.519680000000001,12.160488,13.493248999999999,13.861004999999999,14.512799,14.609534,15.212032999999998,15.700287,16.166649,15.483220000000001,15.249514000000001,14.91675,14.768704999999999,14.503029999999999,14.229082,14.044205999999999,13.873299,13.394791,13.516816,13.593886,13.49174,13.444918,13.301298999999998,13.313379999999999,13.123945999999998,13.270798999999998,13.554364999999999,13.180616,12.806966000000001,12.686163,12.441246000000001
60-2806015,,,,,,,,,0,0.19952,1.019206,2.395054,2.693747,2.983509,3.473015,6.935123,7.263350999999999,7.581111,8.089119,8.684445,9.429771,9.680205,10.190405,10.518153,11.153397,11.793205,13.125966,13.493722,14.144516000000001,14.243251,14.84375,15.334005,15.800367000000001,15.115936999999999,14.882230999999999,14.550467999999999,14.400422,14.135748000000001,13.860798999999998,13.675923000000001,13.505016,13.028508,13.150533,13.226602999999999,13.124457000000001,13.078635,12.933016,12.945098,12.757663,12.904517,13.188082000000001,12.817333,12.442683,12.317881,12.074963
61-2800567,,,,,,,,,,0,0.819686,2.195535,2.4942279999999997,2.783989,3.2734959999999997,6.735603,7.0638309999999995,7.381591,7.8896,8.483926,9.229251,9.480685000000001,9.991886000000001,10.317634,10.952878,11.593685,12.927447,13.292203,13.943997,14.045731,14.643229999999999,15.133485,15.600847,14.916418,14.682711999999999,14.349948000000001,14.200903,13.935228,13.66128,13.477403,13.306497,12.827988000000001,12.951013,13.027083,12.923938,12.878116,12.733497,12.744578,12.557144000000001,12.703997,12.987561999999999,12.613813,12.243163000000001,12.116361,11.875442999999999
