순번_정류장ID,38-2806225,39-2803862,40-2803865,41-2806899,42-2803971,43-2803970,44-2803968,45-2803966,46-2803964,47-2803950,48-2803948,49-2803946,50-2803944,51-2804728,52-2804726,53-2804723,54-2804588,55-2804586,56-2800283,57-2800281,58-2800280,59-2800278,60-2806663,61-2804031,62-2800260,63-2800275,64-2804713,65-2803598,66-2803600,67-2800273,68-2803601,69-2804331,70-2803581,71-2800271,72-2805489,73-2807150,74-2804581,75-2804582,76-2800267,77-2804032
38-2806225,0,0.222284,0.7492989999999999,0.9939709999999999,1.301456,1.9806970000000002,2.289034,2.8918880000000002,3.320996,3.936397,4.229055000000001,4.8183050000000005,5.351479,5.8240110000000005,6.303336,6.73274,7.047752,7.382426,8.547706,9.009134,9.696996,10.271238,10.406688,11.341611,10.71171,10.473032,10.150837,9.970047000000001,9.812384,10.273666,10.482391999999999,10.6541,10.911766,11.396215,11.896078999999999,12.269849,12.598112,12.897067999999999,13.262151999999999,12.84153
39-2803862,,0,0.527015,0.771687,1.079173,1.758414,2.06675,2.669604,3.098712,3.7141129999999998,4.006772,4.596021,5.129196,5.601728,6.081053,6.510456,6.826467999999999,7.160143,8.324422,8.78685,9.474713000000001,10.048954,10.185405000000001,11.130106,10.931992999999999,10.695314999999999,10.37312,10.19033,10.032667,10.493949,10.704675,10.876384,11.13405,11.618497999999999,12.118363,12.492133,12.820396,13.117351000000001,13.482435999999998,13.061814
40-2803865,,,0,0.244673,0.552158,1.231399,1.539736,2.142589,2.571698,3.1870979999999998,3.4797569999999998,4.069006,4.602181,5.074713,5.554037999999999,5.983442,6.298454,6.633128,7.797407000000001,8.259836,8.947697999999999,9.52094,9.65739,10.604091,11.234993,11.22233,10.900135,10.717345,10.559682,11.020964,11.231689999999999,11.403399,11.661064999999999,12.145513000000001,12.645378,13.019148,13.347411,13.644366,14.009451,13.588829
41-2806899,,,,0,0.30748600000000004,0.986726,1.2950629999999999,1.8979169999999999,2.327025,2.9424259999999998,3.235084,3.8243339999999995,4.357508,4.83004,5.309365000000001,5.7387690000000005,6.053781,6.388455,7.552735,8.015163000000001,8.703025,9.276267,9.412717,10.358417999999999,10.99032,11.226998,11.146807,10.964018,10.806353999999999,11.267636,11.476363000000001,11.650071,11.905737,12.392185000000001,12.89205,13.265820000000001,13.594083,13.891038,14.256123,13.835501
42-2803971,,,,,0,0.679241,0.9875780000000001,1.590431,2.01954,2.6349400000000003,2.9275990000000003,3.5168480000000004,4.050023,4.5225550000000005,5.00188,5.431284,5.7472959999999995,6.08197,7.246249000000001,7.707677,8.395539999999999,8.968782000000001,9.106232,10.051933,10.682835,10.919512,11.242708,11.269503,11.111839999999999,11.575122,11.785848,11.957556,12.215222,12.699671,13.197535,13.571306,13.901568,14.196523999999998,14.563607999999999,14.140985999999998
43-2803970,,,,,,0,0.30833699999999997,0.911191,1.340299,1.9557,2.248358,2.8376080000000004,3.370782,3.843314,4.322639,4.7520430000000005,5.067055,5.4017290000000004,6.566008999999999,7.028436999999999,7.716299,8.289541,8.425991,9.371692,10.003594,10.240272000000001,10.562467,10.745256,11.233558,11.69484,11.905567,12.077275,12.334941,12.819389,13.319254,13.693024,14.021287,14.318242000000001,14.683326999999998,14.262704999999999
44-2803968,,,,,,,0,0.602854,1.031962,1.656363,1.949021,2.538271,3.071445,3.5439769999999995,4.023303,4.452706,4.768718,5.1033919999999995,6.266672,6.7291,7.416962,7.990203999999999,8.126655,9.072356,9.704257,9.940935000000001,10.26313,10.44592,10.934221,11.396503,11.60723,11.777938,12.035604,12.520052,13.019917,13.393687,13.72295,14.018904999999998,14.383989999999999,13.963368
45-2803966,,,,,,,,0,0.429109,1.053509,1.346168,1.9354169999999997,2.4685919999999997,2.9411240000000003,3.4204489999999996,3.849852,4.164865,4.4995389999999995,5.663818,6.126246,6.814108999999999,7.387351,7.523801,8.469502,9.101403,9.338080999999999,9.660276,9.843066,10.331368,10.79265,11.003376,11.175084,11.43275,11.917199,12.417063,12.790833000000001,13.119095999999999,13.416051999999999,13.781135999999998,13.360514000000002
46-2803964,,,,,,,,,0,0.624401,0.9170590000000001,1.5063090000000001,2.039483,2.5120150000000003,2.99134,3.4207440000000005,3.735756,4.07043,5.23471,5.697138,6.385,6.958242,7.0946929999999995,8.040394000000001,8.672295,8.908973,9.231167999999998,9.413958000000001,9.902258999999999,10.363541,10.574268,10.745975999999999,11.003642,11.48809,11.987955,12.361725,12.689988,12.986943,13.352028,12.931405999999999
47-2803950,,,,,,,,,,0,0.292659,0.881908,1.415083,1.887615,2.36694,2.7963430000000002,3.112355,3.4470300000000003,4.611308999999999,5.073737,5.7615989999999995,6.334841,6.471292,7.416993,8.048894,8.285572,8.607766999999999,8.790557000000002,9.278858999999999,9.74014,9.950867,10.122575,10.380241,10.86469,11.364554,11.738324,12.066587,12.363543,12.728627000000001,12.308005
48-2803948,,,,,,,,,,,0,0.589249,1.122424,1.594956,2.074281,2.503685,2.819697,3.154371,4.318651,4.781079,5.468941,6.0421830000000005,6.1786330000000005,7.124333999999999,7.756236,7.992913000000001,8.315109,8.497898,8.9862,9.447482,9.658208,9.829917,10.087583,10.572030999999999,11.071896,11.445666000000001,11.773928999999999,12.070884,12.435967999999999,12.015347
49-2803946,,,,,,,,,,,,0,0.533175,1.005707,1.485032,1.9144349999999999,2.229447,2.5641220000000002,3.7284010000000003,4.190829,4.878692,5.451934,5.588384,6.534085,7.165986,7.402664,7.7248589999999995,7.907649,8.395951,8.857232000000002,9.067959,9.239666999999999,9.497333,9.981782,10.481646000000001,10.855416,11.183679,11.480635000000001,11.845719,11.425097000000001
50-2803944,,,,,,,,,,,,,0,0.47253199999999995,0.951857,1.381261,1.697273,2.031947,3.196226,3.6586550000000004,4.3465169999999995,4.919759,5.056209,6.00191,6.633812,6.870489,7.192685000000001,7.3754740000000005,7.863776,8.325058,8.535784,8.707492,8.965158,9.449607,9.949471,10.323242,10.651505,10.94846,11.313544,10.892923
51-2804728,,,,,,,,,,,,,,0,0.481325,0.9107290000000001,1.225741,1.5604149999999999,2.724695,3.187123,3.8749849999999997,4.448226999999999,4.584677,5.530378,6.16228,6.398957,6.721153,6.903942,7.392244,7.853526,8.064252,8.235961,8.493627,8.978075,9.47794,9.85171,10.179973,10.476928,10.842013,10.421391
52-2804726,,,,,,,,,,,,,,,0,0.429404,0.745416,1.08009,2.244369,2.706798,3.39466,3.9679019999999996,4.104352,5.050053,5.681955,5.918632,6.240828,6.423617,6.911919,7.373201,7.583927,7.755635000000001,8.013301,8.49775,8.997614,9.371385,9.699648,9.996603,10.361687,9.941066000000001
53-2804723,,,,,,,,,,,,,,,,0,0.316012,0.650686,1.814966,2.2773939999999997,2.965256,3.538498,3.674948,4.620649,5.252551,5.489229,5.811424,5.994214,6.482515,6.943797,7.154524,7.326232000000001,7.583898,8.068346,8.568211,8.941981,9.270244,9.567199,9.932284,9.511662
54-2804588,,,,,,,,,,,,,,,,,0,0.33467399999999997,1.5029540000000001,1.965382,2.653244,3.226486,3.362936,4.308637,4.940539,5.177217,5.499412,5.682201999999999,6.170503,6.631785000000001,6.842511999999999,7.01422,7.271886,7.756334,8.256199,8.629969000000001,8.958232,9.255187,9.620272,9.19965
55-2804586,,,,,,,,,,,,,,,,,,0,1.16828,1.630708,2.3185700000000002,2.891812,3.028262,3.973963,4.6058650000000005,4.842542,5.164738,5.3475269999999995,5.835829,6.297111,6.507837,6.679546,6.937212,7.42166,7.921525,8.295295,8.623558000000001,8.920513,9.285598,8.864975999999999
56-2800283,,,,,,,,,,,,,,,,,,,0,0.46642799999999995,1.154291,1.7275330000000002,1.8639830000000002,2.809684,3.441585,3.678263,4.000458,4.183248000000001,4.67155,5.1328309999999995,5.343558,5.5152660000000004,5.772932,6.257381,6.757244999999999,7.131015,7.459278,7.756234,8.121317999999999,7.700696000000001
57-2800281,,,,,,,,,,,,,,,,,,,,0,0.687863,1.261105,1.3975549999999999,2.3432560000000002,2.975158,3.2118349999999998,3.5340300000000004,3.71682,4.205122,4.666404,4.87713,5.048838,5.306504,5.790953,6.290817,6.664586999999999,6.99285,7.289806,7.654889999999999,7.234267999999999
58-2800280,,,,,,,,,,,,,,,,,,,,,0,0.573242,0.709692,1.6553930000000001,2.287295,2.523973,2.846168,3.028957,3.5172589999999997,3.9785410000000003,4.189267,4.360976,4.6186419999999995,5.10309,5.602955000000001,5.976725,6.304988,6.6019429999999995,6.967028,6.546406
59-2800278,,,,,,,,,,,,,,,,,,,,,,0,0.136451,1.082152,1.7140529999999998,1.9507310000000002,2.272926,2.455716,2.9440169999999997,3.405299,3.616026,3.7877339999999995,4.0454,4.529848,5.029713,5.4034830000000005,5.731746,6.028701,6.393786,5.973164
60-2806663,,,,,,,,,,,,,,,,,,,,,,,0,0.945701,1.577603,1.81428,2.136476,2.319265,2.8075669999999997,3.2688490000000003,3.479575,3.6512839999999995,3.90895,4.393398,4.893263,5.2670330000000005,5.595296,5.892251,6.2573360000000005,5.836714
61-2804031,,,,,,,,,,,,,,,,,,,,,,,,0,0.6319020000000001,0.8685799999999999,1.190775,1.373564,1.861866,2.3231479999999998,2.533875,2.7055830000000003,2.9632490000000002,3.4476970000000002,3.9475620000000005,4.321332,4.649595,4.94655,5.311635,4.891013
62-2800260,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23667800000000003,0.558873,0.741663,1.2299639999999998,1.6912459999999998,1.901973,2.073681,2.331347,2.8157959999999997,3.31566,3.68943,4.017693,4.314648,4.679733000000001,4.259111
63-2800275,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.322195,0.504985,0.993287,1.454569,1.665295,1.837003,2.0946689999999997,2.5791180000000002,3.078982,3.452752,3.781015,4.077971,4.443055,4.022433
64-2804713,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.18279,0.671092,1.1323729999999999,1.3431,1.514808,1.772474,2.256923,2.756787,3.130557,3.45882,3.755776,4.1208599999999995,3.7002379999999997
65-2803598,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48830200000000007,0.949584,1.16031,1.332018,1.589684,2.0741330000000002,2.573998,2.947768,3.276031,3.572986,3.9380699999999997,3.5174489999999996
66-2803600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46128199999999997,0.672009,0.843717,1.101383,1.585831,2.085696,2.459466,2.787729,3.084684,3.4497690000000003,3.029147
67-2800273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.210727,0.38243499999999997,0.640101,1.124549,1.624414,1.998184,2.326447,2.623402,2.988487,2.5678650000000003
68-2803601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.171709,0.429375,0.9138229999999999,1.4136879999999998,1.7874580000000002,2.1157209999999997,2.412676,2.777761,2.357139
69-2804331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.257666,0.742115,1.2419790000000002,1.6157489999999999,1.9440119999999999,2.240968,2.606052,2.1854299999999998
70-2803581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48444899999999996,0.9843129999999999,1.358083,1.686346,1.9833020000000001,2.348386,1.927764
71-2800271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.506865,0.8806350000000001,1.208898,1.505853,1.8709380000000002,1.450316
72-2805489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37377,0.702033,0.9989889999999999,1.3640729999999999,0.943451
73-2807150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.328263,0.625218,0.990303,0.569681
74-2804581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.297955,0.66304,0.543514
75-2804582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.365085,0.840469
76-2800267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.636447
77-2804032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
