순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800317,5-2805949,6-2800371,7-2802647,8-2802648,9-2802649,10-2803050,11-2800814,12-2800793,13-2800785,14-2800766,15-2800748,16-2800721,17-2800697,18-2801603,19-2801583,20-2801565,21-2801188,22-2801474,23-2801464,24-2801178,25-2801179,26-2804871,27-2801387,28-2801347,29-2801319,30-2801314,31-2801348,32-2801369,33-2801411,34-2801401,35-2801391,36-2801386,37-2801395,38-2801230,39-2801407,40-2801410,41-2801427,42-2801443,43-2801473,44-2801486,45-2801519,46-2801571,47-2801610
1-2805726,0,0.34725100000000003,0.657047,0.947607,1.498672,1.797,2.5985,3.073856,3.389986,3.8503260000000004,3.8303279999999997,4.0171980000000005,4.2111019999999995,4.680255000000001,4.8668309999999995,4.456217,4.509945,5.486695,5.8179050000000005,6.083528,6.600003999999999,6.901757000000001,7.149771,7.559742,8.143916,8.42953,8.722835,9.0905,9.441958999999999,9.752744999999999,9.404761,9.179999,8.861998,9.162228,9.420803999999999,9.667973,9.929594999999999,10.119925,10.238036,10.487472,10.601688000000001,10.445158000000001,10.259383,10.586116,10.579001,10.656151,10.999948
2-2805739,,0,0.311797,0.603356,1.1544219999999998,1.45275,2.25425,2.729605,3.0457349999999996,3.506075,3.486077,3.672947,3.866851,4.336004,4.522581,4.112967,4.1656949999999995,5.143445,5.474655,5.740277,6.256754,6.557506,6.805521000000001,7.216492,7.8006660000000005,8.085280000000001,8.377583999999999,8.74625,9.098709,9.407494,9.06051,8.836749000000001,8.517747,8.817977,9.075553,9.323723,9.585344000000001,9.775675,9.893786,10.144221,10.257438,10.101907,9.916132000000001,10.243866,10.233751,10.312901,10.656698
3-2800372,,,0,0.29156,1.0127190000000001,1.3110469999999999,2.112547,2.587903,2.904033,3.364372,3.344375,3.5312449999999997,3.7251480000000003,4.1943019999999995,4.210783999999999,3.8011699999999995,3.8538980000000005,4.831648,5.162858,5.428481,5.944958,6.24671,6.493725,6.903696000000001,7.487869,7.773484,8.066788,8.434453999999999,8.786913,9.096698,8.748714,8.524952,8.205950999999999,8.507181,8.764757000000001,9.011925999999999,9.273548,9.463878,9.581989,9.833425,9.945642,9.791111,9.604336,9.932069,9.923954,10.002105,10.343900999999999
4-2800317,,,,0,1.3042790000000002,1.602607,2.4041069999999998,2.879463,3.195593,3.655932,3.635935,3.822804,4.016708,4.170139,3.919224,3.509611,3.5623379999999996,4.540088,4.871298,5.136921,5.653398,5.95415,6.202165,6.6121360000000005,7.19631,7.480924000000001,7.774228,8.142894,8.494353,8.804138,8.457154,8.233392,7.914391,8.214621000000001,8.472197,8.720366,8.981988000000001,9.172317999999999,9.290429,9.540865,9.654082,9.499551,9.311776,9.640509,9.631394,9.710545,10.054341
5-2805949,,,,,0,0.298329,1.1828290000000001,1.658184,1.974314,2.434654,2.331656,2.518526,2.71243,3.1815830000000003,3.4324980000000003,3.843112,4.155273,5.133023000000001,5.464233,5.729856,6.246333,6.688085000000001,6.9361,7.331071000000001,7.915245,8.199859,8.493163000000001,8.861829,9.213288,9.523073,9.176089,8.952327,8.633326,8.933556,9.191132000000001,9.439302,9.700923,9.891254,10.009364999999999,10.063858,9.95064,9.758486,9.571711,9.696213,9.410328999999999,9.48648,9.832276
6-2800371,,,,,,0,0.8845,1.359856,1.675986,2.136326,2.033328,2.220198,2.414101,2.883255,3.134169,3.5447830000000002,3.8569449999999996,4.834695,5.165905,5.431528,5.948004,6.389755999999999,6.637771000000001,7.032742,7.616916000000001,7.90153,8.194835000000001,8.5635,8.914959,9.224744,8.877761,8.653999,8.334997,8.635227,8.892804,9.140972999999999,9.402594,9.592925,9.711036,9.765528999999999,9.652312,9.460158,9.273382000000002,9.395883999999999,9.110000999999999,9.188151,9.531948
7-2802647,,,,,,,0,0.47535600000000006,0.7914859999999999,1.251826,1.570173,2.206698,2.400601,2.869755,3.12067,3.531283,3.8434449999999996,4.8211949999999995,5.152405,5.418028,5.9345040000000004,6.376256,6.624271,7.019242,7.603416,7.8880300000000005,8.181335,8.55,8.901459,9.211244,8.864261,8.640499,8.321498,8.621728,8.879304,9.127473,9.389095,9.550425,9.667536,9.713028999999999,9.599812,9.407658,9.220883,9.343384,9.057501,9.135651,9.479448
8-2802648,,,,,,,,0,0.31613,0.77647,1.094817,1.7873419999999998,1.9812459999999998,2.450399,2.701314,3.111927,3.424089,4.401839,4.733048999999999,4.998672,5.515148,5.956901,6.204915,6.599887,7.184060000000001,7.468675,7.761978999999999,8.130644,8.482104,8.791889,8.444905,8.221143,7.9021419999999996,8.202372,8.459947999999999,8.708117,8.969739,9.075069000000001,9.19218,9.238673,9.125456,8.932302,8.746527,8.869029,8.583145,8.660296,9.004092
9-2802649,,,,,,,,,0,0.46033999999999997,0.778687,1.4712120000000002,1.665116,2.1342689999999997,2.385184,2.795798,3.107959,4.085709,4.416919,4.682542,5.199019,5.640771,5.888786,6.283757,6.867931,7.152545,7.445849000000001,7.814514999999999,8.165974,8.475759,8.128775,7.9050139999999995,7.586011999999999,7.886242,8.143818,8.391988000000001,8.653609,8.75794,8.876051,8.921544,8.808326,8.616172,8.429397,8.551899,8.266015,8.344166,8.687961999999999
10-2803050,,,,,,,,,,0,0.318348,1.012873,1.206776,1.67593,1.9268439999999998,2.3374580000000003,2.64962,3.6273699999999995,3.9585800000000004,4.224203,4.740679,5.182430999999999,5.430446,5.825417,6.409591000000001,6.694205,6.98751,7.356175,7.707634,8.017419,7.6704360000000005,7.446674000000001,7.1276720000000005,7.4279020000000004,7.685478999999999,7.933648,8.195269,8.3856,8.503711000000001,8.559204,8.445986999999999,8.252833,8.067057,8.190559,7.903675999999999,7.981826,8.325623
11-2800814,,,,,,,,,,,0,0.694525,0.8884290000000001,1.357583,1.6084969999999998,2.019111,2.331273,3.3090230000000003,3.6402330000000003,3.9058559999999996,4.422332,4.864084,5.112099,5.50707,6.0912440000000005,6.375858,6.669163,7.037828,7.3892869999999995,7.699072,7.352089,7.1283270000000005,6.809325,7.109555,7.367132000000001,7.615301,7.876922,8.067253,8.185364,8.239857,8.12664,7.934486,7.7477100000000005,7.8702119999999995,7.584328999999999,7.662478999999999,8.006276
12-2800793,,,,,,,,,,,,0,0.193904,0.663057,0.9139719999999999,1.324586,1.6367479999999999,2.6144979999999998,2.945708,3.21133,3.727807,4.169559,4.417574,4.812545,5.396719,5.681333,5.974637,6.343303,6.694762,7.0045470000000005,6.657563000000001,6.433802,6.1148,6.415030000000001,6.672606,6.920775999999999,7.182397,7.3727279999999995,7.490839,7.5463320000000005,7.434114999999999,7.24096,7.054185,7.176686999999999,6.890803999999999,6.968953999999999,7.313751
13-2800785,,,,,,,,,,,,,0,0.469154,0.720068,1.130682,1.442844,2.420594,2.751804,3.017427,3.533903,3.975655,4.223669999999999,4.618641,5.202815,5.487429,5.780734,6.149399,6.500858,6.810642999999999,6.46366,6.239898,5.920896,6.221126,6.478703,6.726872,6.988492999999999,7.1788240000000005,7.296935,7.351428,7.238211,7.046057000000001,6.859281,6.981783,6.6959,6.77405,7.117847
14-2800766,,,,,,,,,,,,,,0,0.250915,0.661529,0.973691,1.951441,2.282651,2.548274,3.06475,3.506502,3.754517,4.149488,4.733662000000001,5.018276,5.31158,5.680246,6.0317050000000005,6.34149,5.9945059999999994,5.770745,5.4517430000000004,5.7519730000000004,6.009549,6.257719,6.519340000000001,6.709671000000001,6.827782000000001,7.0782169999999995,7.102058,6.909903,6.723128,7.0508619999999995,6.977256,7.053406,7.398203
15-2800748,,,,,,,,,,,,,,,0,0.41061400000000003,0.722776,1.7005259999999998,2.031736,2.297359,2.8138349999999996,3.255587,3.503602,3.8985730000000003,4.482747,4.767361,5.060666,5.4293309999999995,5.7807900000000005,6.090575,5.743592,5.519830000000001,5.200828,5.5010580000000004,5.758635,6.006804,6.268425,6.458756,6.576867,6.827302,6.852142999999999,6.659989,6.473212999999999,6.800947,6.791832,6.870982000000001,7.213779
16-2800721,,,,,,,,,,,,,,,,0,0.313162,1.290912,1.6221219999999998,1.887745,2.4042209999999997,2.845973,3.093988,3.4889589999999995,4.073133,4.357747,4.651052,5.019717,5.371176,5.680961,5.333978,5.110216,4.791214,5.091444,5.349021,5.59719,5.858812,6.049142,6.167253,6.417688,6.441529,6.250375,6.0626,6.391333,6.382218,6.461368,6.805165
17-2800697,,,,,,,,,,,,,,,,,0,0.97975,1.3109600000000001,1.576583,2.0930590000000002,2.534812,2.782826,3.177798,3.761971,4.0465860000000005,4.3398900000000005,4.7085550000000005,5.060015,5.3698,5.022816000000001,4.799054,4.480053,4.780283,5.037859,5.286028,5.54765,5.73798,5.856091,6.106527,6.131367,5.938212999999999,5.751437999999999,6.079171,6.070056,6.149207,6.4920029999999995
18-2801603,,,,,,,,,,,,,,,,,,0,0.33121,0.596833,1.113309,1.5550620000000002,1.803076,2.1980470000000003,2.782221,3.066836,3.3601400000000003,3.7288050000000004,4.080264,4.39005,4.0430660000000005,3.8193040000000003,3.5003029999999997,3.800533,4.058109,4.306278,4.5679,4.75823,4.876341,5.126777,5.150617,4.958463,4.771688,5.0994209999999995,5.091305999999999,5.169455999999999,5.513253
19-2801583,,,,,,,,,,,,,,,,,,,0,0.265623,0.782099,1.223852,1.471866,1.8668369999999999,2.4510110000000003,2.735625,3.02893,3.397595,3.749054,4.05884,3.7118559999999996,3.4880940000000002,3.169093,3.469323,3.726899,3.975068,4.23669,4.42702,4.545131,4.795567,4.819407,4.627253,4.440478,4.768211,4.760096,4.838246,5.182043
20-2801565,,,,,,,,,,,,,,,,,,,,0,0.516476,0.9582290000000001,1.206243,1.601215,2.185388,2.4700029999999997,2.763307,3.131972,3.483432,3.793217,3.4462330000000003,3.222471,2.90347,3.2037,3.4612760000000002,3.7094449999999997,3.9710669999999997,4.161397,4.279508,4.529944,4.553783999999999,4.36163,4.174855,4.502587999999999,4.493473000000001,4.571623000000001,4.91642
21-2801188,,,,,,,,,,,,,,,,,,,,,0,0.44175299999999995,0.689767,1.0997379999999999,1.6839119999999999,1.9685270000000001,2.261831,2.630496,2.9819560000000003,3.2917410000000005,2.944757,2.7209950000000003,2.4019939999999997,2.702224,2.9598,3.207969,3.4695910000000003,3.6599209999999998,3.778032,4.028468,4.141685,4.069162,3.8823870000000005,4.21012,4.201005,4.279155,4.623952
22-2801474,,,,,,,,,,,,,,,,,,,,,,0,0.248015,0.658986,1.24316,1.527774,1.8210790000000001,2.1897439999999997,2.541203,2.850988,2.504005,2.280243,1.961241,2.261471,2.519048,2.767217,3.028838,3.219169,3.3372800000000002,3.587715,3.700932,3.907086,4.049626,4.3773599999999995,4.369244999999999,4.447394999999999,4.791192
23-2801464,,,,,,,,,,,,,,,,,,,,,,,0,0.41097100000000003,0.9951450000000001,1.279759,1.573064,1.941729,2.2931880000000002,2.602973,2.25599,2.032228,1.713227,2.013457,2.271033,2.519202,2.780824,2.9711540000000003,3.089265,3.3397010000000003,3.452917,3.659072,3.8016120000000004,4.129345,4.12023,4.19838,4.542177
24-2801178,,,,,,,,,,,,,,,,,,,,,,,,0,0.584174,0.8687879999999999,1.162093,1.530758,1.8882169999999998,2.192002,1.845019,1.621257,1.302255,1.602485,1.8600619999999999,2.108231,2.369852,2.5601830000000003,2.6782939999999997,2.928729,3.041946,3.2481,3.3906400000000003,3.718374,3.709259,3.787409,4.131206
25-2801179,,,,,,,,,,,,,,,,,,,,,,,,,0,0.284614,0.577919,0.946584,1.304043,1.607828,1.260845,1.037083,0.7180810000000001,1.018311,1.275888,1.524057,1.785679,1.976009,2.09412,2.3445549999999997,2.4577720000000003,2.663926,2.806467,3.1342,3.126085,3.203235,3.548032
26-2804871,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.29330500000000004,0.66197,1.0194290000000001,1.328214,0.981231,0.9395290000000001,0.620528,0.920758,1.178334,1.426503,1.688125,1.878455,1.996566,2.247002,2.360218,2.566373,2.708913,3.0366459999999997,3.027531,3.105681,3.449478
27-2801387,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.368666,0.726125,1.03491,0.687926,0.702167,0.913832,1.214062,1.471639,1.7198080000000002,1.981429,2.17176,2.2898709999999998,2.540306,2.653523,2.859677,3.002217,3.3299510000000003,3.320836,3.398986,3.742783
28-2801347,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.357459,1.0217559999999999,0.820261,0.834501,1.274498,1.5747280000000001,1.8323040000000002,2.080473,2.289095,2.482425,2.600536,2.846972,2.960188,3.166343,3.370883,3.6986160000000003,3.6905010000000003,3.7676510000000003,4.1124480000000005
29-2801319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.664297,1.01128,1.1919600000000001,1.6319569999999999,1.9321869999999999,2.189763,2.437932,2.5476349999999996,2.740966,2.859077,3.105512,3.218729,3.423883,3.728342,3.959157,4.04796,4.12511,4.469907
30-2801314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.346984,0.570745,1.025742,1.325972,1.583548,1.8317169999999998,2.025339,2.218669,2.33678,2.583216,2.695433,2.9015869999999997,3.260127,3.54786,3.8127449999999996,3.8908949999999995,4.234692
31-2801348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.223762,0.678758,0.978988,1.236564,1.484734,1.6783549999999998,1.871686,1.989797,2.2362319999999998,2.348449,2.5546029999999997,2.913143,3.199877,3.4647620000000003,3.5429120000000003,3.8867089999999997
32-2801369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.454996,0.7552260000000001,1.0128030000000001,1.260972,1.522593,1.7129240000000001,1.8310349999999997,2.08147,2.194687,2.400841,2.729381,3.044115,3.242,3.32015,3.6639470000000003
33-2801411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.30123,0.5588069999999999,0.806976,1.068597,1.258928,1.377039,1.627474,1.740691,1.9468450000000002,2.2943849999999997,2.590119,2.867004,2.945154,3.2889510000000004
34-2801401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.258577,0.506746,0.768367,0.9586979999999999,1.076809,1.327244,1.440461,1.6466150000000002,1.994155,2.290889,2.566774,2.644924,2.988721
35-2801391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.248169,0.509791,0.703122,0.821232,1.066668,1.179885,1.386039,1.743579,2.031312,2.315196,2.397348,2.741144
36-2801386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.26162199999999997,0.454952,0.573063,0.818499,0.931716,1.1378700000000002,1.4954100000000001,1.783143,2.067027,2.149178,2.492975
37-2801395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.193331,0.311442,0.5618770000000001,0.675094,0.8812479999999999,1.2357879999999999,1.5635219999999999,1.8084069999999999,1.886557,2.230354
38-2801230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.118111,0.36854699999999996,0.481763,0.687918,1.045458,1.373191,1.657075,1.7860759999999998,2.129873
39-2801407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.250436,0.363652,0.569807,0.9273469999999999,1.25508,1.5389629999999999,1.7031150000000002,2.046912
40-2801410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.11321700000000001,0.319371,0.676912,1.004645,1.2885280000000001,1.45268,1.796477
41-2801427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.206154,0.5636939999999999,0.8914280000000001,1.175311,1.3394629999999998,1.6832599999999998
42-2801443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35754,0.6852739999999999,0.9691569999999999,1.1333090000000001,1.477106
43-2801473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.327734,0.611617,0.7757689999999999,1.119566
44-2801486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.285884,0.450035,0.793832
45-2801519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.164152,0.507949
46-2801571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34379699999999996
47-2801610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
