순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2804579,34-2803703,35-2803704,36-2804633,37-2803707,38-2803709,39-2806218,40-2803710,41-2803712,42-2803713,43-2803717,44-2803722,45-2803724,46-2803725,47-2803753,48-2804637,49-2803726,50-2803727,51-2803729,52-2803731,53-2803733,54-2804300,55-2803738,56-2807372,57-2803736,58-2804795,59-2804746,60-2804640,61-2804188,62-2806152,63-2804190,64-2804192,65-2804642,66-2804194,67-2804196,68-2804199,69-2804644,70-2804330,71-2804328,72-2804326,73-2807375,74-2804647,75-2804650,76-2804170,77-2804652,78-2806207,79-2804169,80-2804655,81-2804167,82-2804165,83-2804657,84-2804659,85-2804146,86-2804144,87-2804143,88-2804662,89-2804139,90-2804664,91-2804137,92-2803741,93-2803742,94-2803743,95-2803744,96-2804666,97-2803745,98-2803746,99-2803747,100-2803748,101-2804688,102-2807370,103-2803604,104-2800266,105-2807368,106-2804602,107-2803580,108-2800263,109-2800267,110-2804032
11-2803848,,,,,,,,,,,0,0.283984,0.796852,1.384412,1.8657810000000001,2.024795,2.358484,2.84636,3.169127,3.6153410000000004,3.9632300000000003,4.315134,4.845343,5.0987540000000005,5.483379,5.671867,5.90336,6.104155,6.645889,7.197462,7.688948,8.028226,8.555423,8.733525,9.344705000000001,9.848526,10.389395,10.650819,11.012685000000001,11.146564,11.339424000000001,12.033942,12.813011999999999,13.151435000000001,13.585078,14.092764,14.265524,14.500801000000001,14.841689,16.507770999999998,16.402732999999998,16.085116,15.709816,15.258958999999999,14.954146,14.664378,14.376170000000002,14.139257999999998,15.757116,16.329467,16.678126000000002,16.956310000000002,17.13146,17.634501999999998,17.794549,18.230332999999998,18.619664,18.847715,18.838559,18.415634,18.197271,17.953742000000002,17.585825,17.26191,15.477797,15.164248,14.465688,13.724653,12.971077000000001,12.642002,12.183517,11.53541,11.687330000000001,11.870216000000001,12.397689999999999,12.933067999999999,13.412320999999999,12.767277,12.365972,11.875314,11.472183,11.517652,10.500392,10.230719,9.658333,9.349115,8.690517,8.219582,7.481358999999999,7.073334,6.647208,6.517094,6.202186,5.531013,5.233338,5.006088,4.852583999999999,4.631585,4.469665,4.049043
12-2806298,,,,,,,,,,,,0,0.512868,1.100428,1.581798,1.740811,2.0745,2.562376,2.885144,3.331357,3.679246,4.03115,4.5613589999999995,4.81677,5.199395,5.389883,5.619376,5.8181709999999995,6.359905,6.911478,7.404964,7.742242,8.27144,8.447541000000001,9.060721000000001,9.564542,10.103411999999999,10.368835,10.730701,10.86258,11.05744,11.749958,12.527028999999999,12.867450999999999,13.299094,13.806779999999998,13.979541000000001,14.216817,14.557704999999999,16.221788,16.598283,16.367099,15.9918,15.540942999999999,15.23613,14.946361999999999,14.658154000000001,14.421242000000001,16.039099,16.611451000000002,16.96011,17.238293,17.413444000000002,17.916486,18.076532999999998,18.512317000000003,18.901648,19.129699,19.121543,18.697617,18.480255,18.236726,17.868809,17.543894,15.759781,15.446232,14.747672,14.007636999999999,13.253060999999999,12.923986,12.466501,11.817394,11.968314,12.1522,12.679674,13.216052,13.696304999999999,13.04926,12.647956,12.157297999999999,11.754167,11.799636,10.782376,10.512703,9.940317,9.631099,8.972501,8.501566,7.763342999999999,7.355318,6.929192,6.799078,6.48417,5.812997,5.515322,5.2880720000000005,5.134567,4.913569,4.751648,4.331027
13-2803849,,,,,,,,,,,,,0,0.587561,1.06893,1.2279440000000001,1.561632,2.049509,2.372276,2.81849,3.166378,3.518282,4.050491,4.301903,4.684528,4.877015,5.106508,5.307303,5.847037,6.398611,6.892097,7.229375,7.760572,7.934672999999999,8.545853,9.049675,9.590544,9.855967,10.215834,10.347712,10.542572,11.23709,12.014161,12.352584,12.788226,13.293911999999999,13.466673000000002,13.703949,14.042838,15.70892,16.087416,16.405033,16.504667,16.053811,15.748997,15.459229999999998,15.171021,14.93411,16.551967,17.124318,17.472978,17.751161,17.926311,18.429354,18.5894,19.025185,19.414514999999998,19.642566,19.633411,19.209485,18.992122,18.748594,18.380677,18.055760999999997,16.271649,15.958098999999999,15.25954,14.519504999999999,13.764929,13.435854,12.978368,12.330262,12.481181,12.664067999999999,13.192542000000001,13.727920000000001,14.208172,13.562128,13.160824,12.670166,12.267033999999999,12.312503,11.295244,11.025571000000001,10.453185000000001,10.143966,9.485369,9.014433,8.276211,7.868185,7.4420589999999995,7.311946000000001,6.997038000000001,6.325865,6.028189,5.80094,5.647435,5.426437,5.264516,4.843894000000001
14-2803851,,,,,,,,,,,,,,0,0.48136899999999994,0.640383,0.9790719999999999,1.466948,1.7897150000000002,2.235929,2.583818,2.935722,3.465931,3.721342,4.101967,4.292455,4.525947,4.724743,5.266477,5.81805,6.311536,6.648814,7.178011,7.354113000000001,7.965292999999999,8.469114,9.009983,9.273407,9.635273,9.765152,9.962011,10.656528999999999,11.4316,11.770023,12.205665,12.713352,12.886111999999999,13.119389000000002,13.462276999999998,15.128359,15.502854999999998,15.822473,16.199772,16.641371,16.336558,16.046791,15.758582,15.52167,17.139528,17.711879,18.060538,18.338722,18.513872,19.016915,19.176961,19.612745,20.002076000000002,20.230127,20.221971,19.798046,19.579683,19.336154,18.968238,18.643322,16.859209,16.54566,15.847101,15.107064999999999,14.352489000000002,14.023414,13.565929,12.918822,13.068742,13.251628,13.780102,14.315479999999999,14.794732999999999,14.149689000000002,13.748384,13.257726000000002,12.854595,12.900064,11.882804,11.613131,11.040745,10.731527,10.072929,9.601994,8.863771,8.455746000000001,8.02962,7.899506,7.584599000000001,6.913425,6.61575,6.3885,6.234996,6.013997,5.8520769999999995,5.431455000000001
15-2803852,,,,,,,,,,,,,,,0,0.15901400000000002,0.49770299999999995,0.9855790000000001,1.308346,1.75456,2.102448,2.454352,2.984562,3.2379729999999998,3.620598,3.811085,4.042578,4.2413739999999995,4.783108,5.334681,5.828167,6.165445,6.694642,6.870742999999999,7.481924,7.985745,8.526614,8.790038000000001,9.151904,9.283783,9.478642,10.173160000000001,10.950231,11.288654,11.722296,12.229983,12.402743,12.638019,12.978908,14.64499,15.021486,15.339103,15.716403,16.16726,16.472073,16.52816,16.239951,16.00304,17.620897,18.193248,18.541907000000002,18.820091,18.995241,19.498283999999998,19.65833,20.094114,20.483445,20.711496,20.70234,20.278415,20.061052,19.818524,19.449607,19.124691000000002,17.340579,17.027029000000002,16.328470000000003,15.588434,14.833858,14.505783,14.048298,13.400191,13.551110999999999,13.732997,14.262472,14.797849,15.277102,14.631058,14.229754000000002,13.739095,13.335964,13.381433,12.364173,12.0945,11.522114,11.212896,10.554298,10.083363,9.345141,8.937114999999999,8.510989,8.380875999999999,8.065968,7.394794,7.097119,6.8698690000000004,6.716365,6.495367,6.333446,5.912824
16-2803854,,,,,,,,,,,,,,,,0,0.33868899999999996,0.826565,1.149332,1.595546,1.9434349999999998,2.295339,2.827548,3.080959,3.4635839999999996,3.654072,3.885564,4.08436,4.626094,5.177667,5.6711529999999994,6.008431,6.537628,6.71373,7.324910000000001,7.828730999999999,8.3696,8.633024,8.99489,9.126769,9.321628,10.016146,10.793217,11.131639999999999,11.565282,12.072969,12.245728999999999,12.481005999999999,12.821894,14.487976000000002,14.864472,15.182089999999999,15.559389000000001,16.010246,16.31506,16.602826999999998,16.398965,16.162053,17.779911,18.352262,18.700920999999997,18.979105,19.154255,19.657298,19.817344,20.253128,20.642459,20.87051,20.861354000000002,20.438429,20.221066,19.977536999999998,19.60962,19.284705,17.500592,17.186042999999998,16.487484,15.747448,14.993872,14.664797,14.207312,13.558205,13.710125,13.893010999999998,14.420485000000001,14.955863,15.436116,14.790072,14.388767000000001,13.898109,13.494978,13.540447,12.523187,12.253514,11.681128,11.37191,10.713312,10.242377000000001,9.504154,9.096129,8.670003,8.539889,8.224981,7.553808,7.256133,7.028883,6.875379,6.654380000000001,6.4924599999999995,6.071838
17-2806296,,,,,,,,,,,,,,,,,0,0.48787700000000006,0.8106439999999999,1.256858,1.604746,1.95665,2.488859,2.742271,3.124896,3.315383,3.546876,3.7456709999999998,4.287405000000001,4.838979,5.332465,5.669743,6.19894,6.375041,6.9862210000000005,7.490042,8.030911999999999,8.294335,8.656201,8.78808,8.98294,9.677458,10.454528999999999,10.792952,11.226594,11.73428,11.907041,12.142317,12.483205,14.149288,14.525784,14.843401,15.220701000000002,15.671558,15.976370999999999,16.264138,16.552347,16.495742,18.113599,18.685951,19.03461,19.312793,19.487944,19.990986,20.151032,20.586817,20.976147,21.204199,21.195043,20.772117,20.553754,20.311226,19.943309,19.618394,17.833281,17.520732000000002,16.822172,16.082137,15.327561,14.998485999999998,14.540999999999999,13.892894,14.042814000000002,14.2267,14.754173999999999,15.289551999999999,15.768804999999999,15.12376,14.722456,14.231798000000001,13.828667000000001,13.874135999999998,12.856876,12.587203,12.014816999999999,11.705599000000001,11.047001,10.576066,9.837843,9.429817,9.003691,8.873578,8.55867,7.887497,7.589821000000001,7.362572,7.209067,6.988069,6.826148,6.405526999999999
18-2803605,,,,,,,,,,,,,,,,,,0,0.322767,0.768981,1.11687,1.468774,2.000983,2.254394,2.637019,2.8275069999999998,3.058999,3.257795,3.799529,4.351102,4.844588,5.181866,5.711062999999999,5.887165,6.498345,7.002166000000001,7.543035000000001,7.806458999999999,8.168325,8.300203999999999,8.495063,9.189581,9.966652,10.305075,10.738717,11.246404,11.419164,11.654441,11.995329,13.661411,14.037907,14.355525,14.732823999999999,15.183681,15.488494000000001,15.776262,16.06447,16.344745,17.962602,18.534953,18.883612,19.161796,19.336945999999998,19.839989000000003,20.000035,20.435819,20.82515,21.053201,21.462081,21.258994,21.041631,20.798102,20.430185,20.10527,18.321157,18.008608,17.310049,16.570013,15.814437,15.485362,15.028877,14.37977,14.53069,14.713576000000002,15.24205,15.776428,16.257680999999998,15.611637,15.210332000000001,14.719674,14.316543,14.362012,13.344752,13.075078999999999,12.502692999999999,12.193475,11.534877,11.063941999999999,10.325719,9.917694000000001,9.491568,9.361454,9.046546000000001,8.375373,8.077698,7.850447999999999,7.696944,7.475944999999999,7.314025,6.893403
19-2803855,,,,,,,,,,,,,,,,,,,0,0.44621400000000006,0.7941020000000001,1.1460059999999999,1.678216,1.931627,2.314252,2.50474,2.7362319999999998,2.935028,3.4767620000000004,4.028335,4.521821,4.859099,5.3882959999999995,5.5643970000000005,6.175578,6.679399,7.220267999999999,7.483692,7.8455580000000005,7.977436999999999,8.172296000000001,8.866814,9.643885000000001,9.982308,10.41595,10.923637,11.096397,11.331673,11.672562,13.338644,13.71514,14.032757,14.410057,14.860914000000001,15.165726999999999,15.453495000000002,15.741703,16.021977,17.639835,18.212186,18.560845,18.839029,19.014179000000002,19.517222,19.677267999999998,20.113052,20.502383,20.730434,21.139314000000002,21.56324,21.364398,21.12087,20.753953,20.429037,18.644925,18.331375,17.631816,16.891779999999997,16.138204,15.808129000000001,15.351644,14.703536999999999,14.854457,15.037343,15.564817999999999,16.099195,16.580448,15.934404,15.5331,15.042441,14.63931,14.684779,13.667519,13.397846,12.825460000000001,12.516242,11.857644,11.386709,10.648487,10.240461,9.814335,9.684222,9.369314,8.698139999999999,8.400464999999999,8.173214999999999,8.019711000000001,7.798713,7.636792,7.21617
20-2803856,,,,,,,,,,,,,,,,,,,,0,0.347889,0.699793,1.232002,1.485414,1.868039,2.0585259999999996,2.290019,2.488814,3.030548,3.582122,4.075608,4.412886,4.942083,5.118183999999999,5.729364,6.233185,6.774055000000001,7.037478,7.399344,7.531223,7.726083,8.420601,9.197672,9.536094,9.969737,10.477423,10.650184,10.88546,11.226348,12.892431,13.268927,13.586544,13.963844,14.414701,14.719514000000002,15.007280999999999,15.29549,15.575764000000001,17.193621,17.765973000000002,18.114632,18.392815,18.567966000000002,19.071008,19.231054999999998,19.666839000000003,20.05617,20.284221,20.693101000000002,21.117026,21.334389,21.567083,21.199166,20.874251,19.091138,18.777589000000003,18.07803,17.337994000000002,16.584418,16.255343,15.797857999999998,15.148751,15.299671,15.483557000000001,16.010031,16.546409,17.025662,16.380618,15.979313000000001,15.488655,15.085524,15.130993,14.113732999999998,13.84406,13.271673999999999,12.962456,12.303858,11.832923,11.0947,10.686675,10.260549000000001,10.130435,9.815527000000001,9.144354,8.846679,8.619429,8.465925,8.244926,8.083006,7.662383999999999
21-2806231,,,,,,,,,,,,,,,,,,,,,0,0.351904,0.8841129999999999,1.137525,1.52015,1.710637,1.94213,2.140925,2.682659,3.234233,3.7277190000000004,4.064997,4.594194,4.770295,5.381475,5.8852970000000004,6.426166,6.689589,7.051456,7.1833350000000005,7.378194000000001,8.072712,8.849783,9.188206,9.621848,10.129534,10.302294999999999,10.537571,10.87846,12.544542,12.921038000000001,13.238655,13.615955,14.066811999999999,14.371625,14.659392,14.947601,15.227875,16.845733,17.418084,17.766742999999998,18.044926999999998,18.220077,18.72312,18.883166,19.31895,19.708281,19.936332,20.345212,20.769138,20.9865,21.230029000000002,21.548054999999998,21.223139,19.439027,19.124477,18.425918,17.686882999999998,16.932307,16.602232,16.144745999999998,15.49664,15.647559,15.830445999999998,16.35792,16.895298,17.37555,16.728506,16.327202,15.836544,15.433411999999999,15.478881,14.461622,14.191949,13.619563000000001,13.310344,12.651747,12.180811,11.442589,11.034563,10.608437,10.478324,10.163416,9.492242999999998,9.194567,8.967317999999999,8.813813,8.592815,8.430894,8.010272
