순번_정류장ID,63-2805739,64-2800372,65-2800317,66-2804990,67-2807301,68-2806057,69-2805448,70-2806181,71-2806179,72-2803071,73-2803082,74-2803093,75-2803107,76-2803121,77-2803125,78-2803232,79-2803181,80-2803260,81-2803270,82-2803269,83-2803273,84-2803279,85-2803289,86-2802621,87-2802809,88-2802806,89-2802840,90-2802886,91-2802934,92-2802959,93-2802964,94-2802971,95-2802991,96-2803006,97-2803002,98-2802614,99-2803020,100-2802429,101-2802369,102-2802529,103-2802539,104-2802558,105-2802569,106-2806918,107-2804444,108-2805586,109-2805058,110-2805396,111-2805653,112-2806625,113-2803519,114-2802348,115-2804908,116-2805203,117-2805055,118-2802388,119-2806726,120-2806051,121-2806052,122-2803665,123-2803663,124-2802587,125-2802580,126-2802578,127-2802585
63-2805739,0,0.311797,0.603356,0.351568,0.874497,1.230258,1.457168,1.711022,1.9541650000000002,2.129953,2.127933,2.194343,2.4570380000000003,2.647145,3.050415,3.490368,3.86725,4.134688,4.592319,4.7606150000000005,4.531498,4.879044,5.538708,5.128351,4.505706,4.7594769999999995,5.289428,5.69225,6.167501000000001,6.723978999999999,7.10975,7.630241000000001,7.777715,7.63125,7.333183,7.141633000000001,6.915175,7.900674,8.90825,9.102745,9.396618,10.111908999999999,10.793732,12.334302000000001,12.72925,13.22125,13.435839999999999,13.632707,13.763676,13.845394,13.877247,14.041082000000001,14.730191,15.398748000000001,15.953171,16.439498999999998,16.659207000000002,16.273019,15.874773000000001,14.954239000000001,14.29875,13.880485,13.50975,13.308557,13.180399
64-2800372,,0,0.29156,0.209865,0.732794,1.088555,1.315466,1.56932,1.8124619999999998,1.98825,1.98623,2.0526400000000002,2.315336,2.505442,2.907713,3.348665,3.7245470000000003,3.9919860000000003,4.449616000000001,4.6199129999999995,4.3897949999999994,4.736341,5.396006,4.986649,4.364003,4.6167739999999995,5.1477260000000005,5.5495470000000005,6.024799,6.581276,6.968047,7.487539,7.635013000000001,7.489547,7.191481,6.99993,6.7724720000000005,7.757971,8.765547,8.960042,9.253916,9.969207,10.64903,12.1906,12.585547,13.075547,13.292137,13.490004,13.620973999999999,13.701691,13.733544,13.897379,14.587489000000001,15.255045,15.809467999999999,16.294795999999998,16.515504,16.130316,15.73107,14.810537,14.154047,13.735782,13.366047,13.164855,13.036697
65-2800317,,,0,0.501425,1.024354,1.380115,1.607025,1.8608799999999999,2.104022,2.27981,2.27779,2.3442,2.606895,2.797002,3.199273,3.639225,4.016107,4.283544999999999,4.741176,4.9104730000000005,4.681355,5.027901,5.687566,5.277209,4.655563,4.908334,5.439286,5.842107,6.3173580000000005,6.872836,7.259607000000001,7.780098,7.926572999999999,7.781107,7.482041000000001,7.290489999999999,7.065032,8.050531,9.057107,9.251602,9.545475,10.259766,10.943589,12.48216,12.876107000000001,13.369107000000001,13.582697,13.780564000000002,13.911534,13.993251,14.025104,14.186939,14.878048000000001,15.546605,16.101028,16.588356,16.807064,16.422876000000002,16.02263,15.102096,14.445607,14.029342000000002,13.656607000000001,13.455414999999999,13.328256
66-2804990,,,,0,0.522929,0.87869,1.1056,1.3594549999999999,1.6025969999999998,1.7783849999999999,1.7763650000000002,1.842775,2.10547,2.295577,2.698848,3.1388,3.515682,3.783121,4.240751,4.410048000000001,4.18093,4.527476,5.1871410000000004,4.776783999999999,4.154138,4.407909,4.936861,5.339682,5.815933,6.371411,6.757182000000001,7.2786729999999995,7.425147999999999,7.279682000000001,6.981616000000001,6.790064999999999,6.563607000000001,7.549106,8.554682000000001,8.750177,9.04505,9.758341,10.440164999999999,11.980735000000001,12.376682,12.865682000000001,13.081272,13.280139000000002,13.410109,13.492826,13.522679,13.685514000000001,14.377623999999999,15.045179999999998,15.600603,16.084931,16.304639,15.918451000000001,15.522205,14.600670999999998,13.946182,13.527917,13.154182,12.95599,12.826831
67-2807301,,,,,0,0.35576199999999997,0.5826720000000001,0.836526,1.079669,1.255457,1.2534370000000001,1.3198459999999999,1.5825420000000001,1.7736490000000003,2.176919,2.6168720000000003,2.993753,3.261192,3.7188230000000004,3.887119,3.6580019999999998,4.004548000000001,4.664212,4.253855000000001,3.630209,3.883981,4.413932,4.816754,5.2920050000000005,5.848483,6.234254,6.755745,6.903219,6.755754,6.457687,6.2661370000000005,6.0396790000000005,7.0251779999999995,8.032753999999999,8.226249000000001,8.520122,9.235413000000001,9.916236,11.456806,11.852753,12.342753,12.559343,12.756211,12.88718,12.969897999999999,12.99975,13.163585999999999,13.855695,14.521251999999999,15.077673999999998,15.563002,15.782710999999999,15.395523,14.998276999999998,14.078743,13.423254,13.003989,12.633253,12.432061000000001,12.303903
68-2806057,,,,,,0,0.226911,0.48076499999999994,0.723907,0.899695,1.092691,1.159101,1.421797,1.612903,2.0161740000000004,2.455127,2.832008,3.098447,3.556078,3.651358,3.42224,3.768786,4.428451,4.000094,3.275448,3.5292190000000003,4.059171,4.4619919999999995,4.937244000000001,5.493721,5.879492,6.399984,6.546458,6.400992,6.102926,5.911375,5.6849169999999996,6.670416,7.677992,7.872488000000001,8.167361,8.880652,9.562475,11.103045,11.497992,11.988992,12.203582,12.401449000000001,12.532419,12.614136,12.645989,12.809825,13.499934,14.167491,14.721913,15.208241000000001,15.427949,15.041761,14.643514999999999,13.722982,13.067492,12.648227,12.277492,12.0753,11.949142
69-2805448,,,,,,,0,0.253854,0.496997,0.6727850000000001,0.974399,1.371175,1.6338700000000002,1.824977,2.227247,2.6562,3.033082,3.3005199999999997,3.6490120000000004,3.4244470000000002,3.19533,3.5418760000000002,4.2015400000000005,3.773183,3.048537,3.3023089999999997,3.8322599999999998,4.235082,4.710333,5.266811,5.652582,6.1730730000000005,6.320547,6.174082,5.876015,5.684465,5.458007,6.443506,7.450082000000001,7.644577000000001,7.93845,8.653741,9.335564,10.875134,11.270082,11.763082,11.976671000000001,12.173539,12.305508,12.386225999999999,12.418078,12.581914,13.272023,13.940579999999999,14.495003,14.980329999999999,15.201039000000002,14.813851000000001,14.415605,13.496070999999999,12.840582000000001,12.422317,12.050582,11.850389,11.721231
70-2806181,,,,,,,,0,0.24314299999999997,0.42193100000000006,0.723545,1.12032,1.383016,1.573123,1.975393,2.4053459999999998,2.7822270000000002,3.0496659999999998,3.398158,3.173593,2.944476,3.2910220000000003,3.950686,3.521329,2.7966830000000003,3.051455,3.580406,3.984228,4.459479,5.015957,5.401726999999999,5.922219,6.176693,5.923228,5.625161,5.433611,5.207153,6.192652,7.199228,7.393723,7.686596000000001,8.400886999999999,9.084710000000001,10.62528,11.020227,11.509227000000001,11.726817,11.923685,12.053654,12.136372,12.166224,12.33106,13.020169000000001,13.689726,14.244148000000001,14.729476000000002,14.950185000000001,14.563997,14.164751,13.244217,12.588728,12.224463,11.925727,11.652535,11.522377
71-2806179,,,,,,,,,0,0.178788,0.48040200000000005,0.877178,1.139873,1.32998,1.7322509999999998,2.162203,2.539085,2.806524,3.155016,2.9304509999999997,2.701333,3.047879,3.7075440000000004,3.2791870000000003,2.554541,2.808312,3.338264,3.7400849999999997,4.216336,4.772814,5.1585849999999995,5.679076,5.934551,5.680085,5.3820190000000006,5.190468,4.96401,5.949509,6.956085000000001,7.150580000000001,7.444453,8.159744,8.841567999999999,10.382138000000001,10.777085000000001,11.268085000000001,11.482675,11.680541999999999,11.811511999999999,11.893229,11.924082,12.086917,12.777027,13.446582999999999,14.000005999999999,14.487333999999999,14.707042000000001,14.321854,13.922607999999999,13.001074000000001,12.346585000000001,11.98132,11.681585,11.408392999999998,11.281234
72-2803071,,,,,,,,,,0,0.304614,0.70139,0.9640850000000001,1.154192,1.558463,1.9974150000000002,2.3742970000000003,2.6417349999999997,3.100366,2.912069,2.6829520000000002,3.029498,3.689162,3.260805,2.536159,2.789931,3.3198819999999998,3.7227040000000002,4.197955,4.754433000000001,5.140203,5.660695,5.915169000000001,5.661703,5.363637000000001,5.172087,4.945629,5.931128,6.937703,7.132199000000001,7.427072,8.141363,8.823186,10.362756,10.759703,11.249703,11.465292999999999,11.662161,11.79313,11.875848,11.9077,12.070536,12.759644999999999,13.429201999999998,13.982624,14.469952,14.68866,14.302473,13.905226,12.983692999999999,12.328204,11.964939,11.664203,11.391011,11.262853
73-2803082,,,,,,,,,,,0,0.396776,0.6594720000000001,0.849578,1.2528489999999999,1.6928020000000001,2.0696830000000004,2.337122,2.794753,2.9630490000000003,2.733932,3.080478,3.7401419999999996,3.3297849999999998,2.836773,3.090544,3.6204959999999997,4.023317,4.498569,5.055047,5.440817,5.961309,6.216783,5.962317,5.664251,5.4727,5.246242,6.231741,7.2383169999999994,7.432813,7.727686,8.441977,9.1238,10.66437,11.059317,11.550317,11.764907000000001,11.962774000000001,12.093744000000001,12.175461,12.207314,12.37015,13.061259,13.728816,14.283238,14.769566000000001,14.989273999999998,14.603087,14.204839999999999,13.284307,12.628817,12.264552,11.963817,11.691625,11.563467
74-2803093,,,,,,,,,,,,0,0.262696,0.45280200000000004,0.856073,1.2960260000000001,1.672907,1.940346,2.397977,2.566273,2.337155,2.6837009999999997,3.3433660000000005,2.933009,2.980363,3.234134,3.7640860000000003,4.138907,4.4161589999999995,4.9726360000000005,5.358407,5.878899,6.165373000000001,5.879907,5.581841000000001,5.39029,5.163832,6.149331,7.156907,7.350403,7.644276,8.352567,9.03539,10.57496,10.970907,11.461907,11.676497,11.873364,12.004334,12.086051,12.116904,12.28074,12.971849,13.638406,14.193828,14.679155999999999,14.899864,14.513676,14.114429999999999,13.194897000000001,12.540407,12.175142,11.874407000000001,11.602215,11.475057000000001
75-2803107,,,,,,,,,,,,,0,0.191107,0.594378,1.0333299999999999,1.410212,1.67765,2.1362810000000003,2.304578,2.0754599999999996,2.422006,3.08167,2.6713139999999997,2.718668,2.972439,3.5023910000000003,3.877212,4.154463,4.710941,5.096712,5.617203,5.903678,5.618212000000001,5.320145,5.128595,4.902137000000001,5.887636,6.894212,7.089707000000001,7.384580000000001,8.091871000000001,8.771694,10.312264,10.708212,11.200211999999999,11.413802,11.611669000000001,11.742638000000001,11.824356,11.856209,12.019044000000001,12.709153,13.37871,13.932132999999999,14.417461,14.637169,14.251980999999999,13.854735,12.932201,12.276712,11.914447000000001,11.611711999999999,11.33952,11.212361
76-2803121,,,,,,,,,,,,,,0,0.403271,0.843223,1.220105,1.487544,1.9451740000000002,2.113471,1.884353,2.230899,2.890564,2.480207,2.527561,2.781332,3.3112839999999997,3.6861050000000004,3.9633559999999997,4.5198339999999995,4.905605,5.426096,5.712571,5.427105,5.129039,4.937488,4.71103,5.696529,6.703105,6.8976,7.192474000000001,7.899764,8.582588000000001,10.121158,10.518105,11.007105000000001,11.224695,11.421562,11.550532,11.634249,11.664102,11.827937,12.519047,13.186603,13.742026000000001,14.226354,14.446062,14.061874,13.661628,12.742094,12.087605,11.723339999999999,11.422605,11.150413,11.022254
