순번_정류장ID,1-2801355,2-2801359,3-2801339,4-2803548,5-2803547,6-2801352,7-2807081,8-2801326,9-2801319,10-2801296,11-2801281,12-2801279,13-2801278,14-2801295,15-2801309,16-2801329,17-2801335,18-2801378
1-2801355,0,0.31103800000000004,0.6756310000000001,0.95011,1.453096,1.7750759999999999,2.100556,2.580654,2.7947439999999997,3.254676,3.891288,4.099576,4.379844,4.627182,4.937027,5.192384,5.316429,5.183507
2-2801359,,0,0.36859400000000003,0.643072,1.146059,1.4680389999999999,1.7935189999999999,2.2736169999999998,2.487707,2.947639,3.58425,3.792539,4.073805999999999,4.320145,4.628989,4.885346,5.009392,4.876469999999999
3-2801339,,,0,0.274478,0.777465,1.099445,1.424925,1.905023,2.119113,2.5790450000000003,3.215656,3.423945,3.704212,3.9515510000000003,4.2613959999999995,4.516753,4.640798,4.507876
4-2803548,,,,0,0.502987,0.824967,1.150447,1.6305450000000001,1.8446349999999998,2.304567,2.941178,3.149467,3.429734,3.6770730000000005,3.9859169999999997,4.2432739999999995,4.36632,4.233398
5-2803547,,,,,0,0.32198000000000004,0.64746,1.127558,1.341648,1.80158,2.4381909999999998,2.64648,2.927747,3.175086,3.4829309999999998,3.7402870000000004,3.8633330000000004,3.730411
6-2801352,,,,,,0,0.32548,0.805578,1.019668,1.4796,2.116212,2.3245,2.605768,2.853106,3.160951,3.418308,3.542353,3.4084309999999998
7-2807081,,,,,,,0,0.48009799999999997,0.694188,1.15412,1.790731,1.99902,2.279287,2.526626,2.835471,3.091827,3.2158729999999998,3.082951
8-2801326,,,,,,,,0,0.21509,0.675022,1.311634,1.519922,1.800189,2.0485279999999997,2.356373,2.61373,2.737775,2.603853
9-2801319,,,,,,,,,0,0.45993199999999995,1.096544,1.304832,1.5851,1.832438,2.1422830000000004,2.39764,2.5216849999999997,2.503763
10-2801296,,,,,,,,,,0,0.636612,0.8449,1.126168,1.373506,1.6813509999999998,1.938708,2.062753,2.043831
11-2801281,,,,,,,,,,,0,0.20928899999999998,0.49055600000000005,0.737895,1.04674,1.3030959999999998,1.427142,1.40822
12-2801279,,,,,,,,,,,,0,0.28126799999999996,0.528606,0.8374510000000001,1.093808,1.217853,1.4765139999999999
13-2801278,,,,,,,,,,,,,0,0.24733899999999998,0.564184,0.8205399999999999,0.944586,1.490664
14-2801295,,,,,,,,,,,,,,0,0.316845,0.573202,0.697248,1.243325
15-2801309,,,,,,,,,,,,,,,0,0.256357,0.38040300000000005,0.985036
16-2801329,,,,,,,,,,,,,,,,0,0.124046,0.728679
17-2801335,,,,,,,,,,,,,,,,,0,0.604634
18-2801378,,,,,,,,,,,,,,,,,,0
