순번_정류장ID,1-2805045,2-2802388,3-2806726,4-2807445,5-2803579,6-2802358,7-2804867,8-2804908,9-2803767,10-2806764,11-2806762,12-2806760,13-2806767,14-2807087,15-2807324,16-2806640,17-2806641,18-2805878,19-2805586,20-2805058,21-2805396,22-2805681,23-2805013,24-2805789,25-2804864,26-2805204,27-2802589,28-2802362,29-2802595,30-2802598,31-2803664,32-2806670,33-2806089,34-2805031,35-2806722,36-2806724,37-2807229,38-2805772,39-2807108,40-2806431,41-2806498,42-2806496,43-2805035
1-2805045,0,0.825249,1.186957,1.572645,1.8681009999999998,2.316107,2.161763,1.816059,2.1745,2.204659,2.3815,2.603296,2.360204,2.297001,2.943161,3.211867,3.157309,3.5133660000000004,4.027,3.812411,3.585458,3.707735,3.9208790000000002,4.157151,4.05125,3.777506,3.4356139999999997,3.584023,3.6375,3.8055,3.347672,3.4390870000000002,3.7441449999999996,3.619189,2.859487,2.381039,2.163484,2.5085,3.05025,3.5756379999999996,5.86254,6.638872,7.915501
2-2802388,,0,0.361709,0.747396,1.042853,1.490858,2.001989,1.7583080000000002,2.116749,2.1459080000000004,2.3237490000000003,2.545545,2.302452,2.238249,2.88441,3.154116,3.099557,3.4556150000000003,3.9692489999999996,3.7546589999999997,3.527706,3.649983,3.8631279999999997,4.0994,3.993498,3.719755,3.378863,3.492729,3.2267509999999997,2.980252,2.522423,2.613838,2.919896,2.79394,2.034238,1.55579,1.338235,1.683252,2.225001,2.7503889999999998,5.037291000000001,5.813624,7.090252
3-2806726,,,0,0.731399,1.112058,1.560064,2.071195,1.978016,2.342457,2.508616,2.686457,2.9082529999999998,2.665161,2.6009580000000003,3.247118,3.3798239999999997,3.3192660000000003,3.675323,4.188957,3.974368,3.747415,3.8696919999999997,4.082836,4.319108,4.213207,3.939463,3.597571,3.561935,3.295957,3.049457,2.591629,2.30113,2.6071869999999997,2.450232,1.6745299999999999,1.1960819999999999,0.978527,1.3235430000000001,1.865293,2.3906810000000003,4.677583,5.453915,6.730542999999999
4-2807445,,,,0,0.487746,0.935751,1.446882,1.353703,1.786145,2.158303,2.336145,2.5579400000000003,2.956441,2.986645,3.4214839999999995,2.823511,2.694953,3.051011,3.5646449999999996,3.3500550000000002,3.123102,3.2453790000000002,3.4585230000000005,3.6947949999999996,3.5888940000000003,3.31515,2.974259,2.937622,2.6716450000000003,2.425145,1.9673169999999998,2.0587310000000003,2.364789,2.217545,1.441843,1.070395,0.93684,1.2818559999999999,1.823605,2.348994,4.635896,5.412228,6.6888559999999995
5-2803579,,,,,0,0.448006,0.9591370000000001,0.865958,1.298399,1.671558,1.8483990000000001,2.070195,2.468696,2.7249,2.934739,2.335766,2.207208,2.5632650000000003,3.076899,2.86231,2.6353560000000003,2.757634,2.9707779999999997,3.20605,3.1011490000000004,2.8274049999999997,2.484513,2.632922,2.686399,2.720601,2.262773,2.354188,2.660245,2.53429,1.929588,1.5581399999999999,1.424585,1.7696009999999998,2.3113509999999997,2.836739,5.123641,5.899973,7.176601
6-2802358,,,,,,0,0.511131,0.856835,1.417607,1.789765,1.9676069999999999,2.189402,2.586903,2.844107,3.052946,2.454973,2.3264150000000003,2.682473,2.901894,2.688304,2.4613509999999996,2.583628,2.7967720000000003,3.0020439999999997,2.879143,2.6013990000000002,2.209508,2.357916,2.4103939999999997,2.6578939999999998,2.710779,2.801193,3.1072509999999998,2.982296,2.377593,2.0061459999999998,1.8725900000000002,2.217607,2.759356,3.2847440000000003,5.5716470000000005,6.3479790000000005,7.624607000000001
7-2804867,,,,,,,0,0.345704,1.1052629999999999,1.4774209999999999,1.6552630000000002,1.8770580000000001,2.274559,2.531763,2.584602,1.986629,1.827071,2.183128,2.390762,2.176173,1.95022,2.071497,2.284641,2.489913,2.367012,2.089268,1.6973770000000001,1.8457849999999998,1.899262,2.145762,2.280434,2.370849,2.676907,3.059574,2.889725,2.518277,2.384722,2.728738,3.2704869999999997,3.796875,6.083778,6.860110000000001,8.136738000000001
8-2804908,,,,,,,,0,0.759559,1.1327180000000001,1.310559,1.532354,1.9298560000000002,2.187059,2.3848979999999997,1.785926,1.6263670000000001,1.982425,2.3119419999999997,2.097352,1.8703990000000001,1.992676,2.20582,2.4100919999999997,2.288191,2.010447,1.6185559999999999,1.766964,1.820442,2.0669419999999996,2.2016139999999997,2.292029,2.598086,2.979753,2.795546,2.424098,2.290543,2.635559,3.177308,3.702696,5.989599,6.765931,8.042558999999999
9-2803767,,,,,,,,,0,0.372159,0.55,0.771796,1.169297,1.426501,1.7933400000000002,1.195367,1.151809,1.507866,2.0215,1.8069110000000002,1.579958,1.702235,1.9153790000000002,2.150651,2.04575,1.7720060000000002,1.951886,2.292523,2.346,2.5925,2.726172,2.8165869999999997,3.122645,3.504312,3.2279869999999997,2.856539,2.664984,3.01,3.55175,4.077138,6.36404,7.140372,8.417000999999999
10-2806764,,,,,,,,,,0,0.177842,0.39963699999999996,0.797138,1.0543420000000001,1.700502,1.568526,1.524967,1.881025,2.394659,2.180069,1.953116,2.075393,2.288538,2.52481,2.418908,2.145165,2.3250450000000003,2.665681,2.719159,2.965659,3.0993310000000003,3.190746,3.495803,3.8774699999999998,3.601146,3.229698,3.038143,3.3831589999999996,3.9249080000000003,4.450296,6.737199,7.5135309999999995,8.790159
11-2806762,,,,,,,,,,,0,0.221796,0.619297,0.876501,1.522661,1.630367,1.588809,1.942866,2.5715,2.356911,2.1299580000000002,2.2522349999999998,2.465379,2.701651,2.59575,2.322006,2.5018860000000003,2.842523,2.8960000000000004,3.1425,3.277172,3.368587,3.6736449999999996,4.055312000000001,3.7779870000000004,3.406539,3.214984,3.56,4.10175,4.6271379999999995,6.914039999999999,7.690372,8.967001
12-2806760,,,,,,,,,,,,0,0.39750100000000005,0.654705,1.300865,1.407571,1.366013,1.720071,2.6157049999999997,2.578706,2.351753,2.47403,2.687174,2.922446,2.817545,2.5438009999999998,2.723682,3.064318,3.117796,3.364296,3.497968,3.589383,3.8954400000000002,4.277107,3.999782,3.628335,3.436779,3.781796,4.323544999999999,4.848933000000001,7.135836,7.912167999999999,9.188796
13-2806767,,,,,,,,,,,,,0,0.259204,0.905364,1.504337,1.632105,1.9861630000000001,2.881797,2.946207,2.7192540000000003,2.8415310000000003,3.0546759999999997,3.2899480000000003,3.185046,2.9113029999999998,3.091183,3.4318190000000004,3.485297,3.7317970000000003,3.865469,3.9568839999999996,4.261941,4.644608,4.33669,3.8592419999999996,3.641687,3.986704,4.528453,5.053841,7.340742999999999,8.117075999999999,9.393704
14-2807087,,,,,,,,,,,,,,0,0.649161,1.247134,1.480309,1.834366,2.73,2.94559,2.975458,3.098735,3.310879,3.5481510000000003,3.44125,3.167506,3.347386,3.689023,3.7425,3.988001,4.122672000000001,4.213087000000001,4.520144999999999,4.902812,4.272487,3.794039,3.5764839999999998,3.921501,4.46325,4.988638,7.2755399999999995,8.051872999999999,9.328501
15-2807324,,,,,,,,,,,,,,,0,0.598973,0.831148,1.185206,2.0808400000000002,2.295429,2.522382,2.716574,2.929718,3.16499,3.354089,3.080345,3.260225,3.6008620000000002,3.6543400000000004,3.90084,4.035511,4.125926,4.431984,4.813651,4.863326,4.440199,4.222644,4.567661,5.10941,5.634798,7.921701,8.698033,9.974661
16-2806640,,,,,,,,,,,,,,,,0,0.233175,0.587233,1.482867,1.697457,1.92441,2.118601,2.331746,2.5650180000000002,2.756116,2.4823720000000002,2.6622529999999998,3.002889,3.056367,3.302867,3.437539,3.5279540000000003,3.8340110000000003,4.216678,4.265354,3.893906,3.702351,4.0473669999999995,4.589116000000001,5.114504,7.401407000000001,8.177739,9.454367
17-2806641,,,,,,,,,,,,,,,,,0,0.356058,1.251692,1.4662819999999999,1.693234,1.8874259999999998,2.1005700000000003,2.3348419999999996,2.5724419999999997,2.322814,2.502694,2.843331,2.896809,3.143309,3.2779800000000003,3.3683949999999996,3.6744529999999997,4.05612,4.136794999999999,3.765347,3.631792,3.976809,4.5185580000000005,5.043946,7.330848,8.107181,9.383809
18-2805878,,,,,,,,,,,,,,,,,,0,0.895634,1.1102239999999999,1.337177,1.531369,1.7445130000000002,1.979785,2.2173849999999997,2.058129,2.44902,2.793657,2.847134,3.093634,3.471306,3.5637209999999997,3.867779,4.249446,4.492853,4.121405,3.98785,4.332866,4.8746160000000005,5.400004,7.686906,8.463238,9.739866000000001
19-2805586,,,,,,,,,,,,,,,,,,,0,0.21459,0.441543,0.635734,0.848879,1.084151,1.3217510000000001,1.163494,1.554386,1.898023,1.9515,2.198,2.655829,3.051087,3.3581440000000002,3.739811,4.393514,4.635039,4.501484,4.8465,5.38825,5.913638,8.20054,8.976872,10.2535
20-2805058,,,,,,,,,,,,,,,,,,,,0,0.22695300000000002,0.421145,0.634289,0.869561,1.107161,0.9489049999999999,1.339796,1.6834330000000002,1.73691,1.983411,2.441239,2.837497,3.143555,3.5252220000000003,4.179924,4.420449,4.286894,4.631911,5.17366,5.699048,7.98595,8.762283,10.038911
21-2805396,,,,,,,,,,,,,,,,,,,,,0,0.194192,0.40733600000000003,0.642608,0.880208,0.721952,1.112843,1.45648,1.509957,1.756457,2.214286,2.609544,2.9156020000000002,3.2982690000000003,3.951971,4.193496,4.059941,4.404957,4.946707,5.4720949999999995,7.758997,8.53533,9.811958
22-2805681,,,,,,,,,,,,,,,,,,,,,,0,0.21414499999999997,0.449417,0.687016,0.52876,0.919652,1.2682879999999999,1.321766,1.568266,2.026094,2.731821,3.037879,3.419546,4.074248000000001,4.315773,4.182218,4.527234,5.0689839999999995,5.594372,7.881274,8.657607,9.934235000000001
23-2805013,,,,,,,,,,,,,,,,,,,,,,,0,0.23627199999999998,0.473872,0.314616,0.705507,1.054144,1.107621,1.354121,1.81195,2.7187080000000003,3.024766,3.4064330000000003,4.061135,4.528918,4.395363,4.740379,5.282128,5.807517,8.094419,8.870751,10.147378999999999
