순번_정류장ID,1-2801628,2-2801576,3-2801549,4-2801501,5-2801450,6-2804871,7-2801383,8-2801347,9-2801317,10-2801280,11-2801115,12-2801106,13-2801094,14-2801068,15-2801049,16-2801039,17-2801018,18-2801004,19-2800976,20-2806784,21-2800942,22-2800937,23-2800935,24-2800931,25-2800927,26-2800925,27-2800923,28-2800826,29-2800919,30-2800914,31-2800911,32-2800904,33-2800889,34-2800909,35-2800912,36-2806928,37-2800917,38-2805385,39-2800920,40-2806927,41-2806789,42-2806636
1-2801628,0,0.482897,0.694167,1.120593,1.6099450000000002,1.9488990000000002,2.313438,2.6108689999999997,2.949478,3.4531709999999998,4.015294,4.258763,4.332648000000001,4.395233,4.642519,4.861551,5.185,5.4502239999999995,5.761642,6.208189,6.622004,6.950503,6.739936,6.5395330000000005,6.5610610000000005,6.811977000000001,7.408232000000001,7.670266000000001,8.132569,8.551729,8.713797999999999,9.24656,9.629934,10.440239,10.730029,10.962477999999999,11.588339,11.79889,12.081927,12.591485,13.122126999999999,13.012088
2-2801576,,0,0.21126999999999999,0.637696,1.127047,1.466002,1.83054,2.127972,2.46658,2.9702740000000003,3.532396,3.775866,3.8497510000000004,3.9123360000000003,4.159622,4.379654,4.703103,4.967327,5.2787440000000005,5.725292,6.1401069999999995,6.467605000000001,6.5780389999999995,6.377636,6.399164,6.65008,7.245335000000001,7.507369000000001,7.969671000000001,8.388832,8.552901,9.085663,9.467037,10.278342,10.568132,10.798581,11.425442,11.635993,11.92103,12.429588,12.95923,12.84919
3-2801549,,,0,0.43042600000000003,0.9197780000000001,1.258732,1.62327,1.9207020000000001,2.2593099999999997,2.763004,3.3251269999999997,3.568596,3.890077,3.952663,4.199949,4.41898,4.7424290000000004,5.006653,5.318071,5.765618,6.179433,6.506932,6.618365,6.417962,6.438491,6.690407,7.285661999999999,7.546696000000001,8.009998,8.428158999999999,8.592227000000001,9.124989,9.507364,10.319669000000001,10.607458,10.837908,11.464769,11.67532,11.960357,12.468914999999999,12.998557,12.888517
4-2801501,,,,0,0.48935200000000006,0.828307,1.1928450000000002,1.490277,1.8288849999999999,2.332578,2.894701,3.13817,3.517497,3.6696410000000004,3.916927,4.136958,4.460407,4.724631,5.036049,5.4835959999999995,5.896411,6.22391,6.335343,6.13494,6.156469,6.407385,7.001639,7.264674,7.725975999999999,8.146137,8.310205,8.841967,9.223342,10.034647,10.324436,10.554886,11.183747,11.393298,11.678334,12.186893,12.716535,12.605495
5-2801450,,,,,0,0.340955,0.705493,1.002925,1.341533,1.845227,2.407349,2.650819,3.030146,3.182289,3.429575,3.649607,3.9730559999999997,4.23728,4.548697,4.996245,5.41006,5.737558,5.846992,5.646589,5.669117,5.919033,6.515288,6.777322,7.237624,7.656785,7.8228539999999995,8.353616,8.73499,9.546294999999999,9.836085,10.067534,10.694395,10.905946,11.188983,11.699541,12.228183,12.118143
6-2804871,,,,,,0,0.364539,0.66197,1.000579,1.5042719999999998,2.066395,2.309864,2.689191,2.841334,3.088621,3.3086519999999995,3.632101,3.896325,4.207743,4.65529,5.069105,5.396604,5.506037,5.3056339999999995,5.327162,5.578079,6.174333,6.436367,6.89767,7.316831,7.480899000000001,8.012661,8.395035,9.206339999999999,9.49613,9.726579,10.354439999999999,10.563991999999999,10.850028,11.357586999999999,11.887228,11.778189
7-2801383,,,,,,,0,0.29743200000000003,0.6360399999999999,1.139734,1.701857,1.9453259999999999,2.324653,2.4767959999999998,2.724082,2.944114,3.267563,3.5317870000000005,3.843204,4.2907519999999995,4.704567,5.032066,5.142499,4.942096,4.963623999999999,5.21454,5.809794999999999,6.071829,6.533131,6.952292,7.117361,7.6491229999999995,8.030497,8.842802,9.131592,9.364041,9.989902,10.200453,10.48449,10.994048,11.522689999999999,11.413651
8-2801347,,,,,,,,0,0.338609,0.842302,1.404425,1.647894,2.027221,2.179365,2.4266509999999997,2.6466819999999998,2.9701310000000003,3.233355,3.5457730000000005,3.9933199999999998,4.407135,4.734634,4.844067,4.643664,4.665192,4.916109,5.511362999999999,5.773397,6.2357,6.654861,6.8179289999999995,7.351691000000001,7.734066,8.545371000000001,8.83516,9.065609,9.69247,9.904022,10.189058000000001,10.696617,11.226258,11.114219
9-2801317,,,,,,,,,0,0.503694,1.0658159999999999,1.309286,1.6886130000000001,1.972027,2.110042,2.330073,2.653523,2.9177470000000003,3.229164,3.676712,4.090527,4.418025,4.627325,4.481273000000001,4.503801,4.754716999999999,5.349972,5.612006,6.0723080000000005,6.493469,6.655538000000001,7.1883,7.571674000000001,8.381979,8.671769,8.903217999999999,9.529079,9.73863,10.024666999999999,10.533225,11.062867,10.952827000000001
10-2801280,,,,,,,,,,0,0.5621229999999999,0.805592,1.184919,1.468334,1.606349,1.82638,2.149829,2.414053,2.7254709999999998,3.173018,3.5868330000000004,3.914332,4.123632,4.065362,4.081891000000001,4.337807,4.934061,5.195094999999999,5.652398000000001,6.076559,6.240627,6.773389,7.155764,7.968069,8.251858,8.482308,9.114169,9.32572,9.609755999999999,10.113315,10.647957,10.537917
