순번_정류장ID,1-2803703,2-2804580,3-2804213,4-2804211,5-2804209,6-2804207,7-2804205,8-2804204,9-2806290,10-2804202,11-2806292,12-2804578,13-2803609,14-2806232,15-2803608,16-2803607,17-2803606,18-2806297,19-2803616,20-2803853,21-2803850,22-2803617,23-2806299,24-2803618,25-2806300,26-2803600,27-2800273,28-2803601,29-2804331,30-2803581,31-2800271,32-2804749,33-2805489,34-2807150,35-2804581,36-2804582,37-2807389,38-2800267,39-2804032
1-2803703,0,0.180225,0.68737,1.047517,1.536311,1.907676,2.642897,2.874675,3.2289779999999997,3.642775,3.89635,4.258063,4.3933029999999995,4.76839,5.097032,5.604242,5.896632,6.446082,6.764480000000001,6.9630350000000005,7.359397,7.954867,8.479552,8.745961999999999,9.063162,9.749421,10.210703,10.421429,10.593136999999999,10.850802999999999,11.335252,11.38119,11.835116000000001,12.208886,12.537149000000001,12.834105000000001,12.969102000000001,13.120189000000002,12.778567
2-2804580,,0,0.507145,0.867293,1.3600860000000001,1.731452,2.466673,2.69845,3.052754,3.4665510000000004,3.720125,4.0818389999999996,4.217079,4.592166000000001,4.920807,5.428017,5.720407,6.271857,6.590255,6.788811,7.185172000000001,7.7806429999999995,8.305328,8.571736999999999,8.888937,9.575196,10.036478,10.247205000000001,10.418913,10.676578999999998,11.161027,11.206966,11.660892,12.034661999999999,12.362925,12.659880000000001,12.794877,12.997211,12.604343
3-2804213,,,0,0.360148,0.852942,1.224307,1.959528,2.191306,2.5456090000000002,2.959406,3.21298,3.574694,3.7099339999999996,4.085021,4.413663,4.920872,5.213262,5.764712,6.083111,6.281666,6.678028,7.273498,7.798183,8.064592,8.381793,9.068050999999999,9.529333,9.74006,9.911767999999999,10.169433999999999,10.653883,10.699821,11.153747000000001,11.527517,11.855780000000001,12.152735,12.287732,12.51782,12.097197999999999
4-2804211,,,,0,0.49279399999999995,0.864159,1.59938,1.8311580000000003,2.185461,2.5992580000000003,2.852832,3.214546,3.349786,3.724873,4.053515,4.558724,4.851115,5.402564,5.720962999999999,5.919518,6.31588,6.91135,7.436035,7.702444,8.019645,8.705903999999999,9.167185,9.377912,9.549619999999999,9.807286,10.291735000000001,10.337672999999999,10.791599,11.165369,11.493632,11.790588,11.925583999999999,12.155672000000001,11.73505
5-2804209,,,,,0,0.371366,1.108586,1.3403639999999999,1.694668,2.1084650000000003,2.3620389999999998,2.723753,2.858993,3.23408,3.562721,4.067931,4.362321,4.913771,5.232169,5.430724,5.827086,6.422557,6.947241,7.213651,7.530850999999999,8.21711,8.678392,8.889119,9.060827,9.318493,9.802941,9.846879,10.300806,10.676575999999999,11.004839,11.301794000000001,11.434791,11.664878999999999,11.246257
6-2804207,,,,,,0,0.737221,0.9689989999999999,1.323302,1.7370990000000002,1.990674,2.352387,2.4876270000000003,2.862714,3.1913560000000003,3.6985660000000005,3.9909559999999997,4.542406,4.860804,5.059359,5.455721,6.051191,6.575875999999999,6.842285,7.159486,7.845745,8.307027,8.517752999999999,8.689461,8.947127,9.431576,9.477514,9.93144,10.30521,10.633473,10.930429,11.065425,11.295513,10.874891
7-2804205,,,,,,,0,0.231778,0.5860810000000001,0.999878,1.2534530000000002,1.6151659999999999,1.7504060000000001,2.125493,2.454135,2.961345,3.253735,3.803185,4.121583,4.320138,4.7165,5.31197,5.836655,6.103065,6.4202650000000006,7.106524,7.567806,7.778532000000001,7.950239999999999,8.207906,8.692355000000001,8.738292999999999,9.192219,9.565989,9.894252,10.191208,10.326205,10.556292,10.13567
8-2804204,,,,,,,,0,0.354304,0.7681,1.021675,1.383389,1.518628,1.893716,2.222357,2.7275669999999996,3.021957,3.573407,3.891805,4.0903599999999996,4.486722,5.082192,5.606877,5.873287,6.190487,6.876746000000001,7.3380279999999996,7.548754,7.718463000000001,7.978128,8.462577,8.508515,8.962442,9.336212,9.664475,9.96143,10.096427,10.326514,9.905892999999999
9-2806290,,,,,,,,,0,0.413797,0.6673720000000001,1.029085,1.164325,1.539412,1.868054,2.373264,2.665654,3.219104,3.5375019999999995,3.736057,4.1324190000000005,4.727889,5.252574,5.518984,5.836183999999999,6.522443,6.983725,7.194450999999999,7.366159,7.623825,8.108274,8.154212,8.608138,8.981908,9.310171,9.607127,9.742124,9.972211,9.551589
10-2804202,,,,,,,,,,0,0.253575,0.6152880000000001,0.752528,1.127615,1.456257,1.9634669999999999,2.255857,2.8073069999999998,3.125705,3.3242599999999998,3.720622,4.316092,4.840777,5.1071860000000004,5.424387,6.110646,6.5719270000000005,6.782653999999999,6.954362,7.212028,7.696477000000001,7.742414999999999,8.196341,8.570111,8.898374,9.19533,9.330326,9.560414,9.139792
11-2806292,,,,,,,,,,,0,0.361714,0.498954,0.874041,1.202683,1.7098919999999997,2.002282,2.553732,2.87213,3.0706860000000002,3.467048,4.062518,4.587203,4.853612,5.170813,5.8570709999999995,6.318353,6.52908,6.700788,6.958454,7.442903,7.488841000000001,7.942767,8.316537,8.6448,8.941755,9.076752,9.30684,8.886218
12-2804578,,,,,,,,,,,,0,0.13724,0.5123270000000001,0.840968,1.348178,1.640568,2.192018,2.510416,2.708972,3.105334,3.700804,4.225489,4.491898,4.8090980000000005,5.495357,5.956639,6.167366,6.339074,6.59674,7.081188,7.127127000000001,7.581053,7.954822999999999,8.283086,8.580041,8.715038,8.945126,8.524503999999999
13-2803609,,,,,,,,,,,,,0,0.375087,0.703729,1.208939,1.5013290000000001,2.052779,2.371177,2.569732,2.966094,3.5615639999999997,4.086249,4.352658,4.669859,5.356118,5.8174,6.028126,6.199834,6.4575,6.941949,6.987887,7.441813000000001,7.815583,8.143846,8.440802,8.575797999999999,8.805886,8.385264
14-2806232,,,,,,,,,,,,,,0,0.328642,0.833852,1.126242,1.6776919999999997,1.9960900000000001,2.194645,2.591007,3.186477,3.7111620000000003,3.9775709999999997,4.294772,4.981031,5.442312,5.653039,5.824747,6.082413,6.5668619999999995,6.6128,7.066725999999999,7.440496,7.768758999999999,8.065714999999999,8.200711,8.430799,8.010177
15-2803608,,,,,,,,,,,,,,,0,0.50521,0.7976,1.34905,1.667448,1.8660029999999999,2.262365,2.8578360000000003,3.3825199999999995,3.6489300000000005,3.96613,4.652389,5.113671,5.324397,5.496106,5.7537720000000006,6.23822,6.284158000000001,6.738085000000001,7.111855,7.440117999999999,7.737073,7.87207,8.102158,7.681536
16-2803607,,,,,,,,,,,,,,,,0,0.29239,0.8448399999999999,1.163238,1.361793,1.758155,2.3536259999999998,2.87831,3.14472,3.4619199999999997,4.148179,4.6094610000000005,4.820188,4.991896,5.249562,5.73401,5.779948,6.233875,6.607645,6.935908,7.232863,7.36786,7.597948,7.177326
17-2803606,,,,,,,,,,,,,,,,,0,0.55245,0.870848,1.069403,1.465765,2.061236,2.58592,2.85233,3.16953,3.855789,4.317071,4.5277970000000005,4.6995059999999995,4.957172,5.4416199999999995,5.487558,5.941485,6.3152550000000005,6.643517999999999,6.940473,7.07547,7.305558,6.884936
