순번_정류장ID,1-2806831,2-2806423,3-2806421,4-2805953,5-2806634,6-2806428,7-2806770,8-2807112,9-2806514,10-2801821,11-2801852,12-2801854,13-2802133,14-2802108,15-2801822,16-2802049,17-2804800,18-2802084,19-2802061,20-2802068,21-2802032,22-2802007,23-2802006,24-2802016,25-2802028,26-2802036,27-2802047,28-2802054,29-2802064,30-2802052,31-2805597,32-2801952,33-2801176
1-2806831,0,0.23438499999999998,0.575293,0.850742,1.670191,2.196463,1.9597849999999999,2.3694919999999997,2.6538150000000003,2.615793,2.705539,2.6812080000000003,2.62945,2.672822,3.002437,3.54609,3.8647419999999997,4.074427,4.5597080000000005,5.05044,4.8685529999999995,4.789112,5.162726999999999,5.40191,5.780579,5.982106,6.307569,6.703489,7.045215,7.386609,7.575823,7.791174000000001,8.371603
2-2806423,,0,0.340908,0.6163569999999999,1.435807,1.963079,1.7284009999999999,2.1341069999999998,2.420431,2.381408,2.4711540000000003,2.6974080000000002,2.859834,2.903206,3.232821,3.776474,4.0951260000000005,4.304812,4.790092,4.99564,5.0989379999999995,5.019497,5.393111,5.632294,6.0109639999999995,6.21249,6.537953,6.933872999999999,7.275599000000001,7.616992999999999,7.806207000000001,8.021558,8.601988
3-2806421,,,0,0.275449,1.094899,1.6221709999999998,1.386493,1.7912,2.077523,2.0405,2.130246,2.3565,2.573258,2.828114,3.1577290000000002,3.701382,4.020035,4.2297199999999995,4.905,4.654732,4.882155,5.258405000000001,5.6320190000000006,5.869202,6.249872,6.451398999999999,6.740861,7.134780999999999,7.478508000000001,7.817900999999999,8.045115,8.260466000000001,8.840896
4-2805953,,,,0,0.81945,1.346722,1.1110440000000001,1.517751,1.8040740000000002,1.765051,1.854797,2.081051,2.297809,2.552665,2.8822799999999997,3.425933,3.744586,3.954271,4.629551,4.379283,4.606706,4.982956,5.35657,5.595753,5.974423000000001,6.17595,6.465412000000001,6.861332000000001,7.203059,7.544452000000001,7.769666,7.985017,8.565447
5-2806634,,,,,0,0.5699310000000001,0.937594,1.344301,1.630624,1.698602,1.788348,1.997602,2.2143599999999997,2.486215,2.815831,3.3594839999999997,3.678136,3.8878209999999997,4.492102,4.205833999999999,4.433256,4.809506,5.183121,5.4223040000000005,5.800973,6.0025,6.291963,6.687883,7.029609,7.371003,7.596217,7.811567999999999,8.391997
6-2806428,,,,,,0,0.367663,0.77437,1.060693,1.128671,1.218417,1.427671,1.6444290000000001,1.9162849999999998,2.2459,2.7895529999999997,3.108205,3.3178900000000002,3.922171,3.635903,3.863325,4.239575,4.61319,4.852373,5.2310419999999995,5.432569,5.722032,6.117952,6.459678,6.8010720000000005,7.026286,7.241637,7.822066
7-2806770,,,,,,,0,0.40670700000000004,0.69303,0.892993,0.9827389999999999,1.072008,1.288766,1.6106209999999999,1.940236,2.48389,2.802542,3.012227,3.5665080000000002,3.280239,3.5076620000000003,3.8839120000000005,4.257526,4.49671,4.875379,5.076906,5.366369000000001,5.762289,6.104015,6.445409,6.670623,6.885973,7.466403
8-2807112,,,,,,,,0,0.28632399999999997,0.984301,0.781555,0.665301,0.882059,1.203915,1.5335299999999998,2.0771830000000002,2.395835,2.6055200000000003,3.159801,2.873533,3.100956,3.477206,3.8508199999999997,4.090003,4.468673,4.670199,4.959662000000001,5.355582,5.6973080000000005,6.038702,6.263916,6.479267,7.059697
9-2806514,,,,,,,,,0,0.697978,0.49523100000000003,0.37897800000000004,0.5957359999999999,0.9175909999999999,1.247206,1.79086,2.109512,2.319197,2.873478,2.587209,2.814632,3.1908819999999998,3.564496,3.8036800000000004,4.182348999999999,4.383876,4.673339,5.069259,5.410985,5.752379,5.977592,6.192943,6.773372999999999
10-2801821,,,,,,,,,,0,0.20774600000000001,0.431,0.647758,0.942614,1.272229,1.815882,2.134534,2.34422,3.0195,3.257232,3.4846550000000005,3.4769050000000004,3.8505190000000002,4.089702,4.4683720000000005,4.669898,4.995361,5.391280999999999,5.733007,6.074401,6.263615,6.478966000000001,7.0593960000000004
11-2801852,,,,,,,,,,,0,0.22825399999999998,0.44501199999999996,0.766868,1.096483,1.640136,1.9587880000000002,2.168473,2.843754,3.0544860000000003,3.2819089999999997,3.3011589999999997,3.6747730000000005,3.9139559999999998,4.292626,4.494152,4.819615,5.215535,5.5572610000000005,5.898655000000001,6.087869,6.30322,6.883649
12-2801854,,,,,,,,,,,,0,0.216758,0.538614,0.8682290000000001,1.411882,1.730534,1.94022,2.6155,2.930232,3.152346,3.072905,3.4465190000000003,3.6857019999999996,4.0643720000000005,4.265898,4.591361,4.987280999999999,5.329007,5.670401,5.859615,6.074966000000001,6.6553960000000005
13-2802133,,,,,,,,,,,,,0,0.321856,0.651471,1.195124,1.513776,1.7234610000000001,2.398742,2.713474,2.935588,2.856147,3.229761,3.468944,3.847614,4.04914,4.374603,4.770523000000001,5.112248999999999,5.4536430000000005,5.642857,5.858208,6.438637
14-2802108,,,,,,,,,,,,,,0,0.329615,0.8732690000000001,1.191921,1.401606,2.0768869999999997,2.3916180000000002,2.613732,2.534291,2.907905,3.147089,3.525758,3.7272849999999997,4.052747,4.4486669999999995,4.790394,5.131787999999999,5.321001,5.536352,6.116782
