순번_정류장ID,1-2804988,2-2804989,3-2801261,4-2801267,5-2801193,6-2801278,7-2801295,8-2801309,9-2801329,10-2801343,11-2801171,12-2801366,13-2801380,14-2801199,15-2801410,16-2801427,17-2801443,18-2801473,19-2801486,20-2801519,21-2801571,22-2801641,23-2801664,24-2801678,25-2801183,26-2801685,27-2805307,28-2801700,29-2801706,30-2801713,31-2801720,32-2801737,33-2801748,34-2801751,35-2801746,36-2801725,37-2801708,38-2801694,39-2801196,40-2801657,41-2801618,42-2801596,43-2801188,44-2801469,45-2801430,46-2801376,47-2801364,48-2801352,49-2807081,50-2801326,51-2801319,52-2801291,53-2801272,54-2801263,55-2801257,56-2801255,57-2801250,58-2801248,59-2801246,60-2801245,61-2801244,62-2805070
1-2804988,0,0.47506000000000004,0.707715,1.047886,1.319165,1.491464,1.7388029999999999,1.784648,1.912807,1.976709,2.185906,2.368741,2.478007,2.504236,2.719877,2.833094,3.039248,3.3520230000000004,3.324521,3.6084050000000003,3.772557,4.363389,4.629705,4.884913,5.055516000000001,5.249146,5.5204629999999995,5.645841000000001,5.866528,6.0524059999999995,6.117775,6.469187000000001,6.920673,7.1678869999999995,6.980992999999999,6.666263000000001,6.6154850000000005,6.861775,6.921902,6.5387900000000005,6.327977,6.124327,5.765402,5.476989,5.102926999999999,4.579408,4.3209029999999995,3.945114,3.6196339999999996,3.139536,2.924446,2.584391,2.6892810000000003,2.528325,2.290549,1.97937,1.668075,1.392894,1.3003120000000001,1.165071,0.909906,0.676484
2-2804989,,0,0.23665500000000003,0.5768260000000001,0.8481059999999999,1.020405,1.267743,1.313588,1.441747,1.505649,1.7148459999999999,1.8976819999999999,2.0069470000000003,2.0331759999999997,2.248817,2.362034,2.568188,2.880964,2.853462,3.1373450000000003,3.301497,3.892329,4.158646,4.413853,4.584457,4.7790870000000005,5.051403,5.175782,5.395468,5.582346,5.647715,5.999128,6.4496139999999995,6.698828,6.508933,6.195203,6.1454260000000005,6.390715,6.450842,6.06773,5.856918,5.653268,5.294341999999999,5.005929,4.631868,4.109348000000001,3.849844,3.4740550000000003,3.148574,2.669477,2.454387,2.1133319999999998,2.2182209999999998,2.057266,1.819489,1.50831,1.197015,0.921834,0.829252,0.694012,0.438846,0.20542399999999997
3-2801261,,,0,0.340171,0.611451,0.78375,1.031088,1.076933,1.205093,1.268994,1.478191,1.661027,1.7702919999999998,1.7965209999999998,2.012162,2.125379,2.3315330000000003,2.644309,2.616807,2.90069,3.0648419999999996,3.655674,3.9219910000000002,4.177198000000001,4.347802,4.543432,4.814748000000001,4.938127,5.157813,5.346691000000001,5.412059999999999,5.762473,6.213959,6.4611730000000005,6.272278,5.958548,5.907771,6.154059999999999,6.214187,5.831076,5.620263,5.416613,5.0576870000000005,4.768274,4.394213,3.871694,3.6131889999999998,3.2364,2.91092,2.431822,2.216732,1.875677,2.212816,2.0912290000000002,1.853452,1.542274,1.230979,0.9557979999999999,0.863216,0.727975,0.47280900000000003,0.23938800000000002
4-2801267,,,,0,0.27128,0.443578,0.690917,0.999762,1.251882,1.315784,1.524981,1.6738560000000002,1.8170819999999999,1.8433110000000001,2.058952,2.172169,2.378323,2.6910979999999998,2.663596,2.94748,3.111632,3.702464,3.96878,4.223987999999999,4.394591,4.556261,4.827577,4.9529559999999995,5.171641999999999,5.35752,5.423889,5.776301999999999,6.225788,6.475001,6.214107,5.899376999999999,5.8486,6.094889,6.015016,5.6319040000000005,5.421092,5.217442,4.858516000000001,4.428103,4.054042,3.5315220000000003,3.273017,2.896229,2.570748,2.0916509999999997,1.8765610000000001,1.535506,1.872644,1.860439,1.622663,1.311484,1.158851,1.2959690000000001,1.203387,1.0681459999999998,0.8129810000000001,0.579559
5-2801193,,,,,0,0.172299,0.419637,0.728482,0.9848389999999999,1.197543,1.4067399999999999,1.402576,1.668639,1.72507,1.940712,2.053928,2.2600830000000003,2.572858,2.545356,2.829239,2.993391,3.584223,3.85054,4.105748,4.276351,4.2829809999999995,4.554298,4.679676000000001,4.899363,5.08624,5.15161,5.504022,5.955508,6.201722,5.941828,5.6280980000000005,5.57832,5.824609,5.743736,5.360625,5.149812,4.946162,4.587236,4.156823999999999,3.7827620000000004,3.260243,3.001738,2.624949,2.2994689999999998,1.820371,1.605281,1.264226,1.601365,1.5891600000000001,1.351383,1.0402049999999998,0.8875709999999999,1.162752,1.256334,1.339426,1.08426,0.8508379999999999
6-2801278,,,,,,0,0.24733899999999998,0.564184,0.8205399999999999,1.033245,1.242442,1.238277,1.504341,1.5607719999999998,1.776413,1.88963,2.095784,2.408559,2.3810580000000003,2.664941,2.829093,3.419925,3.686242,3.941449,4.1120529999999995,4.120682,4.391999,4.517378,4.737064,4.923942,4.989311,5.340724,5.791208999999999,6.039423,5.777529,5.463799,5.413021,5.659311,5.717438,5.334326,5.123514,4.919862999999999,4.560938,4.136642,3.762581,3.240061,2.9815560000000003,2.604768,2.279287,1.800189,1.5851,1.244045,1.581183,1.568978,1.331202,1.020023,0.86739,1.142571,1.236153,1.370393,1.256559,1.0231370000000002
7-2801295,,,,,,,0,0.316845,0.573202,0.785906,0.9951030000000001,0.9909389999999999,1.257002,1.313433,1.529074,1.642291,1.8484450000000001,2.161221,2.1337189999999997,2.417602,2.581754,3.172586,3.438903,3.69411,3.8647139999999998,3.8723440000000005,4.143661,4.268039,4.488725,4.674603,4.739973,5.093385,5.542871,5.7900849999999995,5.530191,5.216461,5.166683,5.4119720000000004,5.470098999999999,5.086988,4.876175,4.672525,4.313599,4.02802,4.010919,3.4884,3.229895,2.853106,2.5276259999999997,2.0485279999999997,1.8334380000000001,1.492383,1.829522,1.8173169999999998,1.57954,1.268362,1.115728,1.390909,1.484491,1.618732,1.503897,1.270476
8-2801309,,,,,,,,0,0.256357,0.46906099999999995,0.678258,0.861094,0.970359,0.996589,1.21223,1.325447,1.531601,1.8443759999999998,1.816874,2.1007580000000003,2.264909,2.855741,3.122058,3.3772660000000005,3.5478690000000004,3.7414989999999997,4.013816,4.139194,4.358880999999999,4.545758,4.611128,4.96354,5.412026,5.66124,5.463830000000001,5.150099,5.100322,5.346611,5.403738,5.020626999999999,4.809814,4.606164,4.247237999999999,3.9616589999999996,4.318764,3.796245,3.5377400000000003,3.160951,2.835471,2.356373,2.141283,1.800228,2.137367,2.125162,1.8873849999999999,1.576207,1.423573,1.698754,1.7923360000000002,1.8049080000000002,1.549742,1.3163200000000002
9-2801329,,,,,,,,,0,0.212705,0.42190200000000005,0.604737,0.7140029999999999,0.740232,0.955873,1.0690899999999999,1.275244,1.588019,1.560517,1.8444009999999997,2.008553,2.599385,2.865701,3.120909,3.2915120000000004,3.4851419999999997,3.7564589999999995,3.883838,4.1015239999999995,4.289402,4.3547709999999995,4.705183,5.156669,5.404883,5.2159889999999995,4.902259,4.851481,5.097771,5.157898,4.774786,4.563974,4.360323,4.001398,3.715818,4.08988,4.0536010000000005,3.795096,3.418308,3.092827,2.61373,2.3986400000000003,2.057585,2.394723,2.382518,2.144742,1.833563,1.68093,1.9561110000000002,2.049693,1.9330669999999999,1.677902,1.44448
10-2801343,,,,,,,,,,0,0.20919699999999997,0.392033,0.658096,0.804133,1.019775,1.132991,1.339145,1.651921,1.624419,1.908302,2.072454,2.6632860000000003,2.9296029999999997,3.1848099999999997,3.355414,3.274438,3.545755,3.671133,3.889819,4.076697,4.143066,4.494479,4.944965,5.193179,5.004284999999999,4.689555,4.638776999999999,4.885066,4.945193,4.562082,4.351269,4.147619000000001,3.788693,3.503114,3.877175,4.0407,3.7821949999999998,3.4054059999999997,3.079926,2.600828,2.500738,2.1596830000000002,2.4968220000000003,2.4926169999999996,2.25484,2.046268,1.893634,2.167815,2.132209,1.9969689999999998,1.741803,1.508381
