순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2806302,21-2804028,22-2804703,23-2804021,24-2806407,25-2804018,26-2806405,27-2804017,28-2804015,29-2804013,30-2804010,31-2804009,32-2804007,33-2804005,34-2804003,35-2804001,36-2803999,37-2804768,38-2803942,39-2803940,40-2806356,41-2804055,42-2804600,43-2806304,44-2800295,45-2804482,46-2800300,47-2805078,48-2800296,49-2800298
1-2800269,0,0.419283,0.773767,1.3496549999999998,1.7318779999999998,1.965875,2.139857,2.3998,2.753507,3.325432,3.528497,3.7989290000000002,4.073614,4.760788,5.661112,5.821381,6.3746529999999995,7.079675999999999,7.510594,7.879428,8.324761,8.535574,8.741715,9.051817999999999,9.298297,9.688348,10.001659,10.312318,10.734017,11.094838000000001,11.498555999999999,11.795689999999999,12.147333999999999,12.408002999999999,12.774610000000001,12.436736999999999,11.870123,12.349436,13.132968,13.386339999999999,13.393726999999998,14.641858,15.051954,15.305320000000002,14.920370000000002,14.402885000000001,13.819660999999998,12.907849,13.140389
2-2805488,,0,0.354484,0.930372,1.3125950000000002,1.546592,1.7205740000000003,1.9805169999999999,2.334225,2.906149,3.109214,3.3796459999999997,3.6543309999999996,4.341506,5.241829,5.402099,5.955369999999999,6.660392999999999,7.091311,7.460145,7.905478,8.116291,8.322432000000001,8.632535,8.879014999999999,9.269065,9.582376,9.893035000000001,10.314734,10.675555000000001,11.079272999999999,11.376407,11.728050999999999,11.988719999999999,12.355328,12.017453999999999,11.451841,11.930153,12.714685000000001,12.968057,13.405976999999998,14.654109,15.064205,14.887037,14.502088,13.984603,13.399378,12.488566,12.722106
3-2807373,,,0,0.575888,0.958111,1.192108,1.36609,1.626034,1.979741,2.5516650000000003,2.75473,3.025162,3.299847,3.987022,4.887345,5.047615,5.600886,6.305909,6.736827000000001,7.105662,7.550994,7.761807000000001,7.967949000000001,8.278051,8.524531,8.914582000000001,9.227892,9.538551,9.960251,10.321072000000001,10.724789999999999,11.021923,11.373567,11.634236,12.000844,11.663969999999999,11.097357,11.575669,12.359200999999999,12.614573,13.051492999999999,14.299625,14.709721,14.533553,14.147604000000001,13.631119,13.043894,12.133083000000001,12.366622
4-2800272,,,,0,0.382223,0.61622,0.7902020000000001,1.050145,1.403853,1.9757770000000001,2.178842,2.449274,2.723959,3.4111339999999997,4.311457,4.471727,5.024998,5.730021,6.160939,6.5297730000000005,6.975105999999999,7.185919,7.392060000000001,7.7021630000000005,7.948643,8.338693,8.652004,8.962663000000001,9.384363,9.745183,10.148902,10.446035,10.797678999999999,11.058347999999999,11.424956,11.087082,10.521469,10.998781,11.784313000000001,12.038685000000001,12.684619,13.952513,14.362608999999999,13.956665,13.571716,13.055231,12.469006,11.557195,11.790734
5-2803582,,,,,0,0.23399699999999998,0.407979,0.6679229999999999,1.0256299999999998,1.5975540000000001,1.800619,2.0710509999999998,2.345736,3.032911,3.9332339999999997,4.093504,4.646775,5.3517980000000005,5.782716000000001,6.151551,6.596883,6.807696000000001,7.013838000000001,7.3239399999999995,7.5704199999999995,7.960471000000001,8.273781,8.584439999999999,9.00614,9.366961,9.770679,10.067812,10.419456,10.680125,11.046733,10.708859,10.143246000000001,10.620558,11.406089999999999,11.659462,12.306396000000001,13.610514000000002,14.020610000000001,13.578442,13.193493,12.676008,12.090783,11.178972,11.412511
6-2803603,,,,,,0,0.173982,0.433925,0.791633,1.363557,1.566622,1.8370540000000002,2.111739,2.798914,3.699237,3.859507,4.412778,5.117801,5.548719,5.917553,6.3628860000000005,6.573699,6.779839999999999,7.089942999999999,7.336423,7.7264729999999995,8.039784,8.350442999999999,8.772143,9.132963,9.536682,9.833815,10.185459,10.446128,10.812736,10.474862,9.910249,10.385561000000001,11.173093,11.426464999999999,12.072399,13.375517000000002,13.786613000000001,13.344445,12.959496000000001,12.442011,11.856786,10.945974,11.177514
7-2803602,,,,,,,0,0.259944,0.6176510000000001,1.189576,1.392641,1.663073,1.937758,2.624932,3.5252550000000005,3.685525,4.238797,4.94382,5.374738,5.743572,6.188905,6.399717,6.605859,6.915961,7.162441,7.552492,7.865802,8.176461,8.598161,8.958982,9.3627,9.659834,10.011478,10.272147,10.638753999999999,10.29988,9.736267,10.21158,10.997112,11.250484,11.899417999999999,13.201535,13.613631,13.169463,12.784514,12.267028999999999,11.683805,10.770992999999999,11.005533
8-2800274,,,,,,,,0,0.35770799999999997,0.929632,1.1326969999999998,1.403129,1.677814,2.364989,3.2653119999999998,3.425582,3.978853,4.683876000000001,5.114794,5.4836279999999995,5.928961,6.139774,6.345915,6.6560179999999995,6.902498,7.292548,7.605859,7.916517999999999,8.338217,8.699038,9.102756,9.39989,9.751534,10.012203,10.378811,10.041936999999999,9.476324,9.952636,10.738168,10.99254,11.639474,12.943592,13.352688,12.91052,12.525571000000001,12.007086,11.422861,10.511049,10.744589
9-2803847,,,,,,,,,0,0.576925,0.77999,1.050422,1.325107,2.012281,2.912605,3.072874,3.626146,4.331169,4.762087,5.130921,5.5762540000000005,5.7870669999999995,5.993208,6.303311,6.54979,6.939841,7.253152,7.563811,7.9855100000000006,8.346331,8.750049,9.047183,9.398827,9.659496,10.026102999999999,9.68823,9.122616,9.598929,10.385461,10.638833,11.285767,12.589884,12.99998,12.557813000000001,12.172863000000001,11.655378,11.070153999999999,10.158342,10.391882
10-2803599,,,,,,,,,,0,0.203065,0.473498,0.748182,1.446357,2.34668,2.50695,3.060222,3.765244,4.196162999999999,4.564997,5.0103290000000005,5.2211419999999995,5.427283999999999,5.737386,5.983866,6.373917,6.687227,6.997886,7.419586,7.780407,8.184125,8.481259,8.832903,9.093571,9.460179,9.121305,8.555692,9.033004,9.818536,10.071908,10.718842,12.022960000000001,12.433056,11.990888,11.605939,11.088453999999999,10.503229,9.591417999999999,9.824958
