순번_정류장ID,1-2807348,2-2803664,3-2805207,4-2805774,5-2807045,6-2805775,7-2805960,8-2806042,9-2807366,10-2802317,11-2802320,12-2803641,13-2807640,14-2806858,15-2802344,16-2802340,17-2805421,18-2806664,19-2806665,20-2805423,21-2804853,22-2805042,23-2804898,24-2803800,25-2803817,26-2804957,27-2803810,28-2801820,29-2801828,30-2801904,31-2804910,32-2801833,33-2802219,34-2802216,35-2802209,36-2802202,37-2802188,38-2802186,39-2804814,40-2807105,41-2802127,42-2802109,43-2802087,44-2804799,45-2802048,46-2802019,47-2802005,48-2801932,49-2801908,50-2801715,51-2801690,52-2803662,53-2800165
1-2807348,0,1.721875,2.502638,2.659439,2.984696,3.346547,3.8598440000000003,3.7806379999999997,2.298356,2.878327,3.357044,3.761072,3.7419860000000003,3.400637,3.323265,4.114103,5.030044999999999,5.312269000000001,5.580931,5.799442,6.138787000000001,6.418399,6.390658999999999,6.897547,6.701010000000001,6.712959,6.507498,6.20293,6.111123,6.244286,6.6040470000000004,7.176258,7.51491,7.668691,7.880611,8.210175,8.727282,9.347224,9.007093,8.873923,9.5515,9.867794,10.068169000000001,10.370223,10.752902,11.04134,10.904678,11.640107,12.636038000000001,13.532157000000002,14.011926,14.58658,15.123489000000001
2-2803664,,0,0.781764,0.937564,1.262821,1.624672,2.137969,2.382581,3.273138,4.072108999999999,4.550826,4.468804,4.167768,3.826419,3.748047,4.538885,5.454827,5.736051,6.004713,6.224225,6.563569,6.885477000000001,7.079441,7.586328999999999,7.490864999999999,7.606741,7.65228,7.348712,7.255905,7.390067999999999,7.749828999999999,8.32204,8.660692,8.812472999999999,9.026392999999999,9.417957000000001,9.936064,10.556006,10.214875,10.081705,10.759282,11.075576,11.275951,11.578005000000001,11.960684,12.249122,12.11346,12.847889,13.843820000000001,14.739939000000001,15.219707999999999,15.794362,16.332271
3-2805207,,,0,0.156801,0.482058,0.843909,1.379206,1.624818,3.708901,4.507872,4.986589,4.903567,4.602531,4.261182,4.18381,4.974648,5.89059,6.172814,6.441476000000001,6.6609869999999995,6.999332000000001,7.3212399999999995,7.515204,8.022092,7.926628,8.041504,8.087043,7.783475,7.690668,7.824831,8.184592,8.756803,9.095455000000001,9.247236000000001,9.461155999999999,9.90572,10.422827,11.043769000000001,10.994638,10.861467999999999,11.540045,11.856339,12.056714,12.357768,12.741447,13.028885,12.893222999999999,13.628651999999999,14.623582999999998,15.519701999999999,15.999471,16.575125,17.112034
4-2805774,,,,0,0.325258,0.6871079999999999,1.222405,1.468017,3.864701,4.663673,5.142389,5.060368,4.759332,4.417983,4.339611,5.130449,6.04639,6.327615,6.596277000000001,6.815788,7.154132000000001,7.476039999999999,7.670004,8.177892,8.082429,8.198303999999998,8.243843,7.9392759999999996,7.846467999999999,7.981632,8.341391999999999,8.913603,9.252256,9.403037,9.617957,10.062521,10.579628,11.200569,11.152439,11.019267999999999,11.696846,12.01314,12.213515,12.515568,12.898247999999999,13.186685999999998,13.051022999999999,13.785453,14.781382999999998,15.677503,16.157272,16.732926000000003,17.269835
5-2807045,,,,,0,0.36285100000000003,0.898148,1.14376,3.5866599999999997,4.385631,4.864348000000001,4.782326,4.48029,4.139941,4.061569,4.852407,5.768349,6.050573,6.319235,6.537747,6.876091000000001,7.198999000000001,7.3919630000000005,7.898851,7.803387,7.920263,7.965802,7.661233999999999,7.568427000000001,7.703589999999999,8.063350999999999,8.635562,8.973214,9.125995,9.339915,9.784479,10.301586,10.921528,11.411304,11.344526,12.021103,12.337397,12.538772,12.840826,13.223505,13.374057,13.161982,13.896410999999999,14.892342000000001,15.788460999999998,16.26823,16.843884,17.380793
6-2805775,,,,,,0,0.535297,0.780909,3.223809,4.022781,4.500497,4.419476,4.1184400000000005,3.7760910000000005,3.698719,4.489557,5.405498000000001,5.686723000000001,5.955385,6.1748959999999995,6.513241000000001,6.835147999999999,7.029112,7.535,7.440537,7.556412,7.602950999999999,7.299384,7.206575999999999,7.340739999999999,7.7005,8.272711,8.611364,8.763145,8.977065,9.421629,9.938736,10.558677000000001,11.049453999999999,11.301376,11.978954,12.295247999999999,12.495623,12.797677,13.180356,13.011207,12.799131,13.533560999999999,14.529491,15.425610999999998,15.90538,16.481034,17.017943
7-2805960,,,,,,,0,0.245612,2.688512,3.487484,3.9662,3.884179,3.582143,3.2407939999999997,3.163422,3.9542599999999997,4.870201,5.152426,5.420088,5.639599,5.977943,6.299851,6.493815000000001,7.001703,6.9062399999999995,7.022114999999999,7.067653999999999,6.764087,6.671278999999999,6.8054429999999995,7.164203,7.737414,8.076067,8.227848,8.441768,8.885332,9.402439,10.02338,10.514157,10.766079,11.443657,11.759951,11.960326,12.262379,12.645058,12.47591,12.263834,12.998264,13.994194,14.890314000000002,15.370083,15.945737,16.482646
8-2806042,,,,,,,,0,2.4429,3.2418720000000003,3.719588,3.6385669999999997,3.336531,2.996182,2.91781,3.708648,4.624589,4.906814,5.174476,5.394987,5.733331,6.055239,6.249203,6.754091000000001,6.659628,6.776503,6.822042,6.518475,6.425667,6.559831,6.9195910000000005,7.491802000000001,7.830455000000001,7.982236,8.196156,8.64072,9.157827000000001,9.778768,10.267545,10.520467,11.198045,11.514339,11.714714,12.016767,12.399446000000001,12.230298,12.018222,12.752652000000001,13.748582,14.644701999999999,15.124471,15.700125,16.237034
9-2807366,,,,,,,,,0,0.798972,1.277688,1.681716,1.982752,2.0639,1.985528,2.776366,3.106689,3.387914,3.658576,3.8780870000000003,4.215432,4.339043,4.311303,4.818191000000001,4.6216550000000005,4.633603,4.4871419999999995,4.183575,4.090767,4.224931,4.584691,5.156902,5.495555,5.647336,5.861256,6.30582,6.822927,7.443867999999999,7.933644999999999,8.077567,8.755144999999999,9.071439,9.271814,9.573867,9.956547,9.787398,9.575322,10.309752,11.305682000000001,12.201802,12.681571,13.257225,13.794134
10-2802317,,,,,,,,,,0,0.478717,0.8827450000000001,1.1837799999999998,1.5251290000000002,1.821938,2.611776,2.307718,2.5899419999999997,2.8576040000000003,3.077116,3.41546,3.5400720000000003,3.512332,4.01922,3.822683,3.834632,3.880171,3.576603,3.483796,3.6179589999999995,3.9777199999999997,4.549931,4.888583000000001,5.040364,5.254283999999999,5.698848,6.215955,6.8368970000000004,7.3266729999999995,7.7365960000000005,8.414173,8.730466999999999,8.930842,9.232896,9.615575,9.546987,9.334912,10.069341,11.065272,11.961391,12.44116,13.016814,13.553723000000002
11-2802320,,,,,,,,,,,0,0.406028,0.707064,1.0484129999999998,1.344222,2.1350599999999997,1.8310009999999999,2.1122259999999997,2.380888,2.6013990000000002,2.9397439999999997,3.063355,3.035615,3.542503,3.345967,3.357915,3.403455,3.099887,3.0070799999999998,3.1412430000000002,3.501003,4.073215,4.411867,4.563648000000001,4.777568,5.222132,5.7392389999999995,6.360181,6.849957000000001,7.259879,7.937457000000001,8.253751,8.454125999999999,8.75618,9.138859,9.427297,9.552634,10.305064,11.300994000000001,12.197114,12.676883,13.252537,13.553946
12-2803641,,,,,,,,,,,,0,0.301036,0.642385,0.9381940000000001,1.729032,1.612023,1.893248,2.16091,2.380421,2.7187650000000003,2.8433770000000003,2.8156369999999997,3.322525,3.125988,3.137937,3.1834759999999998,2.879909,2.787101,2.921265,3.281025,3.853236,4.191889,4.3436699999999995,4.55759,5.002154,5.519261,6.1402019999999995,6.629979,7.0399009999999995,7.717478999999999,8.033773,8.234148,8.536201,8.91888,9.207319,9.332656,10.085086,11.081016,11.977136,12.456905,13.032559,13.332968
13-2807640,,,,,,,,,,,,,0,0.34134899999999996,0.638158,1.428996,1.912059,2.194283,2.462945,2.6814560000000003,3.0208009999999996,3.144413,3.116673,3.623561,3.427024,3.4389730000000003,3.484512,3.1809439999999998,3.0881369999999997,3.2223,3.582061,4.154272,4.4929239999999995,4.644705,4.858625,5.303189,5.820296,6.441237999999999,6.931014,7.340936,8.018514,8.334808,8.535183,8.837237,9.219916,9.508353999999999,9.633691,10.386121000000001,11.382050999999999,12.278171,12.75794,13.333594,13.634003
14-2806858,,,,,,,,,,,,,,0,0.295809,1.086647,2.002589,2.2838130000000003,2.553475,2.772987,3.1113310000000003,3.433239,3.458022,3.9649099999999997,3.7683730000000004,3.780322,3.825861,3.522293,3.4294860000000003,3.563649,3.92341,4.495621,4.8342730000000005,4.986054,5.199974,5.644538,6.161645,6.7825869999999995,7.272363,7.682286,8.359863,8.676157,8.876532000000001,9.178586,9.561264999999999,9.849703,9.975041000000001,10.72747,11.723400999999999,12.61952,13.099289,13.674942999999999,13.975351999999999
15-2802344,,,,,,,,,,,,,,,0,0.7908390000000001,1.70678,1.988005,2.2566669999999998,2.476178,2.814523,3.1374299999999997,3.330394,3.837282,3.7418190000000005,3.9196940000000002,4.122669999999999,3.8191019999999996,3.726295,3.8604580000000004,4.220219,4.79243,5.131082,5.282863,5.496783,5.941347,6.458454,7.079396000000001,7.569172,7.979095,8.656672,8.972966,9.173341,9.475394999999999,9.858074,10.146512,10.27185,11.024279,12.020209,12.916329,13.396098,13.971751999999999,14.272160999999999
16-2802340,,,,,,,,,,,,,,,,0,0.915942,1.198166,1.466828,1.6863400000000002,2.024684,2.346592,2.539556,3.0464439999999997,2.951981,3.1288560000000003,3.350493,3.421828,3.32902,3.582183,3.9419440000000003,4.514155000000001,4.8528080000000005,5.004588,5.218508,5.6630720000000005,6.180179,6.801121000000001,7.290897,7.72082,8.398397000000001,8.714691,8.915066,9.21712,9.599799,9.888237,10.013575,10.766003999999999,11.761935000000001,12.658054,13.137823000000001,13.713477,14.250385999999999
17-2805421,,,,,,,,,,,,,,,,,0,0.282225,0.550887,0.7703979999999999,1.1087420000000001,1.43065,1.623614,2.1315020000000002,2.036039,2.464914,2.6865509999999997,2.990119,2.923074,3.176238,3.535998,4.1082089999999996,4.446862,4.598643,4.812563,5.257127,5.774234,6.395175,6.884952,7.3148740000000005,7.992452,8.308746000000001,8.509121,8.811174000000001,9.193854,9.482292,9.607629,10.360059,11.355989,12.252108999999999,12.731878,13.307532,13.844441
