순번_정류장ID,1-2800900,2-2805288,3-2800898,4-2805292,5-2805297,6-2800888,7-2800823,8-2800868,9-2805867,10-2805868,11-2805870,12-2805864,13-2800847,14-2800877,15-2800822,16-2805940,17-2800875,18-2800924,19-2800926,20-2800933,21-2800939,22-2800842,23-2800989,24-2800979,25-2800990,26-2801012,27-2801023,28-2801040,29-2801058,30-2801268,31-2801277,32-2801161,33-2801158,34-2801391,35-2801386,36-2801380,37-2800209,38-2800204,39-2800201,40-2800197,41-2800199,42-2800207,43-2800212,44-2800218,45-2800219,46-2800223,47-2800231,48-2806090
11-2805870,,,,,,,,,,,0,0.222372,0.451887,0.66096,0.9917819999999999,1.315616,1.5134809999999999,1.8017020000000001,2.409154,2.77094,3.006948,3.620882,4.053837000000001,3.8120589999999996,3.9602199999999996,4.254587,4.424137,4.7945660000000005,4.918948,5.928448,6.090647,6.585334,7.00055,7.539752,7.787921000000001,7.848347,8.277814999999999,8.922321,9.153896000000001,9.498466,9.895819,10.120341,10.523677000000001,10.751472999999999,10.872892,10.667100999999999,10.687448,11.057924
12-2805864,,,,,,,,,,,,0,0.230514,0.43958800000000003,0.77041,1.094243,1.292109,1.58033,2.187782,2.549568,2.785576,3.39951,3.832465,3.5906870000000004,3.7388480000000004,4.033214,4.203765,4.573194,4.697576000000001,5.708076,5.870275,6.363962,6.779178,7.319380000000001,7.5675490000000005,7.626975,8.056443,8.702949,8.932524,9.277094,9.674447,9.898969000000001,10.302305,10.530101,10.65152,10.445727999999999,10.466076,10.836552000000001
13-2800847,,,,,,,,,,,,,0,0.20907399999999998,0.539896,0.8637290000000001,1.0615940000000001,1.349816,1.957268,2.319054,2.555062,3.168996,3.601951,3.3601730000000005,3.5083339999999996,3.8027,3.9722510000000004,4.34168,4.466062,5.477562,5.638761,6.1334480000000005,6.548664,7.088866,7.337035,7.396461,7.826929,8.471435000000001,8.702010000000001,9.04658,9.443933,9.668455,10.071791000000001,10.299586999999999,10.421006,10.215214,10.235562,10.606038
14-2800877,,,,,,,,,,,,,,0,0.330823,0.654656,0.8525209999999999,1.140742,1.7481939999999998,2.1099799999999997,2.345989,2.959922,3.3928769999999995,3.1510990000000003,3.29926,3.5936269999999997,3.7631769999999998,4.132606,4.257989,5.268489,5.430687,5.924373999999999,6.33959,6.878792,7.127961,7.186388000000001,7.616855,8.261362,8.492936,8.837507,9.234859,9.459381,9.862717,10.090514,10.211933,10.006141,10.026489,10.396964
15-2800822,,,,,,,,,,,,,,,0,0.323833,0.521698,0.80992,1.4173719999999999,1.7791580000000002,2.015166,2.629099,3.062055,2.820277,2.968438,3.262804,3.433355,3.8027839999999995,3.927166,4.936666000000001,5.099865,5.5925519999999995,6.007768,6.547969999999999,6.797139,6.8555649999999995,7.286033,7.931539,8.163114,8.506684,8.904036999999999,9.128559,9.531895,9.759691,9.881110000000001,9.675317999999999,9.695666000000001,10.066142
16-2805940,,,,,,,,,,,,,,,,0,0.20386500000000002,0.492087,1.099539,1.461324,1.6973330000000002,2.311266,2.744221,2.502443,2.650605,2.944971,3.114521,3.4839510000000002,3.6093330000000003,4.619833,4.782032,5.2757190000000005,5.689935,6.230137,6.479305999999999,6.5387319999999995,6.9692,7.613706,7.844281,8.188851,8.586203999999999,8.810725,9.214062,9.441858,9.563277000000001,9.357485,9.377833,9.748308999999999
17-2800875,,,,,,,,,,,,,,,,,0,0.288221,0.895674,1.257459,1.493468,2.107401,2.540356,2.4545779999999997,2.6027400000000003,2.897106,3.066656,3.436085,3.404468,4.414968,4.577167,5.070854,5.4860690000000005,6.0262709999999995,6.274441,6.333867,6.764334,7.409841,7.641414999999999,8.140986,8.538339,8.76286,9.166196000000001,9.393993,9.515412,9.309619999999999,9.329968,9.700444000000001
18-2800924,,,,,,,,,,,,,,,,,,0,0.607452,0.9692379999999999,1.2052459999999998,1.81918,2.252135,2.166357,2.314518,2.608885,2.778435,3.1478639999999998,3.116247,4.126747,4.288945,4.7826319999999996,5.1978480000000005,5.73905,5.986219,6.045646,6.4751129999999995,7.12062,7.3511940000000005,7.852765,8.250117,8.474639,8.877975,9.105772,9.227191,9.021399,9.041747,9.412222
19-2800926,,,,,,,,,,,,,,,,,,,0,0.361786,0.5977939999999999,1.2117280000000001,1.6446830000000001,1.558905,1.707066,2.001433,2.171983,2.541412,2.508794,3.5192940000000004,3.682493,4.17518,4.590396,5.131598,5.378767,5.438193,5.869661,6.513167,6.743742,7.245311999999999,7.642664999999999,7.8671869999999995,8.270522999999999,8.498319,8.619738,8.413947,8.434294,8.80477
20-2800933,,,,,,,,,,,,,,,,,,,,0,0.23600900000000002,0.849942,1.282897,1.289102,1.4372639999999999,1.73163,1.8571970000000002,2.226626,2.148009,3.157509,3.320708,3.814394,4.22961,4.769812,5.017981,5.077408,5.507875,6.154382,6.382956,6.975510000000001,7.372863000000001,7.597384,8.00072,8.228517,8.349936,8.144144,8.164492,8.457033000000001
21-2800939,,,,,,,,,,,,,,,,,,,,,0,0.613934,1.046889,1.2768899999999999,1.561272,1.738362,1.621189,1.990618,1.912,2.9225,3.084699,3.578386,3.9936019999999997,4.533804,4.781973000000001,4.841399,5.270867,5.916373,6.147948,6.788517999999999,7.185871000000001,7.4113929999999995,7.815728999999999,8.042525,8.162944,7.957153,7.9785,8.222024000000001
22-2800842,,,,,,,,,,,,,,,,,,,,,,0,0.43395500000000004,0.8379559999999999,1.1473389999999999,1.2994290000000002,1.1822549999999998,1.514449,1.298067,2.308567,2.470766,2.964453,3.3796690000000003,3.9198699999999995,4.16804,4.227466000000001,4.657934,5.30244,5.5350150000000005,6.176585,6.571938,6.796459,7.202796,7.430592,7.549011,7.344219,7.364567,7.608091
23-2800989,,,,,,,,,,,,,,,,,,,,,,,0,0.424001,0.733384,0.885474,0.7683,1.13773,1.121889,2.132389,2.294588,2.788275,3.20349,3.743692,3.9918620000000002,4.051288,4.480755,5.1262620000000005,5.357836,6.000407,6.39676,6.622281,7.024617,7.253414,7.374833,7.169041,7.188389,7.432913
24-2800979,,,,,,,,,,,,,,,,,,,,,,,,0,0.31238299999999997,0.606749,0.6620779999999999,1.031507,1.51389,2.5243900000000004,2.686589,3.1802759999999997,3.5954910000000004,4.135693,4.383863,4.443289,4.872757,5.518263,5.748838,5.8506290000000005,6.247982,6.472503,6.875839,7.103636,7.225055,7.0192630000000005,7.039611,7.410087
25-2800990,,,,,,,,,,,,,,,,,,,,,,,,,0,0.293367,0.531917,0.9013459999999999,1.383728,2.394228,2.5564270000000002,3.0501139999999998,3.4653300000000002,4.005532,4.253701,4.313127,4.743595,5.3901010000000005,5.6206760000000004,5.537246,5.9345989999999995,6.159121,6.562457000000001,6.790253,6.911672,6.705881,6.726228,7.096703999999999
26-2801012,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23955,0.60898,1.0913620000000002,2.101862,2.264061,2.757748,3.172964,3.713166,3.961335,4.020761,4.450229,5.096735,5.32731,5.363157,5.760509,5.985030999999999,6.388367,6.616164,6.737583,6.531791,6.552139,6.922614
27-2801023,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.369429,0.8518120000000001,1.862312,2.024511,2.518198,2.9334130000000003,3.473615,3.7217849999999997,3.781211,4.211678,4.856185,5.088759,5.50433,5.901683,6.126204,6.52954,6.757337,6.878756,6.672964,6.693312,7.063788000000001
28-2801040,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.482383,1.492883,1.655082,2.148768,2.563984,3.104186,3.352355,3.411782,3.841249,4.487756,4.71833,5.256136,5.6534889999999995,5.87801,6.281347,6.509143,6.630561999999999,6.42477,6.445118,6.792407000000001
29-2801058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0105,1.172699,1.6663860000000001,2.081602,2.621804,2.869973,2.929399,3.358867,4.003373000000001,4.236948,4.878518,5.274871,5.500393,5.902729,6.129525,6.251944,6.0461529999999994,6.0655,6.310023999999999
30-2801268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.162199,0.656886,1.072102,1.6123040000000002,1.860473,1.9198990000000002,2.358367,3.002873,3.234448,3.877018,4.273371,4.498893,4.902229,5.131025,5.252444000000001,5.044653,5.066,5.309524
31-2801277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.494687,0.909903,1.450105,1.698274,1.7577,2.1951680000000002,2.8406740000000004,3.0722490000000002,3.712819,4.110172,4.335694,4.74003,4.966826,5.088245,4.881454,4.901801,5.146325
32-2801161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.415216,0.955418,1.2035870000000002,1.353013,1.9014810000000002,2.547987,2.779562,3.421132,3.819485,4.042007,4.446343,4.673139,4.796558,4.588767,4.609114,4.852638
33-2801158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5402020000000001,0.788371,0.9957969999999999,1.544265,2.188771,2.420346,3.0619169999999998,3.4592690000000004,3.6837910000000003,4.087127,4.3149239999999995,4.436343,4.230551,4.250898,4.4954220000000005
34-2801391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.248169,0.479596,1.028063,1.6745700000000001,1.905144,2.5467150000000003,2.945068,3.168589,3.571925,3.799722,3.9211410000000004,3.715349,3.735697,3.979221
35-2801386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23142600000000002,0.779894,1.4254,1.656975,2.2985450000000003,2.695898,2.92042,3.323756,3.5525519999999995,3.672971,3.4671800000000004,3.4885269999999995,3.7310510000000003
36-2801380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5484680000000001,1.192974,1.425549,2.068119,2.464472,2.689994,3.09233,3.321126,3.4415449999999996,3.236754,3.257101,3.499625
37-2800209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.644506,0.876081,1.517651,1.9150040000000002,2.139526,2.542862,2.770659,2.8920779999999997,2.686286,2.706633,3.077109
38-2800204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.243575,0.8851450000000001,1.282498,1.50702,1.9103560000000002,2.139152,2.2595709999999998,2.0537799999999997,2.074127,2.444603
39-2800201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.641571,1.038923,1.2634450000000002,1.666781,1.8945779999999999,2.015997,1.8102049999999998,1.8305529999999999,2.201028
40-2800197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.397353,0.621875,1.025211,1.253007,1.374426,1.66783,1.710018,2.080494
41-2800199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22452199999999997,0.627858,0.8556540000000001,0.977073,1.270477,1.5451290000000002,1.915605
42-2800207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.40333600000000003,0.6311329999999999,0.752552,1.0459559999999999,1.320608,1.691084
43-2800212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22779699999999997,0.34921599999999997,0.6426189999999999,0.917271,1.287747
44-2800218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.121419,0.41482299999999994,0.689475,1.059951
45-2800219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.294404,0.569056,0.9395319999999999
46-2800223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.27465300000000004,0.6451279999999999
47-2800231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37147600000000003
48-2806090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
