순번_정류장ID,1-2801796,2-2801793,3-2801779,4-2801766,5-2801756,6-2801749,7-2801743,8-2801185,9-2801687,10-2801184,11-2801665,12-2801604,13-2801520,14-2801485,15-2801450,16-2801438,17-2805321,18-2801462,19-2804438,20-2803644,21-2803555,22-2800688,23-2805582,24-2800715,25-2800729,26-2807073,27-2807056,28-2800799,29-2800804,30-2803056,31-2802651,32-2802638,33-2803669,34-2803046,35-2803045,36-2803071,37-2803082,38-2803093,39-2803107,40-2803121,41-2803125,42-2803232,43-2803181,44-2803254,45-2803258,46-2803263,47-2806495,48-2802802,49-2802806,50-2802840,51-2802886,52-2802934,53-2802984,54-2803020,55-2802429,56-2802467,57-2802470,58-2802465,59-2802463,60-2802460,61-2802450,62-2802455,63-2802438,64-2803517,65-2802422,66-2802418,67-2802415,68-2802412,69-2802372,70-2802474,71-2802487,72-2802530,73-2802546,74-2802562,75-2802571,76-2802581,77-2804851,78-2802588,79-2806672
11-2801665,,,,,,,,,,,0,0.645982,1.175334,1.48925,1.8070580000000003,2.23861,2.643075,2.973497,3.532364,5.580668,6.2537139999999996,6.854367999999999,6.865882000000001,6.690177,6.642365,7.262227,7.593071000000001,7.148475,6.9074029999999995,6.807430999999999,7.299089,7.522568,7.885228,8.203275999999999,8.328018,8.489722,8.791335,9.187111,9.449807,9.640913000000001,10.043184,10.022136999999999,10.399018,10.388276,10.016339,9.774626,9.42632,9.141286000000001,9.079791,9.122197,9.525019,10.00427,10.243518,10.456944,11.334442999999998,11.878422,11.55358,11.268031,11.066155,10.816535,10.411296,10.065392999999998,10.342018,10.658297,10.205518,9.929917,9.583293,9.414697,9.868455,10.259310000000001,10.482777,10.886689,11.392972,11.720123,12.009692999999999,12.401582000000001,12.66133,13.038957,13.153371
12-2801604,,,,,,,,,,,,0,0.530352,0.844268,1.162076,1.593628,2.192057,2.522479,3.085346,5.13365,5.806696,6.40735,6.530864,6.356159,6.308346,6.928209,7.410947999999999,7.6625440000000005,7.554385000000001,7.454413000000001,7.946071000000001,8.16955,8.531209,8.849258,8.975,9.135703,9.436316999999999,9.834093,10.095789,10.286895,10.688166,10.668119,11.046,11.035258,10.662321,10.418607000000002,10.069302,9.785267999999999,9.723773,9.772179,10.172,10.649252,10.8905,11.103925,11.982424,12.526404,12.199562,11.913013000000001,11.712136,11.461517,11.056278,10.710375,10.985999999999999,11.303279,10.8505,10.575899,10.229275,10.060678999999999,10.513437,10.904292,11.128758,11.531671000000001,12.038953,12.366105000000001,12.654675,13.048564,13.307312,13.683939,13.800353
13-2801520,,,,,,,,,,,,,0,0.313917,0.631724,1.063276,1.661705,1.992127,2.554995,4.603298000000001,5.276344,5.876998,6.001512,5.824808,5.776994999999999,6.397858,6.880596000000001,7.132192,7.373264,7.554061999999999,8.047719,8.269198,8.630858,8.948907,9.075649,9.235352,9.537966,9.917742,10.181436999999999,10.371544,10.773814,10.768767,11.144649000000001,11.497391,11.159969,10.945959,10.600653999999999,10.31462,10.255125,10.300531,10.704352,11.180603,11.419852,11.632277,12.509775999999999,13.056755,12.726914,12.442364999999999,12.240488000000001,11.990869,11.584629,11.238727,11.514352,11.832631,11.380852,11.105250999999999,10.759627,10.590031,11.042788999999999,11.434644,11.65911,12.062023,12.568305,12.895457,13.184026999999999,13.576916,13.835664000000001,14.21429,14.328705
14-2801485,,,,,,,,,,,,,,0,0.317808,0.74936,1.347789,1.6782110000000001,2.241078,4.289382,4.962428,5.563082,5.686596,5.510891,5.4630790000000005,6.082941,6.56568,6.818275999999999,7.059348,7.240145,7.732803,7.955282,8.315942,8.633989999999999,8.759732000000001,8.921436,9.222049,9.603825,9.866521,10.056627,10.457898,10.454851,10.829732,11.183475,10.847053,10.735339999999999,10.387034,10.102,10.26096,10.615447,11.018267999999999,11.49352,11.735767999999998,11.946193,12.824692,13.369672,13.04283,12.757280999999999,12.555404,12.305785,11.900546,11.554642999999999,11.831268,12.146547,11.695768,11.420167,11.074542999999998,10.903947,11.357705000000001,11.74956,11.973025999999999,12.376939,12.883221,13.210373,13.499943,13.891832,14.15058,14.529207000000001,14.644620999999999
15-2801450,,,,,,,,,,,,,,,0,0.43355200000000005,1.031981,1.3624040000000002,1.925271,3.9735739999999997,4.646621,5.247275,5.449061,5.624766,5.614422,6.235285,6.717022999999999,6.969619000000001,7.210691000000001,7.392489,7.883147,8.106625,8.468285,8.785333999999999,8.912075999999999,9.072778999999999,9.373393,9.754169000000001,10.018864,10.207971,10.610242,10.605194000000001,10.982076,11.334817999999999,10.998396000000001,10.887683,10.538378,10.254344,10.412303,10.869255,11.274075999999999,11.749327000000001,11.988576,12.203000999999999,13.0805,13.624479000000001,13.298637,13.012088,12.810212,12.561592,12.156353,11.81045,12.087076,12.402355,11.950576,11.673975,11.329350999999999,11.159755,11.613513000000001,12.004368,12.227834,12.631746000000001,13.138029000000001,13.465179999999998,13.754751,14.146639000000002,14.406388,14.784014,14.899428
16-2801438,,,,,,,,,,,,,,,,0,0.600429,0.930851,1.493718,3.5420220000000002,4.215068,4.815722,5.017508,5.193213,5.406719,6.026581,6.51032,6.760916,7.001988000000001,7.309785000000001,7.801442999999999,8.024922,8.386582,8.70463,8.830372,8.991076,9.292689,9.546465,9.810161,10.001268,10.402538,10.523491,10.900372,11.252115,10.916692999999999,10.80498,10.456674000000001,10.17164,10.3306,10.860551,11.263373,11.738624,11.980872,12.434298,13.311797,13.857776000000001,13.529933999999999,13.246385,13.042508999999999,12.792889,12.38965,12.042747,12.317372,12.634652,12.182872,11.907271000000001,11.561648,11.392050999999999,11.844809,12.235665,12.461131,12.863043,13.369326000000001,13.696477,13.986047,14.378935999999998,14.637685000000001,15.016310999999998,15.131725
17-2805321,,,,,,,,,,,,,,,,,0,0.331423,0.8942899999999999,2.9425939999999997,3.61564,4.216294,4.418080000000001,4.593785,4.80829,5.427153,5.909891,6.162488,6.404559,6.710357000000001,7.202014999999999,7.424494,7.787153,8.105202,8.230944000000001,8.391647,8.693261,8.948037,9.209732,9.401839,9.80311,9.923062,10.301944,10.652686,10.315263999999999,10.205551,9.857246,9.572212,9.731171,10.261123,10.663944,11.139194999999999,11.381444,11.886869,12.870368,13.415347,13.430506,13.144957000000002,12.94308,12.691460000000001,12.288221,11.942319,12.215944,12.533223,12.123557,11.846955,11.501332000000001,11.332735000000001,11.785494,12.177349000000001,12.400815,12.803727,13.311010000000001,13.638160999999998,13.926731,14.320620000000002,14.578369,14.955995000000001,15.071409
18-2801462,,,,,,,,,,,,,,,,,,0,0.562867,2.611171,3.284217,3.884871,4.086657,4.262362,4.476868,5.09673,5.5794690000000005,5.831065,6.073137,6.393934,6.886592,7.108071000000001,7.470731,7.788778999999999,7.914521000000001,8.074225,8.376838000000001,8.616614,8.88031,9.069417,9.473687,9.60764,9.983521000000001,10.336264,9.999842,9.889128999999999,9.540823,9.255789,9.414749,9.9447,10.347522,10.822773,11.065022,11.570447,12.554946000000001,13.100925,13.112082999999998,12.826533999999999,12.625658,12.376038000000001,11.970799000000001,11.624896000000001,11.901521,12.217801,11.988021,11.71142,11.366797,11.1962,11.650958000000001,12.040814,12.26628,12.670192,13.175475,13.501626000000002,13.793196,14.185085,14.443833999999999,14.82146,14.935873999999998
19-2804438,,,,,,,,,,,,,,,,,,,0,2.048304,2.72135,3.322004,3.52379,3.6994949999999998,3.9130000000000003,4.532863,5.016602,5.268198,5.50927,5.878067,6.369725,6.592204,6.953863,7.2719119999999995,7.397653999999999,7.558357000000001,7.8619710000000005,8.052747,8.316443,8.505549,8.90782,9.090773,9.468653999999999,9.820397,9.483975,9.431047,9.303647999999999,9.018614,9.177572999999999,9.707525,10.110346,10.585598,10.827846000000001,11.333271,12.31777,12.86275,12.876908,12.592359,12.390482,12.140863000000001,11.733624,11.387721,11.663346,11.981625,11.750846000000001,11.474245,11.129621,10.960025,11.414783,11.803638000000001,12.028103999999999,12.432017,12.938299,13.265451,13.555021,13.94691,14.207657999999999,14.584285000000001,14.699698999999999
20-2803644,,,,,,,,,,,,,,,,,,,,0,0.673046,1.2737,1.475487,1.6511919999999998,1.864697,2.4845599999999997,2.967298,3.219894,3.4609660000000004,3.829764,4.322421,4.5439,4.9055599999999995,5.223609,5.350351,5.510054,5.811668,6.005444000000001,6.268139,6.459246,6.8605160000000005,7.043469,7.420350999999999,7.772092999999999,7.435671000000001,7.383744,7.473652,7.188617999999999,7.3475779999999995,7.877528999999999,8.281350999999999,8.755602,8.997850999999999,9.503276,10.488775,11.035753999999999,11.387789,11.669338,11.872214999999999,11.704867,11.298627999999999,10.952725,11.229351,11.545630000000001,11.670850999999999,11.395249,11.049626,10.880028999999999,11.333788,11.724642999999999,11.949109,12.352021,12.858303999999999,13.185455,13.475025,13.867914,14.126663,14.490412,14.334998
21-2803555,,,,,,,,,,,,,,,,,,,,,0,0.600654,0.802441,0.978146,1.203651,1.8235139999999999,2.306252,2.558848,2.79992,3.168717,3.660375,3.882854,4.244514,4.563562999999999,4.689305,4.849008,5.150622,5.344397,5.607093,5.7982,6.19947,6.381423000000001,6.759303999999999,7.109047,6.774625,6.720698,6.812606,6.526572,6.686532000000001,7.214483,7.617305,8.094555999999999,8.335805,8.84023,9.826728999999998,10.372708,10.724743,11.006292,11.209168,11.206213,10.800972999999999,10.455071,10.731696000000001,11.047975,11.688196000000001,11.412595,11.067971,10.898375,11.351133,11.741988000000001,11.966453999999999,12.369367,12.760649,13.087800999999999,13.377370999999998,13.819132000000002,14.144008,13.992757000000001,13.836343
22-2800688,,,,,,,,,,,,,,,,,,,,,,0,0.201786,0.37749099999999997,0.602997,1.222859,1.705598,1.9581939999999998,2.198266,2.567063,3.060721,3.2822,3.6438599999999997,3.961908,4.08765,4.248354,4.550967,4.742743,5.006439,5.1965449999999995,5.598816,5.781769000000001,6.15865,6.510393,6.173971,6.121043,6.211951999999999,5.926918,6.085878,6.614828999999999,7.017651,7.4919020000000005,7.73615,8.241576,9.227075,9.770054,10.125089,10.407638,10.608514,10.857134,10.825928,10.480025,10.75665,11.07393,11.71415,11.438549,11.092926,10.923328999999999,11.377087,11.767942,11.992409,12.395321000000001,12.784604,13.112754999999998,13.402325,13.845087,14.169963000000001,14.017712,13.863298
23-2805582,,,,,,,,,,,,,,,,,,,,,,,0,0.175705,0.40121,1.021073,1.5038120000000001,1.755408,1.9964790000000001,2.365277,2.857935,3.0804139999999998,3.4410730000000003,3.759122,3.8858639999999998,4.045567,4.347181,4.540957,4.804652,4.995759,5.39803,5.578982,5.955864,6.307607,5.970184,5.918257,6.0091660000000005,5.723132,5.882091,6.414043,6.814864,7.290114999999999,7.532364,8.037789,9.023288,9.570267,9.922302,10.203851,10.406728,10.655347,10.624141,10.278239,10.553864,10.872143,11.512364,11.236763,10.891139,10.721542999999999,11.175301,11.566156,11.790622,12.193535,12.583817,12.912969,13.200539000000001,13.6413,13.968176000000001,13.815925,13.661512
24-2800715,,,,,,,,,,,,,,,,,,,,,,,,0,0.225505,0.845368,1.328107,1.579703,1.820775,2.189572,2.68123,2.903709,3.266368,3.5844169999999997,3.7101589999999995,3.8698620000000004,4.171476,4.365252,4.627948,4.818054,5.222325,5.403278,5.780158999999999,6.130902,5.79548,5.743551999999999,5.834461,5.548426999999999,5.707386,6.236338,6.640159,7.116411,7.357659,7.862083999999999,8.848583,9.394563,9.746597999999999,10.029147,10.232023,10.480642999999999,10.447436999999999,10.102534,10.378159,10.695438000000001,11.336659,11.060058,10.715434,10.544838,10.998596000000001,11.390450999999999,11.614917,12.01783,12.411112,12.736264,13.023833999999999,13.466596,13.792470999999999,13.640220999999999,13.484807
25-2800729,,,,,,,,,,,,,,,,,,,,,,,,,0,0.619863,1.102601,1.53189,1.772962,2.141759,2.634417,2.856896,3.217556,3.536604,3.662346,3.82205,4.074337,4.140747,4.403442,4.594549,4.99682,5.355465000000001,5.732346,6.083089,5.7466669999999995,5.695739,5.785648,5.501614,5.660573,6.189525,6.5933470000000005,7.068598,7.309846,7.8162720000000006,8.801771,9.34775,9.698785,9.981334,10.182210000000001,10.43183,10.401624,10.055721,10.332346000000001,10.647625,11.289846,11.014244999999999,10.668621,10.499025,10.952783,11.343638,11.568105000000001,11.971017,12.3623,12.689451,12.978021,13.419782999999999,13.745657999999999,13.594408,13.437994
26-2807073,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48273900000000003,0.927335,1.168407,1.537204,2.029862,2.252341,2.614001,2.93205,3.057791,3.218495,3.5201089999999997,3.820302,4.082998,4.273104,4.675375,4.75091,5.1287910000000005,5.480534,5.144112000000001,5.092184,5.181093,4.897059,5.055019000000001,5.58597,5.988792,6.464043,6.705292,7.210717,8.197216000000001,8.742194999999999,9.09523,9.377778999999999,9.579655,9.829275,10.159069,9.813166,10.089791,10.405071000000001,11.073292,11.263689999999999,10.918067,10.74847,11.202228999999999,11.593084,11.81755,12.016121,12.119745,12.445896000000001,12.736466,13.177228,13.589104,13.350853,13.194439000000001
27-2807056,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.444597,0.685668,1.054466,1.547124,1.7696029999999998,2.131262,2.4493110000000002,2.575053,2.7357560000000003,3.03737,3.4341459999999997,3.6968419999999997,3.887948,4.289219,4.269171,4.646053,4.996796,4.660374,4.609446,4.699355000000001,4.414321,4.5732800000000005,5.103232,5.505053,5.981305,6.223553,6.728978,7.7144770000000005,8.260457,8.612492,8.894041,9.095917,9.346537,9.676331,9.330428,9.607053,9.923332,10.590553,10.780952000000001,10.435328,10.265732,10.719489999999999,11.110345,11.334811,11.533382000000001,11.637006,11.963158,12.252728,12.693489999999999,13.106365,12.868115,12.711701
28-2800799,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24107199999999998,0.60987,1.102527,1.325006,1.686666,2.004715,2.130457,2.2911599999999996,2.5927740000000004,2.98955,3.2522450000000003,3.4423519999999996,3.845622,3.823575,4.200457,4.552199,4.215777,4.16385,4.253758,3.968724,4.1276839999999995,4.657635,5.0604569999999995,5.5357080000000005,5.777957,6.283382,7.2688809999999995,7.813860000000001,8.166895,8.449444,8.65132,8.90094,9.230734,8.884831,9.162457,9.476736,10.144957000000002,10.337355,9.989732,9.821135,10.274894,10.664749,10.889215,11.088786,11.191410000000001,11.519561,11.808131,12.248892999999999,12.659769,12.422518,12.267104
29-2800804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.368798,0.860456,1.082935,1.4445940000000002,1.762643,1.8883849999999998,2.0490880000000002,2.350702,2.747478,3.010174,3.20028,3.6035510000000004,3.582503,3.958385,4.311128,3.974705,3.922778,4.011687,3.727653,3.8866120000000004,4.416564,4.819385,5.294636,5.536885,6.04231,7.0278089999999995,7.572788,7.925824,8.208372,8.410249,8.659868,8.987663000000001,8.64476,8.919385,9.233664,9.901885,10.096283999999999,9.75066,9.580064,10.034822,10.424677,10.648143,10.847714,10.947338,11.27449,11.56506,12.006821,12.416697000000001,12.179446,12.023033
30-2803056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.491658,0.714137,1.075797,1.393845,1.519587,1.680291,1.981904,2.37868,2.6413759999999997,2.831482,3.233753,3.2127060000000003,3.5895870000000003,3.9413300000000002,3.604908,3.5529800000000002,3.642889,3.3578550000000003,3.5168150000000002,4.046766000000001,4.449587999999999,4.9248389999999995,5.167087,5.6725129999999995,6.658011999999999,7.202991,7.556025999999999,7.838575,8.040451,8.290071000000001,8.620865,8.274962,8.551587,8.864867,9.535088,9.810689,9.650688,9.481092,9.93485,10.324705,10.550171,10.476917,10.580541,10.905692,11.197262,11.636024,12.0489,11.812649,11.656235
31-2802651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.222479,0.5841390000000001,0.9021870000000001,1.027929,1.188633,1.490246,1.8870220000000002,2.149718,2.340825,2.742095,2.721048,3.097929,3.449672,3.11325,3.061322,3.151231,2.866197,3.025157,3.555108,3.95793,4.433180999999999,4.67543,5.180855,6.166354,6.711333,7.064367999999999,7.3469169999999995,7.548792999999999,7.798413,8.203652,7.912304,8.188929,8.506209,9.17243,9.448031,9.422205,9.252608,9.707366,10.097222,10.321688,10.115259,10.218883,10.546033999999999,10.834603999999999,11.276366000000001,11.688242,11.451991,11.294577
32-2802638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.36166,0.679709,0.805451,0.9661540000000001,1.267768,1.6645439999999998,1.927239,2.117346,2.520616,2.498569,2.875451,3.227193,2.890771,2.838844,2.9287520000000002,2.6437180000000002,2.802678,3.3326290000000003,3.7354510000000003,4.2107019999999995,4.4529510000000005,4.958376,5.943875,6.489854,6.841889,7.1244380000000005,7.326314999999999,7.575933999999999,7.981172999999999,7.9879240000000005,8.26455,8.577829,9.24805,9.520650999999999,9.496825,9.327228999999999,9.780987,10.170842,10.395308,10.189879,10.294503,10.621654,10.911224,11.349986,11.761861999999999,11.524611,11.367197
33-2803669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.31804899999999997,0.443791,0.604494,0.906108,1.302884,1.56558,1.755686,2.158957,2.368328,2.745209,3.096952,2.7605299999999997,2.708602,2.798511,2.513477,2.6724360000000003,3.202388,3.6052089999999994,4.080461,4.322709,4.828135,5.8136339999999995,6.3596129999999995,6.711647999999999,6.994197,7.196072999999999,7.4456929999999995,7.850932000000001,8.055584,8.330209,8.646488,9.313709,9.590311,9.562484,9.393888,9.846646,10.238501,10.462968,10.255539,10.361163000000001,10.686314,10.976884,11.417646000000001,11.829521000000002,11.593271000000001,11.434857000000001
34-2803046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.12574200000000002,0.286445,0.588059,0.984835,1.247531,1.437637,1.8409080000000002,2.26986,2.6467419999999997,2.998485,2.6620630000000003,2.6101349999999996,2.95844,2.75601,2.9149689999999997,3.445921,3.8487419999999997,4.3229940000000004,4.565242,5.070667,6.056166,6.603146000000001,6.954181,7.2367300000000006,7.4396059999999995,7.688225999999999,8.094465,8.374633,8.650258000000001,8.966536999999999,9.633758,9.909360000000001,9.883533,9.713937,10.167695,10.55855,10.783016,10.576588000000001,10.680211,11.007363,11.296933000000001,11.737695,12.097054,11.859803999999999,11.70139
35-2803045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.162703,0.464317,0.861093,1.123789,1.3148950000000001,1.718166,2.1461189999999997,2.523,2.874743,2.538321,2.486393,2.834698,2.633268,2.792227,3.322179,3.725,4.200252,4.4425,4.947925,5.933424,6.479404,6.831439,7.113988000000001,7.314864,7.564483999999999,7.970723,8.316626,8.701,9.019279,9.6855,9.962100999999999,10.006275,9.837679,10.290436999999999,10.681292,10.906758,10.629328999999998,10.732953,11.059105,11.189675,11.631437,11.971312,11.734062,11.577648
36-2803071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.304614,0.70139,0.9640850000000001,1.154192,1.558463,1.9974150000000002,2.3742970000000003,2.727039,2.5360240000000003,2.484096,2.832402,2.6309709999999997,2.789931,3.3198819999999998,3.7227040000000002,4.197955,4.4402029999999995,4.945629,5.931128,6.476107,6.829142,7.111691,7.313567,7.563186999999999,7.968425999999999,8.314328999999999,8.699703,9.015983,9.684203,9.960805,10.166979,9.997382,10.451139999999999,10.842996000000001,11.030945,10.626033,10.730657,11.057808,11.190377999999999,11.63114,11.971016,11.733765,11.577351
37-2803082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.396776,0.6594720000000001,0.849578,1.2528489999999999,1.6928020000000001,2.0696830000000004,2.421426,2.5870040000000003,2.5350759999999997,2.883381,2.9315849999999997,3.090544,3.6204959999999997,4.023317,4.498569,4.740817,5.246242,6.231741,6.776721,7.1297559999999995,7.412305,7.614180999999999,7.863801,8.269039999999999,8.614942999999998,9.001317,9.317596,9.984817,10.260419,10.470592,10.300996000000001,10.754754,11.145609,11.331559,10.926647,11.03027,11.357422,11.489991999999999,11.931754,12.271628999999999,12.034379,11.877965
38-2803093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.262696,0.45280200000000004,0.856073,1.2960260000000001,1.672907,2.02465,2.190228,2.1383,2.486605,2.771639,3.234134,3.7640860000000003,4.138907,4.4161589999999995,4.658407,5.163832,6.149331,6.694311,7.047346000000001,7.329895,7.531771000000001,7.781391,8.186630000000001,8.532533,8.917907000000001,9.234186,9.901407,10.178009,10.524632,10.680586,11.134344,11.467614999999999,11.248149,10.845237,10.94886,11.275012,11.400582,11.840344,12.181219,11.945969,11.787555000000001
39-2803107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.191107,0.594378,1.0333299999999999,1.410212,1.7629540000000001,1.928532,1.8766049999999999,2.22491,2.509944,2.972439,3.5023910000000003,3.877212,4.154463,4.396712,4.902137000000001,5.887636,6.4336150000000005,6.78565,7.068199000000001,7.2700759999999995,7.519695,7.9249350000000005,8.270837,8.656212,8.972491,9.640711999999999,9.916313,10.261937,10.418891,10.872649000000001,11.205919999999999,10.987454,10.582541,10.686164999999999,11.013316,11.137887,11.579647999999999,11.920524,11.682273,11.526859
40-2803121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.403271,0.843223,1.220105,1.571848,1.737425,1.685498,2.033803,2.318837,2.781332,3.3112839999999997,3.6861050000000004,3.9633559999999997,4.205605,4.71103,5.696529,6.242508,6.594542999999999,6.877092,7.078969,7.328588000000001,7.733828,8.079730999999999,8.465105,8.782384,9.449605,9.725206,10.07083,10.228784,10.682542,11.014813,10.796347,10.393434,10.495058,10.823210000000001,10.94678,11.389541,11.728417,11.493166,11.336753
41-2803125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.439953,0.8168340000000001,1.168577,1.540514,1.6882270000000001,2.0365330000000004,2.321567,2.784062,3.3140129999999997,3.6888349999999996,3.9660860000000002,4.208335,4.71376,5.699259,6.245238,6.5972729999999995,6.879822,7.081697999999999,7.331318,7.736557,8.082460000000001,8.467834,8.784114,9.451335,9.727936,10.072559,10.230513,10.684271,11.016542,10.800075999999999,10.395164,10.498788000000001,10.825939,10.950509,11.392271000000001,11.732147,11.494896,11.338482
42-2803232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.382882,0.734625,1.106562,1.416275,1.76458,2.049614,2.512109,3.042061,3.4168819999999998,3.6941339999999996,3.936382,4.441807,5.427306,5.973286,6.325321,6.60787,6.8097460000000005,7.059366000000001,7.464605000000001,7.8105080000000005,8.196882,8.512161,9.179382,9.454983,9.800607000000001,10.032561,10.486319,10.74559,10.526124000000001,10.123211,10.226835000000001,10.553987,10.678557000000001,11.120319,11.461194,11.221944,11.06653
43-2803181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.351743,0.72368,1.033393,1.3816979999999999,1.6667319999999999,2.129227,2.659179,3.034,3.3112519999999996,3.5535,4.058925,5.044423999999999,5.590404,5.942439,6.224988,6.426864,6.676483999999999,7.081722999999999,7.427625999999999,7.813,8.129278999999999,8.7975,9.073101,9.417725,9.649678999999999,10.103437,10.362708,10.143241999999999,9.740329,9.842953,10.170105,10.294675,10.736436999999999,11.077312,10.839062,10.683648
44-2803254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37193699999999996,0.681651,1.0299559999999999,1.3149899999999999,1.7774849999999998,2.307436,2.682258,2.959509,3.2017580000000003,3.707183,4.692682,5.2386610000000005,5.590696,5.873245,6.075122,6.324741,6.72998,7.075883,7.461258,7.777537,8.444758,8.721359,9.065983000000001,9.297936,9.751695,10.010964999999999,9.792499000000001,9.387587,9.491211,9.818361999999999,9.943932,10.384694,10.72457,10.488319,10.331905
45-2803258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.309714,0.6580189999999999,0.943053,1.405548,1.935499,2.310321,2.587572,2.829821,3.3352459999999997,4.320745,4.866724,5.2187589999999995,5.501308,5.703183999999999,5.952804,6.358043,6.703946000000001,7.090321,7.4066,8.073821,8.349422,8.695046000000001,8.925999000000001,9.379758,9.640028,9.419561999999999,9.01565,9.119274,9.446425,9.572995,10.013757,10.354633,10.117382000000001,9.960968
46-2803263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.348306,0.63334,1.095834,1.625786,2.000607,2.277859,2.520107,3.0255330000000002,4.011032,4.557011,4.909046,5.1915949999999995,5.393471,5.643091,6.04833,6.394233,6.779607,7.0968860000000005,7.764107000000001,8.039709,8.384332,8.616286,9.070044000000001,9.330314999999999,9.110849,8.706937,8.809561,9.136712,9.262282,9.705044000000001,10.044919,9.807669,9.650255
