순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800296,28-2800298,29-2804064,30-2804535,31-2804537,32-2804572,33-2804066,34-2804611,35-2804086,36-2804613,37-2804089,38-2806223,39-2804091,40-2804093,41-2804615,42-2804617,43-2804094,44-2804619,45-2804097,46-2804621,47-2804623,48-2804098,49-2804625,50-2803915,51-2806315,52-2804627,53-2803913,54-2803911,55-2803908,56-2803907,57-2807376,58-2803905,59-2803903,60-2804629,61-2806221,62-2803901,63-2803899,64-2807378,65-2807381,66-2803897,67-2806317,68-2803895,69-2803893,70-2803891,71-2806220,72-2803889,73-2803887,74-2803885,75-2803883,76-2803881,77-2803879,78-2803877,79-2803875,80-2803874,81-2803973,82-2803975,83-2805718,84-2803979,85-2806018,86-2804334,87-2803983,88-2803985,89-2803987,90-2803989,91-2806004,92-2807385,93-2803991,94-2803993,95-2803995,96-2800298,97-2800297,98-2803996,99-2803994,100-2803992,101-2807384,102-2806003,103-2803990,104-2803988,105-2803986,106-2803984,107-2803981,108-2806017,109-2805721,110-2805719,111-2803976,112-2803974,113-2803875,114-2803876,115-2803878,116-2803880,117-2803882,118-2803884,119-2803886,120-2803888,121-2806219,122-2803890,123-2803892,124-2803894,125-2806316,126-2803896,127-2807380,128-2807379,129-2803898,130-2803900,131-2806222,132-2804630,133-2803902,134-2803904,135-2807377,136-2803906,137-2803909,138-2803910,139-2803912,140-2804628,141-2806314,142-2803914,143-2804626,144-2804099,145-2804624,146-2804622,147-2804096,148-2804620,149-2804095,150-2804618,151-2804616,152-2804092,153-2804090,154-2806224,155-2804088,156-2804614,157-2804087,158-2804612,159-2804067,160-2804571,161-2804538,162-2804536,163-2804065,164-2800297,165-2800261,166-2803997,167-2800290,168-2800289,169-2803934,170-2800286,171-2803932,172-2803596,173-2800283,174-2800281,175-2800280,176-2800278,177-2806663,178-2804031,179-2800260,180-2800275,181-2804713,182-2803598,183-2803600,184-2800273,185-2803601,186-2804331,187-2803581,188-2800271,189-2805489,190-2807150
26-2800291,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.547655,0.781195,1.275073,1.54589,2.03482,2.400963,3.253072,4.081274,4.690633,5.155596,5.635542,6.207145,6.460547,7.011038,7.306941,8.074237,8.500564,8.753661,9.383357,9.921778,10.622919,10.926215,11.404518,11.694766,11.954803,12.348525,12.667666,13.121053,13.605668,14.015926,14.292867000000001,14.696403,15.105991,15.887457000000001,16.346877,16.572208,16.314969,16.09969,14.974362,14.794853,14.544032000000001,14.195611999999999,13.897072,13.449479,12.0008,11.297042,10.930657,10.291235,9.864761999999999,9.47044,8.779086,8.468504,7.687015,7.673576,7.20194,6.6872110000000005,6.278537,6.098212999999999,5.2569040000000005,4.536044,4.934165,5.248073000000001,4.4738489999999995,2.503749,1.712257,1.496824,1.314345,1.0769799999999998,0.764683,0.781195,0.787075,0.771551,1.079575,1.305261,1.529292,1.7701669999999998,2.5176220000000002,4.471595,5.114814,4.771251,4.534,5.2275160000000005,6.092998000000001,6.2955760000000005,6.630261999999999,7.263816,7.687015,8.461594,8.810159,9.493103,9.877181,10.290846,10.942632000000001,11.340651,12.116597,13.452210999999998,13.895745999999999,14.189815,14.576451,14.80754,15.023576,16.145148000000002,16.359907999999997,16.589631,16.323573,15.870479999999999,15.125323000000002,14.689067000000001,14.294804000000001,14.002182000000001,13.585838,13.144607,12.692996,12.354764,11.948048,11.718567,11.42274,10.918954,10.60703,9.93362,9.410884,8.780655,8.467728,8.111266,7.3037589999999994,6.993111,6.467185,6.165692,5.583521,5.1396239999999995,4.667969,4.052986,3.264125,2.419962,2.037283,1.521234,1.3142340000000001,0.787075,0.5600729999999999,0.8578610000000001,0.563775,0.9329139999999999,1.386664,2.6888330000000003,3.579817,3.8648559999999996,4.855698,5.318126,6.003988,6.5782300000000005,6.71468,7.660381,8.292283,8.52996,8.850156,9.033945,9.523247,9.983528999999999,10.195255,10.365964,10.62363,11.108077999999999,11.607942999999999,11.981713000000001
27-2800296,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23354,0.776418,1.047236,1.536165,1.902308,2.753418,3.5816190000000003,4.190978,4.655942,5.136888,5.70749,5.960893,6.511384,6.808287,7.574582,8.000909,8.255006,8.883703,9.422123,10.123265,10.42756,10.904863,11.195111,11.455148,11.84887,12.168011,12.621398,13.107013,13.516271,13.793211999999999,14.196748000000001,14.606335999999999,15.387803,15.847222,16.123785,15.944811999999999,15.729532999999998,14.604204999999999,14.424695999999999,14.172873999999998,13.824454999999999,13.525914000000002,13.079322,11.630642,10.926884,10.560499,9.921077,9.494605,9.100282,8.408928999999999,8.098346000000001,7.315858,7.303418,6.830783,6.316053,5.908379,5.728055,4.886746,4.164887,4.563008,4.877915,4.103692,2.132592,1.341099,1.125667,0.9431870000000001,0.529325,0.21702800000000003,0.23354,0.23942,0.223896,0.531921,0.934103,1.158134,1.399009,2.146464,4.101437000000001,4.744656,4.401093,4.163843,4.856358,5.72284,5.925418,6.260104,6.893658,7.315858,8.091436,8.440000999999999,9.122945,9.506022999999999,9.920688,10.571475,10.970493,11.74644,13.082053,13.524589,13.819657000000001,14.205293,14.437382999999999,14.653417999999999,15.774989999999999,15.98975,16.117363,15.823917999999999,15.370825,14.625669,14.190412,13.795148999999999,13.502526999999999,13.086183,12.644952,12.193341,11.856110000000001,11.448393,11.219911999999999,10.923086,10.4193,10.107376,9.433966,8.911228999999999,8.282,7.969074000000001,7.611611,6.804105,6.493457,5.96853,5.667038,5.084867,4.639969000000001,4.168314,3.5533309999999996,2.76447,1.9213080000000002,1.538628,1.0225790000000001,0.8155789999999999,0.23942,0.27758299999999997,0.575371,1.11143,1.480569,1.934319,3.236488,4.127472,4.411511,5.402352,5.8647800000000005,6.552643,7.125885,7.2633350000000005,8.207036,8.839938,9.076614999999999,9.398810000000001,9.5816,10.069902,10.530184,10.74191,10.913618,11.170283999999999,11.656733000000001,12.154597,12.530367
28-2800298,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.542878,0.813696,1.302625,1.668768,2.519878,3.3480790000000002,3.957438,4.422402,4.903348,5.4739510000000005,5.727353,6.277844,6.574747,7.342042,7.767369,8.021466,8.650163000000001,9.188583,9.889725,10.19402,10.671324,10.962571,11.221608999999999,11.61533,11.934471,12.388858,12.873472999999999,13.282731,13.559673000000002,13.963208999999999,14.372796,15.154263,15.614682,15.890245000000002,15.863516,15.648237,14.523909,14.3424,14.090579,13.742159,13.443619,12.997026,11.549347000000001,10.845589,10.479203,9.839782000000001,9.414309,9.017987,8.326633000000001,8.018051,7.2345619999999995,7.222122,6.749486999999999,6.235758000000001,5.828084,5.646758999999999,4.804451,4.082591000000001,4.481712,4.7956199999999995,4.021396,2.051296,1.259803,1.044371,0.861892,0.448029,0.135732,0.0,0.050875,0.1426,0.450625,0.852808,1.0768389999999999,1.317714,2.065169,4.0191419999999995,4.66236,4.3197980000000005,4.0815470000000005,4.774063,5.641545,5.8441220000000005,6.179809,6.811362,7.2345619999999995,8.010141,8.358706,9.04165,9.424727,9.838393,10.489179,10.889198,11.664144,12.999757,13.443292999999999,13.738362,14.122997,14.355087,14.572122,15.692695,15.908454,15.883823000000001,15.590378,15.137285999999998,14.392129,13.956873000000002,13.561608999999999,13.268987,12.852642999999999,12.411413,11.959800999999999,11.62257,11.214853,10.986372,10.689546,10.18576,9.873836,9.200426,8.677688999999999,8.04846,7.7355339999999995,7.378072,6.570564999999999,6.259917,5.73499,5.433498,4.8513269999999995,4.406429,3.934775,3.3207910000000003,2.53093,1.687768,1.305088,0.789039,0.5820390000000001,0.050875,0.22112199999999999,0.8089109999999999,1.34497,1.714109,2.1678580000000003,3.471027,4.363011,4.647051,5.636892,6.098319999999999,6.787183,7.360424000000001,7.496875,8.440576,9.072477000000001,9.311155,9.63335,9.81414,10.303442,10.765723,10.97645,11.148158,11.403824,11.889273,12.388137,12.763907000000001
29-2804064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.270818,0.7597470000000001,1.12589,1.9769999999999999,2.805201,3.41456,3.879524,4.360469999999999,4.9310730000000005,5.184475,5.734966,6.031869,6.798164,7.224492,7.478588,8.107285000000001,8.645705,9.346847,9.651143,10.128446,10.418693,10.678730999999999,11.072452,11.391592999999999,11.84498,12.330594999999999,12.739853,13.016795,13.420331,13.829919,14.611385,15.070804,15.347368,15.604607000000001,15.819885000000001,15.065787,14.886277999999999,14.634457000000001,14.286037,13.987497,13.541904,12.091225,11.389467,11.022081,10.382660000000001,9.956187,9.562864999999999,8.870511,8.560929,7.77844,7.766,7.293365,6.777636,6.369962,6.189637,5.3483279999999995,4.626469,5.02459,5.094498000000001,4.3202739999999995,2.594174,1.8026810000000002,1.587249,1.40477,0.990907,0.67861,0.542878,0.5399970000000001,0.6854779999999999,0.993503,1.395686,1.619717,1.8605919999999998,2.608047,4.3180190000000005,5.099762,4.863676,4.624425,5.318941000000001,6.184423000000001,6.3870000000000005,6.722687,7.355239999999999,7.77844,8.553019,8.901584,9.584528,9.968605,10.382271000000001,11.033057000000001,11.432076,12.208022,13.543635,13.986170999999999,14.281239000000001,14.665875,14.898964999999999,15.115,15.785428,15.570668,15.340945000000001,15.047501,14.594408,13.849251,13.413995000000002,13.018730999999999,12.726109,12.309764999999999,11.868535000000001,11.416924,11.079692,10.671975,10.443494,10.146668,9.642882,9.330958,8.657548,8.134812,7.505582,7.1926559999999995,6.835194,6.027687,5.717039,5.192113,4.890619999999999,4.3084489999999995,3.863551,3.391897,2.776913,1.9880529999999998,1.14489,0.762211,0.24616100000000002,0.039162,0.5399970000000001,0.764,1.302789,1.838848,2.2079869999999997,2.661736,3.9639050000000005,4.855889,5.139929,6.12977,6.592198,7.280060000000001,7.853302,7.989753,8.935454,9.567355000000001,9.804033,10.126228,10.309018,10.797319,11.258600999999999,11.469327999999999,11.641036,11.897702,12.383151,12.883014999999999,13.256785
30-2804535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48893000000000003,0.855073,1.7061830000000002,2.534384,3.143743,3.6087059999999997,4.089652,4.660255,4.913657,5.464148000000001,5.761051,6.527347,6.953674,7.207771000000001,7.836467999999999,8.374888,9.076029,9.380325,9.857628,10.147876,10.407913,10.801635000000001,11.120776,11.574163,12.059778,12.469036000000001,12.745977,13.149513,13.559101,14.340567000000002,14.799987,15.07655,15.333789000000001,15.549068,15.336604999999999,15.158095999999999,14.905275,14.557854999999998,14.258314000000002,13.811722,12.363043,11.660283999999999,11.292899,10.653478,10.228005,9.832682,9.142329,8.831746,8.049258,8.036817999999998,7.564183,7.049453,6.641779,6.461455,5.620146,4.898287,5.190593,4.82368,4.049456,2.864992,2.073499,1.858067,1.675588,1.261725,0.949428,0.813696,0.810815,0.9562959999999999,1.2643209999999998,1.6665029999999998,1.8905349999999999,2.131409,2.8788650000000002,4.0472019999999995,4.828944,5.133493,4.8972430000000005,5.589759,6.455241,6.657817999999999,6.993504,7.6260580000000004,8.049258,8.823836,9.173402000000001,9.856345,10.238423,10.654088,11.303875,11.702894,12.47984,13.815453,14.256989,14.552057000000001,14.937693,15.169782999999999,15.385817999999999,15.514610000000001,15.299851,15.070127,14.776682999999998,14.32359,13.578432999999999,13.143177,12.747914,12.455292,12.038948,11.597717,11.146106,10.808874000000001,10.401158,10.172677,9.87585,9.372064,9.060139999999999,8.38673,7.863994,7.2347649999999994,6.921838,6.564375999999999,5.756869,5.4462209999999995,4.921295,4.619802,4.037631,3.5927339999999997,3.121079,2.506096,1.7172349999999998,0.874072,0.491393,0.285021,0.309979,0.810815,1.034818,1.573607,2.109665,2.478805,2.932554,4.235723,5.127707,5.410746,6.400588,6.863016,7.550878,8.12412,8.25957,9.206271000000001,9.838173,10.074850999999999,10.397046000000001,10.579836,11.067136999999999,11.529419,11.740146000000001,11.911854,12.16952,12.652968,13.154832999999998,13.527603
31-2804537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.371143,1.222253,2.050454,2.659813,3.124777,3.6057230000000002,4.176326,4.429728,4.980219,5.277122,6.043417,6.469744,6.723841,7.352538000000001,7.890958,8.5921,8.896395,9.373699,9.663946000000001,9.923983999999999,10.317705,10.636846,11.090233,11.575847999999999,11.985106,12.262048,12.665583999999999,13.075172,13.856638,14.316057,14.592621,14.849860000000001,15.065138000000001,15.461039999999999,15.281531,15.029710000000001,14.681289999999999,14.38275,13.936157000000001,12.487478,11.783719,11.417334,10.777913,10.35144,9.957117,9.265764,8.955182,8.172692999999999,8.160252999999999,7.687618,7.172888,6.765214,6.58489,5.743581,5.0217220000000005,4.706663,4.339751000000001,3.565527,3.3539209999999997,2.5624279999999997,2.346996,2.164517,1.7506540000000002,1.4383569999999999,1.302625,1.299744,1.445225,1.75325,2.1554330000000004,2.379464,2.620339,3.3677940000000004,3.563272,4.345015,4.688578,5.020678,5.7131940000000005,6.579675999999999,6.782253,7.11694,7.750493,8.172692999999999,8.948272,9.296837,9.979781,10.362858000000001,10.777523,11.42831,11.827328999999999,12.603275,13.938888,14.381423999999999,14.676492000000001,15.062128,15.294217999999999,15.510253,15.030681,14.815921,14.586198000000001,14.292754,13.839660999999998,13.094503999999999,12.659248,12.263983999999999,11.971362,11.555017999999999,11.113788000000001,10.662175999999999,10.324945,9.917228,9.688747,9.391921,8.888135,8.576211,7.902800999999999,7.380064999999999,6.750835,6.437908999999999,6.080447,5.27294,4.962292,4.437365,4.135873,3.5537019999999995,3.108804,2.63715,2.022166,1.2333049999999999,0.39014299999999996,0.056042999999999996,0.515586,0.722586,1.299744,1.523747,2.062536,2.598595,2.967734,3.4214830000000003,4.7236519999999995,5.614636,5.898676,6.889517,7.351945,8.038807,8.613049,8.7485,9.695200999999999,10.327102,10.56378,10.885975,11.067765,11.557066,12.018348,12.228075,12.400783,12.658449000000001,13.142898,13.642762,14.016532000000002
32-2804572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.85111,1.679311,2.29167,2.756634,3.23758,3.808183,4.061585,4.612076,4.908979,5.675274,6.1016010000000005,6.355698,6.984395,7.522815,8.223957,8.528252,9.005556,9.295803,9.555841000000001,9.949562,10.268703,10.72209,11.207705,11.616963,11.893905,12.297441000000001,12.707028,13.488495,13.947914,14.224478,14.481716,14.696995000000001,15.092897,14.913388000000001,14.661567000000002,14.313147,14.014606,13.568014000000002,12.119335000000001,11.415576,11.049191,10.40977,9.983297,9.588974,8.897621000000001,8.587038,7.80455,7.792110000000001,7.319475,6.804745,6.3970709999999995,6.216747,5.375438,4.653579,4.33852,3.971607,3.197384,3.721064,2.9295709999999997,2.714139,2.53166,2.117797,1.8055,1.669768,1.6668880000000001,1.812368,2.120393,2.522576,2.746607,2.987482,3.7349370000000004,3.195129,3.976872,4.320435,4.652534999999999,5.345051,6.211533,6.41411,6.7487960000000005,7.38235,7.80455,8.580128,8.928694,9.611637,9.994715,10.40938,11.060167,11.459186,12.235132,13.570745,14.013281,14.308349,14.693985000000001,14.926075,15.14211,14.662538,14.447778,14.218055,13.924610999999999,13.471518,12.726361,12.291105,11.895841,11.603219000000001,11.186875,10.745645,10.294033,9.956802,9.549085,9.320604,9.023778,8.519992,8.208067999999999,7.534658,7.011921000000001,6.382692,6.069766,5.7123040000000005,4.904797,4.594149,4.069222,3.7677300000000002,3.185559,2.7406610000000002,2.2690069999999998,1.7288029999999999,0.9399430000000001,0.09677999999999999,0.36468,0.8827290000000001,1.0897290000000002,1.6668880000000001,1.8908900000000002,2.429679,2.965738,3.3348769999999996,3.7886260000000003,5.090795,5.983779,6.266819,7.2576600000000004,7.719088,8.40695,8.981192,9.116643,10.062344,10.694245,10.930923,11.254118,11.435908,11.92421,12.385491,12.596217999999999,12.767926,13.025592,13.510041000000001,14.009904999999998,14.383675
33-2804066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8282010000000001,1.44056,1.9055240000000002,2.38647,2.957073,3.210475,3.7609660000000003,4.057869,4.824164,5.250491,5.504588,6.133285,6.671705,7.372847,7.677142,8.154446,8.444693,8.704730999999999,9.098452,9.417593,9.87098,10.356595,10.765853,11.042795,11.446330999999999,11.855919,12.637385,13.096803999999999,13.373368,13.630607000000001,13.845885,14.241787,14.062278,13.810457000000001,13.462036999999999,13.163497,12.716904,11.268225,10.564466,10.198081,9.55866,9.132187,8.737864,8.046511,7.735929,6.95344,6.941,6.468365,5.953635,5.545961,5.365637,4.524328,3.8024690000000003,3.4874099999999997,3.120498,2.346274,4.049826,3.780681,3.5652489999999997,3.38277,2.968907,2.6566099999999997,2.5208779999999997,2.5179970000000003,2.663478,2.971503,3.373685,3.597717,3.838592,4.032953,2.344019,3.125762,3.469325,3.801425,4.493941,5.360423,5.563,5.897687,6.53124,6.95344,7.729019,8.077584,8.760528,9.143605,9.55827,10.209057000000001,10.608075999999999,11.384022,12.719635,13.162170999999999,13.457239000000001,13.842875,14.074964999999999,14.290999999999999,13.811428,13.596668,13.366945000000001,13.073501,12.620408,11.875250999999999,11.439995,11.044731,10.752108999999999,10.335764999999999,9.894535000000001,9.442923,9.105692,8.697975,8.469494000000001,8.172668,7.668882000000001,7.3569580000000006,6.683547999999999,6.160812,5.531582,5.218656,4.861194,4.053687,3.743039,3.218112,2.91662,2.334449,1.8895509999999998,1.417897,0.977087,1.7659479999999999,0.94789,1.21579,1.733839,1.940839,2.5179970000000003,2.742,3.280789,3.8168480000000002,4.185987,4.639736,5.941905,6.833889,7.117928999999999,8.10777,8.570198,9.25806,9.831302,9.967753,10.913454,11.545355,11.782033,12.104227999999999,12.287018,12.775319,13.236601,13.447328,13.619036,13.876701999999998,14.36115,14.861015,15.234785
34-2804611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.612359,1.077323,1.5582690000000001,2.1288720000000003,2.3822740000000002,2.9327650000000003,3.229668,3.9959629999999997,4.42229,4.676387,5.305084,5.843504,6.544646,6.848941,7.326245,7.616492,7.876530000000001,8.270251,8.589392,9.042779,9.528394,9.937652,10.214594,10.61813,11.027718,11.809184,12.268603,12.545167,12.802406,13.017684,13.413585999999999,13.234077,12.982256,12.633836,12.335296000000001,11.888703,10.440024000000001,9.736265,9.36988,8.730459,8.303986,7.909663,7.218310000000001,6.907728,6.125239,6.112799,5.6401639999999995,5.125433999999999,4.71776,4.5374360000000005,3.6961269999999997,2.974268,2.659209,2.292297,1.518073,3.220625,4.012118,4.22755,4.209971,3.7961080000000003,3.483811,3.3480790000000002,3.3451989999999996,3.490679,3.7987040000000003,4.200887000000001,4.192083,3.9512080000000003,3.203752,1.515818,2.297561,2.641124,2.973224,3.66574,4.532222,4.734799,5.069486,5.7030389999999995,6.125239,6.900817999999999,7.249383,7.932326,8.315404,8.730069,9.380856,9.779875,10.555821,11.891434,12.333969999999999,12.629038000000001,13.014674000000001,13.246764,13.462798999999999,12.983227000000001,12.768467,12.538744,12.2453,11.792207000000001,11.04705,10.611794,10.21653,9.923908,9.507564,9.066334,8.614722,8.277491,7.8697740000000005,7.641292999999999,7.344467,6.840681,6.528757,5.855347,5.332611,4.703380999999999,4.390455,4.032993,3.225486,2.914838,2.389911,2.088419,1.506248,1.06135,0.589696,0.148886,0.9377469999999999,1.776091,2.042991,2.56104,2.76804,3.3451989999999996,3.569201,4.10799,4.644049,5.0131879999999995,5.466937000000001,6.769106,7.660089999999999,7.945130000000001,8.934971,9.397399,10.084261999999999,10.657503,10.793954,11.739655,12.372556,12.608234,12.931429,13.114219,13.602521,14.062802,14.274529000000001,14.446237,14.703903,15.188351999999998,15.687216000000001,16.060986
35-2804086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46496400000000004,0.94591,1.516513,1.7699150000000001,2.320406,2.621309,3.387604,3.8139309999999997,4.068028,4.696725,5.235144999999999,5.936287,6.240582,6.717886,7.008133,7.268171000000001,7.661892,7.981033,8.43442,8.920035,9.329293,9.606235,10.009771,10.419358,11.200825,11.660244,11.936807,12.194046,12.409325,12.854347,12.674838000000001,12.423017,12.074597,11.776057000000002,11.329464,9.880785000000001,9.177027,8.810642,8.17122,7.744747,7.350425,6.659071000000001,6.348489,5.566,5.55356,5.080925,4.566196,4.1585220000000005,3.978197,3.136889,2.415029,2.099971,1.7330580000000002,0.958834,2.662387,3.4538800000000003,3.669312,3.8517910000000004,4.262653,4.09317,3.9584379999999997,3.9555580000000004,4.100038,4.260058,3.857875,3.6338440000000003,3.3929690000000003,2.645514,0.9565799999999999,1.7383220000000001,2.0818849999999998,2.413985,3.1065009999999997,3.972983,4.17556,4.510247,5.1438,5.566,6.341579,6.690144,7.373088,7.756164999999999,8.170831,8.821617,9.220636,9.996582,11.332196000000001,11.774731,12.0698,12.455436,12.687525,12.90356,12.374868,12.160108000000001,11.930385000000001,11.63694,11.183848,10.438691,10.003435000000001,9.608171,9.315549,8.899205,8.457975,8.006363,7.669132,7.2614149999999995,7.032934,6.736108,6.232322,5.9203980000000005,5.246988,4.724251000000001,4.095022,3.782096,3.4246339999999997,2.617127,2.355599,1.830673,1.52918,0.947009,0.502112,0.030456999999999998,0.6376470000000001,1.4265079999999999,2.2696709999999998,2.65235,3.171399,3.3773989999999996,3.9555580000000004,4.17856,4.717349,5.253408,5.623547,6.076296,7.379465,8.27045,8.554489,9.54433,10.007758,10.695621000000001,11.268863,11.404313,12.351014,12.982915,13.218592999999998,13.541788,13.724578,14.211879999999999,14.673160999999999,14.883888,15.054595999999998,15.313262,15.798710999999999,16.298575,16.671345000000002
36-2804613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.480946,1.051549,1.304951,1.8554419999999998,2.156345,2.9226400000000003,3.348968,3.603064,4.231761,4.770181,5.471323,5.775619,6.252922,6.543169,6.8032070000000004,7.196928,7.516069,7.969456,8.455071,8.864329,9.141271000000001,9.544807,9.954395,10.735861,11.19528,11.471844,11.729083000000001,11.944361,13.074689999999999,13.139802,12.887981,12.539561,12.241021,11.794428,10.345749,9.64199,9.275605,8.636184,8.209711,7.8153880000000004,7.124035000000001,6.813453,6.030964,6.018524,5.545889,5.031159,4.623485,4.443161,3.6018519999999996,2.8799930000000002,2.564934,2.198022,1.423798,3.12735,3.918843,4.134275,4.316755000000001,4.7276169999999995,4.559133999999999,4.423401999999999,4.420521,4.566002,4.725021,4.322839,4.098808,3.857933,3.110477,1.421543,2.203286,2.5468490000000004,2.878949,3.5714650000000003,4.437947,4.640524,4.975211,5.608764,6.030964,6.806543,7.155108,7.838050999999999,8.221129,8.635794,9.286581,9.6856,10.461546,11.797158999999999,12.239695,12.534763,12.920399,13.152489000000001,13.020475999999999,11.909904,11.695144,11.465421000000001,11.171977,10.718884,9.973727,9.538471000000001,9.143207,8.850585,8.434241,7.993011,7.5414,7.204167999999999,6.796450999999999,6.56797,6.2711440000000005,5.767358,5.4554339999999995,4.782024,4.259288,3.630058,3.317132,2.95967,2.1521630000000003,1.9534369999999999,2.295636,1.994144,1.411973,0.967075,0.495421,1.102611,1.891472,2.7346340000000002,3.118314,3.636363,3.8433629999999996,4.420521,4.644524,5.183313,5.719372,6.0885110000000005,6.54226,7.845428999999999,8.737413,9.019453,10.011294,10.472722000000001,11.160584,11.733825999999999,11.870277,12.816978,13.448879000000002,13.685557000000001,14.006751999999999,14.190542,14.677843,15.140125,15.349851999999998,15.521560000000001,15.779226000000001,16.263673999999998,16.764539000000003,17.138309
37-2804089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.570603,0.8240049999999999,1.374496,1.675399,2.441694,2.8680220000000003,3.122118,3.7508150000000002,4.289235,4.990377,5.294673,5.771976,6.062223,6.322261,6.715982,7.035123,7.488510000000001,7.974125,8.383383,8.660325,9.063861,9.473449,10.254914999999999,10.714334,10.990898,11.248137,11.463415,12.593744000000001,12.772252,13.024073,13.020507,12.721967,12.275374000000001,10.826694999999999,10.122936,9.756551,9.11713,8.690657,8.296334,7.6049809999999995,7.294399,6.511909999999999,6.49947,6.026835,5.512105,5.104431,4.924107,4.082798,3.360939,3.04588,2.6789669999999997,1.9047439999999998,3.6082959999999997,4.399789,4.615221,4.7967,5.208563,5.040080000000001,4.903348,4.900467,5.046948,5.205967,4.8037849999999995,4.579754,4.338879,3.5914230000000003,1.9024889999999999,2.684232,3.0277950000000002,3.359895,4.052411,4.918893,5.1214699999999995,5.456157,6.08971,6.511909999999999,7.287488000000001,7.636054,8.318997,8.702075,9.11674,9.767527000000001,10.166546,10.942492,12.278105,12.720641,13.015709,12.987655,12.755566,12.539530000000001,11.428958,11.214198,10.984475,10.691031,10.237938,9.492780999999999,9.057525,8.662261,8.369639,7.953295,7.512065,7.060453999999999,6.723222,6.315505,6.0870239999999995,5.790198,5.286412,4.974488,4.3010779999999995,3.778342,3.1491119999999997,2.836186,2.478724,1.6712169999999997,1.472491,1.9974180000000001,2.29891,1.8929189999999998,1.448021,0.976367,1.5835569999999999,2.372418,3.21558,3.5992599999999997,4.116308999999999,4.323309,4.900467,5.12547,5.663259,6.200317,6.569457000000001,7.023206,8.326375,9.217359,9.500399,10.49124,10.953667999999999,11.64153,12.213772,12.351222,13.296923000000001,13.928825,14.165503,14.487698000000002,14.670488,15.158789,15.620071,15.830798000000001,16.002506,16.259172,16.74462,17.244485,17.618254999999998
38-2806223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.253402,0.8038930000000001,1.104796,1.871091,2.2974189999999997,2.551516,3.180212,3.718632,4.419773999999999,4.724069999999999,5.201373,5.491621,5.751658,6.145379,6.4645209999999995,6.9179070000000005,7.403523,7.812781,8.089722,8.493258,8.902846,9.684312,10.143732,10.420295,10.677534,10.892813,12.023141,12.20165,12.453471,12.801891,13.100431,12.845977,11.397297,10.693539,10.327154,9.687732,9.26126,8.866937,8.175583999999999,7.8650009999999995,7.0825130000000005,7.070073,6.597438,6.082708,5.675033999999999,5.4947099999999995,4.653401000000001,3.931542,3.616483,3.2495700000000003,2.475347,4.177899,4.969392,5.184824,5.368303,5.778166000000001,5.609683,5.4739510000000005,5.47107,5.617551000000001,5.77557,5.3743870000000005,5.149356,4.908481,4.161026000000001,2.473092,3.254835,3.5983970000000003,3.9304980000000005,4.623012999999999,5.489495,5.692073000000001,6.026758999999999,6.660313,7.0825130000000005,7.858091,8.206656,8.8896,9.272677999999999,9.687342999999998,10.33813,10.737148,11.513095,12.848708,13.097757000000001,12.802688,12.417052,12.184963,11.968928,10.858355,10.643596,10.413872,10.120428,9.667335000000001,8.922178,8.486922,8.091659,7.799036999999999,7.382693,6.941462,6.489851,6.1526190000000005,5.744903,5.516422,5.219595,4.715808999999999,4.403885,3.730475,3.207739,2.5785099999999996,2.2655830000000003,1.908121,1.100614,0.9018889999999999,1.426815,1.7283080000000002,2.310479,2.018624,1.546969,2.15416,2.94302,3.7861830000000003,4.169862999999999,4.687912,4.8949110000000005,5.47107,5.695073000000001,6.234861,6.770919999999999,7.139059,7.593808999999999,8.896978,9.788962,10.072001,11.060842999999998,11.525271,12.211133,12.784375,12.920825,13.867526000000002,14.500428,14.736104999999998,15.058301,15.24109,15.729392,16.189674,16.4004,16.572109,16.829775,17.314223000000002,17.815088,18.188858
