순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800296,28-2800298,29-2804064,30-2804535,31-2804537,32-2804572,33-2804066,34-2804611,35-2804086,36-2804613,37-2804089,38-2806223,39-2804091,40-2804093,41-2804615,42-2804617,43-2804094,44-2804619,45-2804097,46-2804621,47-2804623,48-2804098,49-2804625,50-2803915,51-2806315,52-2804627,53-2803913,54-2803911,55-2803908,56-2803907,57-2807376,58-2803905,59-2803903,60-2804629,61-2806221,62-2803901,63-2803899,64-2807378,65-2807381,66-2803897,67-2806317,68-2803895,69-2803893,70-2803891,71-2806220,72-2803889,73-2803887,74-2803885,75-2803883,76-2803881,77-2803879,78-2803877,79-2803875,80-2803874,81-2803973,82-2803975,83-2805718,84-2803979,85-2806018,86-2804334,87-2803983,88-2803985,89-2803987,90-2803989,91-2806004,92-2807385,93-2803991,94-2803993,95-2803995,96-2800298,97-2800297,98-2803996,99-2803994,100-2803992,101-2807384,102-2806003,103-2803990,104-2803988,105-2803986,106-2803984,107-2803981,108-2806017,109-2805721,110-2805719,111-2803976,112-2803974,113-2803875,114-2803876,115-2803878,116-2803880,117-2803882,118-2803884,119-2803886,120-2803888,121-2806219,122-2803890,123-2803892,124-2803894,125-2806316,126-2803896,127-2807380,128-2807379,129-2803898,130-2803900,131-2806222,132-2804630,133-2803902,134-2803904,135-2807377,136-2803906,137-2803909,138-2803910,139-2803912,140-2804628,141-2806314,142-2803914,143-2804626,144-2804099,145-2804624,146-2804622,147-2804096,148-2804620,149-2804095,150-2804618,151-2804616,152-2804092,153-2804090,154-2806224,155-2804088,156-2804614,157-2804087,158-2804612,159-2804067,160-2804571,161-2804538,162-2804536,163-2804065,164-2800297,165-2800261,166-2803997,167-2800290,168-2800289,169-2803934,170-2800286,171-2803932,172-2803596,173-2800283,174-2800281,175-2800280,176-2800278,177-2806663,178-2804031,179-2800260,180-2800275,181-2804713,182-2803598,183-2803600,184-2800273,185-2803601,186-2804331,187-2803581,188-2800271,189-2805489,190-2807150
61-2806221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.276563,0.533802,0.749081,1.879409,2.057918,2.309739,2.658159,2.956699,3.403292,4.847971,5.55173,5.918115,6.557536,6.9840089999999995,7.378332,8.069685,8.386268,9.255636,9.243196000000001,9.647831,10.162561,10.578235000000001,10.758559,11.599867999999999,12.321727000000001,12.808786,13.175698,12.615078,14.317631,15.109124,15.324556,15.507035,15.918897,15.750414000000001,15.613682,15.611801999999999,15.756282,15.915301000000001,15.513119,15.289088000000001,15.048213,14.300757999999998,12.612824,12.990434,12.646871,12.314771,11.622255000000001,10.755773,10.553196,10.22751,9.593956,9.255636,8.387178,8.044613,7.361667999999999,6.976591,6.561926,5.911139,5.51912,4.743174,3.396561,2.954025,2.658957,2.2733209999999997,2.0412310000000002,1.8251959999999998,1.938232,1.7234720000000001,1.493749,1.200305,0.747212,1.2315530000000001,1.66681,2.062073,2.354695,2.761039,3.20227,3.6538809999999997,3.991112,4.398829,4.63131,4.928137,5.431922,5.739846,6.413257,6.935992999999999,7.572222,7.885147999999999,8.238611,9.046118,9.353765,9.878692,10.180183999999999,10.762356,11.207253,11.678908,12.293891,13.082752000000001,13.925915,14.309594,14.827643,15.033643,15.611801999999999,15.835804000000001,16.374593,16.910652,17.279791,17.733539999999998,19.036709,19.760307,19.476267,19.406966,19.869394,20.557256,21.130498,21.266948,22.212649,22.262841,22.028163,21.705968,21.521178,21.363515,21.824797,22.035523,22.207232,22.466898,22.949346,23.449211,23.822981
62-2803901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.257239,0.47251800000000005,1.602846,1.781355,2.0331759999999997,2.381596,2.680136,3.126729,4.571408,5.2751660000000005,5.641551,6.280973,6.707446000000001,7.101767999999999,7.793122,8.109703999999999,8.979072,8.966633,9.371267999999999,9.885997,10.301671,10.481996,11.323303999999998,12.045164,12.532223,12.899135000000001,12.891642,14.073459,14.862951999999998,15.078384,15.261863,15.671726000000001,15.986023000000001,15.890245000000002,15.888365,15.977154,15.670129999999999,15.267947,15.042916,14.804041,14.054585999999999,12.889387,12.713871000000001,12.370308,12.038208000000001,11.345692,10.47921,10.276633,9.950946,9.317393,8.979072,8.110614,7.768049,7.085105,6.700028,6.285362,5.634576,5.242557,4.466611,3.119998,2.677462,2.382393,1.9967580000000003,1.7646680000000001,1.548633,2.214795,2.000036,1.770313,1.476868,1.023775,1.508117,1.943373,2.338637,2.6312580000000003,3.037603,3.4788330000000003,3.930444,4.267676,4.6753919999999995,4.907873,5.2047,5.708486,6.01641,6.68982,7.212556,7.8487860000000005,8.161712,8.515174,9.322681,9.630329,10.155255,10.456748,11.038919,11.483816000000001,11.955471000000001,12.570455,13.359314999999999,14.202478,14.585157,15.104207,15.311206,15.888365,16.111368,16.599923999999998,17.135983,17.506122,17.959872,19.261041,19.484744,19.200704,19.131401999999998,19.59383,20.281693,20.854935,20.991385,21.937085999999997,21.986278,21.7516,21.429405,21.244615,21.088952,21.550234,21.758960000000002,21.930668,22.190334,22.672783,23.174647,23.548417999999998
63-2803899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.215279,1.345607,1.524116,1.7759369999999999,2.124357,2.4228970000000003,2.8694900000000003,4.314169000000001,5.0179279999999995,5.384313,6.023733999999999,6.450207,6.844530000000001,7.535883,7.852466000000001,8.721834,8.709394,9.114028999999999,9.628759,10.044433,10.224757,11.066066000000001,11.787925,12.274984,12.641896000000001,13.148879999999998,13.815220000000002,14.607713,14.822145,15.005624,15.416487,15.728784,15.863516,15.870397,15.721916,15.412891,15.010709,14.786678,14.545801999999998,13.798347,13.146626000000001,12.456632,12.113069,11.780969,11.088453,10.221971,10.019394,9.693708,9.060153999999999,8.721834,7.853376,7.510811,6.827866,6.442789,6.028124,5.377337000000001,4.985318,4.209372,2.862759,2.420223,2.125155,1.7395189999999998,1.5074290000000001,1.2913940000000002,2.058966,2.257275,2.027551,1.734107,1.2810139999999999,1.7653560000000001,2.200612,2.5958759999999996,2.888497,3.2948419999999996,3.736072,4.187683,4.524915,4.932631,5.165112000000001,5.461939,5.965725,6.273649,6.947058999999999,7.4697949999999995,8.106024,8.418951,8.772413,9.57992,9.887568,10.412494,10.713987,11.296158,11.741055000000001,12.212710000000001,12.827693,13.616554,14.459717000000001,14.842395999999999,15.361445999999999,15.568445,15.870397,15.932394,16.344686,16.880744,17.249882999999997,17.702633,19.005802,19.226505,18.942465,18.873164000000003,19.336592,20.023454,20.597696,20.734146,21.678847,21.731039000000003,21.492361,21.170166000000002,20.987376,20.831713,21.292995,21.501721,21.67343,21.933096,22.415544,22.915409,23.291179
64-2807378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.130328,1.308837,1.560658,1.9090779999999998,2.207618,2.654211,4.09889,4.802649,5.169034,5.808455,6.234928,6.629250999999999,7.3206039999999994,7.637187,8.506555,8.494114999999999,8.89875,9.41348,9.829153999999999,10.009478,10.850787,11.572646,12.059705000000001,12.426618,13.200841,13.599941000000001,14.391434,14.607866,14.789345,15.200207999999998,15.512504999999999,15.648237,15.654117999999999,15.505637,15.197612,14.796429999999999,14.571399,14.330523999999999,13.583067999999999,13.023096,12.241353,11.897789999999999,11.56569,10.873174,10.006692,9.804115,9.478429,8.844875,8.506555,7.638097,7.295532000000001,6.612588000000001,6.22751,5.812844999999999,5.162058,4.770039,3.994093,2.64748,2.204944,1.909876,1.52424,1.29215,1.076115,1.843688,2.058447,2.24283,1.949386,1.496293,1.980634,2.415891,2.811154,3.103776,3.5101199999999997,3.9513510000000003,4.4029620000000005,4.740193,5.1479099999999995,5.380391,5.677218,6.181003,6.4889269999999994,7.162338,7.685074,8.321303,8.634229,8.987692,9.795199,10.102846000000001,10.627773,10.929265,11.511436999999999,11.956334,12.427989,13.042972,13.831833,14.674995999999998,15.057675,15.575724,15.782723999999998,15.654117999999999,15.718115,16.128407,16.665465,17.033604999999998,17.488354,18.790523,19.011226,18.727186,18.657885,19.120313,19.808175,20.381417000000003,20.517867000000003,21.463568,21.51576,21.279082,20.954887,20.772098,20.616433999999998,21.077716,21.288443,21.460151,21.717817,22.202265,22.700129999999998,23.0739
65-2807381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.183509,0.43533,0.78375,1.08229,1.528883,2.973562,3.677321,4.043705999999999,4.683127,5.1096,5.503923,6.195276,6.511858999999999,7.381227,7.368786999999999,7.773422,8.288152,8.703826,8.88415,9.725458999999999,10.447318,10.934377,11.30129,12.075513,12.474613,13.266106,13.480538000000001,13.664017000000001,14.073879999999999,14.386176999999998,14.521908999999999,14.52979,14.379309,14.071284,13.669101999999999,13.445070999999999,13.205195999999999,12.45774,11.897768,11.116025,10.772461999999999,10.440362,9.747846000000001,8.881364,8.678787,8.353100999999999,7.719547,7.381227,6.5127690000000005,6.170204,5.48726,5.102182,4.687517,4.03673,3.644711,2.8687650000000002,1.522152,1.079616,0.7845479999999999,0.398912,0.166822,0.304787,1.175786,1.3905459999999998,1.620269,1.913713,2.366806,3.110963,3.5462190000000002,3.9414830000000003,4.234104,4.640448,5.081679,5.53329,5.870522,6.278238,6.510719,6.807546,7.311332000000001,7.619256,8.292666,8.815402,9.451630999999999,9.764558000000001,10.11802,10.925527,11.233175,11.758101,12.059594,12.641765,13.086661999999999,12.831684,13.438873999999998,14.227735000000001,15.070897,15.453577,15.311948000000001,15.104948,14.52979,14.590786999999999,15.004079,15.539137,15.909277,16.363026,17.664195,17.886898000000002,17.602857999999998,17.532557,17.995985,18.683847,19.256089000000003,19.393539,20.33824,20.388432,20.151754,19.829559,19.64677,19.491106,19.952388,20.163114999999998,20.334823,20.590489,21.076937,21.574802,21.950572
66-2803897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.251821,0.600241,0.8987809999999999,1.345374,2.794053,3.497812,3.8641970000000003,4.503618,4.930091,5.324414,6.015766999999999,6.33235,7.201718,7.189278,7.593913000000001,8.108642999999999,8.524317,8.704641,9.54595,10.267809,10.754868,11.121780000000001,11.896004,12.294103999999999,13.085597,13.303029,13.484507999999998,13.895370999999999,14.206667999999999,14.3444,14.348281,14.2008,13.892775,13.490592999999999,13.265562,13.024686,12.277231,11.718259,10.936516000000001,10.592953,10.260853,9.568337,8.701855,8.499278,8.173592,7.540038000000001,7.201718,6.33326,5.990695,5.30775,4.9226730000000005,4.508008,3.857221,3.4652019999999997,2.6892560000000003,1.4500870000000001,1.007551,0.712483,0.326847,0.09475800000000001,0.23272199999999998,1.354295,1.5690540000000002,1.798778,2.092222,2.545315,3.289471,3.724728,4.119991000000001,4.4126129999999995,4.818957,5.260187999999999,5.711799,6.04903,6.456747,6.689228,6.986055,7.489839999999999,7.797764,8.471175,8.993911,9.630139999999999,9.943067,10.296529,11.104036,11.411683,11.93661,12.238102,12.820274000000001,13.123829,12.652175,13.259364999999999,14.048226000000001,14.891388000000001,15.274068,15.132439000000002,14.924439000000001,14.348281,14.413278,14.824570000000001,15.358628,15.727767000000002,16.182517,17.486686,17.706389,17.422349,17.353048,17.815476,18.503338,19.07658,19.21303,20.158731,20.208923000000002,19.972245,19.65005,19.46726,19.309597,19.770879,19.981605,20.153314,20.41098,20.895428,21.395293,21.769063
67-2806317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34842,0.6469600000000001,1.093553,2.542232,3.245991,3.6123760000000003,4.251797,4.6782699999999995,5.072592,5.763946,6.080529,6.949897,6.937457000000001,7.342092,7.856822,8.272495,8.45282,9.294129,10.015988,10.503047,10.869959,11.644183,12.043283,12.833776,13.050208,13.231686999999999,13.64255,13.954847000000001,14.090579,14.09646,13.947979,13.639954000000001,13.237770999999999,13.013739999999999,12.772865,12.02541,11.466436999999999,10.684695,10.341132,10.009032000000001,9.316516,8.450034,8.247457,7.921771000000001,7.2882169999999995,6.949897,6.081439,5.738873,5.055929,4.670852,4.256187000000001,3.6054,3.213381,2.437435,1.7019080000000002,1.259372,0.964304,0.5786680000000001,0.34657899999999997,0.484543,1.6061159999999999,1.820875,2.050598,2.344043,2.797136,3.541292,3.976549,4.371812,4.664434,5.070778,5.512009,5.96362,6.300851000000001,6.708568,6.9410490000000005,7.237875999999999,7.741661,8.049585,8.722996,9.245732,9.881961,10.194888,10.54835,11.355857,11.663504,12.188431,12.489923,13.072095,12.872008000000001,12.400352999999999,13.007544000000001,13.796404,14.639567000000001,15.023247,14.880618,14.672618,14.09646,14.159457000000002,14.570748000000002,15.106807,15.476946,15.931695999999999,17.232865,17.455568,17.171528,17.101226999999998,17.563654999999997,18.252517,18.825758999999998,18.962209,19.90791,19.957102,19.720423999999998,19.398229,19.215439,19.057776,19.519057999999998,19.729784,19.901493,20.159159,20.643607,21.143472,21.517242
68-2803895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.29854,0.745133,2.193812,2.897571,3.2639560000000003,3.903377,4.32985,4.724173,5.415526,5.7321089999999995,6.601477,6.589036999999999,6.993672,7.508402,7.9240759999999995,8.1044,8.945708999999999,9.667568,10.154627,10.52154,11.295763,11.694863,12.486355999999999,12.701788,12.884267,13.295129999999999,13.607427,13.743159,13.749039999999999,13.600559,13.292534,12.890352,12.666321,12.425446,11.67799,11.118018,10.336275,9.992712,9.660612,8.968096000000001,8.101614,7.899037,7.573351,6.939797,6.601477,5.7330190000000005,5.390454,4.70751,4.322432,3.9077669999999998,3.25698,2.864961,2.0890150000000003,2.050328,1.607792,1.312724,0.9270879999999999,0.694999,0.8329629999999999,1.954536,2.169295,2.399018,2.692463,3.145556,3.8897120000000003,4.324969,4.720232,5.012854,5.419198000000001,5.860429,6.3120400000000005,6.649271000000001,7.0569880000000005,7.289469,7.586295,8.090081,8.398005,9.071415,9.594152000000001,10.230381,10.543307,10.89677,11.704277000000001,12.011924,12.536850999999999,12.838343,12.968486,12.523588,12.051934,12.659124,13.447985000000001,14.291147,14.673827,14.531198000000002,14.325199,13.749039999999999,13.812037,14.223329000000001,14.759387,15.128526999999998,15.582276,16.885445,17.106148,16.823109,16.753807000000002,17.215235,17.904097,18.477339,18.613789,19.55849,19.608682,19.374004,19.049809,18.869020000000003,18.709356,19.170638,19.383364999999998,19.555073,19.812739,20.295187,20.795052,21.168822
69-2803893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.446593,1.895272,2.59903,2.965415,3.6048370000000003,4.0313099999999995,4.425632,5.116986,5.433568,6.302937,6.290497,6.695132000000001,7.209861999999999,7.625535,7.805860000000001,8.647167999999999,9.369028,9.856086999999999,10.222999,10.997223,11.396322999999999,12.187816,12.403248,12.586727,12.99659,13.308887,13.443619,13.449499,13.301019,12.992994,12.591811,12.36678,12.125905,11.38045,10.819477000000001,10.037735000000001,9.694172,9.362072,8.669556,7.8030740000000005,7.600497,7.274811,6.641257,6.302937,5.4344779999999995,5.091913,4.408969,4.023892,3.609226,2.95844,2.566421,1.790475,2.297132,1.9063330000000003,1.611264,1.225629,0.993539,1.131504,2.2530759999999996,2.467836,2.697559,2.991003,3.444096,4.188253,4.623508999999999,5.018773,5.311394,5.717739,6.158969,6.610580000000001,6.947812,7.355528,7.588009,7.884836,8.388622,8.696546000000001,9.369956,9.892692,10.528921,10.841847999999999,11.195310000000001,12.002817,12.310464999999999,12.835391,13.136884,12.669945,12.225048,11.753392999999999,12.360584,13.149444,13.992607000000001,14.375286,14.233657999999998,14.026658,13.449499,13.514497,13.924788000000001,14.460847,14.829985999999998,15.284735999999999,16.586904999999998,16.806607999999997,16.524568,16.453266,16.915695,17.604557,18.176799,18.313249,19.25995,19.312142,19.075464,18.753269,18.570479000000002,18.412816,18.872098,19.082824,19.256532,19.514198,19.998647000000002,20.498510999999997,20.870282
70-2803891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.448679,2.152438,2.518823,3.158244,3.584717,3.9790400000000004,4.670393,4.986976,5.856344,5.843904,6.248539,6.763269,7.178942999999999,7.359267,8.200576,8.922435,9.409494,9.776406,10.55063,10.94973,11.741223,11.956655,12.139134,12.549997,12.862294,12.998026,13.003907,12.855426,12.547400999999999,12.145219,11.921188,11.680311999999999,10.932857,10.372885,9.591142,9.247579,8.915479,8.222963,7.356481,7.153903999999999,6.828218,6.1946639999999995,5.856344,4.9878860000000005,4.645321,3.9623760000000003,3.577299,3.162634,2.511847,2.119828,1.343882,1.850539,2.293075,2.057857,1.672221,1.440132,1.578096,2.6996689999999997,2.914428,3.144151,3.437596,3.890689,4.634844999999999,5.070101999999999,5.465365,5.757987,6.164331,6.605562,7.057173,7.394404,7.8021210000000005,8.034602,8.331429,8.835214,9.143138,9.816549,10.339285,10.975514,11.288441,11.641903,12.44941,12.757057000000001,13.107016,12.805524,12.223353,11.778455000000001,11.306801,11.913991000000001,12.702852,13.546014000000001,13.928694,13.787065,13.580065,13.003907,13.066904,13.478195999999999,14.014254000000001,14.383393,14.837143,16.140311999999998,16.362015,16.077975,16.008674,16.471102,17.158964,17.732206,17.868656,18.814357,18.865548999999998,18.628871,18.306676,18.123886,17.966223,18.427505,18.638231,18.80994,19.067606,19.552054000000002,20.051919,20.423689000000003
71-2806220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.703759,1.070144,1.7095650000000002,2.136038,2.53036,3.221714,3.538297,4.407665,4.395225,4.79986,5.31459,5.730263,5.910588,6.7518970000000005,7.473756,7.960814999999999,8.327727000000001,9.101951,9.501051,10.292544,10.506976,10.689455,11.100318,11.412614999999999,11.549347000000001,11.554227000000001,11.405747,11.097722000000001,10.696539,10.472508,10.230633000000001,9.485178,8.924205,8.142463000000001,7.7989,7.4668,6.774284,5.907801999999999,5.705225,5.379539,4.745985,4.407665,3.5392059999999996,3.196641,2.513697,2.12862,1.713954,1.0631680000000001,1.1603,0.9447540000000001,1.451411,1.893947,2.189015,2.574651,2.80674,3.022776,4.144348,4.359108,4.588831,4.882275,5.335368,6.079525,6.514781,6.910044999999999,7.202666000000001,7.609011,8.050241,8.501852,8.839084,9.2468,9.479281,9.776108,10.279894,10.587817999999999,11.261228,11.783964,12.420193,12.73312,13.086582,12.493912,12.183264,11.658337,11.356845,10.774674000000001,10.329775999999999,9.858121,10.465311999999999,11.254172,12.097335000000001,12.481015,12.337386,12.131386000000001,11.554227000000001,11.617225,12.028516,12.564575,12.933714,13.387464000000001,14.689632999999999,14.912335999999998,14.628295999999999,14.558995000000001,15.021423,15.709285000000001,16.282526999999998,16.417977,17.364678,17.41487,17.178192000000003,16.857997,16.673207,16.515544000000002,16.976826000000003,17.187552,17.359261,17.618927,18.103375,18.60124,18.97501
72-2803889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.366385,1.005807,1.43228,1.826602,2.5179560000000003,2.8345380000000002,3.703906,3.691466,4.096101999999999,4.610831,5.026505,5.206829,6.048138,6.769997,7.2570559999999995,7.623969000000001,8.398193,8.797293,9.588786,9.805218,9.986697,10.398558999999999,10.710856,10.844589,10.852469000000001,10.702988000000001,10.394964,9.993781,9.76975,9.526875,8.78042,8.220447,7.438705000000001,7.095142,6.763041,6.070526,5.204044000000001,5.001466000000001,4.6757800000000005,4.042226,3.703906,2.835448,2.492883,1.809939,1.4248610000000002,1.0101959999999999,0.35940900000000003,0.456542,1.232488,2.155169,2.597705,2.892773,3.2784089999999995,3.510499,3.7265339999999996,4.848106,5.0628660000000005,5.2925889999999995,5.5860330000000005,6.039126,6.783283,7.218539,7.613803,7.906425,8.312769,8.753999,9.205611,9.542842,9.950559,10.18304,10.479866000000001,10.983652000000001,11.291576,11.964986,12.487722999999999,13.123952,12.955122,12.597660000000001,11.790153,11.479505,10.954578999999999,10.653086,10.070915,9.626018,9.154363,9.761553,10.550414,11.393577,11.777256,11.635628,11.428628,10.852469000000001,10.914467,11.325758,11.862817,12.231956,12.683705,13.986873999999998,14.209577,13.924538,13.856235999999999,14.317664,15.005526999999999,15.577769,15.715219,16.661920000000002,16.711112,16.476434,16.152239,15.971449,15.813785999999999,16.275068,16.485794,16.657501999999997,16.913168,17.399617000000003,17.899481,18.271251
73-2803887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.639422,1.0658940000000001,1.460217,2.151571,2.468153,3.3375209999999997,3.325081,3.7297160000000003,4.244446,4.66012,4.840444000000001,5.681753,6.403612,6.890671,7.257584,8.031807,8.430907000000001,9.2224,9.437832,9.620312,10.031174,10.343471000000001,10.479203,10.485084,10.336603,10.028578,9.626396000000002,9.402365,9.161489999999999,8.414035,7.854062,7.072319,6.728757000000001,6.396656,5.704141,4.8376589999999995,4.635081,4.309394999999999,3.675841,3.3375209999999997,2.4690630000000002,2.1264979999999998,1.443554,1.378314,0.963649,0.312862,0.409995,1.185941,2.521554,2.96409,3.259158,3.644794,3.8768839999999996,4.092919,5.214491000000001,5.429251,5.658974,5.952418,6.405511,7.149667999999999,7.584924000000001,7.980188,8.27281,8.679153999999999,9.120384,9.571996,9.909227,10.316944,10.549425,10.846250999999999,11.350037,11.657961,12.331371,12.854108,12.901663000000001,12.588737,12.231275,11.423767999999999,11.11312,10.588194,10.286700999999999,9.70453,9.259632,8.787978,9.395168,10.184028999999999,11.027191,11.409871,11.268241999999999,11.061243,10.485084,10.548081,10.959373,11.495432000000001,11.864571,12.31832,13.621489000000002,13.842192,13.558152999999999,13.488851,13.951279000000001,14.639141,15.212382999999999,15.348834,16.294535,16.344726,16.108048999999998,15.785853,15.603064000000002,15.4454,15.906682,16.117409,16.289117,16.546782999999998,17.031232,17.531095999999998,17.904866000000002
74-2803885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.42647299999999994,0.820795,1.512149,1.828732,2.6981,2.68566,3.0902950000000002,3.605025,4.020698,4.201023,5.042332,5.764191,6.25125,6.618162,7.392386,7.7904860000000005,8.583979,8.797411,8.980889999999999,9.391753,9.70405,9.838782,9.844662,9.696182,9.389157,8.986974,8.763943,8.521068,7.774613,7.214639999999999,6.432898000000001,6.089335,5.757235,5.064719,4.198237000000001,3.99566,3.669974,3.03642,2.6981,1.8296419999999998,1.487076,0.804132,0.816265,1.2309299999999999,0.952283,1.049416,1.825362,3.160976,3.603511,3.8985800000000004,4.284216000000001,4.516305,4.732341,5.8539129999999995,6.068673,6.298396,6.5918399999999995,7.044933,7.78909,8.224346,8.61961,8.912231,9.318575,9.759806,10.211416999999999,10.548648,10.956365,11.188846,11.485673,11.989459,12.297382,12.970792999999999,12.891471000000001,12.262242,11.949316,11.591853,10.784347,10.473699,9.948772,9.64728,9.065109,8.620211,8.148556,8.755747,9.544607000000001,10.38777,10.77145,10.629821000000002,10.421821000000001,9.844662,9.908660000000001,10.320950999999999,10.856010000000001,11.225149,11.678899000000001,12.981067999999999,13.202770999999998,12.919731,12.84843,13.311857999999999,13.99872,14.573962,14.708412,15.654113,15.705305,15.468627,15.146432,14.963642000000002,14.805979,15.267260999999998,15.477986999999999,15.649695999999999,15.907362,16.39181,16.891675,17.265445
75-2803883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.394322,1.085676,1.402259,2.271627,2.259187,2.663822,3.178552,3.594225,3.77455,4.6158589999999995,5.337718,5.824777,6.191689,6.9659130000000005,7.365013,8.156506,8.371938,8.554416999999999,8.96528,9.277577,9.413309,9.419189999999999,9.270709,8.962684,8.560501,8.33647,8.095595,7.348139999999999,6.788167999999999,6.006425,5.6628620000000005,5.330762,4.638246,3.771764,3.5691870000000003,3.2435009999999997,2.609947,2.271627,1.403169,1.060604,0.377659,0.389792,0.804457,1.3787559999999999,1.475889,2.251835,3.587448,4.029984,4.325053,4.710687999999999,4.942778,5.158812999999999,6.280386,6.495145,6.724867999999999,7.018313,7.471406,8.215562,8.650819,9.046082,9.338704,9.745047999999999,10.186278999999999,10.637889999999999,10.975121000000001,11.382838000000001,11.615319,11.912146,12.415931,12.723855,12.987735,12.464998,11.835769,11.522843,11.165381,10.357874,10.047226,9.522299,9.220807,8.638636,8.193738,7.722084,8.329274,9.118135,9.961297,10.344977,10.202347999999999,9.995348,9.419189999999999,9.482187,9.893478,10.429537,10.798675999999999,11.252426,12.555595,12.776297999999999,12.492258,12.422957,12.886385,13.574247,14.146489,14.282939,15.22964,15.280832,15.044154,14.721959,14.539169000000001,14.381506,14.842788,15.053514000000002,15.225223000000002,15.482889000000002,15.967336999999999,16.467202,16.840972
76-2803881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.691354,1.0079360000000002,1.877304,1.8648639999999999,2.2695,2.7842290000000003,3.199903,3.3802269999999996,4.221536,4.943395,5.430454,5.7973669999999995,6.571591000000001,6.970691,7.761184,7.976616,8.160095,8.569957,8.883253999999999,9.019987,9.025867,8.876386,8.568361999999999,8.166179,7.9421479999999995,7.701273,6.953817999999999,6.393845,5.612103,5.26854,4.936439,4.243924,3.377442,3.174864,2.8491779999999998,2.215624,1.877304,1.008846,0.7954479999999999,0.393608,0.40574099999999996,0.820406,1.471193,1.870211,2.6461580000000002,3.9817709999999997,4.424307,4.719375,5.105011,5.3371010000000005,5.553136,6.674708,6.889467999999999,7.119191000000001,7.412635000000001,7.865728,8.609885,9.045141000000001,9.440405,9.733025999999999,10.139371,10.580601,11.032212,11.369444,11.777161,12.009641,12.306467999999999,12.810253999999999,13.118178,12.593411999999999,12.070675999999999,11.441447,11.12852,10.771058,9.963550999999999,9.652903,9.127977,8.826483999999999,8.244313,7.799416000000001,7.327761,7.934951,8.723811999999999,9.566975,9.949653999999999,9.808026,9.601026,9.025867,9.087864999999999,9.500156,10.035214999999999,10.404354,10.858103999999999,12.160273,12.381976,12.097936,12.028634,12.491062,13.178925,13.752167000000002,13.888617000000002,14.834318,15.296781,15.060103,14.737908,14.555117999999998,14.397454999999999,14.858737,15.069463,15.241171,15.498837,15.983285999999998,16.483151,16.856921
