순번_정류장ID,1-2805953,2-2806527,3-2806526,4-2806910,5-2806429,6-2805649,7-2805659,8-2802210,9-2802213,10-2802220,11-2801901,12-2805900,13-2801903,14-2801864,15-2801842,16-2801840,17-2801838,18-2801836,19-2801820,20-2802268,21-2802276,22-2801814,23-2801811,24-2801818,25-2805040,26-2802248,27-2802230,28-2805977,29-2802217,30-2805534,31-2802203,32-2802199,33-2802198,34-2802192,35-2802175,36-2801848,37-2802181,38-2802178,39-2802797,40-2802795,41-2802787,42-2802771,43-2802758,44-2802714,45-2802696,46-2802689,47-2802708,48-2802731,49-2802755,50-2802776,51-2802800,52-2802815,53-2802826,54-2802834,55-2802833,56-2802832,57-2802846,58-2802886,59-2802934,60-2802984,61-2803578,62-2802646,63-2803032,64-2803031,65-2803025,66-2803023,67-2803016,68-2802995,69-2802957,70-2802933,71-2802911,72-2802891,73-2805153,74-2805154
1-2805953,0,0.3257,0.6280680000000001,1.138582,1.354631,0.708291,0.56084,2.109955,2.252207,2.4728939999999997,2.763932,3.472043,3.686714,3.704051,3.5765510000000003,3.782516,3.855089,4.1853110000000004,4.1719349999999995,4.209162999999999,4.540525,4.966158,5.162985,5.072068,4.946033,4.533052,4.229934,3.7213839999999996,3.3091760000000003,3.476201,3.911265,4.046254,4.323439,5.238341,6.121192,6.401551,6.714221,7.122058999999999,7.347224000000001,7.550699000000001,7.741051,8.035258,8.279511999999999,8.815259,9.170541,9.617225,10.036958,9.672008,9.468465,9.057995,8.97487,9.320975,9.711519000000001,10.009224,10.207541,10.857550999999999,11.385503,11.156551,10.6733,10.567051,10.449703999999999,10.847667999999999,11.145371,11.405759,11.577407000000001,11.680955,11.900188,12.13371,12.071427,11.888013,11.716766999999999,11.862886999999999,11.495051,11.176017
2-2806527,,0,0.30336799999999997,0.811883,1.027932,0.527113,0.692437,2.241552,2.383804,2.604491,2.89553,3.6036410000000005,3.818311,3.8356489999999996,3.7081480000000004,3.914113,3.986686,4.316908,4.303532,4.3407599999999995,4.672122,5.0977559999999995,5.294582,5.203665,5.07763,4.664649,4.361530999999999,3.852982,3.4407730000000005,3.6077980000000003,4.042862,4.177851,4.455037,5.369937999999999,5.794493,6.074852,6.387522,6.7953600000000005,7.020525,7.224,7.414352,7.708558999999999,7.952813000000001,8.488559,8.843842,9.290526,9.710258,9.345308000000001,9.139764999999999,8.730296000000001,8.648171000000001,8.995275,9.383819,9.682525,9.880842,10.530852000000001,11.058803,10.829852,10.346601,10.240352,10.123004,10.520968,10.818671,11.07906,11.250707,11.354255,11.573489,11.807011,11.744728,11.561313,11.390067,11.536187,11.168352,10.849317999999998
3-2806526,,,0,0.5085149999999999,0.724564,0.6917770000000001,0.9788049999999999,2.52792,2.670172,2.890859,3.181898,3.8900089999999996,4.104679,4.122017,3.9945169999999997,4.200481,4.273055,4.603276,4.5899,4.627128,4.95849,5.384124,5.58095,5.490033,5.363999,4.951017,4.647899,4.13935,3.7271410000000005,3.8941660000000002,4.32923,4.464219,4.741405,5.336695,5.491124,5.771484,6.084154,6.491992,6.717157,6.920632,7.110983999999999,7.405191,7.649445,8.185191,8.540473,8.987158,9.406889999999999,9.041939999999999,8.837397,8.426927000000001,8.343802,8.690907000000001,9.080451,9.378157,9.577473,10.226484,10.755435,10.526484,10.043232000000001,9.936983999999999,9.819636000000001,10.2176,10.515303,10.775691,10.947339,11.050887,11.270121000000001,11.503642,11.441360000000001,11.257945,11.086699000000001,11.232819000000001,10.864984,10.54595
4-2806910,,,,0,0.216049,0.88923,1.176258,2.725373,2.867625,3.0883119999999997,3.37935,4.087461,4.302132,4.319469000000001,4.191969,4.397933999999999,4.470507,4.8007290000000005,4.7873529999999995,4.824580999999999,5.155943,5.581576,5.778403,5.687486,5.561451,5.148469,4.845352,4.336802,3.9245940000000004,4.091619000000001,4.526683,4.661672,4.938857,5.015242,5.169672,5.450031,5.762701,6.170539,6.395704,6.5991789999999995,6.789531,7.083738,7.327992,7.863739,8.219021000000001,8.665705,9.085436999999999,8.720488000000001,8.515944000000001,8.106475,8.02335,8.369455,8.758999000000001,9.057704,9.255021000000001,9.905031,10.434983,10.205031,9.72178,9.615530999999999,9.498184,9.896148,10.193850999999999,10.454239,10.625886,10.729434,10.948668,11.18219,11.119907000000001,10.936492999999999,10.765247,10.911366000000001,10.543531,10.224497
5-2806429,,,,,0,0.674181,0.961209,2.510324,2.652576,2.873263,3.164302,3.872413,4.087083,4.104421,3.97692,4.182885,4.255458,4.58568,4.572304,4.609532,4.940894,5.366527,5.563354,5.472437,5.346401999999999,4.933421,4.630303,4.121754,3.709545,3.8765699999999996,4.311634,4.446623000000001,4.723808999999999,5.231291000000001,5.385721,5.66608,5.97875,6.386588,6.611753,6.815228,7.00558,7.299786999999999,7.544041,8.079787,8.43507,8.881753999999999,9.301486,8.936536,8.731993,8.321524,8.239399,8.585504,8.975048,9.272753,9.47207,10.121080000000001,10.651031,10.42108,9.937828999999999,9.83158,9.714233,10.112196,10.409899000000001,10.670288000000001,10.841935000000001,10.945483,11.164717,11.398239,11.335956,11.152541000000001,10.981296,11.127415,10.75958,10.440546000000001
6-2805649,,,,,,0,0.287028,1.836143,1.9783950000000001,2.1990819999999998,2.49012,3.1982310000000003,3.412902,3.430239,3.302739,3.5087040000000003,3.5812769999999996,3.9114989999999996,3.8981230000000004,3.9353510000000003,4.266712999999999,4.692346,4.889173,4.798255999999999,4.6722209999999995,4.25924,3.956122,3.447572,3.035364,3.202389,3.637453,3.772442,4.049627,4.964529,6.00338,6.283739,6.5964089999999995,7.004247,7.228412,7.431887,7.6222389999999995,7.9164460000000005,8.1607,8.697447,9.051729,9.499413,9.918146,9.554196000000001,9.348653,8.938183,8.856058,9.202163,9.592707,9.826412,10.024728999999999,10.673739,11.203691000000001,10.923739,10.440488,10.334239,10.216892,10.614856,10.912559,11.172947,11.344595,11.448143,11.667375999999999,11.900898,11.838614999999999,11.655201,11.483955,11.630075,11.262239,10.943205
7-2805659,,,,,,,0,1.556115,1.698368,1.919054,2.210093,2.9182040000000002,3.132875,3.150212,3.022712,3.2286770000000002,3.30125,3.631472,3.618096,3.655324,3.986686,4.412319,4.609145,4.518228,4.392194,3.9792120000000004,3.6760940000000004,3.167545,2.755337,2.9223619999999997,3.3574260000000002,3.4924150000000003,3.7696,4.684501,5.722353,6.002712,6.315382,6.7232199999999995,6.948385000000001,7.151860000000001,7.342212,7.636419,7.880673,8.416419,8.771702000000001,9.218386,9.638117999999999,9.273168,9.069625,8.659156,8.575031,8.923136,9.31268,9.546385,9.744702,10.394712,10.923663000000001,10.643711999999999,10.160461,10.054212,9.936865,10.334828,10.632531,10.89292,11.064567,11.168115,11.387349,11.620871000000001,11.558588,11.375173,11.203928,11.350047,10.982211999999999,10.663178
8-2802210,,,,,,,,0,0.142252,0.362939,0.655978,1.3640889999999999,1.578759,1.9740970000000002,2.321597,2.583632,2.801059,2.470837,2.06398,2.101208,2.43257,2.858204,3.05503,2.964113,3.118115,2.856904,2.553786,2.0452369999999997,1.6330280000000001,1.800053,2.235117,2.3701060000000003,2.6472919999999998,3.563193,4.6000440000000005,4.880403,5.193073,5.600912,5.827077,6.029552,6.219904,6.51411,6.758364,7.294111,7.649392999999999,8.096077000000001,8.51581,8.151860000000001,7.946317,7.536847,7.454722,7.7998270000000005,8.191371,8.424076,8.622392999999999,9.272404,9.801355000000001,9.521403999999999,9.038152,8.931904,8.814556,9.21252,9.510223,9.770611,9.942259,10.045807,10.265039999999999,10.498562,10.436278999999999,10.252865,10.081619,10.227739,9.859904,9.54087
9-2802213,,,,,,,,,0,0.220687,0.513726,1.221837,1.436507,1.8318450000000002,2.179345,2.44138,2.658807,2.328585,1.9217279999999999,1.9589560000000001,2.290318,2.715952,2.912778,2.821861,2.975863,2.999156,2.696038,2.187489,1.77528,1.942305,2.377369,2.5123580000000003,2.789544,3.7054449999999997,4.743296,5.023656,5.336325,5.744164,5.969329,6.172804,6.363156,6.657363,6.901616000000001,7.437363,7.792644999999999,8.239329,8.659061999999999,8.294112,8.090569,7.680099,7.596974,7.9440789999999994,8.333623,8.566328,8.764645,9.413656,9.942607,9.663656,9.180404,9.074156,8.956808,9.354772,9.652475,9.912863,10.084511000000001,10.188058999999999,10.407292,10.640814,10.578531,10.395116999999999,10.223871,10.369991,10.002156,9.683122000000001
10-2802220,,,,,,,,,,0,0.293039,1.00115,1.2158200000000001,1.611158,1.9586580000000002,2.2206930000000003,2.43812,2.107898,1.7010419999999997,1.73827,2.069631,2.4952650000000003,2.692091,2.6011740000000003,2.7551759999999996,3.167158,2.916725,2.4081759999999997,1.9959669999999998,2.162992,2.598056,2.733045,3.010231,3.925132,4.962983,5.243342,5.556012,5.963851,6.1890160000000005,6.392491000000001,6.5828429999999996,6.877049,7.121303,7.65705,8.012332,8.459016,8.878749000000001,8.513799,8.310255999999999,7.899786,7.816661,8.162766,8.55331,8.787015,8.985332000000001,9.634343,10.163294,9.884343,9.401091000000001,9.294843,9.177495,9.575459,9.873161999999999,10.13355,10.305197999999999,10.408746,10.627979,10.861500999999999,10.799218,10.615803999999999,10.444558,10.590678,10.222843,9.903808999999999
