순번_정류장ID,111-2807319,112-2800392,113-2805529,114-2805839,115-2805561,116-2805340,117-2805841,118-2805450,119-2806913,120-2805580,121-2805332,122-2805742,123-2805229,124-2805231,125-2805400,126-2805038,127-2804895,128-2805573,129-2807280,130-2805024,131-2806658,132-2803657,133-2806659,134-2800560,135-2803766,136-2804993,137-2807092,138-2800385,139-2800536,140-2807212,141-2803764,142-2800530,143-2800523,144-2800519,145-2800517,146-2800515,147-2805304,148-2800498,149-2800497,150-2800493,151-2800344,152-2800481,153-2805944,154-2803595,155-2800468,156-2800465,157-2800462,158-2800460,159-2800453,160-2800458,161-2800330,162-2800473,163-2800476,164-2800487,165-2805285,166-2800490,167-2807090,168-2807094,169-2800023,170-2800054,171-2806660,172-2805419,173-2805722,174-2805399,175-2800034,176-2800047,177-2804479,178-2804480,179-2804481,180-2803585,181-2803586,182-2805219,183-2800057,184-2800006,185-2806651,186-2806649,187-2806648,188-2806645,189-2806643,190-2804538,191-2804536,192-2804065,193-2800297,194-2800261,195-2803997,196-2800290,197-2800289,198-2803934,199-2806662,200-2800286,201-2803932,202-2803596,203-2800283,204-2800281,205-2800280,206-2800278,207-2806663,208-2804031,209-2800260,210-2800275,211-2804713,212-2803598,213-2803600,214-2800273,215-2803601,216-2804331,217-2803581,218-2800271,219-2807150
128-2805573,,,,,,,,,,,,,,,,,,0,0.5412239999999999,0.771162,0.9877040000000001,1.806539,2.074329,3.460711,3.710724,4.0445269999999995,4.27602,4.557844,4.982096,4.503866,4.149653,4.187946,4.470642,4.715492,4.87706,5.053731,5.722281,6.73775,7.020658,7.527988000000001,7.828788,8.076748,8.362541,8.670696000000001,8.901877,9.181724,9.464058,9.709813,10.136967,10.457459,10.693427,11.010419,11.228568,11.76197,12.066993,12.319702000000001,12.643224,13.692185999999998,13.506035,15.403854999999998,15.666738,16.317656,16.742079,17.260202,18.533532,20.717887,21.011944,21.318407999999998,21.712411,22.280745,23.176645999999998,23.450025,24.500939000000002,25.412201,27.253213,28.880204,29.420992,30.217185999999998,30.837606,31.401013,31.919063,32.126062,32.121221000000006,32.345224,32.882011999999996,33.348376,32.979237,33.371959999999994,33.734082,34.673128999999996,35.564113,35.850152,36.841993,37.303422,37.988284,38.564526,38.700976000000004,38.19977,37.761579,37.998256,38.320452,38.503240999999996,38.137904999999996,37.679623,37.468897,37.294188,37.039522,36.559073,35.682439
129-2807280,,,,,,,,,,,,,,,,,,,0,0.229938,0.446481,1.265315,1.533105,2.9194880000000003,3.1695,3.503303,3.734797,4.01662,4.440873000000001,3.962643,3.6084300000000002,3.646723,3.929418,4.174269000000001,4.335837000000001,4.512508,5.181057,6.196526,6.4794339999999995,6.986764999999999,7.2865649999999995,7.536524000000001,7.822317999999999,8.129472999999999,8.359653,8.6415,8.921835,9.16859,9.594744,9.916236,10.151203,10.469196,10.686344,11.219747,11.525769,11.777478,12.100999999999999,13.152963,12.966812,14.862632000000001,15.124514999999999,15.773432999999999,16.199856,16.717979,17.989307999999998,20.176664000000002,20.47072,20.776185,21.168188,21.739522,22.635422,22.910801,23.957716,24.867977,26.71299,28.340981,28.881768,29.671963,30.296383000000002,30.856790000000004,31.373839,31.584839000000002,31.579998,31.802,32.339789,32.807153,32.438014,32.831736,33.190859,34.135905,35.026889000000004,35.306929,36.29677,36.760197999999995,37.450061,38.021303,38.159753,37.657546999999994,37.222355,37.459033000000005,37.780228,37.963018,37.601681,37.139399,36.925672999999996,36.757965000000006,36.497299,36.02285,35.141215
130-2805024,,,,,,,,,,,,,,,,,,,,0,0.21654299999999999,1.038377,1.306167,2.69255,2.9425619999999997,3.276365,3.507859,3.789682,4.213935,3.7357050000000003,3.3814919999999997,3.419785,3.7024800000000004,3.9473309999999997,4.108899,4.28557,4.954119,5.969588,6.2514959999999995,6.7598270000000005,7.060627,7.308586,7.59438,7.902535,8.133714999999999,8.413561999999999,8.694897000000001,8.940652,9.367806,9.688298,9.925265,10.242258,10.459406,10.992809,11.297831,11.55154,11.875062,12.927025,12.735874,14.632694,14.897576999999998,15.546495000000002,15.973918,16.491041,17.763370000000002,19.948726,20.241782,20.551247,20.94025,21.512584,22.408484,22.681863,23.733778,24.645039,26.486052,28.114043,28.65083,29.449025,30.069445,30.630852,31.148901000000002,31.356901,31.35006,31.574061999999998,32.112851,32.581215,32.213076,32.605798,32.967921000000004,33.906967,34.797951,35.083991,36.073832,36.534259999999996,37.221123,37.795365000000004,37.931815,37.431609,36.993417,37.233095,37.553290000000004,37.735079999999996,37.370743,36.908460999999996,36.701735,36.530027000000004,36.269360999999996,35.792912,34.914277
131-2806658,,,,,,,,,,,,,,,,,,,,,0,0.821835,1.089625,2.476007,2.72602,3.0598229999999997,3.291316,3.57314,3.9973919999999996,3.519162,3.164949,3.203242,3.4859379999999995,3.7307879999999995,3.892356,4.069026999999999,4.737577,5.753046,6.034954,6.543284,6.843083999999999,7.093044,7.3778369999999995,7.685992,7.917173,8.19702,8.479353999999999,8.72511,9.151264,9.471755,9.707723,10.026715,10.242863999999999,10.776266,11.081289,11.333998,11.65752,12.710483,12.520331,14.418151000000002,14.683034,15.329951999999999,15.760375,16.274498,17.550828,19.730183,20.02424,20.333704,20.727707000000002,21.294041,22.191942,22.468321,23.518235,24.425497,26.270509000000004,27.8975,28.435288,29.232482,29.852902,30.417309000000003,30.934359000000004,31.139358,31.135517,31.36052,31.898308,32.366671999999994,31.997533,32.387256,32.748378,33.689425,34.583409,34.868448,35.858289,36.318718,37.00558,37.578821999999995,37.717271999999994,37.214067,36.779875,37.016552000000004,37.340748,37.519537,37.156201,36.696919,36.486193,36.314484,36.056818,35.575369,34.698735
132-2803657,,,,,,,,,,,,,,,,,,,,,,0,0.26779000000000003,1.654173,1.9041849999999998,2.237988,2.469482,2.751305,3.175558,2.6973279999999997,2.343115,2.381408,2.664104,2.908954,3.070522,3.247193,3.915742,4.931211,5.214119,5.72145,6.02125,6.27121,6.557003,6.864158,7.094339,7.375185000000001,7.65752,7.902275,8.329429,8.649921,8.886889,9.204881,9.42203,9.954432,10.259454,10.512164,10.834686,11.885648,11.699497000000001,13.594317000000002,13.8602,14.507118,14.938541,15.454664000000001,16.725993,18.910349,19.203405,19.51287,19.905873,20.474207,21.370107,21.644486999999998,22.695401,23.606663,25.445675,27.072665999999998,27.616453000000003,28.410648,29.032068,29.594475,30.112524,30.319523999999998,30.311683000000002,30.535686,31.073473999999997,31.543838,31.173699,31.565421999999998,31.929544,32.869591,33.759575,34.043614,35.034455,35.496883000000004,36.185746,36.757988,36.894438,36.395232,35.957041,36.191718,36.516913,36.698703,36.335366,35.871084,35.662358000000005,35.49065,35.232984,34.756535,33.873901000000004
133-2806659,,,,,,,,,,,,,,,,,,,,,,,0,1.386383,1.636395,1.970198,2.201692,2.483515,2.907768,2.429538,2.075325,2.113618,2.396313,2.641164,2.802732,2.979403,3.6479519999999996,4.663421,4.946329,5.45466,5.75346,6.003419,6.289213,6.595368,6.827547999999999,7.108395,7.38973,7.635485000000001,8.062639,8.383131,8.619098,8.936091000000001,9.153239,9.686641999999999,9.992664,10.245372999999999,10.567895,11.620858,11.431707000000001,13.328527,13.59341,14.242328,14.669751000000002,15.183874,16.460203,18.644559,18.935615,19.248079999999998,19.638082999999998,20.207417,21.101317,21.376696,22.426610999999998,23.338872,25.177885,26.807876,27.347663,28.141858000000003,28.763278000000003,29.324685,29.842734000000004,30.049734,30.043893,30.270895,30.808684000000003,31.277047999999997,30.907909000000004,31.298631,31.661754,32.6018,33.492784,33.777824,34.766665,35.229093,35.917956,36.489197999999995,36.626647999999996,36.128442,35.68925,35.925928000000006,36.249123,36.429913,36.065576,35.605294,35.394568,35.22186,34.965194,34.486745,33.608109999999996
134-2800560,,,,,,,,,,,,,,,,,,,,,,,,0,0.251013,0.584816,0.8163100000000001,1.098133,1.74964,2.224871,2.011917,2.05021,2.332905,2.577756,2.7393240000000003,2.915995,3.584544,4.600013,4.881921,5.390251999999999,5.690052,5.939011,6.224805,6.53196,6.763139999999999,7.0439869999999996,7.325322,7.571077000000001,7.998231,8.318723,8.554689999999999,8.872683,9.089831,9.623234,9.928256,10.180964999999999,10.503487,11.55645,11.369299,13.262119,13.527002,14.179920000000001,14.607343,15.122466000000001,16.392795,18.580151,18.874207000000002,19.183672,19.574675,20.141009,21.038909,21.312288,22.364203,23.275464000000003,25.117476999999997,26.745468,27.286255,28.07645,28.69887,29.263277000000002,29.781326,29.985326,29.979484999999997,30.206487,30.744276,31.21064,30.844501,31.236223,31.598346000000003,32.538392,33.432376,33.716415999999995,34.704257,35.163685,35.850547999999996,36.42479,36.564240000000005,36.063034,35.623841999999996,35.86052,36.182715,36.364505,36.000168,35.540886,35.32816,35.156452,34.901786,34.421337,33.542702
135-2803766,,,,,,,,,,,,,,,,,,,,,,,,,0,0.337803,0.569297,0.8511200000000001,1.502628,1.9778580000000001,2.26193,2.300223,2.582918,2.827768,2.989337,3.166008,3.8345569999999998,4.850026000000001,5.132934,5.641265,5.941065,6.190024,6.475818,6.782972999999999,7.014153,7.295,7.576335,7.822089999999999,8.249244000000001,8.569736,8.805703,9.123695,9.340844,9.874247,10.179269,10.431977999999999,10.7545,11.805463,11.617311,13.515132000000001,13.780014999999999,14.427932,14.857354999999998,15.371479,16.646808,18.827164,19.12122,19.430685,19.821687,20.395021,21.287922000000002,21.563301,22.614216,23.525477,25.365489,26.993481,27.533268,28.326462,28.951882,29.51029,30.032339,30.239339,30.230496999999996,30.4565,30.995289,31.463653000000004,31.092514,31.487236,31.847358000000003,32.789405,33.678389,33.965429,34.95527,35.415698,36.103559999999995,36.676802,36.812253000000005,36.312047,35.876855,36.112533,36.434728,36.616518,36.255181,35.790898999999996,35.583172999999995,35.409464,35.150797999999995,34.67335,33.795715
136-2804993,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.233494,0.515317,1.166825,1.6420549999999998,1.9962669999999998,2.0874200000000003,2.370115,2.614965,2.776534,2.953205,3.621754,4.6372230000000005,4.919131,5.427462,5.7272620000000005,5.976221,6.262015,6.56917,6.80035,7.081197,7.362532000000001,7.608287,8.036441,8.355933,8.5929,8.909892,9.127041,9.660444,9.965466000000001,10.218175,10.541697000000001,11.591660000000001,11.404508,13.300329000000001,13.564212,14.215129000000001,14.643552,15.160676,16.434005,18.618361,18.910417000000002,19.217882,19.608884,20.181217999999998,21.077119,21.352498,22.400413,23.312673999999998,25.153685999999997,26.779678000000004,27.322465,28.116659000000002,28.73808,29.299487,29.815535999999998,30.025536,30.016694,30.244697,30.782486,31.24885,30.879711,31.271433000000002,31.633554999999998,32.575602,33.466586,33.752626,34.741467,35.202895,35.891757,36.464999,36.60245,36.099244,35.663052,35.89973,36.221925,36.403715000000005,36.039378,35.578096,35.37037,35.194660999999996,34.938995,34.463547,33.579912
137-2807092,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28182399999999996,0.9333309999999999,1.408561,1.762774,1.8539259999999997,2.136622,2.381472,2.54304,2.719711,3.388261,4.403729,4.686637999999999,5.194968,5.494768,5.743728,6.029521,6.336676000000001,6.566857000000001,6.848704,7.129038,7.375792999999999,7.8029470000000005,8.123439,8.359407000000001,8.677399000000001,8.894548,9.42795,9.731973,9.985682,10.307203999999999,11.358166,11.170015,13.067835,13.332718,13.983635999999999,14.411059,14.926182,16.199512,18.382867,18.676924,18.984388,19.377391,19.945725,20.843626,21.116004999999998,22.165919,23.080181,24.916193,26.549184000000004,27.085971999999998,27.880166,28.504586,29.065993,29.583043,29.790042,29.783201000000002,30.011204,30.549992,31.016356,30.645217,31.038940000000004,31.401062,32.342109,33.230093,33.514132000000004,34.505973,34.966401,35.657264,36.231506,36.363956,35.86275,35.426559000000005,35.663236,35.986432,36.171221,35.802884999999996,35.344602,35.133876,34.964168,34.704502000000005,34.229053,33.348419
138-2800385,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.651508,1.129738,1.48395,1.5751030000000001,1.857798,2.102648,2.264217,2.440888,3.109437,4.124906,4.406814,4.915145,5.214944999999999,5.463904,5.749698,6.057853,6.288033,6.56888,6.8502149999999995,7.09697,7.5241240000000005,7.844616,8.080583,8.398575,8.614724,9.149127,9.453149,9.705858000000001,10.02838,11.081342999999999,10.892191,12.789012,13.051895,13.701812,14.129235000000001,14.645359,15.919688,18.104044000000002,18.3981,18.705565,19.098567000000003,19.666901,20.560802,20.838181,21.887096,22.798357,24.639369,26.268361,26.809147999999997,27.602341999999997,28.224762,28.78717,29.305219,29.511219,29.504377,29.72938,30.269169,30.737533000000003,30.368394,30.758115999999998,31.121238,32.061285,32.953269,33.236309000000006,34.22615,34.690578,35.378440000000005,35.951682,36.088133,35.584927,35.150735,35.387413,35.710608,35.892398,35.527060999999996,35.066779,34.853053,34.683344,34.425678000000005,33.94823,33.066595
139-2800536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.47823000000000004,0.832443,0.923595,1.206291,1.451141,1.612709,1.78938,2.4579299999999997,3.4733989999999997,3.756307,4.263637,4.563437,4.812397,5.09819,5.405345,5.637526,5.917373,6.198707,6.444462000000001,6.871616,7.1931080000000005,7.428076,7.746067999999999,7.963217,8.497619,8.801642,9.054350999999999,9.378873,10.428835000000001,10.240684,12.135504,12.400387,13.051305000000001,13.477727999999999,13.993851000000001,15.267180999999999,17.451535999999997,17.745593,18.055057,18.44606,19.015394,19.910295,20.183674,21.235588,22.14685,23.987862,25.615853,26.155641,26.950834999999998,27.573255,28.133662,28.652712,28.859710999999997,28.85387,29.077872999999997,29.616660999999997,30.085025,29.715885999999998,30.107609000000004,30.467731,31.410778000000004,32.302762,32.586801,33.574642,34.038070000000005,34.725933000000005,35.300175,35.434625,34.933419,34.498228000000005,34.734905,35.057101,35.23989,34.874553999999996,34.413272,34.202545,34.030837,33.774171,33.295722,32.415088
140-2807212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.354213,0.44536499999999996,0.728061,0.9729110000000001,1.134479,1.31115,1.9797,2.995168,3.277077,3.785407,4.085207,4.334167,4.61996,4.927115000000001,5.158296,5.439143,5.720477,5.966232,6.3933860000000005,6.713878,6.949846000000001,7.267838,7.484986999999999,8.018388999999999,8.323412,8.576121,8.899643,9.949605,9.763454,11.658274,11.924157000000001,12.572075,13.000498,13.515621,14.789951,16.973306,17.268363,17.577827,17.969829999999998,18.536164000000003,19.434065,19.707444,20.757358,21.669620000000002,23.510632,25.137623,25.680411,26.474605,27.096025,27.656432000000002,28.175482000000002,28.382481,28.374640000000003,28.598643,29.138431,29.607795,29.237656,29.628379,29.991501,30.932547999999997,31.822532,32.106571,33.098411999999996,33.558840000000004,34.246703000000004,34.821945,34.959395,34.458189000000004,34.021997999999996,34.256675,34.578871,34.76266,34.397324,33.936040999999996,33.725315,33.553607,33.295941,32.819492,31.937858000000002
141-2803764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.091152,0.373848,0.618698,0.780266,0.956937,1.6254870000000001,2.640956,2.922864,3.4321940000000004,3.7309940000000004,3.979954,4.265747,4.573903,4.805083,5.08493,5.367265,5.61302,6.039174,6.359665000000001,6.595633,6.914625,7.130774000000001,7.664175999999999,7.969199000000001,8.222908,8.54543,9.596392999999999,9.410241000000001,11.303061999999999,11.566944,12.217862,12.644285,13.162409,14.433738,16.618094,16.91215,17.221615,17.614617000000003,18.181951,19.076852,19.355231,20.402145,21.312407,23.154419,24.785411,25.326198,26.120392000000002,26.742812,27.302220000000002,27.822269,28.026267999999998,28.022427,28.24643,28.785218,29.253582,28.884443,29.274165999999997,29.637288,30.576334999999997,31.468319,31.752358,32.7422,33.204628,33.894490000000005,34.464732,34.604182,34.102977,33.666785,33.903462,34.225658,34.407447,34.040110999999996,33.580829,33.373103,33.200394,32.940728,32.46328,31.580645
142-2800530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.282696,0.527546,0.689114,0.865785,1.534335,2.549803,2.831711,3.341042,3.639842,3.8888019999999996,4.174595,4.48275,4.713931,4.994778,5.275112,5.521866999999999,5.949021,6.268513,6.504481,6.822473,7.040622,7.573024,7.8780470000000005,8.130756,8.453278,9.50624,9.317089,11.215909,11.477791999999999,12.12771,12.554133,13.071256,14.343585999999998,16.526941,16.822998000000002,17.132462,17.522465,18.091798999999998,18.988699,19.260079,20.311993,21.224255,23.063267,24.692258,25.234046,26.02524,26.64766,27.211067,27.731116999999998,27.936116,27.930275,28.154278,28.691065999999996,29.16143,28.793290999999996,29.184014,29.545136,30.486183,31.378166999999998,31.662206,32.653046999999994,33.117475,33.803338000000004,34.37858,34.51403,34.014824,33.574633,33.81131,34.133505,34.316295000000004,33.949959,33.492676,33.28395,33.112241999999995,32.849576,32.375127,31.496493
143-2800523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24485,0.406418,0.5830890000000001,1.251639,2.2671080000000003,2.549016,3.057346,3.3571470000000003,3.6061059999999996,3.8919,4.199055,4.430235,4.711082,4.992417,5.2381720000000005,5.665326,5.985818,6.221785,6.539777,6.756925999999999,7.290328,7.596350999999999,7.84806,8.172582,9.221544999999999,9.035393,10.932214,11.197096,11.846014,12.273437,12.790561,14.06289,16.247246,16.540302,16.850767,17.241769,17.811103,18.705004000000002,18.980383,20.030298000000002,20.940559,22.783571,24.411563,24.95035,25.745544,26.368964000000002,26.927372,27.445421000000003,27.652421,27.649579,27.872582,28.411371000000003,28.880734999999998,28.510596000000003,28.902318,29.264440000000004,30.202486999999998,31.096471,31.378511,32.371352,32.83278,33.522642,34.094884,34.230334,33.728128999999996,33.291937,33.528615,33.850809999999996,34.0336,33.669263,33.206981,32.997254999999996,32.825546,32.56688,32.090432,31.209797
144-2800519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16156900000000002,0.33824,1.006789,2.0222580000000003,2.305166,2.813497,3.113297,3.362256,3.64805,3.9552050000000003,4.186385,4.467232,4.7485669999999995,4.994322,5.421476,5.741968,5.9779349999999996,6.295927,6.513076,7.046479,7.351501,7.604210000000001,7.927732000000001,8.977694999999999,8.789543,10.687364,10.950246,11.599164,12.028587,12.545711,13.817039999999999,16.002396,16.298451999999997,16.607917,16.996919000000002,17.563253,18.461154,18.736532999999998,19.788448000000002,20.696709,22.538721,24.166713,24.7045,25.501694,26.126114,26.684521999999998,27.203571000000004,27.409571000000003,27.404729,27.628732,28.167521,28.637884999999997,28.266746,28.657467999999998,29.01959,29.961637,30.852621000000003,31.136661,32.126502,32.58593,33.274792,33.850034,33.984485,33.485279,33.050087,33.285765000000005,33.608959999999996,33.79175,33.427413,32.961131,32.755404999999996,32.583696,32.32503,31.848582,30.967947
145-2800517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.176671,0.8452209999999999,1.8606900000000002,2.143598,2.650928,2.950728,3.199688,3.4854809999999996,3.7926370000000005,4.023817,4.304664,4.585999,4.831754,5.258908,5.5793989999999996,5.815367,6.133359,6.3505080000000005,6.88391,7.1889330000000005,7.441642,7.7651639999999995,8.817127000000001,8.626975,10.523796,10.788677999999999,11.437596000000001,11.865019,12.382143,13.654472,15.839828,16.134884,16.444349,16.833351,17.404685,18.299585999999998,18.575965,19.624879,20.535141,22.378153,24.004145,24.541932,25.340126,25.962546,26.523953999999996,27.039003000000005,27.247002000000002,27.242161,27.467164,28.002952,28.472315999999996,28.106177000000002,28.4959,28.858022,29.799069,30.690053000000002,30.974092,31.963934000000002,32.425362,33.114224,33.686465999999996,33.823916,33.319711,32.883519,33.122196,33.446391999999996,33.625181,33.263845,32.798563,32.587837,32.420128000000005,32.159462,31.684014,30.804378999999997
146-2800515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.66855,1.684019,1.965927,2.474257,2.775057,3.023017,3.30881,3.6169660000000006,3.847146,4.128993,4.4093279999999995,4.656083,5.0832370000000004,5.402728,5.639696,5.956688,6.173837000000001,6.7072389999999995,7.013261999999999,7.264971000000001,7.587492999999999,8.638456,8.453304,10.349125,10.614007,11.262925,11.690348,12.206472,13.477801000000001,15.663157,15.957213000000001,16.264678,16.656679999999998,17.227014,18.119915,18.395294,19.447208,20.357470000000003,22.201482000000002,23.829473999999998,24.370261,25.164455,25.782875,26.344283,26.862332000000002,27.071331,27.06349,27.290492999999998,27.830281,28.296645,27.927506,28.321229,28.683351000000002,29.624398,30.515382000000002,30.797421000000003,31.787263,32.252691,32.939553000000004,33.510795,33.647245,33.144040000000004,32.707848,32.944526,33.268721,33.450509999999994,33.086174,32.625892,32.415166,32.243457,31.987790999999998,31.507343,30.625708000000003
147-2805304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.015469,1.297377,1.805708,2.1055080000000004,2.3544680000000002,2.640261,2.947416,3.178597,3.4594440000000004,3.7407779999999997,3.986533,4.413687,4.734179,4.970147,5.288139,5.505288,6.03869,6.343713,6.5964220000000005,6.918944000000001,7.969906,7.781755,9.678575,9.943458,10.594375999999999,11.018799000000001,11.537922,12.811250999999999,14.993607,15.288663,15.596128,15.987131,16.555464999999998,17.454365,17.729745,18.776659,19.688921,21.531933,23.158924,23.698711,24.491906,25.116326,25.678732999999998,26.193782000000002,26.402782000000002,26.396940999999998,26.620944,27.157732,27.626096,27.256957,27.64868,28.012802,28.954849,29.841833,30.126872,31.120713000000002,31.578141,32.269003999999995,32.839246,32.977696,32.47549,32.039299,32.275976,32.601171,32.782961,32.419624,31.955341999999998,31.745616,31.573908000000003,31.314242,30.837792999999998,29.957159000000004
148-2800498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.282908,0.791239,1.0910389999999999,1.339999,1.625792,1.9329470000000002,2.164128,2.444974,2.726309,2.972064,3.399218,3.71971,3.955678,4.27367,4.490819,5.024221,5.329243,5.5819529999999995,5.905475,6.957437,6.768286,8.665106,8.927989,9.578907000000001,10.00433,10.521453,11.794782000000001,13.980138,14.272194,14.582659,14.973662,15.542995999999999,16.438896,16.714276,17.76519,18.674451,20.515464,22.145455,22.683242,23.478437,24.101857,24.661264000000003,25.179313,25.386313,25.381472,25.604475,26.144263,26.612627000000003,26.243488,26.637209999999996,26.999333,27.936379,28.828364,29.111403000000003,30.104244,30.563671999999997,31.254534999999997,31.829777000000004,31.966227000000003,31.461021000000002,31.024828999999997,31.261507,31.586702000000002,31.769492,31.401155,30.942873,30.732146999999998,30.560439000000002,30.299773,29.822324,28.943689000000003
149-2800497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5083310000000001,0.808131,1.0570899999999999,1.342884,1.650039,1.881219,2.162066,2.4434009999999997,2.689156,3.11631,3.4368019999999997,3.672769,3.990762,4.20791,4.741313,5.046335,5.299044,5.6215660000000005,6.674529,6.487378,8.383198,8.648081,9.297999,9.725422,10.241545,11.514874,13.698229999999999,13.992285999999998,14.301751000000001,14.692754,15.262088,16.156988000000002,16.432367000000003,17.483282,18.393542999999998,20.234556,21.863547,22.403334,23.197529,23.820949,24.381356,24.900405,25.106405,25.100564000000002,25.324566,25.863355,26.331719,25.96358,26.354302,26.716425,27.657471,28.549455,28.831495,29.822336,30.284764000000003,30.972627000000003,31.546869,31.682319,31.182113,30.745921000000003,30.981599,31.303794,31.487584000000002,31.122246999999998,30.660965,30.450239,30.278531,30.020865,29.542415999999996,28.662781
150-2800493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3038,0.55276,0.8385540000000001,1.145709,1.376889,1.657736,1.939071,2.1848259999999997,2.61198,2.932472,3.168439,3.4864309999999996,3.70358,4.236982,4.5420050000000005,4.794714,5.117236,6.1681989999999995,5.981047,7.876867999999999,8.14175,8.791668,9.219091,9.735215,11.008544,13.1919,13.485956,13.795421,14.186423000000001,14.755757000000001,15.650657999999998,15.926036999999999,16.975952,17.887213,19.728225,21.356217,21.897004000000003,22.691198,23.313617999999998,23.875026000000002,24.393075,24.600075,24.594233,24.818236,25.357025,25.825389,25.45625,25.847972,26.210094,27.150140999999998,28.042125,28.326165000000003,29.317006,29.777434000000003,30.466296000000003,31.039538,31.176988,30.674783,30.238590999999996,30.475269,30.798464000000003,30.980254,30.616916999999997,30.154635,29.943909,29.7732,29.514534,29.036085999999997,28.157451000000002
151-2800344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24896,0.534754,0.841909,1.073089,1.353936,1.635271,1.8810259999999999,2.30818,2.628672,2.864639,3.182631,3.3997800000000002,3.933182,4.238205000000001,4.490914,4.814436,5.8663989999999995,5.679247,7.575067999999999,7.83995,8.488868,8.913291000000001,9.431415,10.702744000000001,12.8861,13.182155999999999,13.491620999999999,13.881623000000001,14.451957,15.344857999999999,15.622237,16.671152,17.584413,19.423425,21.052417000000002,21.593204,22.387398,23.011817999999998,23.570226,24.087275,24.296275,24.291432999999998,24.514436,25.054225,25.522589,25.15345,25.544172,25.904294,26.846341,27.736325,28.024365000000003,29.014206,29.472634000000003,30.161496000000003,30.737738,30.874188,30.371983,29.932790999999998,30.171469000000002,30.493664000000003,30.676454,30.310116999999998,29.847834999999996,29.637109000000002,29.4654,29.210734000000002,28.730286,27.853651
152-2800481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.285794,0.592949,0.8241290000000001,1.104976,1.386311,1.632066,2.0592200000000003,2.379712,2.615679,2.933672,3.15082,3.6842230000000002,3.989245,4.241954,4.565476,5.617439,5.428287,7.325108,7.589991,8.240909,8.665332000000001,9.181455,10.454784,12.63914,12.933196,13.242660999999998,13.636664000000001,14.204998000000002,15.100898,15.372276999999999,16.425192000000003,17.333453,19.175465,20.805457,21.347244,22.138439,22.759859,23.321266,23.839315,24.049315,24.044473999999997,24.267476000000002,24.803265,25.273629,24.90449,25.295212,25.657335,26.597381,27.492365000000003,27.775405,28.762246,29.227674,29.912537,30.488778000000003,30.623229,30.120023,29.684831,29.923509000000003,30.246703999999998,30.428494,30.064157,29.599875,29.392149,29.220440999999997,28.959775,28.485326,27.601691
153-2805944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.307156,0.5383359999999999,0.819183,1.100518,1.346273,1.773427,2.093918,2.329886,2.647878,2.865027,3.398429,3.7034519999999995,3.9561610000000003,4.278683,5.331646,5.1434940000000005,7.039314999999999,7.3021970000000005,7.952114999999999,8.379538,8.897662,10.170991,12.354347,12.648403,12.955867999999999,13.349870000000001,13.919204,14.812104999999999,15.088484,16.137398,17.04866,18.889672,20.519664000000002,21.058451,21.852645000000003,22.477065,23.036473,23.556522,23.763521,23.75768,23.979682999999998,24.517471,24.987835,24.616695999999997,25.009419,25.373541,26.311588,27.203571999999998,27.487610999999998,28.479453000000003,28.940881,29.629742999999998,30.201984999999997,30.338434999999997,29.83623,29.402038,29.635715,29.957911,30.1407,29.777364000000002,29.316082,29.106355999999998,28.931646999999998,28.676981,28.199533000000002,27.316898
