순번_정류장ID,1-2800648,2-2800328,3-2800640,4-2800634,5-2800624,6-2800619,7-2806214,8-2806242,9-2806244,10-2801157,11-2801155,12-2801151,13-2801145,14-2806923,15-2806925,16-2801129,17-2806922,18-2801115,19-2801098,20-2801070,21-2801041,22-2801025,23-2801029,24-2801014,25-2801002,26-2800973,27-2800961,28-2800957,29-2800953,30-2800950,31-2800945,32-2800942,33-2800937,34-2800935,35-2800931,36-2800930,37-2800932,38-2806921,39-2806896,40-2800875,41-2800826,42-2800919,43-2800914,44-2800911,45-2800904,46-2800889
1-2800648,0,0.19672699999999999,0.516777,0.879676,1.548977,1.8303740000000002,2.235098,2.826244,3.1390830000000003,3.9356,4.332258,4.618551999999999,5.115946,5.420506,5.738996,6.088948,6.309334,6.673952000000001,6.774831,6.830357000000001,7.179655,7.601769,7.825758,8.073417,8.250084,8.576827999999999,8.805388,8.94386,9.112877000000001,9.292997999999999,9.20862,9.304661999999999,9.632161,9.841460000000001,9.908191,9.985017,10.076391000000001,10.414676,11.175349,11.032494999999999,11.037924,11.499227000000001,11.918388,12.082456,12.616218,12.997592
2-2800328,,0,0.32105,0.683948,1.353249,1.6346459999999998,2.039371,2.6305169999999998,2.943356,3.7398730000000002,4.136531,4.422825,4.920219,5.224779,5.5432690000000004,5.893221,6.113606,6.478225,6.579103999999999,6.6346300000000005,6.983928,7.406042,7.630031,7.877689999999999,8.054356,8.3811,8.608661,8.747132,8.91715,9.098271,9.012893,9.108935,9.436433000000001,9.645733,9.712464,9.789289,9.881664,10.217948,10.979622,10.837767,10.841197,11.303499,11.722660000000001,11.886728999999999,12.419491,12.800865
3-2800640,,,0,0.36289899999999997,1.0322,1.313597,1.718321,2.3094669999999997,2.622306,3.418823,3.8154809999999997,4.101775,4.599169,4.903729,5.222219,5.572171,5.792555999999999,6.157175,6.2580540000000004,6.31358,6.662878,7.084992,7.308981,7.55664,7.733307000000001,8.06005,8.287611,8.426083,8.5951,8.776221000000001,8.691842999999999,8.787885000000001,9.115383999999999,9.324683,9.391414,9.468239,9.559614,9.897899,10.657572,10.515717,10.520147,10.98245,11.40161,11.565679,12.099441,12.480815
4-2800634,,,,0,0.669301,0.9506979999999999,1.355422,1.9465689999999998,2.259407,3.055925,3.452583,3.7388760000000003,4.236271,4.540830000000001,4.859321,5.2092730000000005,5.429658,5.794276,5.895156,5.950682,6.299980000000001,6.722094,6.9460820000000005,7.193741999999999,7.370408,7.698152,7.925712,8.063184,8.232202000000001,8.414322,8.328944,8.424986,8.752485,8.961785,9.027515,9.105341000000001,9.197716,9.533999999999999,10.295672999999999,10.153819,10.158249,10.618551,11.037711999999999,11.20178,11.735542,12.117917
5-2800624,,,,,0,0.28139699999999995,0.743121,1.334268,1.6471060000000002,2.4436240000000002,2.8402819999999998,3.126575,3.62397,3.928529,4.24702,4.596972,4.817357,5.181975,5.2828550000000005,5.338381,5.687679,6.109793,6.333781,6.581441000000001,6.758107000000001,7.084851,7.312411,7.450883,7.620900999999999,7.802021000000001,7.7166429999999995,7.812685000000001,8.140184,8.349484,8.415214,8.49204,8.584415,8.921699,9.683372,9.541518,9.544948,10.00825,10.426411,10.589478999999999,11.122241,11.503616000000001
6-2800619,,,,,,0,0.461725,1.052871,1.36571,2.162227,2.558885,2.845179,3.3425730000000002,3.647133,3.9656230000000003,4.315575,4.53596,4.900578,5.001458,5.056984,5.406282,5.828396,6.052385,6.300044000000001,6.47671,6.804454,7.0320149999999995,7.169486,7.3385039999999995,7.520625,7.435247,7.531289,7.8587869999999995,8.068087,8.133818,8.210643,8.303018,8.640302,9.400976,9.259121,9.263551,9.725853,10.145014,10.310083,10.842845,11.224219
7-2806214,,,,,,,0,0.591147,0.903985,1.7005029999999999,2.0971599999999997,2.383454,2.880849,3.1854080000000002,3.5038989999999997,3.853851,4.074236,4.438854,4.539733999999999,4.59526,4.944558,5.366672,5.59066,5.8383199999999995,6.014986,6.34273,6.56929,6.707762,6.8777800000000004,7.0579,6.973522,7.069564,7.397063,7.606363000000001,7.673093,7.749919,7.841294,8.179578,8.940251,8.798397,8.802827,9.263129,9.684289999999999,9.848358000000001,10.37912,10.762495
8-2806242,,,,,,,,0,0.312839,1.109356,1.506014,1.7923080000000002,2.289702,2.594262,2.9127520000000002,3.262705,3.4830900000000002,3.8477080000000004,3.9485870000000003,4.004112999999999,4.353411,4.775525,4.999514,5.247173,5.42384,5.750584,5.979144,6.117616,6.286633999999999,6.467754,6.382376,6.4784180000000005,6.805917,7.015216000000001,7.080947,7.157773,7.2511470000000005,7.587432000000001,8.348105,8.206251,8.21068,8.671983,9.091144,9.255212,9.787974,10.170347999999999
9-2806244,,,,,,,,,0,0.796517,1.193175,1.4794690000000001,1.976863,2.2814229999999998,2.599914,2.949866,3.170251,3.534869,3.6357480000000004,3.691274,4.040573,4.462686,4.686675,4.934335,5.111001,5.437745,5.666305,5.804777,5.973795,6.154915,6.069537,6.165579,6.493078,6.7023779999999995,6.769108,6.845934,6.938308,7.275592999999999,8.036266,7.894411999999999,7.898841,8.360144,8.779305,8.943373,9.477135,9.857510000000001
10-2801157,,,,,,,,,,0,0.396658,0.682952,1.180346,1.484906,1.803396,2.153348,2.3737340000000002,2.738352,2.8392310000000003,2.894757,3.244055,3.666169,3.890158,4.137817,4.314483999999999,4.642227,4.869788,5.00826,5.177276999999999,5.358398,5.27302,5.3690620000000004,5.696561,5.90586,5.971591,6.048417,6.1417910000000004,6.478076000000001,7.238749,7.097894,7.102324,7.564627000000001,7.982788,8.147855999999999,8.678618,9.060992
11-2801155,,,,,,,,,,,0,0.286294,0.785688,1.0902479999999999,1.4087379999999998,1.758691,1.9790759999999998,2.3436939999999997,2.6429650000000002,2.8090990000000002,3.158397,3.580511,3.8045,4.052159,4.228826000000001,4.55657,4.78413,4.921602,5.091619000000001,5.27274,5.187362,5.283404,5.6109029999999995,5.820202,5.8459330000000005,5.9237589999999996,6.016133,6.351418,7.113091000000001,6.9712369999999995,6.975666,7.438969,7.85613,8.020197999999999,8.554960000000001,8.935334
12-2801151,,,,,,,,,,,,0,0.49939399999999995,0.803954,1.1224450000000001,1.472397,1.692782,2.0574,2.355671,2.522805,2.872104,3.2942169999999997,3.5182059999999997,3.7658660000000004,3.942532,4.270276,4.497836,4.6363080000000005,4.805326,4.986446,4.901068,4.99711,5.324609,5.533908,5.560639,5.637465,5.727839,6.067124,6.827797,6.685942999999999,6.690372,7.151675,7.571836,7.734903999999999,8.268666,8.648041000000001
13-2801145,,,,,,,,,,,,,0,0.30456,0.62305,0.973002,1.193387,1.558006,1.857277,2.040411,2.389709,2.811823,3.035812,3.283471,3.4601379999999997,3.7868809999999997,4.014442,4.153914,4.322931,4.504052,4.418674,4.514716,4.842215,5.051514,5.062245,5.13707,5.231445,5.56773,6.3274029999999994,6.185548000000001,6.190978,6.653281,7.070441000000001,7.2355100000000006,7.769272,8.149646
14-2806923,,,,,,,,,,,,,,0,0.31849099999999997,0.668443,0.8888280000000001,1.2534459999999998,1.552717,1.736851,2.08515,2.507263,2.731252,2.978912,3.1555779999999998,3.482322,3.709882,3.8503540000000003,4.018372,4.200492,4.114114,4.211156,4.537655,4.746954,4.756685,4.833511,4.925885,5.26317,6.022843,5.881989,5.887418,6.346721,6.766882000000001,6.93095,7.463711999999999,7.846087
15-2806925,,,,,,,,,,,,,,,0,0.349952,0.570337,0.934955,1.234227,1.417361,1.766659,2.188773,2.412762,2.660421,2.837087,3.164831,3.3913919999999997,3.5298629999999998,3.6988809999999996,3.8800019999999997,3.7956239999999997,3.8916660000000003,4.219164,4.428464,4.4381949999999994,4.51502,4.6073949999999995,4.945679,5.706353,5.563498,5.568928,6.03023,6.450391000000001,6.61446,7.146222,7.528596
16-2801129,,,,,,,,,,,,,,,,0,0.220385,0.5850029999999999,0.884275,1.1354090000000001,1.484707,1.9068209999999999,2.13081,2.378469,2.555135,2.882879,3.11044,3.248911,3.416929,3.59905,3.513672,3.609714,3.937212,4.146512,4.088243,4.165068,4.257443,4.5937269999999994,5.3554010000000005,5.212546,5.216976,5.6802779999999995,6.099439,6.263508,6.7952699999999995,7.178644
17-2806922,,,,,,,,,,,,,,,,,0,0.365618,0.66489,0.916024,1.2653219999999998,1.6874360000000002,1.9114240000000002,2.159084,2.33575,2.6624939999999997,2.890055,3.028526,3.198544,3.378664,3.294287,3.390329,3.7178269999999998,3.9271269999999996,3.8698580000000002,3.946683,4.039058,4.376342,5.137016,4.995161,4.999591000000001,5.460893,5.881054,6.044123,6.577885,6.960259
18-2801115,,,,,,,,,,,,,,,,,,0,0.300272,0.5514060000000001,0.9007040000000001,1.322818,1.546806,1.794466,1.9711319999999999,2.298876,2.526437,2.664908,2.833926,3.015046,2.929669,3.0257110000000003,3.3532089999999997,3.5625089999999995,3.50524,3.582065,3.67444,4.011724,4.771397,4.630543,4.633973,5.097275,5.514436,5.678505,6.213267,6.593641000000001
19-2801098,,,,,,,,,,,,,,,,,,,0,0.251135,0.600433,1.0225469999999999,1.246535,1.4941950000000002,1.6708610000000002,1.9976049999999999,2.225165,2.3636369999999998,2.532655,2.713775,2.629397,2.7254389999999997,3.052938,3.262238,3.273968,3.3517940000000004,3.444169,3.780453,4.5421260000000006,4.400272,4.404701,4.866004,5.285165,5.449233,5.980995,6.36337
20-2801070,,,,,,,,,,,,,,,,,,,,0,0.349298,0.771412,0.995401,1.24306,1.419727,1.7464709999999999,1.974031,2.112503,2.281521,2.462641,2.439263,2.535305,2.862804,3.072103,3.271834,3.3486599999999997,3.4576949999999997,3.794979,4.555651999999999,4.398137999999999,4.401567,4.8638699999999995,5.282031,5.447099,5.979861,6.362235
