순번_정류장ID,1-2804988,2-2804989,3-2801243,4-2801242,5-2801247,6-2801249,7-2801253,8-2801256,9-2801265,10-2801273,11-2801294,12-2801318,13-2801325,14-2801351,15-2801363,16-2801379,17-2801433,18-2801465,19-2805642,20-2801563,21-2801598,22-2801623,23-2801653,24-2801676,25-2801186,26-2801710,27-2801727,28-2801745,29-2806034,30-2801174,31-2801722,32-2801714,33-2801712,34-2801701,35-2805300,36-2801168,37-2801686,38-2801182,39-2801662,40-2801640,41-2801579,42-2801521,43-2800236,44-2801472,45-2801453,46-2801416,47-2801198,48-2801378,49-2801197,50-2801346,51-2801327,52-2801308,53-2801284,54-2801274,55-2801269,56-2805502,57-2801259,1-2800889,2-2800909,3-2800912,4-2806928,5-2800917,6-2800920,7-2805373,8-2806791,9-2806797,10-2806795,11-2806793,12-2800498,13-2800497,14-2800493,15-2800344,16-2800481,17-2805944,18-2807434,19-2800416,20-2804855,21-2800343,22-2800303,23-2800302
1-2804988,0,0.47506000000000004,0.901243,1.076522,1.391045,1.6749889999999998,1.948805,2.310409,2.592483,2.7037,2.537293,2.9437860000000002,3.118415,3.9300050000000004,4.3397190000000005,4.61675,5.126933999999999,5.457126000000001,5.701109,5.9783550000000005,6.144906,6.396042,6.567914,6.932900999999999,6.840362,6.607469999999999,6.659714999999999,6.961049000000001,7.174253,6.478341,6.107886,6.0219059999999995,5.90488,5.617591,5.493431,5.349067,5.278378,5.079107,4.575654,4.353097,3.781964,3.602906,3.324189,3.369499,3.102191,2.737782,2.529111,2.492683,2.357913,2.007576,1.937913,1.7701369999999998,1.57108,1.347776,1.141648,0.898101,0.67885,8.316971,9.128276,9.418064999999999,9.648515,10.276375999999999,10.770964,11.425526,12.1075,13.38841,13.313903,12.93891,12.412931,12.694839,13.203170000000002,13.50397,13.753929999999999,14.036723,14.579849,16.415924,16.827735,17.250888,17.381723,17.621514
2-2804989,,0,0.430184,0.605462,0.919985,1.203929,1.477745,1.8393490000000001,2.121423,2.23264,2.066233,2.4727259999999998,2.648355,3.459946,3.8686599999999998,4.146691000000001,4.654875,4.986067,5.230049,5.507295,5.673846,5.924982,6.096854,6.461842,6.370302,6.137411,6.188655000000001,6.48999,6.703193,6.008282,5.6378260000000004,5.550846,5.43382,5.147532,5.023371,4.879007,4.807318,4.608047,4.1045940000000005,3.8820370000000004,3.3109050000000004,3.131846,2.853129,2.8984389999999998,2.6311310000000003,2.266722,2.058051,2.021624,1.886853,1.536516,1.466853,1.299078,1.100021,0.876717,0.670588,0.427041,0.20779099999999998,7.846911,8.657216,8.948006,9.177455,9.804316,10.301903999999999,10.954466,11.63444,12.917351,12.842842999999998,12.46785,11.941872,12.22478,12.731110000000001,13.032910000000001,13.280870000000002,13.566664000000001,14.107789000000002,15.943864000000001,16.356676,16.779828,16.908663,17.148454
3-2801243,,,0,0.175279,0.48980200000000007,0.773746,1.047562,1.409166,1.69124,1.802457,2.171275,2.623543,2.798172,3.6097620000000004,4.019476,4.296507,4.805691,5.136883,5.457541,5.734787,5.901338,6.152474,6.324346,6.689333,6.597794,6.364902,6.4161470000000005,6.717480999999999,6.931685000000001,6.236773,5.865318,5.778338,5.661312000000001,5.3750230000000006,5.250863,5.1064989999999995,5.03481,4.835539,4.332086,4.109529,3.538396,3.3593379999999997,3.080621,3.125931,2.858623,2.494214,2.285543,2.249116,2.114345,1.7640080000000002,1.694345,1.526569,1.327512,1.104208,0.8980799999999999,0.654533,0.435283,7.415728,8.227033,8.516822,8.747272,9.375133,9.869721,10.525283,11.205257000000001,12.488167,12.41266,12.036667,11.510688,11.793596,12.301927000000001,12.601727,12.850686999999999,13.136479999999999,13.678606,15.513681,15.928492000000002,16.350645,16.47948,16.719271
4-2801242,,,,0,0.314523,0.598467,0.872283,1.2338870000000002,1.5159610000000001,1.627178,1.995997,2.448264,2.622893,3.434484,3.8441970000000003,4.1212290000000005,4.630412000000001,4.9616050000000005,5.346587,5.623833,5.7903839999999995,6.041519999999999,6.213392,6.57838,6.773072999999999,6.539181,6.591425999999999,6.892760000000001,7.105964,6.410051999999999,6.040596,5.954616000000001,5.837591000000001,5.550301999999999,5.426142,5.281777,5.210089,5.010818,4.507364,4.284808,3.713675,3.534616,3.2559,3.3012099999999998,3.033902,2.669493,2.4608220000000003,2.424394,2.2896229999999997,1.939286,1.869623,1.701848,1.502791,1.279487,1.073359,0.8298120000000001,0.610561,7.240449000000001,8.050754,8.341544,8.571992999999999,9.198853999999999,9.694442,10.348004,11.028978,12.311889,12.238381,11.861388,11.33641,11.620318,12.126648,12.426447999999999,12.674408,12.962201,13.501326999999998,15.340402,15.752213000000001,16.175366,16.304201000000003,16.543992000000003
5-2801247,,,,,0,0.28394400000000003,0.55976,0.921364,1.203438,1.314655,1.6834740000000001,2.135741,2.3103700000000003,3.121961,3.5316739999999998,3.808706,4.31789,4.649082,5.034064,5.31131,5.477861,5.728997,5.900869,6.265857,6.491317,6.257426000000001,6.30967,6.6110050000000005,6.969513,6.298297,5.927841,5.840861,5.723835,5.437547,5.313386,5.169022,5.106388,5.274062000000001,4.770608999999999,4.548051999999999,3.976919,3.797861,3.5191440000000003,3.564454,3.297146,2.932737,2.724066,2.479083,2.215868,2.202531,1.9378540000000002,1.688092,1.227036,1.13999,1.345119,1.144335,0.925084,6.928926,7.738231,8.028021,8.258469999999999,8.885330999999999,9.381919,10.035480999999999,10.715455,11.998366,11.924858,11.550865,11.024887,11.305795,11.815125,12.113925,12.362885,12.648678,13.189804,15.027879,15.44169,15.862843,15.992678,16.232469000000002
6-2801249,,,,,,0,0.275816,0.63742,0.919494,1.0307110000000002,1.39953,1.8517970000000001,2.026426,2.838016,3.24773,3.5247610000000003,4.033945,4.365137,4.75012,5.027366000000001,5.193917,5.445053,5.616925,5.981913,6.206373,5.973481,6.025726000000001,6.3270610000000005,6.686569,6.014352,5.643897,5.556916999999999,5.439891,5.153601999999999,5.0294419999999995,4.885078,4.822444,4.990118,4.486665,4.264108,3.692975,3.5139169999999997,3.2352,3.28051,3.013202,2.648793,2.440122,2.1951389999999997,1.9319240000000002,1.9185869999999998,1.6539099999999998,1.404148,0.942091,0.8550459999999999,1.061175,1.3037219999999998,1.2090290000000001,6.643982,7.455286999999999,7.745077,7.9755259999999994,8.602387,9.097975,9.751536999999999,10.433511,11.715422,11.641914,11.265921,10.739942999999998,11.021851,11.532181,11.829981,12.079941,12.364734,12.90686,14.741935,15.156746,15.579899,15.708734,15.948525
7-2801253,,,,,,,0,0.361605,0.643679,0.754896,1.1237139999999999,1.575982,1.7506110000000001,2.562201,2.971915,3.248946,3.7581300000000004,4.089322,4.474305,4.751551,4.918101,5.169237,5.34111,5.706097,5.931558,5.698666,5.749911,6.050244999999999,6.409754,5.738537,5.368081,5.2811010000000005,5.1640760000000006,4.8777870000000005,4.753626000000001,4.609262,4.546629,4.7459,4.613647,4.391091,3.819958,3.6408989999999997,3.362182,3.407493,3.140184,2.775775,2.5671049999999997,2.322121,2.0589060000000003,2.045569,1.780892,1.531131,1.069074,0.982028,1.188157,1.4307040000000002,1.482844,6.368167,7.181472,7.471261,7.700710000000001,8.326571000000001,8.822159,9.475722,10.157695,11.440605999999999,11.366098,10.990105999999999,10.464127000000001,10.747035,11.255366,11.555166,11.804125,12.089919,12.631045,14.46812,14.879931,15.303082999999999,15.432919,15.67271
8-2801256,,,,,,,,0,0.283074,0.394291,0.763109,1.2153770000000002,1.3900059999999999,2.201596,2.61131,2.888341,3.397525,3.7287169999999996,4.1137,4.390946,4.557497,4.808633,4.980505,5.345492,5.7439599999999995,5.510068,5.562313,5.863647,6.222156,5.550939,5.180483000000001,5.093504,4.976478,4.690189,4.566029,4.421665,4.359031,4.558301999999999,4.975251999999999,4.752695,4.1815620000000004,4.002504,3.723787,3.53891,3.260789,2.8963799999999997,2.688709,2.277726,2.014511,2.245834,2.142497,1.8927349999999998,1.4306780000000001,1.343633,1.5497610000000002,1.7923080000000002,1.8444479999999999,6.182569,6.993874000000001,7.283663000000001,7.514113,8.140974,8.636562,9.290124,9.971098,11.254008,11.005494,10.630500999999999,10.103523,10.386431,10.894761,11.194561,11.443521,11.729314,12.270439999999999,14.107515,14.520326,14.943479,15.071314000000001,15.312104999999999
9-2801265,,,,,,,,,0,0.139217,0.508035,0.960303,1.134932,1.946522,2.356236,2.633267,3.142451,3.473643,3.858626,4.135872,4.302423,4.553559,4.7254309999999995,5.090418,5.4909669999999995,5.2809870000000005,5.332232,5.633566,5.992075,5.375858,5.005403,5.043423000000001,5.095397,4.809108,4.684948,4.540584,4.47795,4.677221,5.184675,5.034769,4.463636,4.284578,4.005861,3.8219839999999996,3.5428629999999997,3.1794540000000002,2.969783,2.5598,2.296585,2.527908,2.424571,2.174809,1.712752,1.625707,1.8328349999999998,2.074382,2.126522,6.463643,7.274947999999999,7.563737,7.796187,8.421047999999999,8.917636,9.571197999999999,10.253172,11.392572999999999,10.854575,10.478582000000001,9.952603,10.235511,10.743841999999999,11.043642,11.292602,11.578395,12.119521,13.956596,14.368407000000001,14.79256,14.920395000000001,15.160185999999998
10-2801273,,,,,,,,,,0,0.368818,0.8210860000000001,0.995715,1.807305,2.217019,2.49405,3.003234,3.334426,3.7194089999999997,3.9966550000000005,4.163206,4.4143419999999995,4.586214,4.951201999999999,5.35175,5.14077,5.193015,5.49535,5.853858,5.2366410000000005,4.866186,4.904205999999999,4.956180000000001,4.669891000000001,4.545731,4.401367,4.338733,4.538004,5.045458,4.968397,4.397264,4.219206,3.939489,3.7466129999999995,3.4694910000000005,3.105082,2.896411,2.4854279999999997,2.222213,2.453536,2.3581990000000004,2.109437,1.6473799999999998,1.560335,1.766464,2.009011,2.2282610000000003,6.57486,7.385165,7.675953999999999,7.906403999999999,8.532264999999999,9.027853,9.682414999999999,10.363388,11.531789999999999,10.992791,10.617799,10.09282,10.373728,10.882059,11.182858999999999,11.432819,11.715612,12.256738,14.096813000000001,14.509623999999999,14.930776999999999,15.058612,15.300403
11-2801294,,,,,,,,,,,0,0.452268,0.626897,1.438487,1.8482009999999998,2.125232,2.634416,2.965608,3.3505910000000005,3.6278370000000004,3.7943870000000004,4.0455239999999995,4.217396,4.582383,4.982931,4.7739519999999995,4.825197,5.124531,5.48604,4.8678230000000005,4.498367,4.535387,4.587362000000001,4.301073000000001,4.176913,4.032548,3.9699150000000003,4.169186,4.67664,4.599579,4.028446,3.849387,3.570671,3.378794,3.100673,2.735264,2.526593,2.1166099999999997,1.8533939999999998,2.084718,1.989381,1.7396189999999998,1.277562,1.190517,1.3966450000000001,1.6391919999999998,1.859443,6.941678,7.753983,8.044773,8.275222,8.901083,9.397671,10.051233,10.732207,11.901608,11.363610000000001,10.987617,10.460639,10.743547,11.250877000000001,11.551677,11.800637,12.08643,12.627556,14.463631,14.876442,15.301595,15.429429999999998,15.669220999999999
12-2801318,,,,,,,,,,,,0,0.174629,0.9862190000000001,1.395933,1.672964,2.1821479999999998,2.5133400000000004,2.898323,3.175569,3.3421199999999995,3.593256,3.765128,4.130115,4.530664,4.487684,4.539929,4.841263,5.200772,4.5835550000000005,4.2131,4.251119999999999,4.368144999999999,4.243805,4.119644999999999,3.975281,3.912647,4.111918,4.619372,4.564928,4.116178,4.0361199999999995,3.978164,3.6925269999999997,3.5061660000000003,3.141757,2.934086,2.523103,2.259887,2.491211,2.396874,2.147112,1.6840549999999999,1.59701,1.8031380000000001,2.0456849999999998,2.265936,7.394946000000001,8.206251,8.496039999999999,8.728489999999999,9.353351,9.848938,10.504501,11.183474,11.588115,11.051117,10.675124,10.148146,10.430054,10.939384,11.239184,11.487144,11.774937,12.316063,14.153138,14.564948999999999,14.987101999999998,15.115936999999999,15.357728
13-2801325,,,,,,,,,,,,,0,0.811591,1.2213040000000002,1.4983360000000001,2.007519,2.3387119999999997,2.723694,3.00094,3.167491,3.418627,3.590499,3.955487,4.356034999999999,4.487074,4.539319,4.840653,5.200162000000001,4.582945,4.212489,4.250509,4.367535,4.243195,4.119035,3.9746699999999997,3.912037,4.111308,4.618762,4.564318,4.114568,4.034509,4.035793,3.6919160000000004,3.5657949999999996,3.202386,2.992715,2.582732,2.319516,2.550839,2.571503,2.321741,1.8596840000000001,1.7726389999999999,1.9787669999999997,2.220314,2.441565,7.568575,8.37988,8.671669,8.902119,9.52798,10.024567,10.67813,11.359103,11.588505,11.050506,10.673513999999999,10.147535000000001,10.430442999999999,10.938774,11.239574000000001,11.488534,11.773327,12.315453,14.151527999999999,14.565339000000002,14.987491,15.117327,15.356117999999999
14-2801351,,,,,,,,,,,,,,0,0.409714,0.6867449999999999,1.195929,1.527121,1.912104,2.18935,2.3559,2.607037,2.778909,3.143896,3.5444440000000004,3.777336,4.023091,4.519044,4.877553,4.772336,4.40188,4.4399,4.556926,4.842215,4.930625,4.786261,4.723627,4.922899,5.430352,5.375909,4.926158,4.8461,4.847383,4.503507,4.377384999999999,4.013976,3.8043050000000003,3.3943220000000003,3.131107,3.3624300000000003,3.3820930000000002,3.132331,2.671275,2.584229,2.789358,3.031905,3.252155,8.382164999999999,9.194469999999999,9.48426,9.713709,10.34057,10.835158,11.48772,12.171694,11.065896,10.527897,10.151905000000001,9.625926,9.908833999999999,10.417164999999999,10.716965,10.964925,11.251717999999999,11.792844,13.629919000000001,14.042729999999999,14.465882,14.594717999999999,14.834508999999999
15-2801363,,,,,,,,,,,,,,,0,0.278031,0.790215,1.121407,1.51039,1.8026360000000001,1.9691869999999998,2.220323,2.392195,2.757182,3.15773,3.390622,3.6363769999999995,4.13133,4.490839,4.9372489999999996,4.566794,4.604814,4.721839,5.007128,5.131289,5.185975,5.123341,5.322613,5.830066,5.775622,5.325872,5.246814,5.247097,4.903221,4.788099,4.423690000000001,4.214019,3.804036,3.5408209999999998,3.7721440000000004,3.791807,3.5430449999999998,3.079988,2.992943,3.199072,3.441619,3.6618690000000003,8.791879,9.603183999999999,9.892974,10.123422999999999,10.750283999999999,11.245872,11.899434,12.188092999999999,10.905182,10.367184,9.991191,9.465212,9.747119999999999,10.256451,10.556251,10.804211,11.090003999999999,11.63213,13.469204999999999,13.882016,14.305169,14.434004000000002,14.672795
