순번_정류장ID,25-2807612,26-2807610,27-2807614,28-2804239,29-2806328,30-2804241,31-2804335,32-2804773,33-2804244,34-2806230,35-2804257,36-2804259,37-2804758,38-2804760,39-2807395,40-2804261,41-2804337,42-2807368,43-2804602,44-2803580,45-2800263,46-2800267
25-2807612,0,0.624445,2.00117,2.607402,3.072772,3.579767,4.459454,5.536215,6.722741,7.3050820000000005,7.616999000000001,8.075002,8.500853999999999,8.810042999999999,9.053606,9.261408,9.358684,9.728537,9.955786999999999,10.109291,10.33029,10.580386
26-2807610,,0,1.376725,1.982957,2.448327,2.9553220000000002,3.83501,4.91177,6.0982959999999995,6.680638,6.992553999999999,7.450557000000001,7.876410000000001,8.185597999999999,8.429162,8.636963,8.73424,9.104092,9.331342,9.484847,9.705845,9.955941000000001
27-2807614,,,0,0.612232,1.077603,1.584598,2.464285,3.5410449999999996,4.727571,5.309913,5.621829,6.079833,6.505685,6.8148729999999995,7.058437,7.266239,7.363515,7.733368,7.960617,8.114122,8.33512,8.585216
28-2804239,,,,0,0.46537,0.9723649999999999,1.852052,2.928813,4.115339,4.69768,5.009597,5.4676,5.893453,6.202641000000001,6.446204,6.654006,6.751283,7.121135000000001,7.348385,7.5018899999999995,7.722888,7.972983999999999
29-2806328,,,,,0,0.506995,1.3866829999999999,2.463443,3.649969,4.232311,4.544226999999999,5.00223,5.428083,5.737271,5.980834,6.188636,6.285913,6.655765,6.883014999999999,7.036519999999999,7.257517999999999,7.507614
30-2804241,,,,,,0,0.8796870000000001,1.956448,3.142974,3.725315,4.037232,4.495235,4.921087,5.230275,5.473839,5.681641,5.778917,6.14877,6.37602,6.529523999999999,6.750522999999999,7.000619
31-2804335,,,,,,,0,1.076761,2.263287,2.845628,3.1575450000000003,3.6155480000000004,4.0414,4.350588,4.594151999999999,4.801954,4.89923,5.269083,5.496333,5.649837000000001,5.870836,6.120932
32-2804773,,,,,,,,0,1.186526,1.775868,2.087784,2.545787,2.9716400000000003,3.280828,3.5243910000000005,3.732193,3.8294699999999997,4.199322,4.426572,4.580076999999999,4.801075,5.051171
33-2804244,,,,,,,,,0,0.589342,0.901258,1.359261,1.7851139999999999,2.094302,2.3378650000000003,2.545667,2.642944,3.012796,3.240046,3.393551,3.614549,3.864645
34-2806230,,,,,,,,,,0,0.31191599999999997,0.7699199999999999,1.1957719999999998,1.50496,1.7485240000000002,1.9563259999999998,2.053602,2.423455,2.650705,2.804209,3.025208,3.275303
35-2804257,,,,,,,,,,,0,0.458004,0.883856,1.193044,1.4366079999999999,1.64441,1.741686,2.111539,2.338788,2.492293,2.713291,2.963387
36-2804259,,,,,,,,,,,,0,0.42585200000000006,0.7350409999999999,0.9786040000000001,1.1864059999999998,1.283682,1.6535349999999998,1.880785,2.034289,2.255288,2.505384
37-2804758,,,,,,,,,,,,,0,0.309189,0.552752,0.760554,0.85783,1.227683,1.454933,1.6084370000000001,1.829436,2.079532
38-2804760,,,,,,,,,,,,,,0,0.24856399999999998,0.456366,0.553642,0.9234950000000001,1.150744,1.304249,1.525247,1.7753430000000001
39-2807395,,,,,,,,,,,,,,,0,0.207802,0.305078,0.6749310000000001,0.9021809999999999,1.055685,1.276684,1.526779
40-2804261,,,,,,,,,,,,,,,,0,0.097277,0.467129,0.694379,0.8478829999999999,1.0688819999999999,1.318978
41-2804337,,,,,,,,,,,,,,,,,0,0.37285300000000005,0.600102,0.7536069999999999,0.9746049999999999,1.224701
42-2807368,,,,,,,,,,,,,,,,,,0,0.22725,0.380754,0.601753,0.851849
43-2804602,,,,,,,,,,,,,,,,,,,0,0.153505,0.37450300000000003,0.624599
44-2803580,,,,,,,,,,,,,,,,,,,,0,0.22099899999999997,0.47109399999999996
45-2800263,,,,,,,,,,,,,,,,,,,,,0,0.250096
46-2800267,,,,,,,,,,,,,,,,,,,,,,0
