순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2804579,34-2803703,35-2807382,36-2804632,37-2806358,38-2806322,39-2806320,40-2803881,41-2803879,42-2803877,43-2803875,44-2803876,45-2803878,46-2803880,47-2803882,48-2803884,49-2803886,50-2803888,51-2806219,52-2803890,53-2803892,54-2803894,55-2803896,56-2807380,57-2807379,58-2803898,59-2803900,60-2806222,61-2804630,62-2803902,63-2803904,64-2807377,65-2803906,66-2803909,67-2803910,68-2803912,69-2804628,70-2806314,71-2803914,72-2804626,73-2804099,74-2804624,75-2804622,76-2804096,77-2804620,78-2804095,79-2804618,80-2804616,81-2804092,82-2804090,83-2806224,84-2804088,85-2804614,86-2804087,87-2804612,88-2804067,89-2804571,90-2804538,91-2804536,92-2804065,93-2800297,94-2800261,95-2804064,96-2804535,97-2804537,98-2804539,99-2804541,100-2804069,101-2804543,102-2804544,103-2804071,104-2804547,105-2804549,106-2804551,107-2804553,108-2804610,109-2804608,110-2804606,111-2804061,112-2804059,113-2804060,114-2804062,115-2800299,116-2800293,117-2804058,118-2804601,119-2804056,120-2804604,121-2804598,122-2804053,123-2804051,124-2804596,125-2804050,126-2804594,127-2804047,128-2806409,129-2804592,130-2804044,131-2804590,132-2804042,133-2804040,134-2804038,135-2804036,136-2804033,137-2800268,138-2804528,139-2804527
11-2803848,,,,,,,,,,,0,0.283984,0.796852,1.384412,1.8657810000000001,2.024795,2.358484,2.84636,3.169127,3.6153410000000004,3.9632300000000003,4.315134,4.845343,5.0987540000000005,5.483379,5.671867,5.90336,6.104155,6.645889,7.197462,7.688948,8.028226,8.555423,8.733525,9.087424,7.621061,8.515491,9.742178,12.095716,13.377559,13.618934,13.307351999999998,12.430984,13.300442000000002,13.647007,13.360895999999999,13.373028,13.787694,14.440479999999999,14.839498999999998,15.615445000000001,16.951058,17.393594,17.688663000000002,18.306388000000002,18.522423,19.641996,19.856755,20.088478,20.381923,20.835016,21.577172,22.012429,22.409692,22.702314,23.106658,23.355112,22.9045,22.567269,22.158552,21.932071,21.635245,21.131459,20.818535,20.145125,19.622388,18.993159,18.681233,18.321771,17.515264000000002,17.204616,16.679689,16.379197,15.796026000000001,15.350128,14.878473999999999,14.26249,13.476629,12.633467,12.247786999999999,11.732738000000001,11.526738,10.99858,10.770577000000001,11.486577,11.756395,12.246324000000001,12.98494,13.168951999999999,13.501477,13.683229999999998,14.055237,14.306235999999998,14.666889999999999,14.884288,15.383657000000001,15.835626000000001,16.946104000000002,16.617138,16.333517,15.865989,16.155945000000003,15.877244000000001,15.457935,14.732163,14.310482999999998,13.957199,13.219951000000002,11.935497,12.366071,13.364605,13.277123000000001,11.548555,10.663250999999999,9.763002,7.674167,7.19787,6.67583,5.600467,6.379673,6.4974680000000005,6.132415,5.8054879999999995,5.439026,5.220468,4.472614,4.549217,4.0807910000000005,3.8223480000000003
12-2806298,,,,,,,,,,,,0,0.512868,1.100428,1.581798,1.740811,2.0745,2.562376,2.885144,3.331357,3.679246,4.03115,4.5613589999999995,4.81677,5.199395,5.389883,5.619376,5.8181709999999995,6.359905,6.911478,7.404964,7.742242,8.27144,8.447541000000001,8.80344,7.339078,8.233507000000001,9.456194,11.813732,13.093575,13.33295,13.023368,12.147,13.017458,13.365023,13.078911999999999,13.089045,13.50571,14.156497,14.553514999999999,15.331461,16.665075,17.10961,17.404679,18.022404,18.23844,19.360012,19.574772,19.804495000000003,20.097939,20.551032,21.295189,21.730445,22.125709,22.41633,22.822675,23.265905,23.186484,22.848253,22.440535999999998,22.212055,21.915229,21.411443,21.101519,20.426109,19.904372,19.274143,18.961217,18.604754,17.797248,17.4866,16.960673,16.659181,16.07801,15.633111999999999,15.160457000000001,14.546474,13.757613000000001,12.913451,12.530771000000001,12.015722,11.806722,11.280563,11.053561,11.767561,12.038378999999999,12.528308,13.266924,13.448935999999998,13.783460999999999,13.966214,14.33722,14.588220000000002,14.950873999999999,15.166272,15.665641,16.11861,17.228087,16.901122,16.614501,16.146973000000003,16.438929,16.158228,15.741919000000001,15.014147,14.591467000000002,14.238183,13.502935,12.218481,12.648055000000001,13.646589,13.559107000000001,11.830539,10.945235,10.044986,7.956150999999999,7.479854,6.957814,5.8824510000000005,6.661656,6.780450999999999,6.415399,6.087472,5.72101,5.502452,4.755598,4.831201,4.362775,4.104332
13-2803849,,,,,,,,,,,,,0,0.587561,1.06893,1.2279440000000001,1.561632,2.049509,2.372276,2.81849,3.166378,3.518282,4.050491,4.301903,4.684528,4.877015,5.106508,5.307303,5.847037,6.398611,6.892097,7.229375,7.760572,7.934672999999999,8.290572000000001,6.8262100000000006,7.720639,8.945327,11.300865,12.582708,12.820083,12.5105,11.636132,12.504589999999999,12.851155,12.564044,12.578177,12.990842,13.643629,14.042648000000002,14.818594000000001,16.154207,16.596743,16.891810999999997,17.509536999999998,17.725572,18.845144,19.061904000000002,19.291627,19.585071,20.038164000000002,20.780321,21.217577,21.610841,21.903463000000002,22.309807,22.753037,23.185495,22.847264000000003,22.439547,22.212066,21.91624,21.412454,21.09853,20.427120000000002,19.903382999999998,19.275154,18.961228,18.603766,17.796259,17.485611,16.961683999999998,16.658192,16.077021,15.632123000000002,15.159469,14.545485000000001,13.755624,12.913461999999999,12.529782,12.013733,11.807733,11.279575,11.052572,11.767572,12.03739,12.527319,13.266935,13.447947000000001,13.782472,13.964225,14.337232,14.588231,14.948885,15.165282999999999,15.664651999999998,16.117621,17.227099,16.899133,16.614512,16.146984,16.43694,16.158239000000002,15.73993,15.014157999999998,14.591478,14.239194,13.499946,12.218492,12.647066,13.6991,13.611618,11.88305,10.997746000000001,10.097497,8.469019,7.9927220000000005,7.470682000000001,6.395319000000001,7.174524000000001,7.293319,6.928266000000001,6.600339,6.233878,6.015319,5.268465,5.344068,4.875642,4.6172
14-2803851,,,,,,,,,,,,,,0,0.48136899999999994,0.640383,0.9790719999999999,1.466948,1.7897150000000002,2.235929,2.583818,2.935722,3.465931,3.721342,4.101967,4.292455,4.525947,4.724743,5.266477,5.81805,6.311536,6.648814,7.178011,7.354113000000001,7.710011,6.243649,7.1360779999999995,8.362766,10.718304,12.000147,12.237522,11.928939999999999,11.052571,11.92203,12.270595,11.983483999999999,11.995616,12.408282,13.061067999999999,13.460087,14.236032999999999,15.569645999999999,16.012182,16.309251,16.926976,17.141011,18.262584,18.479343,18.709066,19.002511,19.453604000000002,20.19976,20.635017,21.030279999999998,21.322902,21.729246,22.170476999999998,22.600935,22.266703,21.855985999999998,21.629506,21.333679,20.826893,20.515969000000002,19.843559,19.318823000000002,18.689593,18.377667000000002,18.022205,17.211698000000002,16.90405,16.379123999999997,16.074631,15.49346,15.050562,14.578907999999998,13.963923999999999,13.175064,12.329901,11.947222,11.430172,11.223173,10.696014,10.471011,11.184011,11.456828999999999,11.944758,12.684374,12.867386999999999,13.200911999999999,13.382664000000002,13.754670999999998,14.00467,14.367325,14.583722,15.082091,15.536060999999998,16.644538,16.317572,16.030952,15.564423000000001,15.85638,15.575679000000001,15.157369000000001,14.430598000000002,14.008918,13.656633,12.918386,11.634931,12.064506,13.116539999999999,13.029057,11.300489,10.415185000000001,9.514937,9.056579,8.580283,8.058242,6.982879,7.762085000000001,7.87988,7.514827,7.1869,6.820439,6.60188,5.8550260000000005,5.931629,5.463203,5.20476
15-2803852,,,,,,,,,,,,,,,0,0.15901400000000002,0.49770299999999995,0.9855790000000001,1.308346,1.75456,2.102448,2.454352,2.984562,3.2379729999999998,3.620598,3.811085,4.042578,4.2413739999999995,4.783108,5.334681,5.828167,6.165445,6.694642,6.870742999999999,7.226642,5.760280000000001,6.6547089999999995,7.879397,10.234935,11.516778,11.755153,11.444571,10.569202,11.437661,11.786226,11.500115,11.512247,11.926912,12.577699,12.976718,13.752664000000001,15.088277,15.530813,15.825880999999999,16.443607,16.659642,17.781215,17.995974,18.225697,18.519141,18.972235,19.716391,20.151647,20.546910999999998,20.839533,21.245877,21.687108,22.119564999999998,21.782334,21.374617,21.146136,20.85131,20.348523999999998,20.0336,19.36119,18.837454,18.209224,17.896298,17.539835999999998,16.730329,16.421681,15.895754,15.593262,15.012091,14.566193,14.096539000000002,13.479555,12.690694,11.848532,11.465852,10.948803,10.741804,10.215645,9.987642,10.703642,10.97446,11.463389,12.202005,12.385017,12.718542,12.900295,13.272302,13.522301,13.885956,14.100353,14.599722,15.053692000000002,16.162169,15.835203,15.550582,15.082054000000001,15.37301,15.09331,14.675,13.949228,13.526548000000002,13.173264000000001,12.437016,11.154562,11.583136,12.635171000000001,12.547688,10.81912,9.933816,9.033567,9.537948,9.061652,8.539611,7.4642479999999995,8.243454,8.362249,7.996196,7.6682690000000004,7.302808,7.084249000000001,6.3363949999999996,6.412998,5.944572,5.686129
16-2803854,,,,,,,,,,,,,,,,0,0.33868899999999996,0.826565,1.149332,1.595546,1.9434349999999998,2.295339,2.827548,3.080959,3.4635839999999996,3.654072,3.885564,4.08436,4.626094,5.177667,5.6711529999999994,6.008431,6.537628,6.71373,7.069628,5.6032660000000005,6.4976959999999995,7.722383,10.077921,11.359764,11.599139,11.287557000000001,10.412189,11.281647,11.630212,11.343100999999999,11.355233,11.769899,12.420685,12.819704,13.59565,14.931263000000001,15.373798999999998,15.668868,16.286593,16.502628,17.624201,17.83896,18.068683,18.362128,18.815220999999998,19.559376999999998,19.994634,20.389897,20.682519,21.088863,21.530094000000002,21.962552,21.625320000000002,21.216603,20.989123,20.692296,20.18851,19.876586,19.203176000000003,18.68044,18.05121,17.738284,17.380822,16.573315,16.262667,15.736741,15.436248,14.854076999999998,14.409179,13.937525,13.322542000000002,12.532681,11.689518,11.306839,10.79079,10.583789999999999,10.056631,9.829628,10.544628,10.815446000000001,11.304375,12.042991,12.226004,12.559529,12.741280999999999,13.114288,13.364288,13.725942000000002,13.942339000000002,14.441707999999998,14.894678,16.004154999999997,15.677189000000002,15.391569,14.92404,15.214997,14.935296,14.516986,13.790215,13.368535000000001,13.01525,12.278003,10.994549000000001,11.424123,12.476157,12.388674,10.660107,9.774802000000001,8.874554,9.696962,9.220664999999999,8.698625,7.6232619999999995,8.402467999999999,8.520263,8.15621,7.828283,7.460821000000001,7.242263,6.496409,6.572012,6.103586,5.845143
17-2806296,,,,,,,,,,,,,,,,,0,0.48787700000000006,0.8106439999999999,1.256858,1.604746,1.95665,2.488859,2.742271,3.124896,3.315383,3.546876,3.7456709999999998,4.287405000000001,4.838979,5.332465,5.669743,6.19894,6.375041,6.7309399999999995,5.264578,6.159007,7.3836949999999995,9.739233,11.021075,11.259451,10.948868,10.0735,10.941958,11.290523,11.004412,11.016544999999999,11.43121,12.081997,12.481015,13.256962,14.592575,15.035110999999999,15.330179000000001,15.947904999999999,16.16394,17.285512,17.500272,17.729995000000002,18.023439,18.476532000000002,19.220689,19.655945000000003,20.051209,20.343830999999998,20.750175,21.191405,21.643017,21.941753,21.535035999999998,21.306555,21.009729,20.506943,20.195019,19.520608,18.998872,18.368643,18.053717000000002,17.698254000000002,16.888747,16.5781,16.053173,15.753681,15.169509,14.726612,14.253957000000002,13.639973999999999,12.852113000000001,12.008951,11.624271,11.108222,10.902222,10.374063,10.146061,10.863061,11.133878999999999,11.621808,12.361424000000001,12.544436,12.877961,13.059714,13.432720000000002,13.68072,14.042373999999999,14.258772,14.760141,15.21311,16.319587,15.994622,15.708001000000001,15.242472,15.531429000000001,15.253728,14.834418,14.107647,13.685967000000002,13.331682999999998,12.594435,11.311981,11.741555,12.793589,12.706107000000001,10.977539,10.092234,9.191986,10.030650999999999,9.554354,9.032314,7.956950999999999,8.736156,8.853951,8.489899000000001,8.160971,7.794510000000001,7.575952,6.830098,6.905701,6.4372739999999995,6.178832
18-2803605,,,,,,,,,,,,,,,,,,0,0.322767,0.768981,1.11687,1.468774,2.000983,2.254394,2.637019,2.8275069999999998,3.058999,3.257795,3.799529,4.351102,4.844588,5.181866,5.711062999999999,5.887165,6.243062999999999,4.776701,5.671130000000001,6.895817999999999,9.251356,10.533199,10.772574,10.461992,9.585623,10.455082,10.803647,10.516536,10.528668,10.943334,11.59412,11.993139,12.769085,14.104698,14.547234,14.842301999999998,15.460028,15.676063000000001,16.797635999999997,17.012395,17.242117999999998,17.535563,17.988656,18.732812,19.168069,19.563332,19.855954,20.262298,20.703529,21.15514,21.492371,21.900088,21.795431,21.497605,20.993819000000002,20.680895,20.008485,19.484748,18.856519,18.543592999999998,18.187131,17.377623999999997,17.068976,16.544048999999998,16.240557,15.660385999999999,15.213488,14.741833999999999,14.12785,13.338989000000002,12.495827,12.113147,11.597097999999999,11.390098,10.861939999999999,10.634936999999999,11.350937,11.620755,12.110684,12.8483,13.032312,13.364837,13.54759,13.920597,14.170596,14.53025,14.746648,15.248017,15.699987,16.809464000000002,16.482498,16.197877,15.730348999999999,16.020305,15.741604999999998,15.322295,14.595523000000002,14.174843,13.820559,13.082311,11.799857000000001,12.229431,13.281466,13.193983,11.465415,10.580111,9.679862,10.518527,10.042231,9.52019,8.444827,9.224033,9.341828,8.976775,8.648848,8.283386,8.064828,7.316974,7.3935770000000005,6.925151,6.666708
19-2803855,,,,,,,,,,,,,,,,,,,0,0.44621400000000006,0.7941020000000001,1.1460059999999999,1.678216,1.931627,2.314252,2.50474,2.7362319999999998,2.935028,3.4767620000000004,4.028335,4.521821,4.859099,5.3882959999999995,5.5643970000000005,5.920296,4.453933999999999,5.348363,6.5730509999999995,8.928589,10.210432,10.449807,10.138225,9.263856,10.132315,10.48088,10.193769,10.205900999999999,10.620566,11.271353,11.670372,12.446318,13.781931,14.224467,14.519535000000001,15.137260999999999,15.353295999999999,16.474869,16.689628,16.919351000000002,17.212795,17.665889,18.410045,18.845301,19.240565,19.533186999999998,19.939531,20.380762,20.832373,21.169604,21.577320999999998,21.809801999999998,21.561964,21.057178,20.746254,20.072844,19.550107999999998,18.920878,18.607951999999997,18.249489999999998,17.442982999999998,17.132335,16.607408,16.304916,15.722745000000002,15.278847,14.807193,14.449617000000002,13.660757,12.817594,12.434915,11.917864999999999,11.712866,11.184707000000001,10.957704,11.673703999999999,11.944522000000001,12.431451,13.170067000000001,13.354079999999998,13.686604999999998,13.868357000000001,14.242364000000002,14.491364,14.854018,15.070414999999999,15.569784,16.022754,17.131231,16.804265,16.519645,16.052116,16.342073000000003,16.063372,15.644062,14.917291,14.496610999999998,14.142326,13.406079,12.123625,12.552199,13.604232999999999,13.51675,11.788182,10.902878,10.00263,10.841294,10.364998,9.842957,8.767594,9.5468,9.665595,9.299542,8.971615,8.606154,8.386595,7.639741000000001,7.716344,7.247917999999999,6.989475
20-2803856,,,,,,,,,,,,,,,,,,,,0,0.347889,0.699793,1.232002,1.485414,1.868039,2.0585259999999996,2.290019,2.488814,3.030548,3.582122,4.075608,4.412886,4.942083,5.118183999999999,5.474083,4.007721,4.90215,6.126837999999999,8.482376,9.764218,10.003594,9.693011,8.817642999999999,9.686100999999999,10.033666,9.747555,9.759688,10.174353,10.82514,11.224158000000001,12.000105,13.335718,13.778254,14.073322000000001,14.691048,14.907082999999998,16.028655,16.243415,16.473138,16.766582,17.219675,17.963832,18.399088,18.794352,19.086973999999998,19.493318,19.934548,20.386159,20.723391,21.131107999999998,21.363588,21.115751,20.610965,20.300041,19.626631,19.103894,18.473665,18.161739,17.804276,16.99577,16.686122,16.161195000000003,15.859703,15.277532,14.832633999999999,14.359979000000001,14.894831,14.105970000000001,13.264807999999999,12.881128,12.365079,12.158078999999999,11.630921,11.402918,12.118917999999999,12.388736,12.878665,13.617281,13.800293,14.134818,14.315570999999998,14.688578,14.938576999999999,15.300231,15.516629,16.014998000000002,16.468968,17.576445,17.251479,16.964858,16.49933,16.788286,16.510585,16.091276,15.364504,14.942824,14.58854,13.852292000000002,12.567838,12.998412,14.050447,13.962964000000001,12.234396,11.349092,10.448843,11.287508,10.811211,10.289171000000001,9.213808,9.993014,10.111809,9.746756,9.418828999999999,9.052367,8.833809,8.085955,8.162558,7.694132000000001,7.435689
21-2806231,,,,,,,,,,,,,,,,,,,,,0,0.351904,0.8841129999999999,1.137525,1.52015,1.710637,1.94213,2.140925,2.682659,3.234233,3.7277190000000004,4.064997,4.594194,4.770295,5.126194,3.6598319999999998,4.554261,5.778949,8.134487,9.41633,9.655705000000001,9.345122,8.469754,9.338212,9.686778,9.399666999999999,9.411799,9.826464,10.477250999999999,10.87627,11.652216000000001,12.987829,13.430365,13.725432999999999,14.343159,14.559194,15.680767000000001,15.895526,16.125249,16.418692999999998,16.871786,17.615942999999998,18.051199,18.446463,18.739085,19.145429,19.586659,20.038270999999998,20.375501999999997,20.783219,21.0157,20.767862,20.264076,19.952151999999998,19.278742,18.756005,18.126776,17.81385,17.456388,16.648881,16.338233,15.813305999999999,15.511814000000001,14.929642999999999,14.484745000000002,14.013091000000001,14.620281,14.454858999999999,13.610695999999999,13.229017,12.712968,12.504968,11.977808999999999,11.750807,12.465807,12.736624,13.225554,13.964170000000001,14.147182,14.480707,14.662459,15.035466,15.286466,15.647120000000001,15.863518,16.362886,16.815856,17.926333,17.599368,17.312747,16.846218,17.136175,16.857474,16.438164,15.711393,15.289713,14.936428,14.200181,12.916727,13.346301,14.398335000000001,14.310851999999999,12.582285,11.69698,10.796732,11.635397,11.1591,10.63706,9.561697,10.340902,10.459697,10.093644,9.765717,9.399256,9.180697,8.433843,8.510446,8.042019999999999,7.783577999999999
22-2803857,,,,,,,,,,,,,,,,,,,,,,0,0.532209,0.785621,1.168246,1.358733,1.590226,1.789021,2.330755,2.882329,3.3758150000000002,3.713093,4.242290000000001,4.418391000000001,4.774290000000001,3.307928,4.202357,5.427045,7.782583,9.064426,9.303801,8.992218,8.11785,8.986308,9.334873,9.047761999999999,9.059895,9.47456,10.125347,10.524366,11.300312,12.635925,13.078461,13.373529000000001,13.991254999999999,14.207289999999999,15.328861999999999,15.543622000000001,15.773345,16.066789,16.519882,17.264039,17.699295000000003,18.094559,18.387180999999998,18.793525,19.234755,19.686367,20.023598,20.431314999999998,20.663795999999998,20.414958,19.911172,19.600248,18.925838,18.404101,17.774872,17.460946,17.104484,16.295977,15.985329,15.460401999999998,15.15891,14.576739000000002,14.131841,13.660186999999999,14.268377,14.678342,13.83518,13.4525,12.936451,12.729451,12.153293,12.104711,12.69029,12.961108,13.450037,14.188653,14.371665,14.70519,14.886942999999999,15.25995,15.509948999999999,15.871603,16.088001000000002,16.58737,17.040339000000003,18.277237,17.951272,17.666651,17.199122,17.489079,17.210378,16.792068,16.065297,15.642617000000001,15.290332000000001,14.553085000000001,13.269631,13.699205,14.750239,14.662756,12.934189,12.048884,11.148636,11.987300999999999,11.511004,10.988964,9.913601,10.692806,10.811601,10.446548,10.118621000000001,9.75216,9.533600999999999,8.786747,8.86235,8.393924,8.135482000000001
23-2806293,,,,,,,,,,,,,,,,,,,,,,,0,0.253411,0.636037,0.8265239999999999,1.058017,1.256812,1.798546,2.350119,2.8436060000000003,3.180883,3.7100809999999997,3.886182,5.10392,3.6375580000000003,4.531987,5.756673999999999,8.112212,9.394055,9.632430000000001,9.321848,8.446480000000001,9.314938,9.663503,9.377392,9.389525,9.80419,10.454977,10.853995,11.629941,12.965555,13.408091,13.703159,14.320884,14.53692,15.658492,15.873251999999999,16.102975,16.396419,16.849512,17.593669000000002,18.028925,18.424189000000002,18.71681,19.123155,19.564385,20.015995999999998,20.353228,20.760944,20.993425,20.745588,20.240802,19.928878,19.255467000000003,18.732731,18.103502,17.790575,17.433113,16.625606,16.314958999999998,15.790032,15.488539999999999,14.906367999999999,14.461471,13.989816000000001,14.597007000000001,15.008972,14.16581,13.782129999999999,13.266081,13.059080999999999,12.482922,12.545919999999999,13.019919999999999,13.290737,13.779667000000002,14.518282999999998,14.701295000000002,15.034820000000002,15.216572,15.589579,15.839579,16.201233,16.417631,16.916999,17.369969,18.796393,18.483481,18.19586,17.728331,18.021288000000002,17.741587,17.323276999999997,16.593506,16.175826,15.818542,15.082294000000001,13.800839999999999,14.229414000000002,15.282448,15.192965,13.466398000000002,12.579092999999999,11.678844999999999,12.517510000000001,12.041213,11.521173,10.443810000000001,11.223015,11.343810000000001,10.976757000000001,10.650830000000001,10.282369000000001,10.06581,9.318957000000001,9.394559,8.924133,8.667691
24-2804201,,,,,,,,,,,,,,,,,,,,,,,,0,0.382625,0.573113,0.804606,1.003401,1.5451350000000001,2.096708,2.590194,2.9274720000000003,3.456669,3.632771,5.229669,3.890969,4.785398000000001,6.010086,8.365624,9.647467,9.885842,9.575258999999999,8.699891000000001,9.568349000000001,9.917914,9.630803,9.642936,10.057601,10.708388000000001,11.107407,11.883353,13.218966,13.661501999999999,13.956570000000001,14.574295999999999,14.790331,15.911903,16.126663,16.356385999999997,16.649829999999998,17.102923,17.84708,18.282335999999997,18.6776,18.970222,19.376566,19.817795999999998,20.269408,20.606639,21.014356,21.246837,20.997999,20.495213,20.182289,19.508879,18.987142000000002,18.357913,18.043986999999998,17.686525,16.879018,16.569370000000003,16.044442999999998,15.742951000000001,15.15978,14.714882000000001,14.244228,14.850418,15.262382999999998,14.419220999999999,14.035541,13.519492000000001,13.312492,12.736334,12.799331,13.273330999999999,13.544148999999999,14.033078,14.771694,14.954706,15.288231,15.469984,15.842991,16.09299,16.454644000000002,16.671042,17.170410999999998,17.623379999999997,19.049804,18.734892000000002,18.451271,17.983743,18.274699,17.994998000000002,17.576689000000002,16.849917,16.428237,16.074953,15.337705,14.053251000000001,14.483825,15.535859,15.448376999999999,13.719809,12.834505,11.934256,12.772921,12.296624000000001,11.774583999999999,10.699221000000001,11.478427,11.597222,11.232169,10.904242,10.53778,10.319222,9.572367999999999,9.647971,9.179545,8.921102000000001
25-2806291,,,,,,,,,,,,,,,,,,,,,,,,,0,0.19048800000000002,0.42198100000000005,0.620776,1.16551,1.7170830000000001,2.210569,2.547847,3.077045,3.253146,4.850045,4.273594,5.168023000000001,6.392711,8.748249000000001,10.030092,10.269467,9.957884,9.083516,9.950974,10.299539999999999,10.013428999999999,10.025561,10.440226,11.091013,11.490032000000001,12.265978,13.601591,14.044127,14.339195000000002,14.956921,15.172956,16.294529,16.509288,16.739010999999998,17.032455,17.485548,18.229705,18.664960999999998,19.060225,19.352847,19.759191,20.200422,20.652033,20.989264000000002,21.396981,21.629462,21.380623999999997,20.877838,20.565914000000003,19.892504000000002,19.368768,18.740538,18.426612,18.06915,17.262643,16.950995000000002,16.426068,16.125576000000002,15.543404999999998,15.098507000000001,14.625853,15.233042999999999,15.645007999999999,14.800846,14.418166000000001,13.902117,13.695117999999999,13.118959,13.181956,13.655956,13.926773999999998,14.415703,15.154319000000001,15.337330999999999,15.670856,15.852609,16.225616,16.475614999999998,16.83727,17.053667,17.553036,18.006006,19.43243,19.118517,18.833896,18.365368,18.657324,18.376624,17.958314,17.231542,16.811861999999998,16.458578,15.71933,14.436876000000002,14.86745,15.918485,15.831002,14.102433999999999,13.21713,12.316881,13.155546,12.67925,12.157209,11.081846,11.861052,11.979847,11.614794,11.286866999999999,10.920405,10.701847,9.954993,10.030596000000001,9.56217,9.303727
26-2807291,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23149299999999998,0.430288,0.9750219999999999,1.5265959999999998,2.020082,2.35736,2.886557,3.0626580000000003,4.659557,4.464082,5.358511,6.583197999999999,8.938736,10.220578999999999,10.459954,10.148372,9.273004,10.142462,10.491027,10.203916,10.216049,10.630714,11.281500999999999,11.680519,12.456465,13.792079000000001,14.234614,14.529682999999999,15.147407999999999,15.363444,16.485016,16.699776,16.929499,17.222943,17.676036,18.420192999999998,18.855449,19.250713,19.543333999999998,19.949679,20.390909,20.84252,21.179752,21.587467999999998,21.819948999999998,21.572111,21.068326000000003,20.756401999999998,20.082991,19.560254999999998,18.930026,18.618099,18.260637,17.45213,17.141482,16.617556,16.315064000000003,15.733892,15.288995000000002,14.81734,15.42353,15.834496,14.991333,14.608654000000001,14.092604999999999,13.885604999999998,13.309446,13.372444,13.846444,14.117261,14.606191,15.344807000000001,15.527819000000001,15.861344,16.043096,16.416103,16.666103,17.027757,17.244155,17.743523,18.196493,19.622917,19.308004999999998,19.023384,18.555854999999998,18.846812,18.567110999999997,18.148801000000002,17.42203,17.00035,16.647064999999998,15.909818,14.626364,15.055938000000001,16.106972,16.019489,14.290922,13.405617000000001,12.505369,13.344033999999999,12.867737,12.345697,11.270334,12.049539,12.167334,11.803281,11.475354,11.108893,10.890334,10.14248,10.219083,9.750657,9.492215
27-2804203,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.198795,0.743529,1.2951030000000001,1.788589,2.125867,2.655064,2.831165,4.428064,4.695574,5.590004,6.814691000000001,9.170228999999999,10.452072,10.690447,10.379864999999999,9.504497,10.373955,10.72252,10.435409,10.447541000000001,10.862207000000001,11.512993,11.912011999999999,12.687958,14.023570999999999,14.466107000000001,14.761176,15.378901,15.594935999999999,16.716509,16.931268,17.160991,17.454435999999998,17.907529,18.651685,19.086942,19.482205,19.774827,20.181171,20.622401999999997,21.074013,21.411244,21.818960999999998,22.051442,21.802604000000002,21.298818,20.986894,20.314484,19.790748,19.161518,18.848592,18.49113,17.683623,17.373975,16.849049,16.546556,15.965385000000001,15.520487,15.047832999999999,15.655023000000002,16.066989000000003,15.223826,14.840147,14.324098000000001,14.117098,13.540939000000002,13.603936,14.077936,14.348754000000001,14.837682999999998,15.576298999999999,15.759312,16.092837,16.274589000000002,16.647596,16.897596,17.25925,17.475647,17.975016,18.427985999999997,19.85441,19.541497,19.255876999999998,18.788348000000003,19.080305,18.799604000000002,18.381294,17.655523000000002,17.232843,16.879558,16.143310999999997,14.859857,15.289431,16.340465,16.252982,14.524414000000002,13.63911,12.738862,13.577526,13.101230000000001,12.579189,11.503826,12.283032,12.401827,12.035774,11.708847,11.341386,11.123827,10.375973,10.452575999999999,9.98415,9.725707
28-2804206,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.544734,1.096307,1.589793,1.927071,2.456269,2.63237,4.229269,4.894369999999999,5.788799,7.013486,9.369024000000001,10.650867,10.889242,10.57966,9.704292,10.57175,10.920314999999999,10.634203999999999,10.646336999999999,11.061002,11.711789,12.110807000000001,12.886753,14.222367000000002,14.664903,14.959971,15.577696,15.793732,16.915304000000003,17.130064,17.359787,17.653230999999998,18.106324,18.850481,19.285737,19.681001000000002,19.973622,20.379967,20.821197,21.272807999999998,21.610039999999998,22.017756,22.250237,22.0024,21.498614,21.18569,20.512279,19.989542999999998,19.360314000000002,19.048386999999998,18.689925,17.883418,17.572771,17.047844,16.746351999999998,16.164179999999998,15.718283,15.246628,15.853819,16.264784,15.422622,15.038942,14.522893,14.315892999999999,13.739734,13.802732,14.276732,14.547548999999998,15.036479,15.775095,15.958107,16.291632,16.473384,16.846391,17.096391,17.458045000000002,17.674443,18.173810999999997,18.626781,20.053205,19.739293,19.453672,18.986143,19.2771,18.997398999999998,18.579089,17.852318,17.430638000000002,17.077353,16.340106,15.056652,15.486226,16.539260000000002,16.451777,14.72321,13.837905,12.937657000000002,13.776322,13.300025,12.777985000000001,11.702622,12.481827000000001,12.600622,12.235569,11.906642,11.540181,11.322622,10.575769000000001,10.651371000000001,10.182945,9.924503
