순번_정류장ID,1-2806577,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2804336,8-2804260,9-2807394,10-2804761,11-2804759,12-2804258,13-2804256,14-2806229,15-2804245,16-2804774,17-2804243,18-2804242,19-2806329,20-2804240,21-2807613,22-2807609,23-2807611,24-2803709
1-2806577,0,0.8194049999999999,1.088622,1.399578,1.535808,1.78358,2.121219,2.202537,2.432296,2.683836,2.957208,3.419307,3.912332,4.18527,4.770071,6.1261220000000005,7.049714,7.899547,8.44557,8.897635000000001,9.494664,10.858116,11.483937,12.104439999999999
2-2800268,,0,0.270217,0.581174,0.717404,0.965176,1.302815,1.384132,1.613891,1.865431,2.138803,2.6009029999999997,3.093927,3.3668660000000004,3.9516660000000003,5.307718,6.23131,7.081142,7.627166000000001,8.079231,8.67726,10.038712,10.665532,11.286036
3-2800264,,,0,0.31295700000000004,0.449187,0.696959,1.034598,1.115915,1.345675,1.597214,1.870586,2.3326860000000003,2.825711,3.098649,3.68345,5.0395010000000005,5.963093,6.812925,7.358949000000001,7.811014,8.409042999999999,9.771495,10.398315,11.018819
4-2807245,,,,0,0.13623,0.384002,0.725642,0.806959,1.036718,1.288258,1.5616299999999999,2.023729,2.516754,2.7896919999999996,3.374493,4.730544,5.654136,6.5039690000000006,7.049992,7.502057000000001,8.100086,9.461539,10.089359,10.709862
5-2800262,,,,,0,0.247772,0.5894119999999999,0.670729,0.900488,1.152028,1.4254,1.8875,2.3805240000000003,2.6534619999999998,3.238263,4.594314,5.517906,6.367739,6.913761999999999,7.365827,7.963856,9.326309,9.952129,10.573632
6-2807367,,,,,,0,0.34164,0.42295699999999997,0.652716,0.904256,1.1776280000000001,1.6397279999999999,2.132752,2.4056900000000003,2.990491,4.3465419999999995,5.270134,6.119967,6.66599,7.118055,7.7160839999999995,9.078536999999999,9.705357000000001,10.32586
7-2804336,,,,,,,0,0.081317,0.311077,0.562616,0.835988,1.298088,1.7911119999999998,2.0640509999999996,2.6488509999999996,4.004903,4.928495,5.778327,6.324351,6.776416,7.374445,8.736897,9.363717,9.984221
8-2804260,,,,,,,,0,0.22975900000000002,0.486299,0.759671,1.221771,1.714795,1.9877330000000002,2.572534,3.928586,4.852178,5.70201,6.248034,6.700099000000001,7.298128,8.66058,9.2874,9.907903
9-2807394,,,,,,,,,0,0.25654,0.5299119999999999,0.9920120000000001,1.485036,1.7579740000000001,2.342775,3.6988260000000004,4.622418,5.472251,6.018274,6.470339,7.0683679999999995,8.429821,9.056641,9.678144
10-2804761,,,,,,,,,,0,0.273372,0.735472,1.2284959999999998,1.501435,2.086235,3.4422870000000003,4.3658790000000005,5.215711,5.761735,6.2138,6.8118289999999995,8.174281,8.801101,9.421605
11-2804759,,,,,,,,,,,0,0.4621,0.955125,1.228063,1.815864,3.1719150000000003,4.095507,4.945339,5.491363,5.943428,6.541457,7.903909,8.530729,9.151233
12-2804258,,,,,,,,,,,,0,0.49302399999999996,0.7659630000000001,1.3537629999999998,2.7098150000000003,3.633407,4.483239,5.029262999999999,5.4813279999999995,6.079357,7.441808999999999,8.068629,8.689133
13-2804256,,,,,,,,,,,,,0,0.272938,0.8607389999999999,2.216791,3.1403830000000004,3.990215,4.536239,4.988304,5.585333,6.9477850000000005,7.574605,8.195108
14-2806229,,,,,,,,,,,,,,0,0.587801,1.9438520000000001,2.867445,3.7172769999999997,4.2633,4.715365,5.313394000000001,6.674847,7.301667,7.92317
15-2804245,,,,,,,,,,,,,,,0,1.3560510000000001,2.279644,3.129476,3.675499,4.127564,4.725593,6.087046,6.713866,7.334369000000001
16-2804774,,,,,,,,,,,,,,,,0,0.923592,1.773425,2.319448,2.771513,3.3685419999999997,4.730995,5.357815,5.978318
17-2804243,,,,,,,,,,,,,,,,,0,0.8498319999999999,1.395856,1.847921,2.44995,3.8124019999999996,4.439222,5.059726
18-2804242,,,,,,,,,,,,,,,,,,0,0.546024,0.9980889999999999,1.601118,2.9635700000000003,3.59039,4.210893
19-2806329,,,,,,,,,,,,,,,,,,,0,0.45206499999999994,1.055094,2.4175459999999998,3.044367,3.6648699999999996
20-2804240,,,,,,,,,,,,,,,,,,,,0,0.602029,1.9644810000000001,2.5913009999999996,3.211805
21-2807613,,,,,,,,,,,,,,,,,,,,,0,1.362452,1.9892720000000002,2.6097759999999997
22-2807609,,,,,,,,,,,,,,,,,,,,,,0,0.6268199999999999,1.247323
23-2807611,,,,,,,,,,,,,,,,,,,,,,,0,0.620503
24-2803709,,,,,,,,,,,,,,,,,,,,,,,,0
