순번_정류장ID,1-2805045,2-2805996,3-2803524,4-2803525,5-2803769,6-2804876,7-2803770,8-2803820,9-2806041,10-2805551,11-2806624,12-2805009,13-2805006,14-2806093,15-2806094,16-2805553,17-2806833,18-2805205,19-2805308,20-2805204,21-2802589,22-2802362,23-2802595,24-2802598,25-2805538,26-2802587,27-2802580,28-2802572,29-2802561,30-2802550,31-2802540,32-2802363,33-2802488,34-2802481,35-2802475,36-2805714,37-2806693,38-2802468,39-2802433,40-2802425,41-2802432,42-2802437,43-2802441,44-2802941,45-2802901,46-2802885,47-2802851,48-2802823,49-2802783,50-2802757,51-2802733,52-2802706,53-2807110,54-2802628
1-2805045,0,0.36903,0.636848,0.92724,1.255873,1.8130669999999998,2.180877,2.2935,2.554217,2.761071,3.1331849999999997,3.5133339999999995,3.817509,4.261279,4.463546,4.639594000000001,4.6056,4.504372,4.086733000000001,3.777506,3.4356139999999997,3.584023,3.6375,3.8055,3.6861980000000005,5.062235,5.5525,6.0258650000000005,6.358691,6.548332,6.849799000000001,7.165036,7.574486,7.686947,7.920256,7.710678,7.704567999999999,7.867236999999999,8.183958,8.403027,7.965011,7.668836,7.436476,9.281349,9.608005,9.783842,10.068023,10.250492,10.6795,11.148335000000001,11.395935,11.812882,11.909316,11.954514
2-2805996,,0,0.267818,0.55821,1.172843,1.731037,2.0978470000000002,2.210471,2.471187,2.678042,3.0501549999999997,3.430304,3.734479,4.178249,4.380516,4.556564,4.52257,4.421342,4.003703,3.6944760000000003,3.351585,3.499993,3.55347,3.7999699999999996,4.055228,5.430265,5.92253,6.395894,6.727721000000001,6.915361999999999,7.219828,7.533066000000001,7.944516,8.055977,8.103226,7.893648,7.887539,8.050207,8.298928,8.319997,7.882981,7.586806,7.353446000000001,9.199319000000001,9.524975,9.699812,9.984993,10.167461999999999,10.59647,11.067305000000001,11.312906,11.729852000000001,11.825287,11.871483999999999
3-2803524,,,0,0.290392,0.905025,1.463219,1.8300299999999998,1.942653,2.203369,2.4102240000000004,2.782337,3.162487,3.466661,3.9104309999999995,4.112699,4.288746,4.253753,4.153524,3.7358849999999997,3.426658,3.0857669999999997,3.233175,3.2876529999999997,3.534153,3.8958510000000004,5.272888,5.762153,6.2375169999999995,6.570344,6.757985000000001,7.061450999999999,7.376688000000001,7.785138000000001,7.8976,7.835408,7.6258300000000006,7.619721000000001,7.782389,8.03111,8.05218,7.614164,7.318988,7.085628,8.931500999999999,9.257158,9.432995,9.718175,9.900644,10.329653,10.798487,11.046088000000001,11.461034,11.559469,11.603666
4-2803525,,,,0,0.614633,1.171827,1.5396379999999998,1.652261,1.9129770000000001,2.119832,2.491945,2.8720950000000003,3.176269,3.620039,3.822307,3.998354,3.9643610000000002,3.862132,3.445493,3.136266,2.795375,2.9437830000000003,2.995261,3.243761,3.6064589999999996,4.980496,5.473761,5.945125,6.278951999999999,6.466593,6.770059,7.0852960000000005,7.492746,7.607208,7.545016,7.336438,7.330328999999999,7.4919970000000005,7.740717999999999,7.761788,7.324772,7.028596,6.794236,8.641109,8.965766,9.141603,9.427783,9.610252000000001,10.039261,10.508094999999999,10.754696000000001,11.171642,11.267077,11.313274
5-2803769,,,,,0,0.557195,1.050251,1.343628,1.604344,1.8111990000000002,2.183312,2.563462,2.867636,3.311406,3.513674,3.689721,3.654728,3.553499,3.13686,2.827634,2.968487,3.116895,3.170372,3.4168730000000003,3.779571,5.1546080000000005,5.6448730000000005,6.119237,6.452064,6.6407050000000005,6.943171,7.258408,7.667858,7.705181,7.237384,7.027805,7.021696,7.184365,7.432085000000001,7.454155,7.017139,6.720963,6.485603,8.332477,8.658133,8.833969999999999,9.119150999999999,9.301619,9.730628,10.199463,10.447063,10.863009,10.960444,11.005641
6-2804876,,,,,,0,0.49305699999999997,0.787434,1.048151,1.255005,1.627119,2.007268,2.311442,2.755213,2.95748,3.133528,3.098534,2.998306,2.580667,2.27144,2.45132,2.791957,2.845434,3.091934,3.454632,4.830669,5.321934,5.77007,5.947625,6.136266,6.387733,6.701969999999999,7.115419999999999,7.147987,6.681189999999999,6.470612,6.465502,6.627171000000001,6.8758919999999994,6.8979610000000005,6.459944999999999,6.16277,5.93041,7.776283,8.101939,8.277776,8.562957,8.744425999999999,9.173434,9.643269,9.889869000000001,10.305816,10.40225,10.447448
7-2803770,,,,,,,0,0.294377,0.5550930000000001,0.761948,1.134061,1.514211,1.818385,2.262156,2.464423,2.64047,2.605477,2.504248,2.087609,1.7783830000000003,1.958263,2.298899,2.352377,2.598877,2.961575,4.337612,4.827877,5.277013,5.454568,5.643209,5.893675,6.208913,6.624363000000001,6.65493,6.187133,5.9775540000000005,5.971445,6.134114,6.382834,6.404904,5.967887999999999,5.671713,5.437352,7.282226,7.608882,7.7837190000000005,8.0699,8.252367999999999,8.681377000000001,9.151212,9.397812,9.813758,9.909193,9.95539
8-2803820,,,,,,,,0,0.26171700000000003,0.46857200000000004,0.840685,1.220834,1.525009,2.161779,2.364046,2.397907,2.3121,2.210872,1.7942330000000002,1.485006,1.664886,2.005523,2.059,2.3055,2.668199,4.045236,4.5335,4.983636,5.1611910000000005,5.349833,5.600299,5.915536,6.329986,6.361553,5.893756,5.684178,5.678069,5.840737,6.0894580000000005,6.110526999999999,5.673511,5.377336,5.143976,6.988849,7.3145050000000005,7.490342,7.775523,7.957992,8.387,8.855835,9.102436,9.519382,9.615817,9.661014
9-2806041,,,,,,,,,0,0.206855,0.581968,0.962118,1.266292,1.9030619999999998,2.10533,2.13919,2.053384,1.9521549999999999,1.5355159999999999,1.226289,1.4061700000000001,1.746806,1.800284,2.046784,2.409482,3.7845190000000004,4.275784,4.724919,4.902475,5.091116,5.342582,5.65682,6.071269,6.102837,5.635039,5.425461,5.419352,5.58202,5.830741000000001,5.852811,5.4137949999999995,5.118619,4.885259,6.730132000000001,7.056789,7.231625999999999,7.516806,7.699275,8.128283999999999,8.599117999999999,8.844719,9.262665,9.3571,9.402297
10-2805551,,,,,,,,,,0,0.375114,0.755263,1.0594379999999999,1.6962080000000002,1.898475,1.932336,1.846529,1.7453009999999998,1.328662,1.019435,1.199315,1.539952,1.593429,1.8399290000000001,2.202627,3.578665,4.069929,4.518065,4.69562,4.884261,5.134728,5.449965,5.863415,5.895982,5.428185,5.2186069999999996,5.212497,5.375166,5.623887,5.644956,5.20794,4.912765,4.677405,6.5232779999999995,6.848934,7.025771000000001,7.309952,7.492421,7.921428999999999,8.390264,8.637864,9.054811,9.152244999999999,9.196442999999999
