순번_정류장ID,70-2802918,71-2802864,72-2802824,73-2802618,74-2802176,75-2802169,76-2802154,77-2801846,78-2802103,79-2802067,80-2802056,81-2802031,82-2802010,83-2801983,84-2801975,85-2805277,86-2805276,87-2805274,88-2805272,89-2801921,90-2801927,91-2801924,92-2801916,93-2801925,94-2801908,95-2801715,96-2801690,97-2803662,98-2800165,99-2803661,100-2807012,101-2807213,102-2805602,103-2805807,104-2805603,105-2805808,106-2801183,107-2801685,108-2801666,109-2801633,110-2801192,111-2801636,112-2801604,113-2801564,114-2801520,115-2801180,116-2801495,117-2801506,118-2801512,119-2801529,120-2801544,121-2801187,122-2801581,123-2801606,124-2800694,125-2800726,126-2800751,127-2800765,128-2800782,129-2800797,130-2800813,131-2803049,132-2803063,133-2803062,134-2803061,135-2803060,136-2800370,137-2800369
80-2802056,,,,,,,,,,,0,0.592116,0.76808,0.9762290000000001,1.294359,1.7619759999999998,2.053488,2.184819,2.429195,2.8964060000000003,3.239391,3.3750080000000002,4.1052800000000005,4.195826,4.668838,5.564958,6.044726,6.052814,6.32379,6.081109,5.706529,5.565713,5.333294,5.091547,4.9509419999999995,4.71636,4.310736,4.054588,4.291566,4.710997,4.9594059999999995,5.316811,5.574347,5.739498,5.8316989999999995,6.397693,6.219207,6.4564699999999995,6.5686029999999995,6.1925,6.122393,6.307983,6.518633,6.932931,6.605647,6.255653,5.910519,5.7271529999999995,5.414885,5.18938,5.6663190000000005,6.021441,6.183269999999999,6.390765,6.877732000000001,7.154286,7.032769,8.283653
81-2802031,,,,,,,,,,,,0,0.175964,0.38411300000000004,0.7022430000000001,1.1698600000000001,1.461372,1.592703,1.8370790000000001,2.30429,2.647275,2.782892,3.5131639999999997,3.8642480000000003,4.076722,4.972842,5.452611,5.460698000000001,5.732673999999999,5.488993,5.115412999999999,4.973597,4.742178,4.500431,4.3588260000000005,4.125244,3.71962,3.462472,3.70045,4.1198809999999995,4.36829,4.725695,4.983231,5.147382,5.240583,5.806577,6.132785,6.370048000000001,6.483181,6.105078,6.035971,6.221561,6.431211,6.846508999999999,6.689225,6.339231,5.993097,5.808731,5.4974620000000005,5.269958,5.748897,6.102018,6.265848,6.471342,6.960309,7.234864,7.115346000000001,8.365231
82-2802010,,,,,,,,,,,,,0,0.20815,0.52628,0.9938969999999999,1.2854079999999999,1.416739,1.6611150000000001,2.128327,2.4713119999999997,2.606928,3.3372,3.812789,3.900758,4.7968779999999995,5.2766470000000005,5.284733999999999,5.5557099999999995,5.31303,4.93845,4.797633,4.565214,4.323467,4.182862999999999,3.9482800000000005,3.542657,3.285508,3.523486,3.942917,4.191326,4.548732,4.806268,4.971418,5.063619,5.629614,5.956821,6.194085,6.306217,5.930114,5.860007,6.045597,6.256247,6.671546,6.512261,6.162267,5.818133,5.633768,5.321499,5.095994,5.574933000000001,5.9280550000000005,6.091883999999999,6.297379,6.786346000000001,7.0609,6.942383,8.191267
83-2801983,,,,,,,,,,,,,,0,0.31813,0.785747,1.077259,1.20859,1.452966,1.920177,2.263162,2.398779,3.129051,3.604639,3.6926089999999996,4.588729,5.068497,5.076585,5.348561,5.1048800000000005,4.7303,4.590484,4.357065,4.115318,3.974713,3.740131,3.3355069999999998,3.077359,3.3163370000000003,3.735768,3.984177,4.341582,4.598118,4.763269,4.8554699999999995,5.421464,5.748672,5.985935,6.099068,5.721965,5.651858,5.837448,6.047098,6.4633959999999995,6.305112,5.955118,5.6089839999999995,5.425618,5.1133489999999995,4.888845,5.364783999999999,5.719905000000001,5.883735,6.087229,6.578196000000001,6.853750999999999,6.732233,7.984118
84-2801975,,,,,,,,,,,,,,,0,0.467617,0.7591289999999999,0.89046,1.134836,1.602047,1.9450319999999999,2.080649,2.810921,3.2865089999999997,3.374479,4.270599,4.750368,5.2614790000000005,5.532455000000001,5.289775,4.915195,4.774378,4.541958999999999,4.300212,4.159608,3.925025,3.5194010000000002,3.262253,3.500231,3.919662,4.168071,4.5254769999999995,4.783012,4.948163,5.040364,5.606358999999999,5.933566000000001,6.170829,6.283962,5.906859,5.837752,6.0233419999999995,6.232991999999999,6.648289999999999,6.490006,6.139012,5.793878,5.611512,5.297244,5.073739,5.551678,5.9048,6.066629,6.274124,6.763091,7.0376449999999995,6.919128,8.167012
85-2805277,,,,,,,,,,,,,,,,0,0.292512,0.423843,0.668219,1.13543,1.478415,1.614032,2.344304,2.819893,2.9078619999999997,3.803982,4.2837510000000005,4.859405000000001,5.396314,4.855109,5.217689,5.241994999999999,5.010576,4.768829,4.627225,4.393642,3.987018,3.7298699999999996,3.9688480000000004,4.388279,4.6366879999999995,4.9940940000000005,5.250629,5.41678,5.507981,6.073976,6.4011830000000005,6.638446000000001,6.750578999999999,6.373476,6.304369,6.489959,6.699609,7.1149070000000005,6.956623,6.606628999999999,6.261495,6.077129,5.764861,5.5413559999999995,6.019295,6.3724169999999996,6.536246,6.741741,7.230708,7.504262,7.385745,8.636629
86-2805276,,,,,,,,,,,,,,,,,0,0.131331,0.375707,0.8429180000000001,1.1859030000000002,1.32152,2.051792,2.527381,2.61535,3.5114699999999996,3.9912389999999998,4.566893,5.103802,4.562597,4.925177,5.095494,5.301088,5.059341000000001,4.918736,4.684154,4.27853,4.021382,4.25936,4.678791,4.9272,5.284605,5.542141,5.708292,5.800493,6.365487,6.692695,6.929958,7.043091,6.6659880000000005,6.595880999999999,6.782471000000001,6.992121000000001,7.407419,7.248135,6.899141,6.554007,6.3696410000000006,6.057372,5.830868,6.310807,6.663928,6.827758,7.033252,7.520219,7.797774,7.678256,8.928141
87-2805274,,,,,,,,,,,,,,,,,,0,0.244376,0.711587,1.0545719999999998,1.190189,1.920461,2.39605,2.484019,3.380139,3.8599080000000003,4.435562,4.972471,4.431266,4.793846,4.964163,5.196582,5.190672,5.050066999999999,4.815485,4.409861,4.152712999999999,4.390691,4.810122,5.0585309999999994,5.415936,5.673472,5.838623,5.930823999999999,6.496818,6.824025999999999,7.061289,7.173422,6.796319,6.728211999999999,6.9138020000000004,7.122452,7.53775,7.380466,7.0304720000000005,6.685338000000001,6.4999720000000005,6.189703,5.9631989999999995,6.442138,6.795259,6.959089,7.164583,7.65355,7.928105,7.808586999999999,9.059472
88-2805272,,,,,,,,,,,,,,,,,,,0,0.467212,0.8101970000000001,0.9458129999999999,1.676086,2.1516740000000003,2.2396439999999997,3.1357630000000003,3.615532,4.191186,4.728095,4.18689,4.5494699999999995,4.719787,4.952205999999999,5.193953,5.294443,5.05986,4.654237,4.398089,4.636067,5.0544970000000005,5.303907,5.661312000000001,5.917848,6.0839989999999995,6.1762,6.741194,7.068402000000001,7.305664999999999,7.4177979999999994,7.041694000000001,6.972587,7.1581779999999995,7.367828,7.783125999999999,7.624842,7.273847999999999,6.928713,6.743347999999999,6.432079,6.2055739999999995,6.684514,7.037635000000001,7.201465,7.406959,7.895925999999999,8.17348,8.050963000000001,9.303848
89-2801921,,,,,,,,,,,,,,,,,,,,0,0.342985,0.478602,1.208874,1.684462,1.772432,2.668552,3.14832,3.723975,4.260884,3.719679,4.082259,4.252576,4.484994,4.725741999999999,4.866346,5.100929,5.122448,4.8653,5.102278,5.5217089999999995,5.770118,6.127524,6.3860589999999995,6.55121,6.642411,7.2094059999999995,7.535613000000001,7.772875999999999,7.886009,7.508906,7.439799000000001,7.625389,7.835039,8.250337,8.092053,7.741059,7.394925,7.210559,6.898291,6.675786,7.153725,7.506846,7.670675999999999,7.8741710000000005,8.365136999999999,8.640692,8.520175,9.771059
90-2801927,,,,,,,,,,,,,,,,,,,,,0,0.13561700000000002,0.8658889999999999,1.348478,1.436447,2.3325669999999996,2.812336,3.3879900000000003,3.924899,3.383694,3.7462739999999997,3.9165910000000004,4.1490089999999995,4.390757,4.531361,4.765944,5.1300669999999995,5.207285,5.445263,5.864694,6.113103,6.470508000000001,6.728044000000001,6.8931949999999995,6.985396000000001,7.551391000000001,7.878597999999999,8.115861,8.227994,7.850891000000001,7.781784,7.968374000000001,8.177024000000001,8.592322,8.434038000000001,8.084044,7.738910000000001,7.554544,7.2422759999999995,7.015771000000001,7.49671,7.849831,8.013661,8.217155,8.706122,8.983677,8.86416,10.113044
91-2801924,,,,,,,,,,,,,,,,,,,,,,0,0.730272,1.212861,1.30083,2.19695,2.676719,3.252373,3.789282,3.248077,3.610657,3.7809739999999996,4.013393,4.2541400000000005,4.394744,4.630326999999999,4.99445,5.251599,5.346058,5.765489,6.013898,6.371304,6.628839,6.793989999999999,6.886191,7.452186,7.892392999999999,8.129655999999999,8.333889,7.986508000000001,7.917401,8.103991,8.313641,8.727939,8.570655,8.220661,7.875527000000001,7.691161,7.378892,7.151388000000001,7.632327,7.985448,8.149278,8.354772,8.843739,9.120294,8.999775999999999,10.246661
92-2801916,,,,,,,,,,,,,,,,,,,,,,,0,0.48258900000000005,0.570558,1.4666780000000001,1.946447,2.5221009999999997,3.05901,2.517805,2.880385,3.0507020000000002,3.28312,3.5238680000000002,3.664472,3.899055,4.264178,4.521326999999999,4.615786,5.035216999999999,5.283626,5.641031,5.898567,6.063718,6.155919,6.721913000000001,7.162121000000001,7.3993839999999995,7.603617,7.981721,8.327307000000001,8.605897,8.814547,9.230845,9.300927,8.949933,8.605799000000001,8.421433,8.109164,7.883660000000001,8.362599000000001,8.71572,8.87955,9.083044000000001,9.574011,9.849566000000001,9.727048,10.978933
93-2801925,,,,,,,,,,,,,,,,,,,,,,,,0,0.761012,1.657132,2.136901,2.712555,3.249464,2.708259,3.070839,3.241156,3.473575,3.714322,3.8549260000000003,4.089509,4.454632,4.711780999999999,4.80624,5.225671,5.474080000000001,5.831486,6.089022,6.2541720000000005,6.346373000000001,6.912367999999999,7.352575,7.589839,7.795072,8.172175,8.516761,8.796351,9.006001,9.4203,9.776515,9.426522,9.080387,8.896022,8.585753,8.359248,8.838187,9.191309,9.353138000000001,9.560633000000001,10.0496,10.324154,10.204637,11.454522
94-2801908,,,,,,,,,,,,,,,,,,,,,,,,,0,0.89612,1.417889,1.993543,2.530452,1.9892470000000002,2.351827,2.522144,2.754563,2.99531,3.135914,3.3704970000000003,3.7356199999999995,3.992769,4.087228,4.506659,4.755068,5.112474,5.370009,5.535159999999999,5.6273610000000005,6.193356,6.6335630000000005,6.870825999999999,7.076059,7.454163,7.798749000000001,8.077339,8.286989,8.702287,9.628015,9.513491,9.168357,8.983991,8.672722,8.447218,8.926157,9.279278,9.443108,9.648602,10.137569000000001,10.412124,10.292606,11.543491
95-2801715,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5217689999999999,1.097423,1.634332,1.093127,1.4557069999999999,1.626024,1.858443,2.10019,2.2407939999999997,2.475377,2.8395,3.096649,3.1911080000000003,3.6105389999999997,3.858949,4.216354,4.47389,4.6390400000000005,4.731241000000001,5.297236,5.737443,5.9747069999999995,6.17994,6.557042999999999,6.901629,7.180219,7.39087,7.8061679999999996,8.731896,9.10089,9.493755,9.309389999999999,8.995121000000001,9.277163,9.822277,10.175398,10.337228,10.542722,11.031689,11.308243,11.187726,12.436611
96-2801690,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.575654,1.112563,0.571358,0.9339379999999999,1.104255,1.336674,1.5784209999999999,1.718025,1.9536080000000002,2.317732,2.57488,2.669339,3.0887700000000002,3.3371800000000005,3.694585,3.952121,4.117271,4.209472,4.775467,5.215674,5.452938,5.658171,6.035273999999999,6.38086,6.65945,6.868100999999999,7.283399,8.209127,8.579121,8.970986,8.785621,8.473352,8.755394,9.382786,9.735908,10.169737,10.375232,10.863199,11.048753,10.929236,12.178121
97-2803662,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.539909,0.297229,0.8802840000000001,1.0506010000000001,1.28302,1.523767,1.6643709999999998,1.6514790000000001,1.7420779999999998,1.999226,2.093685,2.513116,2.761526,3.1189310000000003,3.376467,3.541617,3.6338190000000004,4.199813,4.64002,4.8772839999999995,5.081517,5.45962,5.804206,6.082796,6.292447,6.707745,7.6334729999999995,8.003467,8.395332000000002,8.210967,7.897697999999999,8.17874,8.806132,9.159253999999999,9.593083,9.799578,10.288545,10.472099,10.353582000000001,11.603467
98-2800165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5682050000000001,1.13726,1.307577,1.539996,1.780743,1.9213470000000001,1.922455,2.013054,2.270202,2.364662,2.784092,3.032502,3.389907,3.647443,3.812593,3.9047949999999996,4.470789,4.910996,5.14826,5.352493,5.731596,6.075182,6.353773,6.564423,6.978721000000001,7.905449000000001,8.274443,8.666308,8.481943,8.169674,8.449716,9.077109,9.42923,9.86506,10.069554,10.559521,10.745075,10.624558,11.874443
99-2803661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.583056,0.753372,0.985791,1.226538,1.368142,1.602725,1.770373,2.0275220000000003,2.1219810000000003,2.541412,2.789821,3.147227,3.4047629999999995,3.5699129999999997,3.662114,4.228109,4.668316,4.9055800000000005,5.109813,5.487916,5.832502,6.111092,6.320742,6.736041,7.6617690000000005,8.031761999999999,8.423627999999999,8.239263000000001,7.9269940000000005,8.207036,8.833428,9.18655,9.622378999999999,9.826874,10.316841,10.502395,10.380878,11.631763000000001
100-2807012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.170317,0.40273600000000004,0.644483,0.785087,1.01967,1.395793,1.652942,1.7474009999999998,2.166832,2.415241,2.772647,3.030183,3.195333,3.2875339999999995,3.853529,4.293736,4.531000000000001,4.735232,5.114336,5.457922,5.736512,5.946162,6.362461,7.287189,7.657182000000001,8.049047999999999,7.864683,7.552414,7.832456,8.459848,8.81297,9.246799000000001,9.452294,9.942261,10.126814999999999,10.006298,11.257182
101-2807213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23241900000000001,0.474166,0.6147699999999999,0.849353,1.254977,1.512125,1.8213529999999998,2.240784,2.489194,2.8465990000000003,3.104135,3.269285,3.361486,3.9274809999999998,4.367687999999999,4.604952,4.809185,5.187288,5.531874,5.810464,6.0201150000000005,6.435413,7.361141,7.731135000000001,8.033230999999999,7.848866,7.536597,7.816639,8.444032,8.797153,9.231983,9.437477000000001,9.926444,10.110998,9.991481,11.241366000000001
102-2805602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.241747,0.382351,0.616934,1.022558,1.279706,1.644166,2.063596,2.3120060000000002,2.669411,2.926947,3.092098,3.184299,3.750293,4.190501,4.427764,4.6329970000000005,5.0111,5.354686,5.633277,5.843927,6.258225,7.184953,7.554947,7.799813,7.6154470000000005,7.303178,7.58322,8.210613,8.563734,8.998564,9.204058,9.693025,9.87858,9.758061999999999,11.007947
103-2805807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.140604,0.375187,0.7808109999999999,1.037959,1.402419,1.821849,2.070259,2.427664,2.6852,2.85035,2.942552,3.508546,3.948753,4.186017,4.39025,4.769353,5.112939,5.39153,5.602180000000001,6.017478,6.942206,7.3122,7.5590649999999995,7.3737,7.062431,7.342473,7.968866,8.322987,8.756817,8.963311000000001,9.451278,9.636832,9.517315,10.7672
104-2805603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23458299999999999,0.640206,0.8973549999999999,1.261814,1.681245,1.929654,2.28706,2.544596,2.709746,2.801947,3.3679419999999998,3.808149,4.045413,4.250646,4.628749,4.973335,5.251925,5.461575,5.876874,6.802602,7.172596,7.419461,7.234096000000001,6.922827000000001,7.201869,7.829261,8.183383000000001,8.617212,8.821707,9.311674,9.497228,9.376711,10.626596000000001
105-2805808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.405624,0.662772,1.027232,1.4466620000000001,1.6950720000000001,2.052477,2.310013,2.475164,2.567365,3.133359,3.5735669999999997,3.81083,4.016063,4.393166000000001,4.738752,5.016343,5.225993,5.642291,6.5680190000000005,6.937013,7.184879,7.000513000000001,6.688244,6.967286,7.594678999999999,7.9478,8.38263,8.587124000000001,9.077091000000001,9.261646,9.142128,10.391013000000001
106-2801183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.25714899999999996,0.6216079999999999,1.041039,1.289448,1.646854,1.9043889999999999,2.06954,2.161741,2.727736,3.167943,3.4052059999999997,3.610439,3.988543,4.3331290000000005,4.611719,4.821369,5.236667,6.162395,6.532389,6.777255,6.5928889999999996,6.281621,6.560663000000001,7.188055,7.541175999999999,7.976006,8.181500999999999,8.670467,8.856022,8.735505,9.985389
107-2801685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.36446,0.78389,1.0323,1.389705,1.647241,1.8123919999999998,1.904593,2.470587,2.9107950000000002,3.1480580000000002,3.3532910000000005,3.7303940000000004,4.07498,4.354571,4.5632209999999995,4.979519,5.904247,6.274241,6.520107,6.336741,6.025472,6.305514,6.932907000000001,7.286028,7.719858,7.925352,8.413319,8.599874,8.479356,9.728241
108-2801666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41943100000000005,0.66784,1.0252459999999999,1.282781,1.447932,1.540133,2.106128,2.546335,2.783599,2.9888310000000002,3.366935,3.710521,3.990111,4.199761,4.61506,5.540788,5.910781,6.301647,6.117282,5.806013,6.086055,6.713447,7.066569,7.500398,7.705893,8.19486,8.380414,8.260897,9.510781
109-2801633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24841,0.606815,0.864351,1.125502,1.249001,1.8149959999999998,2.255203,2.492467,2.6977,3.075803,3.420389,3.698979,3.9086300000000005,4.3239279999999995,5.249656,5.61965,5.882217,5.697851,5.387582,5.667624,6.295017,6.648138,7.0809679999999995,7.286461999999999,7.775428999999999,7.961983999999999,7.840466,9.091351
110-2801192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.358406,0.615941,0.876092,1.1452930000000001,1.7112880000000001,2.151495,2.388759,2.593991,2.972095,3.3166809999999995,3.595271,3.8049209999999998,4.220219999999999,5.144948,5.515941000000001,5.634807,5.450442,5.138173,5.418215,6.045607,6.397729,6.832558000000001,7.038053,7.527019999999999,7.713574,7.593057000000001,8.842941
111-2801636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.257536,0.517687,0.786888,1.352882,1.79309,2.030353,2.235586,2.61369,2.9582759999999997,3.236866,3.4465160000000004,3.861814,4.787542,5.157536,5.574669999999999,5.388965,5.076696,5.355738,5.98413,6.337251999999999,6.772081,6.977575999999999,7.465542999999999,7.653097,7.53158,8.780536
112-2801604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.261151,0.530352,1.096347,1.5365540000000002,1.7738169999999998,1.97905,2.357154,2.70174,2.98033,3.18998,3.6052779999999998,4.531006,4.901,5.319135,5.5035,5.3352319999999995,5.614274,6.241666,6.594786999999999,7.028617,7.235111,7.7240779999999996,7.909633,7.789116,8.525
113-2801564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.269201,0.8351959999999999,1.275403,1.512667,1.7169,2.096003,2.440589,2.718179,2.9278299999999997,3.343128,4.2688559999999995,4.63985,5.057983999999999,5.24235,5.595382,5.875424,6.502816999999999,6.855938,7.290767999999999,7.496262,7.9852289999999995,8.170784,8.051266,8.26285
