순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2806340,15-2803928,16-2806388,17-2806390,18-2803926
1-2800269,0,0.419283,0.773767,1.3496549999999998,1.7318779999999998,1.965875,2.139857,2.3998,2.753507,3.325432,3.528497,3.7989290000000002,4.073614,4.473401,4.886261,5.512159,5.854412,6.426508999999999
2-2805488,,0,0.354484,0.930372,1.3125950000000002,1.546592,1.7205740000000003,1.9805169999999999,2.334225,2.906149,3.109214,3.3796459999999997,3.6543309999999996,4.054118,4.466978,5.092876,5.435129,6.007226999999999
3-2807373,,,0,0.575888,0.958111,1.192108,1.36609,1.626034,1.979741,2.5516650000000003,2.75473,3.025162,3.299847,3.6996339999999996,4.112494,4.738392,5.080645,5.652743
4-2800272,,,,0,0.382223,0.61622,0.7902020000000001,1.050145,1.403853,1.9757770000000001,2.178842,2.449274,2.723959,3.123746,3.536606,4.162504,4.504757,5.076855
5-2803582,,,,,0,0.23399699999999998,0.407979,0.6679229999999999,1.0256299999999998,1.5975540000000001,1.800619,2.0710509999999998,2.345736,2.745523,3.158383,3.7842809999999996,4.1265339999999995,4.698632
6-2803603,,,,,,0,0.173982,0.433925,0.791633,1.363557,1.566622,1.8370540000000002,2.111739,2.511526,2.924386,3.5502839999999996,3.8925370000000004,4.4646349999999995
7-2803602,,,,,,,0,0.259944,0.6176510000000001,1.189576,1.392641,1.663073,1.937758,2.337545,2.7504049999999998,3.376303,3.718556,4.290653
8-2800274,,,,,,,,0,0.35770799999999997,0.929632,1.1326969999999998,1.403129,1.677814,2.077601,2.4904610000000003,3.116359,3.4586120000000005,4.03071
9-2803847,,,,,,,,,0,0.576925,0.77999,1.050422,1.325107,1.724894,2.137754,2.763652,3.105905,3.6780019999999998
10-2803599,,,,,,,,,,0,0.203065,0.473498,0.748182,1.1589690000000001,1.5718299999999998,2.197727,2.539981,3.112078
11-2804712,,,,,,,,,,,0,0.270432,0.545117,0.9559040000000001,1.3687639999999999,1.994662,2.3369150000000003,2.9090130000000003
12-2800276,,,,,,,,,,,,0,0.274685,0.685472,1.0983319999999999,1.72423,2.0664830000000003,2.6385810000000003
13-2800277,,,,,,,,,,,,,0,0.410787,0.8236469999999999,1.449545,1.791798,2.363896
14-2806340,,,,,,,,,,,,,,0,0.415861,1.041758,1.384012,1.956109
15-2803928,,,,,,,,,,,,,,,0,0.625898,0.968151,1.540249
16-2806388,,,,,,,,,,,,,,,,0,0.34225300000000003,0.914351
17-2806390,,,,,,,,,,,,,,,,,0,0.5720970000000001
18-2803926,,,,,,,,,,,,,,,,,,0
