순번_정류장ID,43-2804576,44-2804078,45-2806308,46-2804557,47-2804080,48-2804082,49-2806234,50-2804565,51-2804563,52-2804561,53-2804560,54-2806311,55-2804084,56-2804612,57-2804067,58-2804571,59-2804538,60-2804536,61-2804065,62-2800297,63-2800261,64-2803997,65-2804792,66-2800289,67-2803934,68-2806662,69-2800286,70-2803932,71-2803596,72-2800283,73-2800281,74-2800280,75-2800278,76-2806663,77-2804031,78-2800260,79-2800275,80-2804713,81-2803598,82-2803600,83-2800273,84-2803601,85-2804331,86-2803581,87-2800271,88-2805489,89-2807150,90-2804581,91-2804582,92-2800267,93-2804032
43-2804576,0,0.822276,1.032693,1.8672,2.313955,2.549357,2.8769880000000003,3.203278,3.6585330000000003,4.070727,4.5623830000000005,4.914926,5.383013,5.857528,6.393493,5.550331,5.217231,5.73528,5.94228,6.519438,6.743441000000001,7.28223,7.7802929999999995,8.187428,8.641177,9.003299,9.943346,10.83533,11.11937,12.109211,12.571639,13.259501,13.832742999999999,13.969194,14.915895,15.547796,15.784474,16.106669,16.289459,16.77776,17.238042,17.449769,17.621477,17.878142999999998,18.363591,18.862455999999998,19.237226,19.565489000000003,19.862444,20.226529,19.805907
44-2804078,,0,0.21041700000000002,1.045924,1.492679,1.7280810000000002,2.0557119999999998,2.382002,2.838257,3.250452,3.742107,4.09365,4.562737,5.037252,5.826112999999999,5.863725,5.530625,6.048674,6.255673000000001,6.832832000000001,7.056835,7.595624000000001,8.093687,8.500821,8.954571000000001,9.316692999999999,10.256739999999999,11.148724000000001,11.432763000000001,12.422605,12.885033,13.572895,14.146137,14.282587,15.228288000000001,15.861189999999999,16.096868,16.419063,16.601851999999997,17.090154000000002,17.552436,17.761162,17.933871,18.191537,18.676985000000002,19.17685,19.54962,19.877882999999997,20.175838,20.539923,20.119301
45-2806308,,,0,0.835507,1.282262,1.517664,1.8452950000000001,2.170585,2.62784,3.040034,3.53169,3.883233,4.35232,4.826835,5.615696,6.074142,5.741042,6.259091000000001,6.4660910000000005,7.043249,7.267252,7.8060410000000005,8.304103999999999,8.711238999999999,9.164988000000001,9.52711,10.467157,11.358141,11.643181,12.633022,13.09445,13.783311999999999,14.355554000000001,14.492004999999999,15.437706,16.069607,16.306285,16.629479999999997,16.81227,17.300570999999998,17.760853,17.972579999999997,18.144288,18.401954,18.886402,19.386267,19.759037,20.0873,20.384255,20.74934,20.329718
46-2804557,,,,0,0.44675600000000004,0.682157,1.009789,1.3350790000000001,1.791333,2.203528,2.695184,3.046727,3.5158139999999998,3.990329,4.779189,5.622351999999999,6.006031,6.5230809999999995,6.73108,7.308239,7.532242,8.07103,8.569094,8.975228,9.428978,9.7911,10.731147,11.623130999999999,11.907169999999999,12.897011000000001,13.360439999999999,14.047301999999998,14.621544,14.756994,15.702695,16.333597,16.572274,16.89347,17.077258999999998,17.564560999999998,18.026843,18.236569,18.408277,18.666943,19.149392000000002,19.651256,20.025026999999998,20.353289,20.650245,21.014329,20.593707000000002
47-2804080,,,,,0,0.235402,0.563033,0.888323,1.344578,1.7567720000000002,2.248428,2.599971,3.069058,3.5435730000000003,4.332433999999999,5.175596,5.5592760000000006,6.076325,6.283325,6.861483,7.084486,7.623275,8.122338000000001,8.529473,8.983222,9.345344,10.286391,11.177375,11.461414999999999,12.451255999999999,12.913684,13.601545999999999,14.173788,14.310239000000001,15.25694,15.888841000000001,16.123519,16.445714000000002,16.630504000000002,17.117805,17.580087,17.789814,17.962522,18.220188,18.702636,19.205501,19.578271,19.905534,20.202489,20.568573999999998,20.146952
48-2804082,,,,,,0,0.327631,0.652921,1.109176,1.5213709999999998,2.013026,2.364569,2.833656,3.3081709999999998,4.097032,4.940194,5.322874,5.840923,6.047923,6.625081,6.8490839999999995,7.387873,7.885936,8.293071000000001,8.74682,9.108943,10.048989,10.940973,11.225013,12.214853999999999,12.676282,13.364144,13.938385999999998,14.074836999999999,15.020538,15.652439000000001,15.890117000000002,16.211312,16.394102,16.882404,17.342685,17.553411999999998,17.72512,17.983786,18.469235,18.969099,19.340869,19.669132,19.967088,20.331172,19.91155
49-2806234,,,,,,,0,0.32529,0.7815449999999999,1.19374,1.685395,2.036938,2.506025,2.98054,3.7694010000000002,4.612563,4.996243,5.513292,5.721292,6.29845,6.522453,7.061242,7.559305,7.9664399999999995,8.420189,8.782311,9.723358000000001,10.613342,10.898382000000002,11.887222999999999,12.349651,13.037513,13.610755,13.747206,14.692907,15.324807999999999,15.562485999999998,15.883681,16.066471,16.554772,17.016054,17.226781,17.398489,17.656155,18.141603,18.641468,19.015238,19.343501,19.639456,20.004541,19.584919
50-2804565,,,,,,,,0,0.456255,0.868449,1.360105,1.711648,2.180735,2.65525,3.444111,4.287273,4.669953,5.1890019999999994,5.395002,5.97216,6.196162999999999,6.734952000000001,7.234014999999999,7.64015,8.093899,8.456021,9.396068,10.288052,10.572092,11.561933,12.023361,12.714222999999999,13.287465,13.420916,14.366617000000002,14.998517999999999,15.235195999999998,15.557391,15.742181,16.230482000000002,16.689764,16.902491,17.074199,17.329864999999998,17.816313,18.314178,18.690948000000002,19.019211,19.313166,19.678251,19.259629
51-2804563,,,,,,,,,0,0.412195,0.9038510000000001,1.255393,1.72448,2.198995,2.9878560000000003,3.8310190000000004,4.213698,4.731747,4.938747,5.515906,5.739908,6.278697,6.77676,7.183895,7.637644,7.999766999999999,8.939813000000001,9.831797,10.115836999999999,11.105678,11.567105999999999,12.255969,12.828211,12.965661,13.910362,14.543263,14.779941,15.102135999999998,15.284926,15.773228,16.233508999999998,16.445235999999998,16.616944,16.87361,17.359059,17.858923,18.232692999999998,18.560956,18.857912,19.221996,18.802374
52-2804561,,,,,,,,,,0,0.49165600000000004,0.843199,1.312286,1.7868009999999999,2.575662,3.418824,3.802504,4.320553,4.527553,5.103711,5.327714,5.867503,6.365566,6.772701,7.22645,7.587572,8.529619,9.419603,9.703643,10.694484,11.156912,11.843774,12.418016,12.554466,13.499167000000002,14.132069,14.367747,14.689942000000002,14.872732000000001,15.361032999999999,15.822315,16.034042000000003,16.20575,16.463416,16.946864,17.446729,17.820498999999998,18.148761999999998,18.446717,18.810802,18.390179999999997
53-2804560,,,,,,,,,,,0,0.351543,0.82063,1.295145,2.084006,2.927168,3.3108480000000005,3.828897,4.035897,4.613055,4.837058,5.375847,5.8739099999999995,6.281045,6.734794,7.096916,8.036963,8.928947,9.212987,10.202828,10.665256,11.353117999999998,11.92636,12.062811,13.008512,13.640413,13.877091,14.199285999999999,14.382076000000001,14.870377,15.331659,15.542385999999999,15.714094000000001,15.97176,16.456208,16.956073,17.329843,17.658106,17.955060999999997,18.320145999999998,17.899524
54-2806311,,,,,,,,,,,,0,0.469087,0.943602,1.732463,2.575625,2.9583049999999997,3.476354,3.683354,4.2605129999999996,4.484515,5.023304,5.521367,5.928502,6.382251,6.7443740000000005,7.68542,8.577404,8.861444,9.851285,10.313713,11.001575,11.574817,11.711267999999999,12.656969,13.288870000000001,13.525548,13.847743,14.030532999999998,14.518835000000001,14.980116,15.190843,15.362551000000002,15.620217000000002,16.104666,16.60453,16.9783,17.306563,17.603519,17.968603,17.547981
55-2804084,,,,,,,,,,,,,0,0.47451499999999996,1.263376,2.106538,2.489218,3.0072669999999997,3.214267,3.791425,4.015428,4.5542169999999995,5.0522800000000005,5.459415,5.913164,6.275286,7.2163330000000006,8.108317,8.391357000000001,9.381198,9.843625999999999,10.531488000000001,11.10573,11.242181,12.187882,12.818783,13.055461,13.377656,13.560445999999999,14.048747,14.510029000000001,14.720756,14.892464000000002,15.151129999999998,15.635578,16.134443,16.508213,16.837476000000002,17.134431,17.498516,17.077894
56-2804612,,,,,,,,,,,,,,0,0.7888609999999999,1.632024,2.014703,2.532752,2.739752,3.316911,3.5409129999999998,4.079701999999999,4.577765,4.9849,5.438649,5.800772,6.740817999999999,7.631802,7.917842,8.905683,9.369111,10.056974,10.630215,10.766666,11.711367,12.343268,12.579946000000001,12.904141000000001,13.085931,13.573232999999998,14.034514000000001,14.245241,14.416948999999999,14.674615,15.159064,15.659928,16.032698,16.362961,16.657917,17.024001000000002,16.602379
57-2804067,,,,,,,,,,,,,,,0,0.8431629999999999,1.225842,1.743891,1.950891,2.52805,2.752053,3.2908410000000003,3.788905,4.196039,4.649788,5.0119110000000004,5.951957,6.842942,7.126981,8.117822,8.58025,9.268113,9.841355,9.977805,10.923506,11.555407,11.792085,12.11428,12.29607,12.784372,13.246653,13.45638,13.628088,13.885754,14.370203,14.871067000000002,15.244837,15.5731,15.870056,16.235139999999998,15.814518
58-2804571,,,,,,,,,,,,,,,,0,0.38368,0.9017290000000001,1.108729,1.685887,1.90989,2.4486790000000003,2.946742,3.3538769999999998,3.8076260000000004,4.169748,5.1107949999999995,6.0007790000000005,6.285819,7.27566,7.738088,8.42495,8.999191999999999,9.135642,10.081342999999999,10.712245,10.950923,11.273117999999998,11.454908,11.942209,12.404491,12.615217999999999,12.785926,13.043592,13.53004,14.028904999999998,14.401675,14.730938,15.027892999999999,15.393978,14.972356
59-2804538,,,,,,,,,,,,,,,,,0,0.518049,0.7250489999999999,1.302208,1.52621,2.0649990000000003,2.563063,2.970197,3.423946,3.7860690000000004,4.727115,5.6181,5.902139,6.89198,7.354408,8.042271000000001,8.615513,8.751963,9.697664,10.329564999999999,10.566243,10.888438,11.071228,11.55953,12.020811,12.231538,12.403246000000001,12.660912,13.145361,13.645225,14.018995,14.347257999999998,14.644214000000002,15.009298000000001,14.588676000000001
60-2804536,,,,,,,,,,,,,,,,,,0,0.207,0.786159,1.010161,1.54895,2.047013,2.454148,2.907897,3.27002,4.210066,5.10205,5.38609,6.375931,6.838359,7.526222,8.099463,8.235914,9.181614999999999,9.813516,10.050194,10.372389,10.555178999999999,11.043481,11.504762,11.715489,11.887197,12.144863,12.629311999999999,13.129176000000001,13.502946,13.831209,14.128165,14.493248999999999,14.072626999999999
61-2804065,,,,,,,,,,,,,,,,,,,0,0.579159,0.803162,1.34195,1.840014,2.247148,2.700898,3.06302,4.003067,4.894051,5.17909,6.168931,6.631359,7.319222,7.892464,8.028914,8.974615,9.606517,9.843194,10.165389999999999,10.348179,10.836481,11.297763,11.508488999999999,11.680197,11.937863,12.422312,12.922176,13.295947,13.624209,13.921165,14.286249,13.865626999999998
62-2800297,,,,,,,,,,,,,,,,,,,,0,0.227003,0.8147909999999999,1.3128549999999999,1.719989,2.173739,2.535861,3.4769080000000003,4.366892,4.652931,5.641773000000001,6.103201,6.793063,7.365305,7.5027550000000005,8.448456,9.080358,9.316035000000001,9.637231,9.82002,10.309322,10.771604,10.98133,11.152039,11.411705,11.894153,12.396018,12.768788,13.098051,13.395006,13.759091,13.339469
63-2800261,,,,,,,,,,,,,,,,,,,,,0,0.587789,1.085852,1.492987,1.946736,2.308859,3.2489049999999997,4.140889,4.423929,5.415769999999999,5.8761980000000005,6.5640600000000004,7.138302,7.274753,8.220454,8.851355,9.088033,9.410228,9.594018,10.081319,10.544601,10.753328,10.926036,11.183702,11.668151,12.169015,12.542785,12.870047999999999,13.166003,13.531088,13.111466
64-2803997,,,,,,,,,,,,,,,,,,,,,,0,0.498064,0.906198,1.359947,1.72207,2.663116,3.555101,3.83814,4.827980999999999,5.2904089999999995,5.9782720000000005,6.551514,6.687964,7.633665,8.265566,8.502244000000001,8.824439,9.007228999999999,9.495531,9.956812,10.167539,10.339247,10.596913,11.081362,11.581226,11.954996000000001,12.283259,12.580214999999999,12.945299,12.524677
65-2804792,,,,,,,,,,,,,,,,,,,,,,,0,0.40813499999999997,0.861884,1.224006,2.164053,3.055037,3.3390769999999996,4.329918,4.792346,5.480208,6.05345,6.1899,7.134600999999999,7.767503,8.004180999999999,8.326376,8.509166,8.997467,9.458749000000001,9.668476,9.840183999999999,10.09785,10.583298,11.083163,11.456933,11.786196,12.082151,12.447236,12.025614
66-2800289,,,,,,,,,,,,,,,,,,,,,,,,0,0.45375,0.815872,1.7559189999999998,2.646903,2.930942,3.920783,4.383212,5.071073999999999,5.644316000000001,5.780766000000001,6.7264669999999995,7.358369000000001,7.595046000000001,7.917242,8.100031,8.588333,9.049615,9.260341,9.432049000000001,9.689715,10.174164,10.674028999999999,11.047799000000001,11.376062,11.673017,12.038101,11.61748
67-2803934,,,,,,,,,,,,,,,,,,,,,,,,,0,0.362122,1.303169,2.194153,2.478193,3.468034,3.9304620000000003,4.618323999999999,5.191566000000001,5.328016000000001,6.273718,6.905619000000001,7.142297,7.464492,7.647282000000001,8.135583,8.596865,8.807592,8.9793,9.236966,9.721414,10.221279,10.595049000000001,10.923312,11.220267,11.585352,11.16473
68-2806662,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.941047,1.833031,2.1170709999999997,3.106912,3.56934,4.2572019999999995,4.830444,4.966894,5.912595,6.544497,6.781175,7.10337,7.286160000000001,7.774461,8.235743,8.44647,8.618178,8.875844,9.360292,9.860157000000001,10.233927,10.56219,10.859145,11.22423,10.803608
