순번_정류장ID,11-2805829,12-2805828,13-2806215,14-2800622,15-2800627,16-2800633,17-2800639,18-2800327
11-2805829,0,0.14726,0.816411,1.3026389999999999,1.641996,2.1128720000000003,2.498693,2.793295
12-2805828,,0,0.669151,1.1553790000000002,1.494736,1.965612,2.351433,2.646035
13-2806215,,,0,0.880283,1.219639,1.296461,1.682282,1.9768849999999998
14-2800622,,,,0,0.339357,0.869233,1.2550540000000001,1.549656
15-2800627,,,,,0,0.529877,0.915697,1.2103
16-2800633,,,,,,0,0.385821,0.680424
17-2800639,,,,,,,0,0.294603
18-2800327,,,,,,,,0
