순번_정류장ID,1-2804802,2-2800361,3-2800359,4-2800357,5-2805323,6-2800474,7-2800329,8-2800365,9-2800445,10-2805599,11-2800437,12-2800405,13-2800400,14-2800398,15-2800396,16-2800394,17-2804826,18-2804827,19-2804828,20-2800322,21-2800428,22-2800432,23-2800435,24-2800440,25-2800446,26-2800393,27-2800472,28-2800478,29-2800482,30-2800488,31-2800494,32-2800496,33-2800499,34-2805303,35-2800512,36-2800521,37-2800524,38-2800539,39-2800545,40-2800337,41-2800559,42-2800572,43-2800578,44-2800580,45-2805741,46-2806742,47-2806744,48-2806174,49-2806730,50-2807462,51-2806214,52-2800622,53-2800627,54-2800336,55-2800658,56-2800670,57-2800345,58-2803643,59-2803791,60-2801474,61-2801464,62-2801178,63-2801179,64-2801439,65-2801180,66-2801507,67-2801536,68-2801557,69-2801602,70-2801647,71-2801634,72-2801667,73-2801680,74-2801698,75-2801714,76-2801712,77-2801701,78-2805300
1-2804802,0,0.767798,1.125092,1.516278,2.322912,3.5734550000000005,3.8931910000000003,4.141591,4.354364,4.525047,4.678828,5.6382,7.049842999999999,7.286917,7.552085000000001,7.790616,8.126927,8.550165,8.314195,7.325236,7.269473,6.607684,6.306246,6.025955000000001,5.292396,4.706955000000001,4.7114080000000005,4.85844,5.073221,5.008828,5.384951999999999,5.8058190000000005,6.094455,7.1065190000000005,7.586380999999999,8.033675,8.298624,9.029948,9.61861,9.810312,10.148201,10.35179,10.291469000000001,10.221091,10.394528,10.705871,11.863519,12.200696,12.708083,12.830771,12.187385,12.741711,13.080067,13.52615,13.77945,14.040875,14.437454999999998,14.523755,16.447975,16.407212,16.657226,16.827197,17.339539000000002,17.253382000000002,17.796301999999997,17.818194000000002,18.065038,18.405195000000003,18.539591,19.15399,19.252691,19.591131,19.953114000000003,19.993354999999998,19.903955,20.018981,20.298641,20.17448
2-2800361,,0,0.357294,0.7484810000000001,1.556115,2.806658,3.126393,3.374794,3.5875660000000003,3.75825,3.912031,4.871403,6.283046,6.5201199999999995,6.785288,7.0238190000000005,7.360130000000001,7.783367999999999,7.547397999999999,6.558439,6.5036760000000005,5.840886,5.540449,5.2601580000000006,4.526599,3.9401580000000003,3.945611,4.091643,4.306424,4.242030000000001,4.618154,5.039021,5.3276580000000004,6.338722,6.819584,7.266877,7.531826,8.263150999999999,8.850813,9.043514,9.381403,9.584992999999999,9.524672,9.453294,9.627730999999999,9.939072999999999,11.096722,11.433899,11.940286,12.062974,11.419587,11.974914,12.31427,12.758353,13.012653,13.274076999999998,13.670658,13.754957999999998,15.681178,15.641414000000001,15.889429000000002,16.0604,16.571742,16.484585,17.029504,17.051397,17.298241,17.638398000000002,17.770794,18.388192999999998,18.484894,18.823332999999998,19.186317000000003,19.227558,19.136158,19.252184,19.530844000000002,19.406682999999997
3-2800359,,,0,0.391187,1.19882,2.449364,2.769099,3.0174990000000004,3.2302720000000003,3.400955,3.5547370000000003,4.514108,5.925751,6.162825,6.427993,6.666524000000001,7.002836,7.426074000000001,7.190103,6.200145,6.145382,5.483592,5.182155000000001,4.902864,4.169304,3.582864,3.588317,3.7343480000000002,3.949129,3.884736,4.26086,4.6817269999999995,4.970364,5.981428,6.462289,6.9095830000000005,7.174532000000001,7.906855999999999,8.493518,8.68622,9.024109,9.227699000000001,9.167378,9.095999,9.271436999999999,9.582778999999999,10.740428,11.076605,11.583992,11.70468,11.063293,11.618619,11.955976,12.401059,12.656359,12.916783,13.312364,13.398664000000002,15.323882999999999,15.285120000000001,15.531135,15.703106,16.216448,16.128291,16.67321,16.693103,16.940947,17.282103,17.4135,18.029899,18.1296,18.465039,18.829023,18.871264,18.777864,18.896889,19.17555,19.051389
4-2800357,,,,0,0.806634,2.0571770000000003,2.376912,2.6253130000000002,2.838085,3.008769,3.16255,4.1219220000000005,5.533565,5.770639,6.035807,6.274337999999999,6.610649,7.033886999999999,6.796917,5.807958,5.754194999999999,5.091406,4.790968,4.510676999999999,3.777118,3.190677,3.19513,3.342162,3.556943,3.49255,3.8686730000000003,4.289541000000001,4.578176999999999,5.590241000000001,6.071103,6.518397,6.783346000000001,7.51467,8.102332,8.295033,8.632922,8.836511999999999,8.776191,8.704813,8.87825,9.189592999999999,10.348241,10.684417999999999,11.191805,11.312493,10.670107000000002,11.225433,11.564789,12.009872,12.263172,12.526597,12.922177,13.007477,14.932697000000001,14.892934,15.140948000000002,15.311919,15.823260999999999,15.736104000000001,16.281024,16.301916000000002,16.54976,16.887917,17.023313,17.638711999999998,17.736413,18.074853,18.436836,18.478077,18.386677,18.503703,18.783363,18.659202
5-2805323,,,,,0,1.257544,1.577279,1.82568,2.038452,2.209135,2.362917,3.322289,4.733931,4.971005,5.236173,5.474704,5.811016,6.234254,5.996283,5.007325,4.953562000000001,4.2907720000000005,3.991335,3.7100440000000003,2.9774849999999997,2.390044,2.395497,2.542528,2.756309,2.692916,3.06904,3.489907,3.778544,4.790608,5.2704699999999995,5.718763,5.983712000000001,6.714036,7.301698,7.4944,7.833289,8.035879,7.976558,7.9051789999999995,8.078617,8.390959,9.547608,9.884785,10.392172,10.513860000000001,9.870472999999999,10.424799,10.764156,11.211238999999999,11.462539,11.724963,12.120544,12.206844,14.133063,14.0923,14.340314999999999,14.510285999999999,15.022628,14.936471,15.482389999999999,15.502282999999998,15.751126999999999,16.089283,16.22268,16.839079,16.93778,17.274219,17.638203,17.677444,17.587044,17.70407,17.98273,17.857569
6-2800474,,,,,,0,0.321735,0.570136,0.7829079999999999,0.953592,1.107373,2.066745,3.478388,3.715462,3.98063,4.219161,4.555472,4.9787099999999995,5.703261,5.447781,5.393018,4.730228,4.429791000000001,4.1495,3.4159410000000006,2.8295,2.834953,2.980985,3.195766,3.184372,3.560496,3.9813629999999995,4.27,5.282064,5.762926,6.21022,6.475168,7.206492999999999,7.794155,7.9868559999999995,8.324745,8.528335,8.468014,8.396636,8.571073,8.882415,10.040064,10.377241,10.883628,11.005316,10.36293,10.917256,11.256611999999999,11.702695,11.954995,12.217419,12.613,12.6983,14.625520000000002,14.585756,14.831771,15.003742,15.516084,15.428927,15.973847,15.994739000000001,16.241583,16.58074,16.715135999999998,17.330535,17.429236,17.765675,18.128659,18.1709,18.0795,18.196526000000002,18.475185999999997,18.351025
7-2800329,,,,,,,0,0.248401,0.46217299999999994,0.632857,0.7866380000000001,1.7460099999999998,3.157653,3.3947269999999996,3.6598949999999997,3.898426,4.234737,4.657975,5.382526,5.126046,5.0722830000000005,4.4094940000000005,4.109056,3.828765,3.095206,2.5087650000000004,2.514218,2.66025,2.8750310000000003,2.863638,3.239761,3.660629,3.949265,4.961329,5.442191,5.889485,6.154433,6.885758,7.47342,7.666121,8.004010000000001,8.2076,8.147279,8.075901,8.250338000000001,8.561681,9.719329,10.056506,10.562892999999999,10.685580999999999,10.042195,10.597521,10.935877,11.38096,11.63526,11.897684,12.293265,12.378565,14.304785,14.265022,14.512035999999998,14.683007,15.195348999999998,15.108192,15.653112,15.674004,15.921848,16.260005,16.394401000000002,17.0108,17.107501,17.44594,17.808923999999998,17.850165,17.758765,17.875791,18.154451,18.03029
8-2800365,,,,,,,,0,0.213773,0.384456,0.538237,1.497609,2.909252,3.1463259999999997,3.4114940000000002,3.650025,3.9863370000000002,4.409575,5.134125,4.877644999999999,4.823883,4.161093,3.8606550000000004,3.580365,2.846805,2.260365,2.2658169999999997,2.411849,2.62663,2.615237,2.991361,3.412228,3.7008650000000003,4.7119279999999995,5.1927900000000005,5.641083999999999,5.906033,6.637357000000001,7.2250190000000005,7.416721000000001,7.755610000000001,7.959199000000001,7.898878,7.8275,8.000937,8.31328,9.469928,9.807106,10.313493,10.43618,9.793794,10.34912,10.686477,11.13256,11.384859,11.649284,12.043865,12.130165,14.054383999999999,14.015621,14.261636,14.434607000000002,14.946948999999998,14.859791,15.404710999999999,15.424603,15.673448,16.011604000000002,16.146001000000002,16.762399,16.858101,17.19554,17.558524,17.601764000000003,17.509365,17.62539,17.90605,17.78189
9-2800445,,,,,,,,,0,0.170683,0.324465,1.2878370000000001,2.69948,2.936554,3.201721,3.440253,3.776564,4.199802,4.924353,4.983689,4.929926,4.267136,3.9666989999999998,3.686408,2.952849,2.3664080000000003,2.371861,2.517893,2.7326740000000003,2.7212810000000003,3.097404,3.518272,3.806908,4.817972,5.299834,5.746128,6.011076,6.7434009999999995,7.331063,7.523764,7.861653,8.064243,8.004922,7.933544,8.106981,8.418324,9.576972,9.913149,10.420536,10.541224,9.897838,10.453164,10.79452,11.237603,11.490903,11.755327000000001,12.148908,12.235208,14.162428,14.119665,14.369679000000001,14.53865,15.052992000000001,14.964835,15.509754999999998,15.531647,15.779491,16.118648,16.251044,16.867442999999998,16.966144,17.302583,17.665567000000003,17.706808,17.616408,17.733434,18.011094,17.886933
10-2805599,,,,,,,,,,0,0.153782,1.117153,2.528796,2.76587,3.031038,3.2695689999999997,3.6058809999999997,4.029119000000001,4.753669,5.153372,5.10061,4.437819999999999,4.137382,3.8570910000000005,3.123532,2.537092,2.542544,2.688576,2.903357,2.8919639999999998,3.268088,3.6889550000000004,3.977592,4.989655,5.470517,5.917811,6.18176,6.913084,7.500746,7.693447999999999,8.031336999999999,8.234926,8.175605000000001,8.103227,8.278664,8.590007,9.746655,10.084833,10.590219,10.712907000000001,10.069521,10.623847,10.964203,11.409286999999999,11.661586,11.924011,12.320592,12.404891000000001,14.332111,14.292348,14.540363000000001,14.710334,15.222676000000002,15.135518,15.681438,15.70033,15.949175,16.289331,16.421728,17.037126,17.134828,17.473267,17.836251,17.876491,17.785091,17.904117000000003,18.182776999999998,18.057617
