순번_정류장ID,75-2802908,76-2802928,77-2802622,78-2802996,79-2803018,80-2803022,81-2803030,82-2802644,83-2802645,84-2802965,85-2802939,86-2802634,87-2802849,88-2802836,89-2802837,90-2802838,91-2802829,92-2802814,93-2802801,94-2802783,95-2802757,96-2802733,97-2802706,98-2802694,99-2802692,100-2802713,101-2802744,102-2802767,103-2802785,104-2802796,105-2802177,106-2802817,107-2802618,108-2802176,109-2802184,110-2802193,111-2802196,112-2802200,113-2802204,114-2805533,115-2802218,116-2805976,117-2802233,118-2802254,119-2803792,120-2801817,121-2801812,122-2801813,123-2802277,124-2802269,125-2801819,126-2801835,127-2801837,128-2801839,129-2801841,130-2801863,131-2801904,132-2804910,133-2801833,134-2802219,135-2802216,136-2802209,137-2805650,138-2806428,139-2806911,140-2806523,141-2806522
75-2802908,0,0.386396,0.6623899999999999,0.9044139999999999,1.145756,1.300216,1.675914,1.8969470000000002,1.893705,1.063132,0.8309479999999999,0.8821100000000001,1.2697129999999999,1.7430919999999999,2.328104,2.642042,2.924179,3.284765,3.59245,3.992086,4.389251,4.401521,4.819468,5.311514,5.611026,5.253741000000001,5.138937,4.8292839999999995,4.481937,4.469603,4.782666000000001,5.228157,5.549847,5.794206,6.123086,6.363245,7.105125,7.502018,7.63088,7.984667,8.349017,8.783586,9.112956,9.420713000000001,9.581586,9.938586,10.1439,10.39976,10.718161,11.112001,11.277209,11.676048,11.980864,11.768435,11.514569,11.168433,11.038326,11.076086,10.503875,10.165223,10.013442,9.799522,11.230616,10.711757,10.478566,10.840392,11.12245
76-2802928,,0,0.275994,0.518019,0.759361,0.9138200000000001,1.289519,1.5105520000000001,1.7209,1.4485270000000001,1.216344,1.267506,1.6551080000000002,2.128488,2.713499,3.027438,3.309575,3.6701610000000002,3.977846,4.377482,4.775647,4.787917,5.203863,5.61391,5.997422,5.639136,5.524333,5.214679,4.867333,4.854998999999999,5.168061,5.613551999999999,5.935242,6.179602,6.508482,6.748641,7.490521,7.887414,8.016275,8.370061999999999,8.734411999999999,9.168982000000002,9.497352000000001,9.807108,9.966982000000002,10.323982,10.529295,10.785156,11.103557,11.497396,11.662604,12.062444000000001,12.365259,12.153831,11.899964,11.552828,11.423721,11.461482,10.889271,10.550618,10.398837,10.184917,11.616012,11.097152000000001,10.863961999999999,11.225787,11.507846
77-2802622,,,0,0.242025,0.483367,0.637827,1.013525,1.234558,1.444906,1.724521,1.492338,1.5435,1.931102,2.404481,2.989493,3.303432,3.5855690000000005,3.946155,4.253839,4.653476,5.051641,5.063911,5.480857,5.8899040000000005,6.273416,5.91513,5.800326999999999,5.490673,5.143326999999999,5.130993,5.4440550000000005,5.889546,6.211236,6.455596,6.784476,7.024635000000001,7.766514999999999,8.163407000000001,8.292269000000001,8.646056,9.010406,9.444975999999999,9.774346000000001,10.083102,10.242975999999999,10.599976,10.805289,11.06115,11.379551,11.77239,11.939598,12.337438,12.642253,12.430825,12.175958,11.829822,11.699715,11.737476,11.165265,10.826611999999999,10.674831,10.460911,11.892005000000001,11.373146,11.139956,11.501781,11.78384
78-2802996,,,,0,0.241342,0.395802,0.7715,0.992533,1.2028809999999999,1.966546,1.734362,1.7855240000000001,2.173127,2.646506,3.231518,3.5454559999999997,3.8275930000000002,4.188179,4.495864,4.8955,5.292665,5.3049349999999995,5.721882,6.133928,6.5144400000000005,6.157155,6.042351,5.732698,5.385351,5.373017,5.6860800000000005,6.13157,6.453261,6.69762,6.7745,7.014659,7.756539,8.153432,8.282294,8.63608,9.000430999999999,9.435,9.76337,10.072127,10.234,10.591,10.796314,11.052174,11.370575,11.763415,11.929623,12.328462,12.632278,12.420849,12.166983,11.819847,11.69074,11.7275,11.155289,10.816637,10.664856,10.450936,11.88203,11.363171000000001,11.12998,11.491806,11.771864
79-2803018,,,,,0,0.15446,0.530158,0.7511909999999999,0.9615389999999999,1.792112,1.9757040000000001,2.026866,2.414469,2.887848,3.47286,3.786798,4.068936,4.429522,4.737206,5.136842,5.535008,5.5472779999999995,5.905461,6.26427,6.755783,6.399497,6.283693,5.9740400000000005,5.6266940000000005,5.614358999999999,5.927422,6.207088,6.378919000000001,6.584278,6.533158,6.773317,7.515197,7.912089999999999,8.040952,8.394738,8.759088,9.193658000000001,9.522028,9.830785,9.992658,10.349658,10.554972,10.810832000000001,11.129233000000001,11.522072,11.688281,12.08712,12.389936,12.179507000000001,11.92564,11.578505,11.448398,11.486158,10.913947,10.575294,10.423513999999999,10.209594000000001,11.640688,11.121829,10.888638,11.250463,11.532522
80-2803022,,,,,,0,0.375698,0.5967319999999999,0.80708,1.637653,1.8708360000000002,2.181326,2.568928,3.0423080000000002,3.6273199999999997,3.9412580000000004,4.1757919999999995,4.536378,4.844062,5.243698,5.640864,5.653134,6.05892,6.417730000000001,6.862639,6.5053529999999995,6.390549,6.080896,5.73355,5.721215,6.034278,6.0526279999999995,6.2244589999999995,6.429818,6.378698,6.618857000000001,7.3607380000000004,7.757630000000001,7.886492,8.240279,8.604629,9.039197999999999,9.368568,9.677325,9.838199000000001,10.195198,10.400511999999999,10.656373,10.973774,11.367613,11.533821000000001,11.93166,12.236476,12.025048,11.771181,11.423045,11.294938,11.331699,10.759487,10.420835,10.269053999999999,10.055133999999999,11.486228,10.967369,10.734178,11.096003999999999,11.378062
81-2803030,,,,,,,0,0.22103299999999998,0.432381,1.2629549999999998,1.496138,2.0680240000000003,2.4556270000000002,2.929006,3.514018,3.7070440000000002,3.801093,4.161679,4.469364,4.869,5.266165,5.278435,5.695382,6.2134279999999995,6.48794,6.130655,6.0158510000000005,5.7061980000000005,5.3588510000000005,5.3465169999999995,5.65958,5.67793,5.849761,6.054119999999999,6.004,6.244159,6.986039,7.382932,7.511794,7.8655800000000005,8.229931,8.6645,8.99387,9.302627000000001,9.4635,9.8205,10.025814,10.281674,10.600075,10.992914,11.159123,11.557962,11.861778,11.650349,11.396483,11.049347000000001,10.92024,10.957,10.384789,10.046137,9.894356,9.680436,11.11153,10.592671000000001,10.35948,10.721306,11.001364
82-2802644,,,,,,,,0,0.211348,1.041922,1.275105,1.846991,2.234594,2.707973,3.292985,3.486011,3.58006,3.940646,4.248330999999999,4.6479669999999995,5.045132,5.058402,5.475349,5.993395,6.266907,5.910622,5.794818,5.485165,5.137818,5.125483999999999,5.438547,5.4568970000000006,5.628728,5.833087,5.782967,6.023126,6.765006,7.161899000000001,7.290761,7.6445479999999995,8.008898,8.443467,8.772836999999999,9.081594,9.241467,9.599467,9.803780999999999,10.060641,10.379042,10.771882000000002,10.938089999999999,11.336929,11.640744999999999,11.429316,11.17445,10.827314,10.699207000000001,10.735967,10.163756,9.825104,9.673323,9.459403,10.890497,10.371638,10.138447,10.500273,10.782331
83-2802645,,,,,,,,,0,0.830573,1.063757,1.635643,2.023245,2.496625,3.0816369999999997,3.2746630000000003,3.3687120000000004,3.7292980000000004,4.036983,4.436619,4.834784,4.847054,5.263999999999999,5.782047,6.056559,5.699274,5.583469999999999,5.273817,4.92647,4.914136,5.2271980000000005,5.246549,5.417379,5.621739,5.571619,5.8117779999999994,6.553658,6.950550999999999,7.079412,7.433199,7.797549000000001,8.232119,8.561489,8.870246,9.030119000000001,9.387119,9.592432,9.848293,10.166694,10.559533,10.725741000000001,11.124581,11.428397,11.216968,10.963101,10.615966,10.486858999999999,10.524619,9.952408,9.613755000000001,9.461975,9.248054,10.679149,10.16029,9.927099,10.288924,10.570983
84-2802965,,,,,,,,,,0,0.233184,0.80507,1.192672,1.666052,2.251064,2.5650020000000002,2.847139,3.207725,3.5154099999999997,3.915046,4.3122110000000005,4.324481,4.742426999999999,5.234474,5.533986,5.177701,5.061897,4.752244,4.404897,4.392563,4.7056260000000005,4.947976000000001,5.119807,5.325166,5.274046,5.5142050000000005,6.256085,6.652978,6.781839999999999,7.135625999999999,7.499975999999999,7.934546000000001,8.262916,8.571672999999999,8.733546,9.090546,9.294858999999999,9.55172,9.869121,10.26196,10.428168,10.827008,11.131824,10.920395,10.666528,10.318392999999999,10.190286,10.227046000000001,9.654835,9.316182000000001,9.164402,8.950481,10.381575999999999,9.862717,9.629526,9.991351,10.27341
