순번_정류장ID,32-2802625,33-2802694,34-2802689,35-2802708,36-2802731,37-2802755,38-2802776,39-2802813,40-2802853,41-2802884,42-2802875,43-2802863,44-2802847,45-2802844,46-2802867,47-2802899,48-2802906,49-2802937,50-2802951,51-2802958,52-2802972,53-2802983,54-2802962
32-2802625,0,0.317731,0.424129,0.21779099999999998,0.581741,0.841284,1.249754,1.716698,1.960552,2.461507,2.605659,2.859916,2.990846,2.839375,3.0610060000000003,3.55243,3.8305019999999996,3.5724769999999997,3.223491,2.959698,3.1112900000000003,3.490414,3.299503
33-2802694,,0,0.10639900000000001,0.535522,0.8994719999999999,1.159015,1.567485,2.035428,2.278282,2.778237,2.92339,2.9143529999999997,2.673116,2.521645,2.743276,3.234699,3.512772,3.889207,3.540221,3.2764279999999997,3.4290199999999995,3.807145,3.617234
34-2802689,,,0,0.6419199999999999,1.00587,1.265413,1.6738830000000002,2.141827,2.38368,2.885636,3.029788,2.8079549999999998,2.566718,2.415247,2.636877,3.128301,3.4063730000000003,3.9778949999999997,3.647619,3.383826,3.534418,3.914543,3.723632
35-2802708,,,,0,0.36495,0.6244930000000001,1.0329629999999999,1.4999069999999999,1.7437599999999998,2.244716,2.387868,2.643125,2.883363,2.834979,3.05661,3.548033,3.698707,3.355685,3.0066990000000002,2.742906,2.894498,3.273623,3.083712
36-2802731,,,,,0,0.25954299999999997,0.668013,1.1359569999999999,1.37881,1.879766,2.023918,2.278175,2.519413,2.4700290000000003,2.6916599999999997,3.1830830000000003,3.3347569999999997,2.990735,2.6417490000000003,2.377957,2.529548,2.908673,2.717762
37-2802755,,,,,,0,0.41047,0.8784129999999999,1.121267,1.622223,1.766375,2.020632,2.26187,2.266486,2.488117,2.97954,3.077214,2.733192,2.3842060000000003,2.120413,2.272005,2.6511299999999998,2.461219
38-2802776,,,,,,,0,0.46794399999999997,0.7107979999999999,1.211753,1.355905,1.610163,1.8514,1.855016,2.076647,2.5680709999999998,2.666745,2.322723,1.9737369999999999,1.709944,1.861536,2.2406599999999997,2.04975
39-2802813,,,,,,,,0,0.242854,0.7438100000000001,0.887962,1.142219,1.383457,1.5010729999999999,1.722704,2.214127,2.198801,1.8547790000000002,1.505793,1.242,1.393592,1.7727169999999999,1.582806
40-2802853,,,,,,,,,0,0.5059560000000001,0.650108,0.904365,1.1456030000000001,1.3659270000000001,1.5875569999999999,2.078981,1.9609470000000002,1.616925,1.267939,1.004146,1.155738,1.5348629999999999,1.343952
41-2802884,,,,,,,,,,0,0.144152,0.39841,0.6396470000000001,0.949263,1.170894,1.662318,1.7286099999999998,1.384588,1.0356020000000001,0.771809,0.923401,1.302526,1.112615
42-2802875,,,,,,,,,,,0,0.254257,0.49549499999999996,0.805111,1.026742,1.518165,1.796238,1.528741,1.1797549999999999,0.915962,1.0675540000000001,1.4466780000000001,1.255768
43-2802863,,,,,,,,,,,,0,0.241238,0.550854,0.7724840000000001,1.263908,1.54198,1.7829979999999999,1.434012,1.1702190000000001,1.321811,1.7009349999999999,1.510025
44-2802847,,,,,,,,,,,,,0,0.309616,0.531247,1.0226709999999999,1.300743,1.872265,1.6752490000000002,1.411457,1.563048,1.942173,1.7512619999999999
45-2802844,,,,,,,,,,,,,,0,0.221631,0.726055,1.004127,1.575649,1.696135,1.7210729999999999,1.8726650000000002,2.251789,2.0618790000000002
46-2802867,,,,,,,,,,,,,,,0,0.504424,0.782496,1.354018,1.474504,1.743297,2.025889,2.4050130000000003,2.282509
47-2802899,,,,,,,,,,,,,,,,0,0.278073,0.8495940000000001,0.9700799999999999,1.238873,1.521465,1.9005900000000002,2.109067
48-2802906,,,,,,,,,,,,,,,,,0,0.572522,0.693008,0.961801,1.244393,1.623517,1.831995
49-2802937,,,,,,,,,,,,,,,,,,0,0.348986,0.617779,0.9003709999999999,1.279496,1.487973
50-2802951,,,,,,,,,,,,,,,,,,,0,0.268793,0.551385,0.9305100000000001,1.138987
51-2802958,,,,,,,,,,,,,,,,,,,,0,0.291592,0.670717,0.879194
52-2802972,,,,,,,,,,,,,,,,,,,,,0,0.379125,0.5876020000000001
53-2802983,,,,,,,,,,,,,,,,,,,,,,0,0.20947800000000003
54-2802962,,,,,,,,,,,,,,,,,,,,,,,0
