순번_정류장ID,1-2802586,2-2802349,3-2802577,4-2802581,5-2804851,6-2803664,7-2806670,8-2806089,9-2805031,10-2806722,11-2806724,12-2807231,13-2805770,14-2806725,15-2805822,16-2805054,17-2803769,18-2804876,19-2803770,20-2803820,21-2806041,22-2805551,23-2804418,24-2803624,25-2805039,26-2805309,27-2805206,28-2805004,29-2805552,30-2802568,31-2802551,32-2802377,33-2802356,34-2802518,35-2802493,36-2802471,37-2805716,38-2802464,39-2802451,40-2802426,41-2803019,42-2803578,43-2802646,44-2803032,45-2803031,46-2803025,47-2803023,48-2803016,49-2802995,50-2802957,51-2802933,52-2802891,53-2802879,54-2802621,55-2803274,56-2803264,57-2803257,58-2803253,59-2803249,60-2803230,61-2803135,62-2803124,63-2803099,64-2803044,65-2803041,66-2803066,67-2806058,68-2805447,69-2805651,70-2800369,71-2800373
11-2806724,,,,,,,,,,,0,0.47597799999999996,0.903734,1.211606,1.585486,2.195414,2.753911,3.3111059999999997,2.862916,2.901539,3.162255,3.36911,3.7709,4.090585,4.221983,4.5382169999999995,4.918429,5.086569,5.174346,6.186804,6.820828999999999,7.4918949999999995,7.830188000000001,8.216342,8.431467,8.749036,8.958483,8.976007000000001,9.311746000000001,9.05317,10.044961,10.333614,10.732578,11.029281,11.289669,11.461317,11.563865,11.673825,11.82062,12.080586,11.986922999999999,11.960797,12.168830999999999,12.27336,12.612959,13.047462,13.293713,13.733317000000001,14.030934,14.508622,14.291482,14.590167999999998,14.52568,14.974939000000001,15.190954000000001,15.354106,15.449542000000001,15.709916,15.921382999999999,16.756460999999998,17.181962
12-2807231,,,,,,,,,,,,0,0.427757,0.735629,1.109508,1.719436,2.277934,2.835128,2.785816,2.8824389999999998,3.143155,3.3500099999999997,3.7518,4.071485,4.3674599999999995,4.662694,5.0429059999999994,5.210046,5.155246,6.332281,6.9663070000000005,7.637372999999999,7.975666,8.361819,8.576945,8.894514,9.10396,9.121483999999999,9.457222999999999,9.198647,10.190439,10.480091,10.877055,11.174758,11.435146000000001,11.607794,11.710342,11.819302,11.965097,12.225063,12.1324,12.107274,12.313308000000001,12.416837,12.757436,13.193939000000002,13.43919,13.879794,14.174411,14.653099,14.435959,14.734646,14.671157999999998,15.119416000000001,15.335431,15.499583,15.597019,15.856392999999999,16.065860999999998,16.901939000000002,17.325439000000003
13-2805770,,,,,,,,,,,,,0,0.307872,0.681752,1.29168,1.850177,2.408372,2.540182,2.646805,2.907521,3.114376,3.5161660000000006,3.8358510000000003,4.131826,4.427061,4.8082720000000005,4.975412,4.919612,6.096647,6.7306729999999995,7.401739,7.740032000000001,8.126185000000001,8.341311,8.65888,8.868326,8.88585,9.221589,8.964013000000001,9.955805,10.244457,10.642421,10.940124,11.200512,11.372160000000001,11.475708000000001,11.584667999999999,11.729463,11.989429,11.897766,11.872639999999999,12.077674,12.180203,12.520802,12.958305000000001,13.203555999999999,13.64316,13.939777,14.417465,14.200325,14.500012,14.436523999999999,14.884782000000001,15.100797,15.264949,15.361385999999998,15.622759,15.831226999999998,16.667305,17.090805
14-2806725,,,,,,,,,,,,,,0,0.37388000000000005,0.983808,1.542305,2.1005,2.3313099999999998,2.437933,2.698649,2.905504,3.307294,3.626979,3.9229540000000003,4.218189,4.5994,4.7655400000000006,4.71074,5.887776000000001,6.521801,7.192867,7.531160000000001,7.917313,8.132439,8.450008,8.659454,8.676978,9.012717,8.755141,9.746933,10.034585,10.432549,10.731252,10.990641,11.162288,11.265836,11.373796,11.519592,11.779557,11.688894,11.663768,11.869802,11.971331,12.31193,12.749433,12.993684,13.435288,13.729904999999999,14.209593,13.992454,14.29014,14.227651999999999,14.67591,14.891925,15.056076999999998,15.152514000000002,15.412887,15.622354999999999,16.457432999999998,16.879932999999998
15-2805822,,,,,,,,,,,,,,,0,0.609928,1.168426,1.7256200000000002,2.09343,2.206054,2.46677,2.673625,3.075415,3.3951,3.691075,3.9863089999999994,4.367521,4.533661,4.478861,5.655896,6.289921,6.960986999999999,7.29928,7.685434,7.900558999999999,8.218128,8.427575,8.445099,8.780838000000001,8.523261999999999,9.514054,9.803706,10.20167,10.498372999999999,10.758761,10.931409,11.032957000000001,11.143917,11.290712,11.550678,11.457015,11.431889,11.635923,11.741452,12.081050999999999,12.518554,12.762805,13.204409,13.499026,13.976714000000001,13.760573999999998,14.05926,13.994773,14.445031,14.661045999999999,14.824198,14.921634,15.181007999999999,15.389475,16.225554000000002,16.650054
16-2805054,,,,,,,,,,,,,,,,0,0.5594979999999999,1.116692,1.484502,1.597126,1.8578419999999998,2.0646970000000002,2.466487,2.786172,3.082147,3.3773809999999997,3.757593,3.925733,3.869933,5.046968,5.680993,6.352059,6.690352000000001,7.076506,7.291631,7.6092,7.818647,7.836171,8.17191,7.9123339999999995,8.904126,9.192778,9.591742,9.888444999999999,10.150833,10.322481,10.424028999999999,10.534989,10.679784,10.94075,10.846086999999999,10.822961,11.026995,11.132524,11.472123,11.908626,12.152877,12.594481,12.890098,13.368785999999998,13.151646,13.448332,13.384845,13.835103,14.049118,14.213270000000001,14.310706,14.570079999999999,14.781547,15.618626,16.040126
17-2803769,,,,,,,,,,,,,,,,,0,0.557195,1.050251,1.343628,1.604344,1.8111990000000002,2.212989,2.532674,2.828649,3.123884,3.5040949999999995,3.671235,3.616435,4.793471,5.427496,6.098562,6.436855,6.823008,7.0381339999999994,7.355703,7.565149000000001,7.582673,7.918411999999999,7.659836,8.650628,8.93928,9.337244,9.634947,9.895336,10.066983,10.170531,10.281491,10.427287,10.687252,10.592589,10.567463,10.773497,10.879026,11.218625,11.655128,11.900379,12.340983,12.6366,13.116288,12.898149,13.194835000000001,13.131347,13.579604999999999,13.796621,13.960772,14.057209,14.317582000000002,14.52705,15.363128,15.786628
18-2804876,,,,,,,,,,,,,,,,,,0,0.49305699999999997,0.787434,1.048151,1.255005,1.656796,1.9764810000000002,2.272455,2.5676900000000002,2.948902,3.1160419999999998,3.060241,4.237277,4.871302,5.542368,5.880661,6.266814,6.48194,6.799509,7.008955,7.026478999999999,7.3622190000000005,7.104642,8.095434,8.384087,8.782051,9.079754,9.339141999999999,9.510789,9.616337,9.723298,9.869093,10.129058,10.037396000000001,10.012269,10.218304,10.322832,10.663432,11.099934,11.344186,11.785789999999999,12.081407,12.559094,12.341955,12.640641,12.576153,13.025411,13.240426999999999,13.406579,13.502015,13.763389000000002,13.971855999999999,14.806934,15.231434
19-2803770,,,,,,,,,,,,,,,,,,,0,0.294377,0.5550930000000001,0.761948,1.163738,1.483423,1.779398,2.0746330000000004,2.455844,2.622984,2.567184,3.74422,4.378245,5.049311,5.3876040000000005,5.773757,5.988883,6.306451999999999,6.515898,6.533422,6.869161,6.609585000000001,7.601377,7.891029,8.288993,8.585696,8.848085000000001,9.018732,9.123280000000001,9.23224,9.377036,9.637001,9.544338,9.519212,9.725246,9.828775,10.169374000000001,10.604877,10.851128,11.291732000000001,11.58735,12.066037,11.848898,12.146583999999999,12.082096,12.531353999999999,12.74737,12.911521,13.007958,13.269331,13.477799,14.314877,14.736377
20-2803820,,,,,,,,,,,,,,,,,,,,0,0.26171700000000003,0.46857200000000004,0.8703620000000001,1.1900469999999999,1.4860209999999998,1.7812560000000002,2.161468,2.328608,2.534807,3.450843,4.084868,4.755934,5.094227,5.4803809999999995,5.695506,6.013075,6.2225220000000006,6.240044999999999,6.575785000000001,6.317208,7.31,7.597653,7.995617,8.294319999999999,8.554708,8.726356,8.827904,8.936864,9.082659,9.342625,9.250962,9.226836,9.43087,9.534399,9.874998,10.3115,10.556752000000001,10.997356,11.292973,11.77166,11.554521000000001,11.855207,11.788719,12.238977,12.453992999999999,12.618145,12.714580999999999,12.975955,13.184422,14.0215,14.445
21-2806041,,,,,,,,,,,,,,,,,,,,,0,0.206855,0.611645,0.9313299999999999,1.2273049999999999,1.5225389999999999,1.9027509999999999,2.070891,2.387091,3.192126,3.8261510000000003,4.497218,4.835511,5.221664,5.43679,5.754359,5.963805000000001,5.981329,6.317068,6.059492,7.051284,7.337936,7.7369,8.034603,8.294991,8.466639,8.570186999999999,8.679147,8.824942,9.084908,8.991245,8.966119,9.172153,9.276682000000001,9.616280999999999,10.054784,10.298035,10.738639,11.034256,11.514944,11.296804,11.595491,11.531003,11.979261,12.194276,12.358428,12.457864,12.715238000000001,12.924705,13.763784,14.185284
22-2805551,,,,,,,,,,,,,,,,,,,,,,0,0.404791,0.724476,1.02045,1.315685,1.696897,1.8630369999999998,2.180236,2.985272,3.619297,4.290363,4.628655999999999,5.014809,5.229935,5.547504,5.75695,5.774474,6.110214,5.851637,6.842428999999999,7.1320820000000005,7.5300460000000005,7.827749000000001,8.087137,8.258785000000001,8.362332,8.472292999999999,8.620088,8.877053,8.785391,8.760264999999999,8.966299000000001,9.070828,9.409427,9.845929,10.091181,10.532785,10.828402,11.308089,11.08895,11.386636,11.324148,11.773406,11.987422,12.153574,12.24801,12.508384,12.717851,13.554929000000001,13.977429
23-2804418,,,,,,,,,,,,,,,,,,,,,,,0,0.321685,0.61766,0.9128950000000001,1.2931059999999999,1.460246,1.7774459999999999,2.582482,3.216507,3.887573,4.225866000000001,4.612019,4.827145,5.144714,5.35416,5.371683999999999,5.707423,5.448847,6.439639,6.729291,7.127255,7.423958,7.684347,7.856994,7.960542,8.069502,8.214298,8.476263000000001,8.3816,8.358474000000001,8.563508,8.669037,9.008636,9.443139,9.690389999999999,10.128994,10.424611,10.903299,10.686160000000001,10.985846,10.921358,11.370616,11.586632,11.750783,11.846219999999999,12.107593,12.317061,13.152139000000002,13.575639
24-2803624,,,,,,,,,,,,,,,,,,,,,,,,0,0.297975,0.61421,0.9944209999999999,1.162561,1.482761,2.262797,2.8968220000000002,3.567888,3.9061809999999997,4.292333999999999,4.50746,4.825029,5.034475,5.0519989999999995,5.387738,5.129162,6.120954,6.409606,6.80757,7.1052729999999995,7.3656619999999995,7.537309,7.6408570000000005,7.749817,7.895613000000001,8.155578,8.062915,8.037789,8.243822999999999,8.348352,8.687951,9.124454,9.369705,9.810309,10.106926,10.585614,10.367475,10.665161,10.601673,11.049930999999999,11.265946000000001,11.430098,11.526535,11.787908,11.996376,12.832453999999998,13.255954000000001
25-2805039,,,,,,,,,,,,,,,,,,,,,,,,,0,0.316235,0.697446,0.8645870000000001,1.185786,2.158864,2.7928889999999997,3.4639550000000003,3.8022480000000005,4.188401,4.4035269999999995,4.721096,4.930542,4.948066000000001,5.283805999999999,5.025229,6.016021,6.305674,6.702638,7.001341,7.2607289999999995,7.433375999999999,7.536924000000001,7.645885000000001,7.79168,8.051644999999999,7.9579830000000005,7.933856,8.139891,8.244419,8.584019,9.021521,9.265773,9.706377,10.001994,10.480681,10.263542,10.561228,10.496739999999999,10.944998,11.163014,11.325166000000001,11.423602,11.681975999999999,11.893443,12.728521,13.153020999999999
26-2805309,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.380212,0.5473520000000001,0.868552,2.4175869999999997,3.051612,3.7226779999999997,4.060971,4.447125,4.66225,4.979819,5.189266,5.20679,5.542529,5.284953,6.275745,6.5643970000000005,6.9623610000000005,7.2590639999999995,7.521452,7.6931,7.796647999999999,7.905608,8.050403,8.311369000000001,8.217706,8.19158,8.398614,8.504143,8.842742,9.280244999999999,9.525496,9.9661,10.260717,10.740405,10.522264999999999,10.821951,10.756464,11.206722000000001,11.421737,11.585889,11.683325,11.941699,12.152166000000001,12.989245,13.410745
27-2805206,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16714,0.48833999999999994,2.043375,2.6774009999999997,3.348467,3.68676,4.072913,4.288039,4.605608,4.815054,4.832578,5.168317,4.908741,5.901533000000001,6.190185,6.5881490000000005,6.885852000000001,7.14624,7.317888000000001,7.421436,7.531396000000001,7.676191,7.937157000000001,7.843494000000001,7.8183679999999995,8.024402,8.128931,8.46853,8.905033,9.150284,9.590888,9.886505,10.365193,10.148054,10.44674,10.381252,10.83151,11.047525,11.211677,11.308114,11.567487,11.777955,12.613033,13.037533
28-2805004,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3232,1.8782349999999999,2.51226,3.1833270000000002,3.5216199999999995,3.907773,4.122898999999999,4.440467,4.649914,4.667438,5.003177,4.744601,5.736393,6.0250449999999995,6.4230089999999995,6.721711999999999,6.9821,7.153747999999999,7.257296000000001,7.365256,7.511050999999999,7.771017,7.678354,7.6532279999999995,7.860262,7.962791,8.302389999999999,8.738893,8.984144,9.424748,9.720365,10.199053,9.981913,10.2806,10.217112,10.66637,10.882385000000001,11.045537,11.141973,11.404347,11.612814,12.448893,12.873393
29-2805552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.557036,2.191061,2.862127,3.2004200000000003,3.5865730000000005,3.8016989999999997,4.119268,4.328714,4.346238,4.681978,4.422401,5.415193,5.7038459999999995,6.10081,6.400512,6.659901,6.831548,6.935096000000001,7.046057000000001,7.1908520000000005,7.450817,7.3571550000000006,7.332028,7.538061999999999,7.641591,7.981191,8.417693,8.663945,9.104549,9.400166,9.878853,9.661714,9.9604,9.895912,10.34417,10.559186,10.726338,10.821774000000001,11.082148,11.292615,12.126693,12.551193
30-2802568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.634025,1.305091,1.6433849999999999,2.029538,2.2446639999999998,2.562232,2.7716790000000002,2.789203,3.124942,2.866366,3.858158,4.146809999999999,4.544773999999999,4.842477,5.102865,5.274513,5.378061,5.4870209999999995,5.633816,5.892782,5.8001190000000005,5.774993,5.981027,6.0855559999999995,6.425155,6.861658,7.106909,7.547513,7.84313,8.321817999999999,8.104678,8.403364999999999,8.338877,8.788135,9.00415,9.168302,9.264738000000001,9.525112,9.734579,10.570658,10.993158
31-2802551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.702802,1.041095,1.4272479999999999,1.6423740000000002,1.959943,2.169389,2.186913,2.522652,2.2640759999999998,3.255868,3.5435199999999996,3.9414839999999995,4.240187000000001,4.500575,4.672223000000001,4.775771,4.8847309999999995,5.029526000000001,5.289492,5.1978290000000005,5.172703,5.379737,5.483266,5.822865,6.259368,6.504619,6.944223,7.2408399999999995,7.718528,7.502388000000001,7.800075,7.736586999999999,8.185845,8.401860000000001,8.566011999999999,8.661449000000001,8.921822,9.13129,9.968368,10.389868
32-2802377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.338293,0.724446,0.939572,1.257141,1.466587,1.484111,1.8198509999999999,1.830142,2.821934,3.110586,3.50855,3.806253,4.066642,4.238289,4.341837,4.449797,4.595593,4.855558,4.763895,4.7387690000000005,4.944803,5.048332,5.386931,5.823434,6.068684999999999,6.509289,6.805905999999999,7.283594,7.066455,7.366141000000001,7.301653,7.750911,7.966927,8.131078,8.228515,8.488888000000001,8.698356,9.534434,9.955934
33-2802356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.386153,0.601279,0.918848,1.1282940000000001,1.145818,1.481558,1.8755650000000001,3.003773,3.2924260000000003,3.6903900000000003,3.988093,4.248481,4.420128,4.523676,4.74291,4.934886,5.129149,4.945735,4.9206080000000005,5.126643,5.385625,5.577771,6.014273,6.259525,6.700129,6.9957460000000005,7.474433,7.257294,7.54898,7.483492,7.93275,8.148766,8.313918,8.409353999999999,8.669728,8.880195,9.716273,10.137773
34-2802518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.215126,0.534695,0.8410989999999999,0.910425,1.246165,1.6401720000000002,2.76838,3.057033,3.454997,3.7527,4.013088,4.184736,4.288283,4.507517,4.741039,4.893756,4.710342,4.6852160000000005,4.89125,5.153982,5.342378,5.77888,6.024132,6.464736,6.760353,7.239039999999999,7.021901,7.313586999999999,7.248099000000001,7.698357000000001,7.913373,8.077525,8.174961,8.434335,8.643802,9.47988,9.90338
35-2802493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.319569,0.625973,0.8565389999999999,1.192279,1.586286,2.7144939999999997,3.0031470000000002,3.401111,3.698814,3.959202,4.13085,4.234397,4.453631,4.6871529999999995,4.8398699999999995,4.6564559999999995,4.63133,4.837364,5.100096,5.288492,5.724994000000001,5.9702459999999995,6.41085,6.706467,7.185153999999999,6.968014999999999,7.259701,7.195213000000001,7.643471000000001,7.860486999999999,8.024639,8.120075,8.380449,8.590916,9.426994,9.848494
36-2802471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.308404,0.53897,0.87471,1.268717,2.396925,2.685578,3.083542,3.381245,3.641633,3.813281,3.9168279999999998,4.136062,4.369584,4.522301000000001,4.338887000000001,4.313761,4.519794999999999,4.782527,4.970923,5.407425,5.652677,6.093281,6.388898,6.867585000000001,6.6504460000000005,6.942132000000001,6.876644000000001,7.3269020000000005,7.542917999999999,7.7060699999999995,7.802506,8.063880000000001,8.272347,9.109425,9.531925
37-2805716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.230566,0.5663060000000001,0.960313,2.088521,2.377174,2.775138,3.072841,3.333229,3.5048769999999996,3.608425,3.827658,4.06118,4.213897,4.030483,4.005357,4.211391000000001,4.4741230000000005,4.6625190000000005,5.099021,5.344273,5.784877,6.080494,6.559181,6.342042,6.633728,6.56924,7.017498,7.234514,7.397666,7.495102,7.7544759999999995,7.9639429999999996,8.801021,9.222521
38-2802464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33574,0.729747,1.857955,2.146608,2.544572,2.842275,3.102663,3.27431,3.3778580000000002,3.597092,3.8306139999999997,3.9833309999999997,3.7999169999999998,3.7747900000000003,3.9808239999999997,4.243557,4.431953,4.868455,5.113707,5.554311,5.849928,6.328615,6.111476000000001,6.402162000000001,6.337674,6.786932000000001,7.002948,7.1671,7.263536,7.52491,7.734377,8.570455,8.991955
39-2802451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.39400799999999997,1.524216,1.812868,2.210832,2.5085349999999997,2.768923,2.940571,3.044119,3.2633520000000003,3.4968739999999996,3.6495910000000005,3.4661769999999996,3.4410510000000003,3.6470849999999997,3.909817,4.098212999999999,4.534716,4.779967,5.220571,5.516188,5.9948760000000005,5.777736,6.068423,6.003935,6.453193,6.669208,6.833360000000001,6.9297960000000005,7.190169999999999,7.399636999999999,8.235716,8.659216
40-2802426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.130208,1.4188610000000001,1.816825,2.114528,2.374916,2.546563,2.650111,2.869345,3.102867,3.255584,3.0721700000000003,3.047043,3.253078,3.5158099999999997,3.7042059999999997,4.140708,4.38596,4.826564,5.122180999999999,5.600868,5.383729,5.674415,5.610926999999999,6.060185,6.276201,6.440353,6.536789,6.797163,7.00663,7.842708,8.265208
