순번_정류장ID,1-2806577,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2804136,21-2804665,22-2804138,23-2804663,24-2804142,25-2804145,26-2804661,27-2806288,28-2804660,29-2804658,30-2804164,31-2805495,32-2805490,33-2807401,34-2805491,35-2805493
1-2806577,0,0.8194049999999999,1.088622,1.399578,1.535808,1.78358,2.072359,2.715378,3.042318,3.176182,3.6114230000000003,4.017193,4.754237,5.223609,5.866758,6.217416,6.75745,6.988475,8.048335,7.99075,8.401652,8.936580000000001,9.333112,9.900029,9.450547,8.908799,8.916045,8.382432000000001,8.192223,8.058322,8.482906,8.976028999999999,9.513877,9.960691,10.479072
2-2800268,,0,0.270217,0.581174,0.717404,0.965176,1.253955,1.8969740000000002,2.2239139999999997,2.3577779999999997,2.7930189999999997,3.198788,3.935833,4.4052050000000005,5.048354,5.399012,5.939045,6.17007,7.229931,7.172345,7.583247999999999,8.118175,8.514708,9.080625,8.631142,8.090395,8.096639999999999,7.563028,7.372818,7.239917,7.663502,8.156625,8.694473,9.141287,9.659667
3-2800264,,,0,0.31295700000000004,0.449187,0.696959,0.9857379999999999,1.628757,1.955697,2.0895610000000002,2.524802,2.930572,3.667616,4.136988,4.780137,5.130795,5.670829,5.901854,6.961714,6.904128999999999,7.315030999999999,7.849958,8.246491,8.814408,8.362925,7.822178,7.828424000000001,7.2958110000000005,7.105600999999999,6.9717,7.396285000000001,7.888408,8.427256,8.87407,9.392451
4-2807245,,,,0,0.13623,0.384002,0.6767810000000001,1.3198,1.64674,1.780604,2.2158450000000003,2.6216150000000003,3.358659,3.8280309999999997,4.47118,4.821838,5.361872,5.592897,6.652757000000001,6.595172,7.006074000000001,7.541002000000001,7.9375350000000005,8.504451,8.052969000000001,7.512221,7.520467,6.986853999999999,6.796645,6.6617440000000006,7.086328,7.579451,8.117299000000001,8.564113,9.083494
5-2800262,,,,,0,0.247772,0.540551,1.18357,1.51051,1.6443740000000002,2.079615,2.485385,3.222429,3.6918010000000003,4.33495,4.685608,5.225642,5.4566669999999995,6.516527,6.4589419999999995,6.8698440000000005,7.404772,7.801305,8.367221,7.917739,7.377991000000001,7.384237,6.850624000000001,6.659414999999999,6.525514,6.951098,7.444222,7.981069000000001,8.427883,8.946264
6-2807367,,,,,,0,0.292779,0.9357989999999999,1.262738,1.3966020000000001,1.831843,2.237613,2.974657,3.44403,4.087178,4.437836,4.977869999999999,5.208895,6.2687550000000005,6.21117,6.622072,7.157,7.553533,8.119449000000001,7.670967,7.130219,7.135464999999999,6.602852,6.411643,6.278742,6.703326,7.19645,7.734297,8.181111,8.698492
7-2800265,,,,,,,0,0.643019,0.969959,1.103823,1.539064,1.944834,2.6818779999999998,3.15125,3.794399,4.1450569999999995,4.685091000000001,4.916116000000001,5.975976,5.918391000000001,6.329293,6.864221000000001,7.2607539999999995,7.82667,7.376188000000001,6.83644,6.8426860000000005,6.309073000000001,6.119864,5.984963,6.410547,6.90267,7.441517999999999,7.888332000000001,8.405713
8-2803682,,,,,,,,0,0.32694,0.460804,0.8960450000000001,1.301815,2.038859,2.5082310000000003,3.15138,3.5020379999999998,4.042072,4.273096,5.332957,5.275372,5.686274,6.221201000000001,6.617734,7.184651,6.733167999999999,6.193421,6.200666,5.666054,5.476844,5.341943,5.766528,6.259651,6.797499,7.245313,7.762693
9-2807369,,,,,,,,,0,0.133864,0.569105,0.974875,1.711919,2.181291,2.82444,3.1750979999999998,3.715132,3.946157,5.006017,4.948432,5.359334,5.894262,6.290795,6.857711,6.407229,5.866480999999999,5.872726999999999,5.339114,5.148905,5.015004,5.439588,5.932711,6.470559,6.9173729999999995,7.435753999999999
10-2804135,,,,,,,,,,0,0.435241,0.8410110000000001,1.578055,2.047427,2.6905759999999996,3.041234,3.581268,3.812293,4.872153,4.814568,5.22547,5.760398,6.156931,6.7248470000000005,6.272365,5.731617,5.739863,5.20625,5.015041,4.88214,5.306724,5.798847,6.337695,6.783509,7.301889999999999
11-2803684,,,,,,,,,,,0,0.40576999999999996,1.1438139999999999,1.6131870000000001,2.256335,2.606993,3.147027,3.378052,4.437913,4.380326999999999,4.791229,5.326157,5.72269,6.288606,5.838124,5.298376,5.304622,4.772009,4.5818,4.447899,4.8714830000000005,5.364607,5.903454,6.350268,6.8686490000000004
12-2803685,,,,,,,,,,,,0,0.7380439999999999,1.207417,1.850566,2.201223,2.741257,2.972282,4.032143,3.974557,4.38546,4.920387,5.31692,5.882837,5.4333540000000005,4.891607,4.898852,4.36524,4.1750300000000005,4.042129,4.465713,4.958837,5.496685,5.943498,6.461879
13-2803686,,,,,,,,,,,,,0,0.46937299999999993,1.1125209999999999,1.467179,2.007213,2.238238,3.2980989999999997,3.240513,3.651415,4.186343,4.582876000000001,5.390826000000001,5.841308000000001,5.590947,5.597193,5.06358,4.874371,4.73947,5.164054,5.657178,6.195025,6.641839,7.16022
14-2803687,,,,,,,,,,,,,,0,0.643149,0.997807,1.5378399999999999,1.7688650000000001,2.8287259999999996,2.77114,3.182043,3.71697,4.113503,4.921453,5.371936,5.912683,6.039435,5.505823,5.315613,5.180712000000001,5.6062970000000005,6.099419999999999,6.637268,7.083082000000001,7.602461999999999
15-2804667,,,,,,,,,,,,,,,0,0.354658,0.894692,1.125717,2.185577,2.127992,2.538894,3.0738220000000003,3.470355,4.2783050000000005,4.7287870000000005,5.269534999999999,5.395287000000001,4.862674,4.672465,4.537564,4.962148,5.456271,5.993119,6.440933,6.958314
16-2803688,,,,,,,,,,,,,,,,0,0.540034,0.771059,1.830919,1.773334,2.184236,2.719164,3.115697,3.9236470000000003,4.374129,4.914877,5.0933720000000005,4.559759,4.36955,4.2356489999999996,4.660233,5.153357,5.691205,6.138018,6.656399
17-2803689,,,,,,,,,,,,,,,,,0,0.231025,1.290886,1.2333,1.644202,2.17913,2.575663,3.3836129999999995,3.8340949999999996,4.374843,4.669598000000001,4.90321,4.910584,4.776683,5.200267,5.69339,6.231237999999999,6.678052,7.196433
