순번_정류장ID,1-2802586,2-2802584,3-2802575,4-2802567,5-2802557,6-2802554,7-2802559,8-2802568,9-2802551,10-2802538,11-2802375,12-2802507,13-2802428,14-2803019,15-2802965,16-2802959,17-2802964,18-2802971,19-2802975,20-2802981,21-2802624,22-2802636,23-2802955,24-2802936,25-2802918,26-2802864,27-2802824,28-2802618,29-2802169,30-2802154,31-2801846,32-2802103,33-2802052,34-2801847,35-2801990,36-2801943,37-2801919,38-2801914,39-2801751,40-2801746,41-2801185,42-2801687,43-2801184,44-2801665,45-2801604,46-2801564,47-2801619
1-2802586,0,0.215542,0.448399,0.774402,1.232106,1.549038,1.972522,2.648725,3.28275,4.014312,4.317601,4.504118,5.480185,6.505882,6.953836999999999,7.404653,7.0188820000000005,6.498391000000001,6.268944,5.970003,5.707189,5.404351,5.39962,5.646594,5.991291,5.915938,6.160138,6.348643,6.917788000000001,7.337194,7.739572,8.036747,8.512284,8.779933,9.088338,9.739774,10.287385,10.512528999999999,10.994364,11.332295,11.98387,12.363914,12.615816,12.886401,13.532382,13.793532999999998,13.418564000000002
2-2802584,,0,0.23285799999999998,0.55886,1.016564,1.333496,1.75698,2.433183,3.0672080000000004,3.798771,4.101058999999999,4.2875760000000005,5.264643,6.290341000000001,6.737295,7.190111,6.8033410000000005,6.283849,6.053401999999999,5.754461,5.492647,5.18781,5.183078,5.431051999999999,5.77575,5.699396,5.944596,6.133101,6.702246000000001,7.121652,7.524030000000001,7.821205,8.295742,8.564391,8.872796000000001,9.524232000000001,10.071844,10.296987,10.779822,11.116753,11.768328,12.148372,12.401274,12.671859,13.316841,13.577991,13.203022
3-2802575,,,0,0.326002,0.783706,1.100639,1.524122,2.200326,2.834351,3.5659129999999997,3.8682019999999997,4.054719,5.031786,6.057483,6.503438,6.9562539999999995,6.570483,6.049992,5.819545,5.5206040000000005,5.25879,4.954952,4.95022,5.197195,5.557075,5.838539,6.082739,6.270244,6.839389,7.258795,7.661173,7.960348,8.434884,8.701533999999999,9.011939,9.661375,10.208986,10.43613,10.917964999999999,11.253896000000001,11.72947,12.107515,12.537417,12.810001,13.455982999999998,13.717134,13.342165
4-2802567,,,,0,0.457704,0.774636,1.19812,1.874324,2.508349,3.239911,3.5432,3.7287169999999996,4.704783,5.732481,6.1784349999999995,6.631252000000001,6.243481,5.724989,5.493542,5.194602,4.932787,4.62895,4.625218,4.871193,5.231072,5.512537,5.756736,5.944242,6.513387000000001,6.932792,7.335171000000001,7.632345,8.107882,8.376531,8.683937,9.335372,9.883984,10.109128,10.590962,10.927894,11.402467999999999,11.780512,12.211414999999999,12.482999000000001,13.128981,13.389132,13.015163000000001
5-2802557,,,,,0,0.31793299999999997,0.741416,1.41762,2.051645,2.783207,3.085496,3.2720130000000003,4.249079,5.275777,5.721731,6.174548000000001,5.787776999999999,5.268286,5.037838,4.738898000000001,4.477083,4.173246,4.168514,4.415489,4.775368,5.592833000000001,5.837032,6.073983999999999,6.643128999999999,7.061535000000001,7.464913,7.761088000000001,8.235624000000001,8.504274,8.757322,9.079669,9.62728,9.852424000000001,10.334259,10.672189999999999,10.946764,11.325808,11.800711,12.070295,12.717277000000001,12.977428,12.603458999999999
6-2802554,,,,,,0,0.42448400000000003,1.1006879999999999,1.7347130000000002,2.466275,2.769564,2.95608,3.933147,4.958844999999999,5.404799,5.856616000000001,5.469844999999999,4.950353,4.720905999999999,4.421966,4.1591510000000005,3.855314,3.850582,4.097557,4.457436,5.274901,5.5191,5.824606,6.393751,6.813155999999999,7.215535000000001,7.5137089999999995,7.987246000000001,8.255894999999999,8.440389,8.761736,9.309348,9.534492,10.016326,10.354258,10.626832,11.005875999999999,11.480779,11.751363000000001,12.399345,12.657496,12.283526
7-2802559,,,,,,,0,0.681204,1.315229,2.046791,2.3500799999999997,2.535597,3.5116629999999995,4.538361,4.9843150000000005,5.47459,5.525639,5.0061480000000005,4.775701000000001,4.47676,4.214946,3.911108,3.9063769999999995,4.153351,4.513230999999999,5.329695,5.575895,5.8804,6.449545,6.868950999999999,7.271329,7.568503999999999,8.043041,8.311689999999999,8.495184,8.817530999999999,9.365142,9.590286,10.072121000000001,10.410052,10.682627,11.061671,11.536572999999999,11.808158,12.453139,12.713289999999999,12.340321000000001
8-2802568,,,,,,,,0,0.634025,1.365588,1.667876,1.854393,2.83146,3.858158,4.304112,4.793387,4.880158,5.400649,5.451904,5.1519639999999995,4.890149,4.586312,4.581580000000001,4.8285540000000005,5.188434,6.005898999999999,6.251098000000001,6.556603,7.124749,7.545153999999999,7.947533,8.243707,8.719244,8.987893,9.171387,9.492734,10.040346000000001,10.26649,10.748324,11.085255,11.35983,11.738874000000001,12.213777,12.484361,13.131343,13.388494,13.015524000000001
9-2802551,,,,,,,,,0,0.7632979999999999,1.065587,1.252103,2.22817,3.255868,3.701822,4.191097,4.277868,4.798359,4.888807,5.1897470000000006,5.450562000000001,5.221337,5.216605,5.46358,5.823459,6.640924000000001,6.8861229999999995,7.190628,7.759774,8.179179,8.581558,8.878732000000001,9.353269000000001,9.622917999999999,9.805411999999999,10.127759,10.675371,10.900514999999999,11.382349000000001,11.72028,11.993855,12.374899000000001,12.847802,13.119385999999999,13.766368,14.025519000000001,13.652548999999999
10-2802538,,,,,,,,,,0,0.302289,0.488806,1.464872,2.4915700000000003,2.937525,3.426799,3.5135699999999996,4.0340620000000005,4.125509,4.424449,4.6862639999999995,4.787101,4.882167,5.129142,5.489021,6.305486,6.551686,6.856191,7.425336,7.844742,8.247119999999999,8.544295,9.018831,9.28848,9.470975,9.793322,10.340933,10.566077,11.047912,11.385843,11.660417,12.038461999999999,12.514364,12.784948,13.430929999999998,13.692081,13.316112
