순번_정류장ID,37-2806578,38-2805419,39-2805722,40-2805399,41-2806080,42-2804477,43-2804478,44-2800034,45-2800047,46-2804479,47-2804480,48-2804481,49-2805071,50-2803585,51-2803586,52-2800056,53-2800057,54-2800006,55-2800299,56-2804058,57-2800295,58-2804482,59-2800300,60-2805078,61-2800297,62-2803996,63-2803994,64-2803992,65-2806003,66-2803990,67-2803981,68-2806017,69-2803980,70-2805721,71-2805719,72-2803976,73-2803974
37-2806578,0,1.153572,1.5809950000000002,2.0971189999999997,2.548463,2.788367,2.9771400000000003,3.370448,5.553804,5.84886,6.158325,6.549327,6.85422,7.117661,8.012561999999999,8.741767999999999,9.338856,10.249117,12.303554,13.082517999999999,14.745087,15.130037,15.646521,16.232746,16.957137,17.101618,17.409643,17.812826,18.276732,19.025187,21.042565,21.734081,22.500958999999998,22.601563,22.80314,23.139827,23.771379999999997
38-2805419,,0,0.42742299999999994,0.9435469999999999,1.3948909999999999,1.634794,1.822568,2.2168759999999996,4.401232,4.694287999999999,5.003753,5.394755,5.699648000000001,5.9640889999999995,6.8589899999999995,7.588196000000001,8.184283,9.095545,11.149982000000001,11.927946,13.590515,13.975464,14.492949,15.078173999999999,15.802565,15.948046,16.256071,16.658253,17.123159,17.870615,19.887992999999998,20.580509,21.345387,21.446991,21.649568,21.983254000000002,22.618807999999998
39-2805722,,,0,0.516124,0.967468,1.207371,1.395145,1.789453,3.9738089999999997,4.266865,4.57733,4.967332,5.273225,5.537666000000001,6.432567,7.161772999999999,7.757860000000001,8.669122,10.723559,11.501522999999999,13.164092000000002,13.548041,14.066526000000001,14.651751,15.376142000000002,15.521623000000002,15.829648,16.23183,16.696735999999998,17.444192,19.461570000000002,20.153085,20.918964000000003,21.020568,21.223145000000002,21.556831,22.190385
40-2805399,,,,0,0.45434399999999997,0.694248,0.8820209999999999,1.276329,3.459685,3.753741,4.063206,4.454209,4.759101,5.023543,5.918443,6.64765,7.243736999999999,8.154997999999999,10.209435000000001,10.987399,12.649969,13.034918,13.552403,14.137626999999998,14.862019,15.007499,15.315524,15.717707,16.182613,16.930068,18.948446,19.639962,20.40484,20.506444000000002,20.710020999999998,21.044708,21.677262
41-2806080,,,,,0,0.239904,0.42767799999999995,1.049986,3.234342,3.5273980000000003,3.8368629999999997,4.227865,4.532758,4.797199,5.6921,6.4213059999999995,7.017392999999999,7.928655,9.983092,10.761056,12.423625,12.808574,13.326058999999999,13.911284,14.635675,14.781156,15.089181,15.491363,15.956269,16.703723999999998,18.720102999999998,19.412618,20.177497,20.2791,20.481678,20.818364000000003,21.449918
42-2804477,,,,,,0,0.187774,0.810082,2.994437,3.287494,3.5969580000000003,3.987961,4.292853,4.557295,5.452195,6.181401999999999,6.777489,7.688751,9.743186999999999,10.521152,12.183721,12.56867,13.086155,13.67138,14.395771,14.541251999999998,14.849276000000001,15.251458999999999,15.716365,16.463820000000002,18.481199,19.173714,19.938592,20.040195999999998,20.243774,20.577460000000002,21.210014
43-2804478,,,,,,,0,0.622308,2.805664,3.09972,3.409185,3.800187,4.10508,4.369521,5.265422,5.994628,6.5907160000000005,7.500977000000001,9.555414,10.333378,11.995947,12.380896,12.898381,13.484606,14.207997,14.353477999999999,14.661503,15.064685,15.529592000000001,16.277047,18.294425,18.985941,19.750819,19.851423,20.055999999999997,20.390687,21.02224
44-2800034,,,,,,,,0,2.184356,2.478412,2.787877,3.17888,3.483772,3.748214,4.643114,5.372319999999999,5.968408,6.879669,8.934106,9.712069999999999,11.37464,11.759589,12.277074,12.862298,13.586689999999999,13.732170000000002,14.040195,14.442378,14.907283999999999,15.654739000000001,17.671117000000002,18.364632999999998,19.130511,19.232115,19.434692000000002,19.769379,20.402932
45-2800047,,,,,,,,,0,0.298057,0.607521,0.998524,1.303416,1.567858,2.462759,3.191965,3.7880519999999995,4.699314,6.75375,7.531714999999999,9.194284,9.579233,10.096718,10.681942999999999,11.406334,11.551815,11.859839,12.262022,12.726928,13.474383,15.492761999999999,16.185277,16.950155,17.051759,17.254337,17.589023,18.222576999999998
46-2804479,,,,,,,,,,0,0.309465,0.7004670000000001,1.00536,1.269801,2.164702,2.893908,3.489996,4.401257,6.455694,7.233658,8.896227,9.281176,9.798661,10.383886,11.108277000000001,11.253758,11.561783,11.963965,12.428871000000001,13.176326999999999,15.194704999999999,15.886220999999999,16.651099,16.751703,16.95528,17.288967,17.92352
