순번_정류장ID,1-2805255,2-2804916,3-2801044,4-2801054,5-2801050,6-2801053,7-2801061,8-2801067,9-2801074,10-2801101,11-2801112,12-2801115,13-2801098,14-2800857,15-2800855,16-2800853,17-2800851,18-2801143,19-2805962,20-2805963
1-2805255,0,0.49597399999999997,0.831577,1.268583,1.8646880000000001,2.0488150000000003,2.291434,2.466854,2.602183,2.422357,2.8446860000000003,3.4824230000000003,3.690695,3.89831,4.1620230000000005,4.63028,5.151516,5.411219,5.505458,5.433999
2-2804916,,0,0.33560300000000004,0.772609,1.368714,1.552842,1.7954599999999998,1.97088,2.10621,1.9263830000000002,2.348712,2.98645,3.194721,3.403337,3.6660489999999997,4.134307,4.655542,4.915246,5.009485,4.938026
3-2801044,,,0,0.437007,1.033112,1.217239,1.459857,1.635277,1.770607,1.59178,2.014109,2.651847,2.859118,3.066734,3.329446,3.797704,4.318939,4.579643,4.673882,4.602423
4-2801054,,,,0,0.596105,0.7802319999999999,1.022851,1.1982709999999999,1.3336,1.153774,1.5761020000000001,2.2138400000000003,2.422112,2.629727,2.89344,3.361697,3.882932,4.142636,4.236875,4.1654160000000005
5-2801050,,,,,0,0.18412699999999999,0.428746,0.604166,0.739495,0.990669,1.412998,1.792886,1.827007,2.035622,2.298335,2.7665919999999997,3.2888269999999995,3.5475309999999998,3.6417699999999997,3.5703110000000002
6-2801053,,,,,,0,0.24461799999999997,0.42003900000000005,0.5553680000000001,0.806541,1.2288700000000001,1.608759,1.64288,1.852495,2.115208,2.5834650000000003,3.1047,3.363404,3.457643,3.3861839999999996
7-2801061,,,,,,,0,0.17542,0.31075,0.608923,1.030252,1.365141,1.399261,1.607877,1.869589,2.338847,2.860082,3.118786,3.214025,3.142566
8-2801067,,,,,,,,0,0.135329,0.43350299999999997,0.8548319999999999,1.18972,1.223841,1.4314559999999998,1.6941689999999998,2.162426,2.683662,2.9443650000000003,3.0386040000000003,2.967145
9-2801074,,,,,,,,,0,0.298173,0.7205020000000001,1.12876,1.162881,1.3714959999999998,1.634209,2.102466,2.623702,2.8834049999999998,2.9776439999999997,2.9071849999999997
10-2801101,,,,,,,,,,0,0.423329,1.061067,1.351338,1.5609540000000002,1.823666,2.2919240000000003,2.813159,3.071863,3.167102,3.095643
11-2801112,,,,,,,,,,,0,0.637738,0.937009,1.277625,1.490338,1.958595,2.4798299999999998,2.655534,2.750773,2.678314
12-2801115,,,,,,,,,,,,0,0.300272,0.640887,0.8536,1.321857,1.8430919999999997,2.020796,2.1150349999999998,2.043576
13-2801098,,,,,,,,,,,,,0,0.340616,0.553329,1.021586,1.542821,2.0549169999999997,2.045764,1.867304
14-2800857,,,,,,,,,,,,,,0,0.308713,0.7769699999999999,1.2982049999999998,1.866909,1.801148,1.622688
15-2800855,,,,,,,,,,,,,,,0,0.468258,0.9894930000000001,1.5581969999999998,1.492436,1.313976
16-2800853,,,,,,,,,,,,,,,,0,0.521235,1.089939,1.024178,0.8457180000000001
17-2800851,,,,,,,,,,,,,,,,,0,0.582704,0.516943,0.338483
18-2801143,,,,,,,,,,,,,,,,,,0,0.31568,0.244221
19-2805962,,,,,,,,,,,,,,,,,,,0,0.17845999999999998
20-2805963,,,,,,,,,,,,,,,,,,,,0
