순번_정류장ID,43-2800705,44-2800697,45-2801603,46-2801583,47-2801574,48-2801556,49-2801563,50-2801598,51-2801623,52-2801653,53-2801676,54-2801186,55-2801710,56-2801727,57-2807422,58-2801185,59-2801687,60-2801184,61-2801665,62-2801638,63-2801576,64-2801549,65-2801518,66-2801490,67-2801458,68-2801434,69-2801399,70-2801381,71-2804949,72-2801372,73-2801362,74-2801350,75-2801334,76-2801312,77-2801284,78-2801274,79-2801269,80-2805502,81-2801259
43-2800705,0,0.503979,1.481729,1.8129389999999999,1.972604,2.222881,2.598983,2.706534,2.9576700000000002,3.095542,3.4605300000000003,3.861078,4.093969,4.105276,4.362751,4.241954,4.620998,5.0959,5.366485,5.542668,5.0105059999999995,4.804236,4.965421,5.157061,5.320021,5.081967,5.019773000000001,5.292766,5.373335,5.241266,5.35775,5.740441000000001,6.1275889999999995,6.600623,7.0533589999999995,7.1396630000000005,7.345791999999999,7.534729,7.6675889999999995
44-2800697,,0,0.97975,1.3109600000000001,1.470625,1.7209020000000002,2.097005,2.204555,2.455692,2.5935639999999998,2.958551,3.3590989999999996,3.591991,3.837746,4.28984,4.169043,4.250087000000001,4.607989,4.877574,5.04169,4.508527,4.301257,4.464442,4.655083,4.818042,4.579988,4.517794,4.790787,4.871356,4.739287,4.855772,5.238462,5.625611,6.098644,6.551381,6.638685000000001,6.844813,7.032750999999999,7.165611
45-2801603,,,0,0.33121,0.490875,0.741152,1.1172549999999999,1.224805,1.475942,1.6138139999999999,1.9788009999999998,2.3793490000000004,2.612241,2.857996,3.31009,3.189293,3.270337,3.627239,3.897824,4.06194,3.528777,3.321507,3.483692,3.6743330000000003,3.838292,3.6002379999999996,3.538044,3.8110370000000002,3.891606,3.7595370000000004,3.8760209999999997,4.258712,4.64586,5.118894,5.571631,5.658935,5.864063,6.053001,6.185861
46-2801583,,,,0,0.159665,0.40994200000000003,0.786045,0.893595,1.1447319999999999,1.282604,1.647591,2.048139,2.281031,2.526786,2.97988,2.858082,2.939127,3.296029,3.566614,3.7307300000000003,3.197567,2.9912970000000003,3.153482,3.3431230000000003,3.507082,3.269028,3.206834,3.479827,3.560396,3.4283269999999995,3.544811,3.9275019999999996,4.31465,4.787684,5.2404209999999996,5.327725,5.533853,5.7217910000000005,5.8546510000000005
47-2801574,,,,,0,0.25027699999999997,0.62638,0.73393,0.985067,1.122939,1.487926,1.8884740000000002,2.121366,2.367121,2.820215,2.6984169999999996,2.779462,3.137364,3.407949,3.5720650000000003,3.037902,2.831632,2.9928169999999996,3.1834580000000003,3.3474169999999996,3.109363,3.047169,3.3201620000000003,3.400731,3.268662,3.3851459999999998,3.767837,4.154985,4.628019,5.080756,5.16806,5.374187999999999,5.562126,5.694986
48-2801556,,,,,,0,0.376103,0.542654,0.79379,0.9656620000000001,1.330649,1.731197,1.964089,2.209844,2.661938,2.541141,2.6211849999999997,2.8870869999999997,3.1576720000000003,3.3217879999999997,2.787625,2.581355,2.7435400000000003,2.934181,3.09714,2.859086,2.7968919999999997,3.0698849999999998,3.150454,3.018386,3.1348700000000003,3.51756,3.9047089999999995,4.377743,4.830479,4.917783,5.123911,5.311849,5.444709
49-2801563,,,,,,,0,0.166551,0.417687,0.589559,0.9545469999999999,1.3550950000000002,1.5879860000000001,1.833741,2.286835,2.165038,2.245082,2.719985,2.990569,3.175584,2.643421,2.4361509999999997,2.598336,2.788977,2.9529360000000002,2.7148830000000004,2.652688,2.925681,3.00625,2.874182,2.990666,3.373356,3.760505,4.233539,4.686275,4.772579,4.979707,5.167644999999999,5.300505
50-2801598,,,,,,,,0,0.252136,0.424008,0.788996,1.1895440000000002,1.422436,1.668191,2.120285,1.9994869999999998,2.080531,2.555434,2.826018,3.256135,2.810972,2.603702,2.7658869999999998,2.956528,3.119487,2.8814330000000004,2.819239,3.092232,3.1728009999999998,3.0407319999999998,3.157216,3.539907,3.927055,4.400089,4.852826,4.939129,5.146258,5.3341959999999995,5.467055
51-2801623,,,,,,,,,0,0.171872,0.53686,0.937408,1.170299,1.4160549999999998,1.8691490000000002,1.7473509999999999,1.827395,2.302298,2.572882,3.002998,3.0621080000000003,2.854838,3.017023,3.206664,3.370623,3.1325689999999997,3.070375,3.343368,3.4239370000000005,3.291868,3.408352,3.791043,4.178192,4.651225,5.103962,5.190266,5.396394,5.585332,5.718192
52-2801653,,,,,,,,,,0,0.36498800000000003,0.765536,0.9984270000000001,1.244183,1.6972770000000001,1.575479,1.656523,2.131426,2.4020099999999998,2.8321259999999997,3.23398,3.02671,3.188895,3.379536,3.5424949999999997,3.304441,3.2422470000000003,3.5152400000000004,3.5958089999999996,3.46374,3.580225,3.962915,4.350064,4.823097,5.275834,5.363137999999999,5.568266,5.757204,5.890064
