순번_정류장ID,1-2806160,2-2805528,3-2807269,4-2806830,5-2805759,6-2805529,7-2805839,8-2805340,9-2805817,10-2805339,11-2805228,12-2805226,13-2805328,14-2805335,15-2806172,16-2805231,17-2805400,18-2805038,19-2804895,20-2805744,21-2807080,22-2807078,23-2800622,24-2800627,25-2800336,26-2800658,27-2800669,28-2800345,29-2803643,30-2803791,31-2801474,32-2801178,33-2801179,34-2801439,35-2801584,36-2801628,37-2801621,38-2801633
1-2806160,0,1.121034,2.546698,2.916443,3.588172,3.8348169999999997,4.128321,4.119103,4.081607,3.863801,4.522268,4.049311,3.6622879999999998,4.169562,4.740455,5.24044,5.418632,5.579873,5.857864,6.439126,7.181736999999999,7.524416,8.041159,8.380516,8.826599,9.081899,9.256727,9.739904,10.314204,12.241423,12.235660000000001,12.653646,13.23882,13.273831,14.404189,15.025273,15.140492000000002,15.296053
2-2805528,,0,1.424664,1.794409,2.466138,2.7127830000000004,3.006287,2.997068,2.959573,2.741767,3.532426,3.0584700000000002,2.700446,3.207721,3.7536129999999996,4.253598,4.75379,4.950031,5.227022,5.817284,6.555895,6.899574,7.4163179999999995,7.755674000000001,8.200757000000001,8.456057000000001,8.630885000000001,9.114061999999999,9.689362,11.615582,11.727818,12.145804,12.729978,13.024989,14.155348000000002,14.776431,14.891651000000001,15.047212
3-2807269,,,0,0.369745,1.041474,1.288119,1.581623,1.5724049999999998,1.534909,1.3171030000000001,2.1077619999999997,1.6338059999999999,1.850014,2.05274,2.328949,2.828934,3.3291269999999997,3.5253669999999997,3.8023580000000003,4.392621,5.131231,5.47391,5.9916540000000005,6.33101,6.775094,7.030392999999999,7.206221,7.688397999999999,8.264698,10.190918,10.301155,10.721141000000001,11.305314,11.599325,12.730684,13.350767000000001,13.466987,13.622548000000002
4-2806830,,,,0,0.6807300000000001,0.927375,1.220879,1.21166,1.174165,0.956359,2.15329,1.8027540000000002,2.0189619999999997,2.221688,2.497898,2.6221900000000002,3.122382,3.318622,3.5956129999999997,4.186876,4.924487,5.269166,5.784909,6.124266,6.570349,6.824649000000001,7.000477,7.483654,8.057953999999999,9.984173,10.095410000000001,10.514396000000001,11.09957,11.394581,12.524939,13.145023000000002,13.260242000000002,13.415803
5-2805759,,,,,0,0.24764499999999998,0.549149,0.735082,0.697587,0.479781,1.676712,2.1506689999999997,2.5396919999999996,2.735418,2.165525,2.145612,2.645804,2.842045,3.119036,3.7092980000000004,4.447908999999999,4.790588,5.308332,5.647688,6.092771,6.349071,6.522899,7.006075999999999,7.580375999999999,9.507596000000001,9.619832,10.036817999999998,10.621992,10.918003,12.046361,12.668445,12.782664,12.938226
6-2805529,,,,,,0,0.302504,0.7952859999999999,0.80879,0.726426,1.923357,2.3973139999999997,2.784337,2.982063,2.41217,2.392257,2.892449,3.08869,3.365681,3.955943,4.6955540000000004,5.038233,5.5539760000000005,5.893333,6.340416,6.593716000000001,6.768544,7.2537210000000005,7.827021,9.755239999999999,9.865477,10.285463,10.869636999999999,11.164648,12.294006,12.91509,13.029309,13.185870000000001
7-2805839,,,,,,,0,0.494781,0.7187359999999999,0.82552,2.1718610000000003,2.6458180000000002,3.032841,3.2305669999999997,2.660674,2.640761,3.1409529999999997,3.337194,3.614185,4.204447,4.943058000000001,5.287737,5.80348,6.142837,6.58892,6.84422,7.018047999999999,7.502225,8.076525,10.003744000000001,10.113980999999999,10.532967,11.117141,11.412152,12.54251,13.162594,13.277813,13.434375
8-2805340,,,,,,,,0,0.420483,0.638289,1.98463,2.458587,2.84761,3.043336,2.473443,2.4535299999999998,2.953722,3.149963,3.427954,4.018216000000001,4.7568269999999995,5.0985059999999995,5.616249,5.956606,6.3996889999999995,6.656989,6.830817,7.314994,7.890294,9.814513,9.92875,10.346736,10.93091,11.223921,12.355279,12.975363,13.092582,13.248144
9-2805817,,,,,,,,,0,0.217806,1.564147,2.038104,2.4251270000000003,2.622853,2.0529599999999997,2.0330470000000003,2.533239,2.72948,3.00747,3.5977330000000003,4.336344,4.6780230000000005,5.196766,5.5351230000000005,5.981205999999999,6.236505999999999,6.411334,6.893511,7.469811,9.39503,9.508267,9.926252999999999,10.510427,10.803438,11.934796,12.55688,12.672099000000001,12.82766
10-2805339,,,,,,,,,,0,1.346341,1.820298,2.209321,2.405047,1.8351540000000002,1.8152409999999999,2.315433,2.511674,2.7896650000000003,3.3789269999999996,4.117538,4.462217,4.976961,5.316317,5.7634,6.0187,6.192528,6.675705000000001,7.2520050000000005,9.178225,9.288461,9.707447,10.291621000000001,10.587632000000001,11.717989999999999,12.338074,12.454293,12.609855
