순번_정류장ID,1-2807210,2-2800306,3-2800305,4-2800402,5-2805665,6-2804856,7-2800418,8-2800434,9-2800443,10-2800454,11-2800461,12-2800463,13-2800466,14-2800470,15-2800353,16-2803672,17-2800309,18-2800480,19-2800491,20-2800494,21-2800496,22-2800499,23-2805303,24-2800514,25-2800516,26-2800518,27-2800522,28-2800531,29-2800540,30-2804975,31-2805675,32-2803658,33-2806604,34-2806174,35-2806731,36-2805743,37-2804896,38-2805037,39-2805221,40-2805232,41-2805872,42-2805230,43-2805331,44-2805579,45-2806912,46-2805449,47-2805840,48-2805330,49-2805707
1-2807210,0,0.168043,0.388464,0.524949,0.747216,1.016032,1.251257,2.073649,2.362803,2.743749,3.30579,3.498098,3.84649,3.765189,3.690936,3.56109,3.843728,4.046844,4.300671,4.660383,5.08125,5.369887,6.381951,7.064387,7.208400999999999,7.3813130000000005,7.566215,7.926937,8.392965,8.622588,9.452537,10.357303,11.27333,11.477128,11.638361999999999,11.937204,12.175777,12.507387,12.739682,13.082906,13.272885999999998,13.498207999999998,14.070910999999999,14.412625,14.802779999999998,15.407528,15.541217000000001,15.681104999999999,15.365886999999999
2-2800306,,0,0.220421,0.356906,0.5791729999999999,0.847989,1.083214,1.9056060000000001,2.19476,2.575707,3.137747,3.330055,3.6784470000000002,3.597146,3.522893,3.393047,3.6756849999999996,3.878801,4.1326279999999995,4.49234,4.913207,5.201844,6.213908,6.896344,7.040358,7.21327,7.398172,7.758894000000001,8.224922,8.454545,9.284494,10.189261,11.105286999999999,11.309085000000001,11.470319,11.770162,12.007734,12.339344,12.571639,12.913863000000001,13.105843,13.330165,13.903868,14.244582000000001,14.635736999999999,15.240485999999999,15.373173999999999,15.513062,15.198844
3-2800305,,,0,0.138486,0.360752,0.6295689999999999,0.864793,1.687185,1.9763389999999998,2.357286,2.919326,3.111634,3.460026,3.378725,3.304472,3.174626,3.457264,3.6603800000000004,3.9142069999999998,4.273919,4.694786,4.983423,5.994487,6.677923,6.821938,6.994849,7.1797509999999996,7.5404729999999995,8.006501,8.236124,9.066073,9.970839999999999,10.886866,11.090664,11.251899,11.551741,11.789313,12.120923,12.353218,12.696442999999999,12.887422,13.111744,13.684447,14.026160999999998,14.416317000000001,15.022065,15.153753,15.293641000000001,14.980423000000002
4-2800402,,,,0,0.222266,0.491083,0.726308,1.5487,1.837854,2.2188,2.78084,2.973148,3.3215410000000003,3.24024,3.165987,3.036141,3.318779,3.5218949999999998,3.775722,4.135434,4.556301,4.844938,5.857002,6.539438,6.683452000000001,6.856364,7.041266,7.401988,7.868016000000001,8.097639,8.927588,9.832353999999999,10.748380000000001,10.952179,11.113413000000001,11.413255,11.650828,11.982438,12.214732000000001,12.557957,12.748937,12.973258,13.546961999999999,13.887676,14.277830999999999,14.883579000000001,15.015267999999999,15.156156,14.841938
5-2805665,,,,,0,0.26881700000000003,0.504042,1.3264340000000001,1.615588,1.996534,2.558574,2.750882,3.099275,3.017974,2.943721,2.813875,3.0965130000000003,3.299629,3.5534559999999997,3.913168,4.334035,4.622672000000001,5.634736,6.317172,6.461186,6.634098,6.819,7.179722,7.64575,7.875373,8.705322,9.610088000000001,10.526114,10.729913,10.891147,11.190989,11.428562,11.760172,11.991466,12.334691000000001,12.525671,12.750993,13.324696,13.665410000000001,14.056564999999999,14.660313,14.793002,14.93389,14.618672
6-2804856,,,,,,0,0.235225,1.057617,1.346771,1.7277169999999997,2.289758,2.482066,2.830458,2.749157,2.674904,2.545058,2.827696,3.030812,3.284639,3.6443510000000003,4.065218,4.353855,5.365919,6.048355,6.192369,6.3652809999999995,6.5501830000000005,6.9109050000000005,7.376933,7.606555999999999,8.436505,9.341271,10.257298,10.461096000000001,10.62233,10.922172,11.159745,11.491355,11.72365,12.065874,12.257854,12.482175999999999,13.054879,13.396593,13.787748,14.392496,14.525185,14.665073000000001,14.349854999999998
7-2800418,,,,,,,0,0.822392,1.111546,1.492493,2.054533,2.246841,2.5952330000000003,2.513932,2.439679,2.3098330000000002,2.5924709999999997,2.795587,3.049414,3.409126,3.829993,4.1186300000000005,5.129694000000001,5.81313,5.957144,6.130056,6.313958,6.675680000000001,7.141708,7.371331,8.20128,9.106047,10.022072999999999,10.225871000000001,10.386106,10.686948,10.92452,11.25613,11.488425,11.83165,12.022629,12.246951,12.820654,13.160368,13.552523999999998,14.156272,14.28996,14.428848,14.114629999999998
8-2800434,,,,,,,,0,0.289154,0.6701010000000001,1.232141,1.424449,1.7728419999999998,2.026936,2.2461900000000004,2.231036,2.64608,2.849195,3.103022,3.462735,3.8836019999999998,4.172239,5.184302,5.866738,6.010753,6.182665,6.368566,6.729288,7.195317,7.424939999999999,8.254889,9.159655,10.075681,10.27948,10.439714,10.739556,10.978128,11.308739,11.541033,11.885258,12.074238000000001,12.299559,12.874263000000001,13.214977,13.605132000000001,14.209879999999998,14.342569000000001,14.481457,14.168238
9-2800443,,,,,,,,,0,0.380947,0.9429870000000001,1.1352950000000002,1.483688,1.737783,1.957036,1.9418819999999999,2.3569259999999996,2.560041,2.813868,3.173581,3.5944480000000003,3.883085,4.895148000000001,5.577584,5.721598999999999,5.8945110000000005,6.0794120000000005,6.440134,6.906163,7.135786,7.9657350000000005,8.870500999999999,9.786527,9.990326,10.15156,10.451402,10.688974,11.020585,11.251878999999999,11.596103999999999,11.786083999999999,12.011405,12.585109,12.925823,13.316978,13.920726,14.054414999999999,14.193303,13.880085000000001
10-2800454,,,,,,,,,,0,0.562041,0.7543489999999999,1.102741,1.3568360000000002,1.5760889999999999,1.560935,1.9759790000000002,2.1790950000000002,2.432922,2.792634,3.213501,3.5021379999999995,4.514202,5.196638,5.3406519999999995,5.513564,5.698466000000001,6.059188,6.525216,6.754839,7.5847880000000005,8.489554,9.405581,9.609378999999999,9.770613,10.070455,10.308028,10.639638,10.871932000000001,11.214157,11.406137,11.629458999999999,12.204162,12.543876,12.936031,13.539779000000001,13.672467999999999,13.812356,13.499138
