순번_정류장ID,41-2802694,42-2802692,43-2802713,44-2807035,45-2802749,46-2802741,47-2802145,48-2804880,49-2802150,50-2802161,51-2802171,52-2802825,53-2802870,54-2802378,55-2802395,56-2802397,57-2802399,58-2802406,59-2802412,60-2802372,61-2802474,62-2802487,63-2802530,64-2802542,65-2802546,66-2802562,67-2807041,68-2802373
51-2802171,,,,,,,,,,,0,0.37085300000000004,0.688249,1.246805,1.699571,1.988748,2.183235,2.819554,3.057758,3.5115160000000003,3.902371,4.126837,4.52975,4.88703,5.036032,5.363183,5.675495,6.185528
52-2802825,,,,,,,,,,,,0,0.317397,0.8759530000000001,1.328718,1.617895,1.812382,2.448702,2.686905,3.140663,3.531518,3.755985,4.1588970000000005,4.516177,4.66518,4.992331,5.304643,5.814676
53-2802870,,,,,,,,,,,,,0,0.558556,1.0113219999999998,1.300499,1.4949860000000001,2.131306,2.369509,2.823267,3.214122,3.4385879999999998,3.841501,4.198780999999999,4.347783,4.674935,4.987246,5.497279
54-2802378,,,,,,,,,,,,,,0,0.452766,0.741943,0.9364299999999999,1.572749,1.8109529999999998,2.264711,2.655566,2.880032,3.282945,3.640225,3.789227,4.116378,4.4286900000000005,4.938723
55-2802395,,,,,,,,,,,,,,,0,0.289177,0.48366400000000004,1.119984,1.358187,1.8119459999999998,2.202801,2.4272669999999996,2.8301790000000002,3.1874599999999997,3.3364620000000005,3.663613,3.975925,4.485958
56-2802397,,,,,,,,,,,,,,,,0,0.19448800000000002,0.830807,1.0690110000000002,1.522769,1.9136240000000002,2.13809,2.541002,2.898283,3.047285,3.374436,3.686748,4.196781
57-2802399,,,,,,,,,,,,,,,,,0,0.63632,0.8745229999999999,1.328281,1.719137,1.943603,2.346515,2.703795,2.852798,3.179949,3.492261,4.002294
58-2802406,,,,,,,,,,,,,,,,,,0,0.241204,0.694962,1.085817,1.310283,1.713196,2.0704759999999998,2.219478,2.5466290000000003,2.878109,3.6639739999999996
59-2802412,,,,,,,,,,,,,,,,,,,0,0.453758,0.844614,1.06908,1.471992,1.829272,1.978275,2.3054259999999998,2.636905,3.422771
60-2802372,,,,,,,,,,,,,,,,,,,,0,0.390855,0.615321,1.018234,1.375514,1.524516,1.851668,2.183147,3.0928869999999997
61-2802474,,,,,,,,,,,,,,,,,,,,,0,0.22846599999999997,0.631379,0.9886590000000001,1.137661,1.464813,1.7962919999999998,2.725157
62-2802487,,,,,,,,,,,,,,,,,,,,,,0,0.403913,0.761193,0.9101950000000001,1.237347,1.568826,2.497691
63-2802530,,,,,,,,,,,,,,,,,,,,,,,0,0.357281,0.506283,0.833434,1.164914,2.098779
64-2802542,,,,,,,,,,,,,,,,,,,,,,,,0,0.152002,0.47915399999999997,0.810633,1.7454990000000001
65-2802546,,,,,,,,,,,,,,,,,,,,,,,,,0,0.327152,0.6586310000000001,1.592496
66-2802562,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33148,1.266345
67-2807041,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.953866
68-2802373,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
