순번_정류장ID,41-2802694,42-2802692,43-2802713,44-2807035,45-2802749,46-2802741,47-2802145,48-2804880,49-2802150,50-2802161,51-2802171,52-2802825,53-2802870,54-2802378,55-2802395,56-2802397,57-2802399,58-2802406,59-2802412,60-2802372,61-2802474,62-2802487,63-2802530,64-2802542,65-2802546,66-2802562,67-2807041,68-2802373
41-2802694,0,0.549632,0.906918,1.152305,1.492888,1.681009,2.011505,2.2473389999999998,2.561572,2.803652,3.116994,3.146846,3.464243,3.9887989999999998,4.175564,4.464741,4.659228,5.295548,5.5337510000000005,5.987508999999999,6.378364,6.60283,7.005742999999999,7.318878999999999,7.347881,7.6740330000000005,8.005512,8.661522
42-2802692,,0,0.357286,0.6026729999999999,0.943256,1.131377,1.461874,1.697707,2.01194,2.25402,2.5673619999999997,2.597214,2.914611,3.439167,3.625932,3.9151089999999997,4.109596,4.745916,4.984119000000001,5.437876999999999,5.828732,6.053199,6.456111,6.813391,6.962394000000001,7.2895449999999995,7.601857000000001,8.111889999999999
43-2802713,,,0,0.24538800000000002,0.58597,0.774091,1.104588,1.3404209999999999,1.654655,1.8967349999999998,2.210076,2.239929,2.557325,3.081881,3.268647,3.5578239999999997,3.752311,4.38863,4.626834,5.080592,5.471447,5.695913,6.098826,6.456106,6.605108,6.93226,7.2445710000000005,7.754604
44-2807035,,,,0,0.34058299999999997,0.5287029999999999,0.8592,1.095034,1.409267,1.6513470000000001,1.9646880000000002,1.994541,2.311937,2.836493,3.023259,3.312436,3.5069230000000005,4.143243,4.3814459999999995,4.835204,5.226058999999999,5.450525,5.853438,6.210718,6.359719999999999,6.686872,6.999183,7.509216
45-2802749,,,,,0,0.188121,0.518618,0.754451,1.068685,1.337764,1.6511060000000002,1.838589,2.155986,2.680542,2.867307,3.156484,3.350972,3.9872910000000004,4.225494,4.679253,5.070108,5.294574,5.6974860000000005,6.054767,6.203769,6.53092,6.843232,7.3532649999999995
46-2802741,,,,,,0,0.330497,0.56633,0.8805639999999999,1.149644,1.462985,1.833838,2.151234,2.7107900000000003,3.055428,3.3446050000000005,3.5390919999999997,4.175412000000001,4.413615,4.867373000000001,5.258229,5.482695,5.885607,6.2428870000000005,6.39189,6.719041000000001,7.031353,7.541386
47-2802145,,,,,,,0,0.235833,0.550067,0.8191470000000001,1.132488,1.503341,1.8207369999999998,2.379293,2.833059,3.121235,3.315723,3.9520419999999996,4.190246,4.644004,5.034859,5.259325,5.662237,6.019518,6.16852,6.495671,6.807983,7.318016
48-2804880,,,,,,,,0,0.314234,0.583314,0.896655,1.267507,1.584904,2.1434599999999997,2.596225,2.886402,3.079889,3.7162089999999997,3.9544120000000005,4.409171,4.800026,5.023492,5.426404,5.783685,5.9326870000000005,6.259837999999999,6.57215,7.083183
49-2802150,,,,,,,,,0,0.27108000000000004,0.584422,0.955274,1.27267,1.832226,2.284992,2.574169,2.768656,3.404976,3.643179,4.0969370000000005,4.487792,4.712258,5.115171,5.472451,5.621453,5.948605000000001,6.260916,6.77095
50-2802161,,,,,,,,,,0,0.313342,0.684194,1.001591,1.560147,2.013912,2.302089,2.4965759999999997,3.132896,3.372099,3.8248580000000003,4.215713,4.440179,4.843091,5.200372,5.3503739999999995,5.677525,5.988837,6.49887
