순번_정류장ID,49-2800225,50-2800222,51-2800221,52-2800216,53-2800211,54-2800206,55-2800200,56-2800195,57-2800198,58-2800203,59-2800208,60-2801378,61-2801385,62-2801389,63-2801160,64-2801330,65-2801287,66-2801270,67-2801057,68-2801043,69-2801024,70-2801015,71-2801008,72-2800986,73-2800980,74-2800988,75-2800971,76-2800941,77-2800927,78-2800925,79-2800923,80-2800874,81-2805941,82-2800821,83-2800876,84-2800846,85-2805865,86-2805871,87-2805869,88-2805866,89-2800867,90-2800824,91-2806788,92-2800889,93-2805296,94-2805295,95-2800899,96-2805370
59-2800208,,,,,,,,,,,0,0.553345,0.804631,1.014937,1.276972,1.71625,2.1448549999999997,2.343975,3.340204,3.742818,4.129242,4.338863,4.5750660000000005,4.840928,4.7852,4.485387,4.660151,5.265071,5.650759,5.900675,6.49593,6.755261999999999,6.9642550000000005,7.254110000000001,7.607874000000001,7.8275559999999995,8.050322,8.296799,8.492189999999999,9.279161,9.504494000000001,9.487136,9.030144,8.716632,9.304696,10.09642,10.443067,10.8245
60-2801378,,,,,,,,,,,,0,0.252286,0.46259300000000003,0.7246279999999999,1.163905,1.59251,1.901631,2.9058599999999997,3.309473,3.6948980000000002,3.904519,4.140721,4.406584,4.351856,4.052042,4.224807,4.832726,5.217415,5.467331,6.063585,6.321917,6.530911,6.818766,7.17553,7.395212,7.615977,7.862454,8.058846,8.846817,9.07115,9.052791000000001,8.5948,8.284288,8.871350999999999,9.664075,10.009723,10.391155
61-2801385,,,,,,,,,,,,,0,0.21130700000000002,0.473342,0.994619,1.423224,1.822345,2.8265740000000004,3.230187,3.615612,3.8252330000000003,4.0614349999999995,4.327298000000001,4.27257,3.972756,4.146521,4.75344,5.137129,5.389044999999999,5.984299,6.241631,6.451625,6.73948,7.096244,7.315925999999999,7.537691000000001,7.7821679999999995,7.978560000000001,8.766531,8.992863999999999,8.973505000000001,8.516513,8.206002,8.791065,9.585789,9.929437,10.310869
62-2801389,,,,,,,,,,,,,,0,0.262036,0.783313,1.211918,1.6110389999999999,2.615267,3.018881,3.4043059999999996,3.613926,3.850129,4.115991,4.061262999999999,3.76145,3.9352139999999998,4.542134,4.925822,5.177739,5.771993,6.031325,6.240318,6.529173,6.884937,7.1046190000000005,7.326385,7.571861999999999,7.768253,8.555224,8.779557,8.761199000000001,8.306207,7.9956949999999996,8.580759,9.372483,9.720130000000001,10.101563
63-2801160,,,,,,,,,,,,,,,0,0.521278,0.949882,1.3490030000000002,2.3532319999999998,2.756845,3.14227,3.351891,3.5880940000000003,3.8539559999999997,3.799228,3.499414,3.673179,4.2790989999999995,4.6647870000000005,4.915703,5.5109580000000005,5.76929,5.979283000000001,6.267138,6.622902000000001,6.841583999999999,7.06435,7.308826,7.505217999999999,8.294189,8.518522,8.499164,8.043172,7.731660000000001,8.319724,9.110447,9.455095,9.837527
64-2801330,,,,,,,,,,,,,,,,0,0.428605,0.8277260000000001,1.831955,2.235568,2.620993,2.8306139999999997,3.0668159999999998,3.332678,3.27795,2.977137,3.150902,3.757821,4.1425089999999996,4.393426,4.9886800000000004,5.247012000000001,5.4570050000000005,5.744861,6.100625,6.320307,6.542072,6.787549,6.98394,7.771911,7.9972449999999995,7.978886,7.520894,7.210383,7.795446000000001,8.59017,8.933817,9.31525
65-2801287,,,,,,,,,,,,,,,,,0,0.399121,1.40335,1.806963,2.1923880000000002,2.402009,2.638212,2.904074,2.8493459999999997,2.549532,2.723297,3.3302169999999998,3.7149050000000003,3.965821,4.561076,4.819408,5.029401,5.3172559999999995,5.673019999999999,5.892702,6.1144680000000005,6.3599440000000005,6.556336,7.344307000000001,7.56964,7.5512820000000005,7.094289999999999,6.783778,7.369842,8.162564999999999,8.507213,8.888645
66-2801270,,,,,,,,,,,,,,,,,,0,1.004229,1.407843,1.7932669999999997,2.002888,2.239091,2.504953,2.450225,2.1504119999999998,2.3231759999999997,2.930096,3.315784,3.5667,4.161955,4.419287000000001,4.6292800000000005,4.917135,5.272899,5.493581,5.715347,5.960824,6.156215,6.945186,7.169519,7.150161,6.693169,6.384657,6.967721000000001,7.764444999999999,8.107092,8.488525
67-2801057,,,,,,,,,,,,,,,,,,,0,0.403613,0.789038,0.998659,1.2348620000000001,1.500724,1.4459959999999998,1.146183,1.319947,1.9268669999999999,2.311555,2.562471,3.157726,3.416058,3.6260510000000004,3.913906,4.26967,4.489351999999999,4.711118,4.956595,5.152986,5.940957,6.16629,6.146932,5.69094,5.379428,5.966492,6.760216000000001,7.1038630000000005,7.485296000000001
68-2801043,,,,,,,,,,,,,,,,,,,,0,0.386425,0.596046,0.832249,1.098111,1.043383,1.21393,1.437835,2.044755,2.422942,2.672858,3.268113,3.526445,3.5804379999999996,3.868293,4.225057,4.444739,4.666505,4.911982,5.107373,5.896344,6.120677,6.258319,5.801327,5.488815,6.076879,6.869603,7.21525,7.594683
69-2801024,,,,,,,,,,,,,,,,,,,,,0,0.209621,0.445824,0.7116859999999999,0.656958,0.8275049999999999,1.264909,1.699829,2.036517,2.287433,2.882688,3.14102,3.195013,3.482868,3.838632,4.058314,4.28008,4.525557,4.721948,5.509919,5.735252,5.8728940000000005,5.414902,5.10439,5.690454,6.484177,6.827825,7.2102580000000005
70-2801015,,,,,,,,,,,,,,,,,,,,,,0,0.23620300000000002,0.502065,0.5989300000000001,0.7694770000000001,1.2068809999999999,1.6408009999999997,1.894896,2.145812,2.7410669999999997,2.9993990000000004,3.0533919999999997,3.341247,3.6970110000000003,3.916693,4.138458999999999,4.383936,4.580327,5.368298,5.592631,5.731273000000001,5.273281,4.962769000000001,5.548833,6.342557,6.6872039999999995,7.068637
71-2801008,,,,,,,,,,,,,,,,,,,,,,,0,0.265862,0.546868,0.8796809999999999,1.317086,1.727005,1.658693,1.9096099999999998,2.504864,2.7631959999999998,2.817189,3.105044,3.460808,3.6804900000000003,3.902256,4.147733000000001,4.344124,5.132095,5.357428,5.49507,5.037078,4.726566,5.31263,6.107354,6.450001,6.832433999999999
72-2800986,,,,,,,,,,,,,,,,,,,,,,,,0,0.281006,0.613819,1.051223,1.460143,1.392831,1.643748,2.239002,2.497334,2.551327,2.839182,3.194946,3.414628,3.636394,3.881871,4.0782620000000005,4.866233,5.090566,5.229208,4.771216000000001,4.459704,5.047768,5.840492,6.184139,6.567572
73-2800980,,,,,,,,,,,,,,,,,,,,,,,,,0,0.332814,0.7702180000000001,1.2051370000000001,1.425559,1.6764759999999999,2.27173,2.530062,2.5840549999999998,2.8719099999999997,3.2276740000000004,3.447357,3.669122,3.914599,4.11099,4.898961,5.1232940000000005,5.260936,4.804944,4.494432,5.079496,5.874219999999999,6.2188669999999995,6.6003
74-2800988,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.458404,1.065324,1.450012,1.7009279999999998,2.296183,2.5545150000000003,2.764508,3.052363,3.4081269999999995,3.6278089999999996,3.849575,4.095052,4.291443,5.079414,5.303747,5.286389,4.829397,4.517885,5.1049489999999995,5.896673000000001,6.24332,6.623753
75-2800971,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.60692,0.991608,1.242524,1.837779,2.096111,2.306104,2.593959,2.949723,3.169405,3.391171,3.636648,3.833039,4.62101,4.845343,4.826985,4.369993,4.059481,4.646545,5.440269,5.784916,6.165349
76-2800941,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38468800000000003,0.635605,1.230859,1.489191,1.699185,1.9870400000000001,2.342804,2.5624860000000003,2.784251,3.029728,3.2261189999999997,4.01409,4.239424,4.220065,3.7630730000000003,3.4515620000000005,4.038625,4.832349,5.176996,5.558429
77-2800927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.250916,0.8461709999999999,1.104503,1.3144959999999999,1.602351,1.958115,2.177797,2.399563,2.6450400000000003,2.841431,3.629402,3.853735,3.8363769999999997,3.3793849999999996,3.0668729999999997,3.6539370000000004,4.447661,4.792308,5.172741
78-2800925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.595255,0.8535870000000001,1.06358,1.351435,1.7071990000000001,1.926881,2.148647,2.394123,2.5905150000000003,3.378486,3.602819,3.584461,3.127469,2.815957,3.402021,4.196744,4.541392,4.921824
79-2800923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.261332,0.471325,0.75918,1.1149440000000002,1.334626,1.556392,1.801869,1.99826,2.7862310000000003,3.011564,2.992206,2.535214,2.224702,2.810766,3.60449,3.9491370000000003,4.33057
80-2800874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.21099299999999999,0.49884799999999996,0.854612,1.074294,1.29606,1.5415370000000002,1.737928,2.5258990000000003,2.750232,2.931264,2.474272,2.16276,2.7498240000000003,3.5435480000000004,3.8871949999999997,4.269628
81-2805941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.287855,0.6436189999999999,0.863301,1.085067,1.330544,1.526935,2.314906,2.540239,2.745743,2.685266,2.373754,2.9598169999999997,3.7535410000000002,4.098189,4.479621
82-2800821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35576399999999997,0.575446,0.797212,1.042689,1.23908,2.0270509999999997,2.252384,2.456888,2.88588,2.661609,3.247673,4.041396,4.386044,4.767476
83-2800876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22068200000000002,0.44244799999999995,0.687925,0.884316,1.6722869999999999,1.89662,2.1021240000000003,2.531116,3.0163729999999997,3.6034370000000004,4.3971599999999995,4.740808,5.12324
84-2800846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.222766,0.468242,0.6646340000000001,1.452605,1.6779380000000002,1.8834419999999998,2.311433,3.236055,3.8221190000000003,4.615842,4.96149,5.341922
85-2805865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.245477,0.44186800000000004,1.229839,1.454172,1.659676,2.088668,3.03631,3.6233739999999997,4.416098000000001,4.760745,5.1421779999999995
86-2805871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.196392,0.9843629999999999,1.208696,1.414199,1.843191,2.790834,3.376897,4.170621,4.515269,4.896701
87-2805869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.787971,1.012304,1.217808,1.6468,2.595442,3.1805060000000003,3.9742300000000004,4.318877,4.70031
88-2805866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23233299999999998,0.437837,0.8668290000000001,1.8154709999999998,2.401535,3.195259,3.538906,3.920339
89-2800867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.205504,0.673496,1.6221379999999999,2.207202,3.0009259999999998,3.3455730000000004,3.727006
90-2800824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.467992,1.416634,2.0016979999999998,2.796422,3.141069,3.522502
91-2806788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.959643,1.545706,2.33943,2.684078,3.0655099999999997
92-2800889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.586064,1.379788,1.724435,2.105868
93-2805296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.012982,1.3576290000000002,1.7390619999999999
94-2805295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.346648,0.7280800000000001
95-2800899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38143299999999997
96-2805370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
