순번_정류장ID,1-2801360,2-2800384,3-2800607,4-2800618,5-2800623,6-2800631,7-2800642,8-2800664,9-2800333,10-2800681,11-2800696,12-2800701,13-2800704,14-2800713,15-2800751,16-2800770,17-2800781,18-2800790,19-2800792,20-2800794,21-2800800,22-2801771,23-2801773,24-2801774,25-2801787,26-2801806,27-2801954
1-2801360,0,0.664906,0.877632,1.1412120000000001,1.4456149999999999,1.708392,2.0143560000000003,2.409868,2.696001,2.99949,3.469703,3.6695050000000005,3.9946620000000004,4.253726,4.76976,5.072642,5.398301999999999,5.73161,5.944167,6.0965419999999995,6.456281,6.667125,6.817232000000001,6.907274,6.866178999999999,7.377522999999999,7.333029
2-2800384,,0,0.212727,0.47630600000000006,0.789709,1.0524870000000002,1.35845,1.7539619999999998,2.040096,2.343584,2.813797,3.013599,3.3387559999999996,3.5978199999999996,4.113854,4.416736,4.742396,5.075705,5.288261,5.4406360000000005,5.800375,6.01122,6.440576,6.615821,7.1205229999999995,7.6405710000000004,7.998935
3-2800607,,,0,0.26358000000000004,0.576983,0.8397600000000001,1.145724,1.5412350000000001,1.8273689999999998,2.1308580000000004,2.60107,2.800873,3.12603,3.385094,3.901127,4.20401,4.529669999999999,4.862978,5.0755349999999995,5.2279089999999995,5.587649,5.798493,6.22785,6.403094,6.907797,7.428845,7.949339
4-2800618,,,,0,0.31340300000000004,0.576181,0.882144,1.277656,1.5637889999999999,1.867278,2.337491,2.537293,2.86245,3.121514,3.6375480000000002,3.94043,4.26609,4.599399,4.811955,4.96433,5.323069,5.534914,5.96427,6.139514,6.644217,7.165265,7.68576
5-2800623,,,,,0,0.262777,0.575741,0.971253,1.2573860000000001,1.560875,2.031088,2.23089,2.556047,2.815111,3.331145,3.6340269999999997,3.959687,4.292996,4.505552,4.657927,5.017666,5.22851,5.6578669999999995,5.833111,6.337814,6.858861999999999,7.379357000000001
6-2800631,,,,,,0,0.31296399999999996,0.708475,0.994609,1.298098,1.7683099999999998,1.968113,2.29327,2.552334,3.068367,3.37125,3.69691,4.030218,4.242775,4.395149,4.753889,4.965733,5.39509,5.570334,6.075037,6.596085,7.116579
7-2800642,,,,,,,0,0.395512,0.681645,0.9851340000000001,1.455347,1.6551490000000002,1.9803060000000001,2.23937,2.755404,3.058286,3.383946,3.717254,3.929811,4.082186,4.440925,4.652769,5.082126000000001,5.25737,5.762073,6.282121,6.804614999999999
8-2800664,,,,,,,,0,0.286134,0.589623,1.059835,1.2596379999999998,1.5847950000000002,1.843859,2.359892,2.662775,2.988434,3.321743,3.534299,3.686674,4.045413,4.257258,4.686615,4.861859,5.366561,5.88761,6.409104
9-2800333,,,,,,,,,0,0.303489,0.773701,0.973504,1.298661,1.557725,2.073758,2.376641,2.702301,3.035609,3.248166,3.4005400000000003,3.7592800000000004,3.9711239999999997,4.400481,4.575725,5.0804279999999995,5.6004760000000005,6.12297
10-2800681,,,,,,,,,,0,0.470213,0.6700149999999999,0.995172,1.2542360000000001,1.77027,2.073152,2.398812,2.73212,2.944677,3.097052,3.4557910000000005,3.6676349999999998,4.096992,4.272236,4.776939,5.297987,5.819481
11-2800696,,,,,,,,,,,0,0.199803,0.52496,0.7840239999999999,1.300057,1.60294,1.9285990000000002,2.261908,2.4744639999999998,2.626839,2.985579,3.197423,3.62678,3.802024,4.306726,4.826775,5.3492690000000005
12-2800701,,,,,,,,,,,,0,0.32515700000000003,0.584221,1.100255,1.403137,1.7287970000000001,2.062105,2.2746619999999997,2.427037,2.785776,2.99762,3.4269769999999995,3.602221,4.106923999999999,4.627972,5.149466
