순번_정류장ID,22-2801207,23-2801605,24-2801576,25-2801549,26-2801501,27-2801180,28-2801506,29-2801511,30-2801484,31-2801462,32-2801469,33-2801446,34-2801430,35-2801417,36-2801384,37-2801345,38-2801331,39-2801344,40-2801357,41-2801360,42-2801165
22-2801207,0,0.208869,0.562148,0.773418,1.1998440000000001,1.623466,2.300937,2.6609439999999998,2.882489,3.049599,3.5240370000000003,3.70189,3.8980980000000005,4.013491999999999,4.345396,4.664586,4.675198,5.022886,5.314245,5.590495,5.874837
23-2801605,,0,0.35328000000000004,0.56455,0.990975,1.414598,2.092069,2.453076,2.6746209999999997,2.8407299999999998,3.315168,3.4930220000000003,3.6892300000000002,3.804624,4.136528,4.455717,4.466329,4.814018,5.105377,5.381626,5.666968
24-2801576,,,0,0.21126999999999999,0.637696,1.061318,1.738789,2.098796,2.320341,2.4874509999999996,2.961888,3.139742,3.33595,3.451344,3.7832480000000004,4.102437999999999,4.11305,4.460738,4.752097,5.028347,5.313689
25-2801549,,,,0,0.43042600000000003,0.8540479999999999,1.531519,1.892526,2.114071,2.2801810000000002,2.754619,2.932473,3.12868,3.244075,3.575978,3.895168,3.9057800000000005,4.253468,4.544828,4.821077,5.106419
26-2801501,,,,,0,0.42362299999999997,1.101094,1.462101,1.6826459999999999,1.849755,2.324193,2.502047,2.698255,2.8136490000000003,3.145553,3.4647419999999998,3.4753540000000003,3.823043,4.114402,4.390651,4.675993
27-2801180,,,,,,0,0.677471,1.038478,1.260023,1.543133,2.0135709999999998,2.191425,2.387632,2.5030259999999998,2.83493,3.1541200000000003,3.168732,3.5164199999999997,3.807779,4.084029,4.369371
28-2801506,,,,,,,0,0.361007,0.5825520000000001,0.866662,1.3361,1.513954,1.710161,1.8255560000000002,2.157459,2.476649,2.492261,2.83995,3.131309,3.4075580000000003,3.6919
29-2801511,,,,,,,,0,0.221545,0.505655,0.980093,1.1579469999999998,1.354154,1.469549,1.801452,2.1206419999999997,2.131254,2.478943,2.770302,3.046551,3.330893
30-2801484,,,,,,,,,0,0.28411,0.758548,0.9364020000000001,1.132609,1.2480040000000001,1.579907,1.899097,1.909709,2.257398,2.548757,2.825006,3.109348
31-2801462,,,,,,,,,,0,0.474438,0.652292,0.8485,0.963894,1.295798,1.6149870000000002,1.8175569999999999,2.165246,2.4566049999999997,2.732854,3.018196
32-2801469,,,,,,,,,,,0,0.17785399999999998,0.374062,0.48945600000000006,0.8213600000000001,1.140549,1.390161,1.73785,2.029209,2.3054580000000002,2.5908
33-2801446,,,,,,,,,,,,0,0.196208,0.311602,0.643506,0.9626950000000001,1.212308,1.5609959999999998,1.8513549999999999,2.1276040000000003,2.412946
34-2801430,,,,,,,,,,,,,0,0.11539500000000001,0.447298,0.7664880000000001,1.0171,1.363789,1.655148,1.931397,2.216739
35-2801417,,,,,,,,,,,,,,0,0.331904,0.651093,0.9017059999999999,1.2493940000000001,1.540753,1.817003,2.1013450000000002
36-2801384,,,,,,,,,,,,,,,0,0.31919000000000003,0.569802,0.917491,1.20885,1.485099,1.770441
37-2801345,,,,,,,,,,,,,,,,0,0.250612,0.598301,0.88966,1.165909,1.451251
38-2801331,,,,,,,,,,,,,,,,,0,0.34868899999999997,0.640048,0.9162969999999999,1.200639
39-2801344,,,,,,,,,,,,,,,,,,0,0.29135900000000003,0.567609,0.851951
40-2801357,,,,,,,,,,,,,,,,,,,0,0.27625,0.561591
41-2801360,,,,,,,,,,,,,,,,,,,,0,0.284342
42-2801165,,,,,,,,,,,,,,,,,,,,,0
