순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2803740,21-2803692,22-2803694,23-2803696,24-2803698,25-2804776,26-2804795,27-2804746,28-2804640,29-2804188,30-2806152,31-2804190,32-2804192,33-2804642,34-2804194,35-2804196,36-2804198,37-2804200
11-2803684,,,,,,,,,,,0,0.40576999999999996,1.1438139999999999,1.6131870000000001,2.256335,2.606993,3.147027,3.378052,4.437913,5.239743,5.468571,5.7575,6.170215,6.544166000000001,6.852017999999999,7.045303,8.663160000000001,9.235512,9.584171000000001,9.862354,10.037505,10.540547,10.700593,11.136378,11.525708,11.757999,12.19754
12-2803685,,,,,,,,,,,,0,0.7380439999999999,1.207417,1.850566,2.201223,2.741257,2.972282,4.032143,4.833973,5.062801,5.35173,5.764444999999999,6.138396,6.446248000000001,6.639533,8.257391,8.829742,9.178401,9.456585,9.631735,10.134777,10.294824,10.730608,11.119939,11.352229,11.79177
13-2803686,,,,,,,,,,,,,0,0.46937299999999993,1.1125209999999999,1.467179,2.007213,2.238238,3.2980989999999997,4.099929,4.328757,4.617686,5.030401,5.404351999999999,5.712204,5.905489,7.523346000000001,8.095697999999999,8.444357,8.722539999999999,8.897691,9.400733,9.560779,9.996564,10.385894,10.618185,11.057725999999999
14-2803687,,,,,,,,,,,,,,0,0.643149,0.997807,1.5378399999999999,1.7688650000000001,2.8287259999999996,3.630556,3.8593839999999995,4.148313,4.561028,4.93498,5.242832,5.436116,7.053974,7.626325,7.974984,8.253167999999999,8.428317999999999,8.931361,9.091407,9.527191,9.916522,10.148812,10.588353
15-2804667,,,,,,,,,,,,,,,0,0.354658,0.894692,1.125717,2.185577,2.987407,3.216236,3.5051650000000003,3.917879,4.291831,4.599683,4.792968,6.410825,6.983175999999999,7.331836,7.610019,7.785169000000001,8.288212,8.448258000000001,8.884041999999999,9.273373,9.505664,9.945205
16-2803688,,,,,,,,,,,,,,,,0,0.540034,0.771059,1.830919,2.632749,2.8615779999999997,3.150507,3.563221,3.9371730000000005,4.245025,4.4383099999999995,6.056166999999999,6.628518,6.977178,7.255361,7.430511,7.933553999999999,8.0936,8.529384,8.918714999999999,9.151006,9.590547
17-2803689,,,,,,,,,,,,,,,,,0,0.231025,1.290886,2.092716,2.321544,2.610473,3.023188,3.397139,3.704991,3.898276,5.516133,6.0884849999999995,6.437144,6.715327,6.890478,7.39352,7.553566,7.989350999999999,8.378681,8.610972,9.050513
18-2803690,,,,,,,,,,,,,,,,,,0,1.0598610000000002,1.861691,2.090519,2.379448,2.792163,3.166114,3.4739660000000003,3.6672510000000003,5.285108,5.85746,6.206119,6.484302,6.659453,7.162495,7.322541999999999,7.758325999999999,8.147657,8.379947,8.819488
19-2803691,,,,,,,,,,,,,,,,,,,0,0.80483,1.033658,1.3225870000000002,1.7353020000000001,2.109254,2.417106,2.61039,4.228248000000001,4.800599,5.149258000000001,5.427442,5.602592,6.1056349999999995,6.265681,6.701465,7.090796000000001,7.323086,7.762627
20-2803740,,,,,,,,,,,,,,,,,,,,0,0.22882800000000003,0.5177579999999999,0.930472,1.304424,1.612276,1.805561,3.423418,3.995769,4.344428,4.622612,4.7977620000000005,5.300805,5.460851,5.896635,6.285966,6.518257,6.957797
21-2803692,,,,,,,,,,,,,,,,,,,,,0,0.288929,0.7016439999999999,1.075595,1.3834469999999999,1.576732,3.194589,3.7669410000000005,4.1156,4.393783999999999,4.568934,5.071976,5.232023000000001,5.667807,6.057138,6.289428,6.728969
22-2803694,,,,,,,,,,,,,,,,,,,,,,0,0.41271499999999994,0.786666,1.094518,1.287803,2.9056610000000003,3.478012,3.8266709999999997,4.104855000000001,4.280005,4.783047,4.943094,5.378878,5.768209,6.000499,6.44004
23-2803696,,,,,,,,,,,,,,,,,,,,,,,0,0.373952,0.681804,0.8750879999999999,2.492946,3.065297,3.4139559999999998,3.69214,3.86729,4.3703330000000005,4.530379,4.966163,5.355494,5.587785,6.027325
24-2803698,,,,,,,,,,,,,,,,,,,,,,,,0,0.307852,0.5011369999999999,2.118994,2.691346,3.040005,3.3181879999999997,3.4933389999999997,3.996381,4.156427,4.592212,4.981542,5.213833,5.6533739999999995
25-2804776,,,,,,,,,,,,,,,,,,,,,,,,,0,0.19328499999999998,1.8111419999999998,2.383494,2.732153,3.010336,3.1854869999999997,3.688529,3.848575,4.2843599999999995,4.673691000000001,4.905981,5.345522
26-2804795,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.6178569999999999,2.190209,2.538868,2.8170509999999997,2.9922020000000003,3.495244,3.6552910000000005,4.091075,4.4804059999999994,4.712696,5.152237
27-2804746,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.572351,0.921011,1.207194,1.382344,1.885387,2.045433,2.481217,2.870548,3.102839,3.54238
28-2804640,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.348659,0.634843,0.8099930000000001,1.313036,1.473082,1.908866,2.298197,2.530487,2.9700279999999997
29-2804188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.286184,0.461334,0.964377,1.124423,1.560207,1.949538,2.181828,2.621369
30-2806152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17515,0.678193,0.838239,1.274023,1.663354,1.895645,2.335186
31-2804190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.503043,0.663089,1.098873,1.488204,1.720495,2.1600349999999997
32-2804192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.160046,0.598831,0.9881610000000001,1.220452,1.659993
33-2804642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.438784,0.8281149999999999,1.060406,1.499946
34-2804194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.389331,0.627622,1.0671620000000002
35-2804196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23829099999999998,0.677832
36-2804198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.43954099999999996
37-2804200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
