순번_정류장ID,1-2800106,2-2800104,3-2800102,4-2800100,5-2800099,6-2802246,7-2802243,8-2802239,9-2802232,10-2802240,11-2801840,12-2801838,13-2801836,14-2801820,15-2801828,16-2801904,17-2804910,18-2801833,19-2802219,20-2802216,21-2802209,22-2802207,23-2802211,24-2802214,25-2802206,26-2802197,27-2802190,28-2806588,29-2802180,30-2806775,31-2806621,32-2806503,33-2806507,34-2802175,35-2801848,36-2802181,37-2802178,38-2802797,39-2802812,40-2802844,41-2802867,42-2805711,43-2802906,44-2802953,45-2802616,46-2802968,47-2802992,48-2802986,49-2802982,50-2802977,51-2802973,52-2802954,53-2802913,54-2802880,55-2802890,56-2802893,57-2802896,58-2805500,59-2802934,60-2802984,61-2803578,62-2802646,63-2803032,64-2803031,65-2803025,66-2803023,67-2803016,68-2802995,69-2802957,70-2802946,71-2802943,72-2806403
1-2800106,0,0.327246,0.531327,0.8731120000000001,1.245095,2.600918,3.05641,3.181521,3.377983,3.733892,3.7279480000000005,3.800521,4.130743,4.537599,4.4725589999999995,4.659722,5.019483,5.591694,5.664619,5.5128379999999995,5.2989180000000005,5.2381150000000005,5.850182,6.2909239999999995,6.969983999999999,7.3008809999999995,7.553367999999999,7.969203,8.223251,8.163224000000001,8.587306,8.903121,9.283897999999999,9.486623,9.765983,10.079653,10.487491,10.711656,10.842747,10.61041,10.38878,9.855030000000001,10.012682,10.680609,10.882166,11.112012,11.462399000000001,11.747803999999999,11.740002,11.946344,12.236538000000001,12.465278999999999,12.560096000000001,12.952296,13.191004999999999,13.515889000000001,13.861516,14.313591,13.923731,13.817483,13.700135000000001,14.098099,14.395802,14.656189999999999,14.827838,14.931385999999998,15.150620000000002,15.384141,15.321859,15.323670000000002,15.519518,15.918529999999999
2-2800104,,0,0.20408099999999998,0.5458649999999999,0.917849,2.273672,2.729164,2.854275,3.050737,3.406646,3.400701,3.473274,3.803496,4.210353,4.145313,4.332476,4.692237,5.264448000000001,5.337373,5.185592,4.971672,4.910869,5.522936,5.963678,6.6427380000000005,6.973635000000001,7.226122,7.6419559999999995,7.896005000000001,7.835977000000001,8.260060000000001,8.575875,8.956650999999999,9.159377000000001,9.439737,9.751406,10.160245,10.38441,10.515500999999999,10.283164,10.061533,9.527784,9.685436,10.353363,10.554919,10.784766000000001,11.135153,11.419558,11.412756,11.619098,11.909292,12.138033,12.232849,12.62505,12.863759,13.188642999999999,13.534270000000001,13.986345000000002,13.596485000000001,13.490236999999999,13.372889,13.770853,14.068556,14.328944,14.500592000000001,14.60414,14.823373000000002,15.056895,14.994612,14.996424,15.192272,15.591284
3-2800102,,,0,0.34178400000000003,0.7137680000000001,2.069591,2.525083,2.650194,2.8466549999999997,3.2025650000000003,3.1966200000000002,3.269193,3.599415,4.006272,3.941232,4.128394999999999,4.488155,5.060366999999999,5.133292,4.981511,4.767591,4.706787,5.318855,5.759597,6.438656,6.769553999999999,7.022041000000001,7.437875,7.691924,7.631896,8.055978999999999,8.371794,8.75257,8.954296000000001,9.234655,9.548325,9.955163,10.180328,10.311419,10.079083,9.857452,9.323703,9.481355,10.149282000000001,10.350838000000001,10.580684,10.930072000000001,11.215477,11.208675,11.415017,11.705211,11.933950999999999,12.028768,12.420969,12.659677,12.984562,13.330189,13.782264000000001,13.392404,13.286154999999999,13.168807999999999,13.566772,13.864475,14.124863000000001,14.296510999999999,14.400058999999999,14.619292000000002,14.852814000000002,14.790531,14.792342000000001,14.988191,15.387203
4-2800100,,,,0,0.37198400000000004,1.7278069999999999,2.1832990000000003,2.30841,2.504871,2.8607810000000002,2.854836,2.927409,3.257631,3.6644879999999995,3.599448,3.786611,4.146371,4.718583,4.791508,4.639727,4.425807,4.365003,4.977071,5.417813,6.096872,6.42777,6.680257000000001,7.096091,7.35014,7.290112,7.714195,8.03001,8.410786,8.613512,8.892871000000001,9.206541,9.613379,9.838545,9.969635,9.737299,9.515668,8.981919,9.139571,9.807497999999999,10.009053999999999,10.2399,10.589288,10.873693,10.866891,11.073233,11.363427,11.592168,11.686983999999999,12.079185,12.317893,12.642778,12.988405,13.440479999999999,13.05062,12.944371,12.827024,13.224988,13.522691,13.783079,13.954726999999998,14.058275,14.277508,14.511029999999998,14.448747000000001,14.450558,14.646407,15.045419
5-2800099,,,,,0,1.355823,1.8113150000000002,1.9364259999999998,2.132888,2.488797,2.482853,2.5554259999999998,2.8856479999999998,3.292504,3.227464,3.414627,3.7743879999999996,4.346598999999999,4.419524,4.267743,4.053823,3.9930199999999996,4.605087,5.045829,5.724889,6.055786,6.308273000000001,6.724108,6.978155999999999,6.918128,7.342211,7.6580259999999996,8.038803,8.240528,8.520888000000001,8.833557,9.241396,9.466561,9.597652,9.365314999999999,9.143684,8.609935,8.767586999999999,9.435514,9.63707,9.867917,10.217303999999999,10.501709,10.494907000000001,10.701249,10.991442999999999,11.220184,11.315,11.707201,11.945910000000001,12.270794,12.616421,13.068496000000001,12.678636000000001,12.572388,12.455039999999999,12.853003999999999,13.150707,13.411095000000001,13.582742999999999,13.686291,13.905524,14.139045999999999,14.076763,14.078575,14.274423,14.673435000000001
6-2802246,,,,,,0,0.455492,0.580603,0.777065,1.132974,1.12703,1.199603,1.529825,1.936681,1.8716409999999999,2.058805,2.418565,2.990776,3.063701,2.9119200000000003,2.698,2.637197,3.249264,3.690006,4.369066,4.6999629999999994,4.95245,5.368285,5.6223339999999995,5.5623059999999995,5.986388,6.3022029999999996,6.682980000000001,6.885706,7.165064999999999,7.477735000000001,7.885573,8.111738,8.241829,8.009492,7.787862,7.254113,7.411764,8.079691,8.281248,8.512094,8.861481,9.145886,9.139084,9.345426,9.63562,9.864361,9.959178,10.351378,10.590086999999999,10.914971000000001,11.260598,11.712672999999999,11.322814,11.216565,11.099217,11.497181,11.794884,12.055272,12.22692,12.330468,12.549702,12.783223,12.720941,12.722752,12.9186,13.317611999999999
7-2802243,,,,,,,0,0.125111,0.325573,0.6814819999999999,0.699538,0.772111,1.102333,1.509189,1.4201489999999999,1.607313,1.9670729999999998,2.539284,2.8779369999999997,2.998428,2.784508,2.723705,3.335773,3.776514,4.4555739999999995,4.786471,5.038958,5.4547930000000004,5.708842,5.648814,6.072896,6.388711,6.769488000000001,6.972214,7.252573,7.565243,7.972081,8.198246000000001,8.328337,8.096,7.87437,7.3406210000000005,7.498272,8.166199,8.367756,8.597602,8.946989,9.232394000000001,9.225592,9.431934,9.722128,9.950869,10.045686,10.437886,10.676594999999999,11.001479,11.347106,11.799180999999999,11.409322,11.303073,11.185725,11.583689,11.881392,12.14178,12.313428,12.416976,12.63621,12.869731,12.807449,12.80926,13.005108,13.40412
8-2802239,,,,,,,,0,0.200462,0.556371,0.574426,0.646999,0.9772209999999999,1.3840780000000001,1.295038,1.482201,1.8419619999999999,2.414173,2.752825,2.8733169999999997,2.6593970000000002,2.598594,3.210661,3.6514029999999997,4.330463,4.66136,4.9138470000000005,5.329681,5.58373,5.523702,5.947785,6.2636,6.644375999999999,6.8471020000000005,7.126461,7.440131,7.84697,8.072135000000001,8.203225999999999,7.970889,7.749258,7.215509,7.373161,8.041088,8.242644,8.473491000000001,8.821878,9.108283,9.100481,9.306823,9.597017,9.825758,9.920574,10.312775,10.551484,10.876368,11.221995,11.67407,11.28421,11.177961999999999,11.060614,11.458578,11.756281,12.016669,12.188317,12.291865,12.511097999999999,12.74462,12.682337,12.684148,12.879997,13.279009
9-2802232,,,,,,,,,0,0.35590900000000003,0.618965,0.691538,1.02176,1.187384,1.094576,1.2817399999999999,1.6415,2.213711,2.552364,2.704145,2.703936,2.643132,3.2552,3.6959419999999996,4.375001,4.705898,4.958385,5.374219999999999,5.628269,5.568241,5.992323000000001,6.308138,6.688915,6.891641,7.172000000000001,7.48367,7.892508,8.116673,8.225764,7.993428,7.771797,7.238047999999999,7.3956990000000005,8.063627,8.265183,8.494029,8.843417,9.128822,9.123019000000001,9.329362,9.618555,9.848296000000001,9.943113,10.335313000000001,10.574022,10.897907,11.244534,11.696608,11.305749,11.1995,11.083153,11.480117,11.77882,12.039208,12.209855000000001,12.314403,12.532637,12.766159,12.703876,12.705687,12.901535,13.301547
10-2802240,,,,,,,,,,0,0.27312600000000004,0.510629,0.840851,0.831475,0.738667,0.937831,1.297591,1.869802,2.208455,2.360236,2.5741560000000003,2.806041,3.418109,3.858851,4.418092,4.748989,5.001476,5.417311,5.679823000000001,5.73115,6.155233,6.471048000000001,6.851824000000001,6.878732,7.159091,7.447761,7.855599000000001,8.081764,7.881855000000001,7.648519,7.426888000000001,6.894139,7.05179,7.719717999999999,7.921274,8.15212,8.500507,8.785913,8.779110000000001,8.985452,9.275646,9.504387,9.598203999999999,9.990404,10.229113,10.554998,10.900624,11.351699,10.961839999999999,10.856591,10.738244,11.136208,11.433910000000001,11.694299,11.865946000000001,11.970494,12.188728,12.42225,12.360967,12.361778,12.557625999999999,12.956638
