순번_정류장ID,50-2805980,51-2805340,52-2805841,53-2805450,54-2806913,55-2805580,56-2805332,57-2805742,58-2805229,59-2805231,60-2805400,61-2805038,62-2804895,63-2805911,64-2806175,65-2806603,66-2803657,67-2806659,68-2805674,69-2804974,70-2800541,71-2800530,72-2800523,73-2800519,74-2800517,75-2800515,76-2805304,77-2800498,78-2800497,79-2800493,80-2800344,81-2800481,82-2805944,83-2803595,84-2800468,85-2800465,86-2800462,87-2800460,88-2800453,89-2800445,90-2800437,91-2800416,92-2804855,93-2800343,94-2800303
60-2805400,,,,,,,,,,,0,0.196241,0.474232,0.744772,1.291625,1.437102,2.391587,2.659377,3.24728,4.064311,4.2894,4.772995,5.05569,5.30054,5.462109,5.638780000000001,6.307329,7.322798,7.605706,8.113037,8.412837,8.661796,8.94759,9.254745,9.485925,9.766772,10.048107,10.293861999999999,10.721016,11.11618,11.440645,11.326791,11.738602,12.161754,12.29059
61-2805038,,,,,,,,,,,,0,0.277991,0.548532,1.095385,1.2408620000000001,2.195347,2.4631369999999997,3.05104,3.86807,4.09316,4.576754,4.85945,5.1043,5.265868,5.442539,6.111089,7.126558,7.409466,7.917796000000001,8.217596,8.465556,8.751349000000001,9.059505,9.290685,9.571532000000001,9.851867,10.098622,10.524776,10.92094,11.244405,11.12955,11.542361,11.965514,12.094349000000001
62-2804895,,,,,,,,,,,,,0,0.271541,0.818394,0.9638709999999999,1.9183560000000002,2.186146,2.774049,3.591079,3.8161690000000004,4.299763,4.582459,4.827309,4.988877,5.165548,5.834098,6.8495669999999995,7.131475,7.640805,7.940605000000001,8.188564999999999,8.474358,8.782513,9.012694,9.293541000000001,9.575875,9.820631,10.247785,10.643949000000001,10.968413,10.853558999999999,11.265369999999999,11.689523,11.818358
63-2805911,,,,,,,,,,,,,,0,0.5498529999999999,0.69533,1.6498150000000003,1.917605,2.5055080000000003,3.3225379999999998,3.547628,4.031223000000001,4.313918,4.558768,4.720337000000001,4.8970080000000005,5.565557,6.581026,6.862934,7.371264999999999,7.671065,7.921024000000001,8.206818,8.513973,8.744153,9.025,9.306335,9.55209,9.979244,10.375408,10.699873,10.584019,10.99783,11.420982,11.548817999999999
64-2806175,,,,,,,,,,,,,,,0,0.282817,1.665962,1.9337520000000001,2.521655,3.106609,3.061775,3.5453699999999997,3.828065,4.072915,4.234483999999999,4.411155,5.079704,6.095173,6.378081,6.885412,7.186211999999999,7.435171,7.719964999999999,8.02712,8.2593,8.540147,8.821482000000001,9.067236999999999,9.494391,9.889555,10.21302,10.098166,10.511977,10.935129,11.063964
65-2806603,,,,,,,,,,,,,,,,0,1.3841450000000002,1.651935,2.239838,2.9481319999999998,2.903298,3.386893,3.6695879999999996,3.9144379999999996,4.076007,4.2526779999999995,4.921227,5.9366959999999995,6.219604,6.726935000000001,7.027735000000001,7.2756940000000005,7.561488000000001,7.868643,8.099822999999999,8.38167,8.663005,8.908760000000001,9.335914,9.730078,10.054542999999999,9.940689,10.3535,10.776652,10.904488
66-2803657,,,,,,,,,,,,,,,,,0,0.26779000000000003,0.855693,1.672724,1.897814,2.381408,2.664104,2.908954,3.070522,3.247193,3.915742,4.931211,5.214119,5.72145,6.02125,6.27121,6.557003,6.864158,7.094339,7.375185000000001,7.65752,7.902275,8.329429,8.725594000000001,9.050058,8.935203999999999,9.348015,9.770167,9.899003
67-2806659,,,,,,,,,,,,,,,,,,0,0.587903,1.404934,1.630023,2.113618,2.396313,2.641164,2.802732,2.979403,3.6479519999999996,4.663421,4.946329,5.45466,5.75346,6.003419,6.289213,6.595368,6.827547999999999,7.108395,7.38973,7.635485000000001,8.062639,8.457804,8.782268,8.667413999999999,9.080225,9.503377,9.632213
68-2805674,,,,,,,,,,,,,,,,,,,0,0.8170310000000001,1.0421209999999999,1.525715,1.808411,2.053261,2.214829,2.3915,3.06005,4.075518,4.357426,4.865757,5.165557,5.414517,5.70031,6.007465,6.238646,6.519493,6.800827000000001,7.046582000000001,7.473736,7.868900999999999,8.193365,8.078511,8.491322,8.914475,9.04331
69-2804974,,,,,,,,,,,,,,,,,,,,0,0.22509,0.708684,0.9913799999999999,1.23623,1.3977979999999999,1.5744690000000001,2.243019,3.2584880000000003,3.540396,4.048726,4.348526000000001,4.598486,4.883279,5.191435,5.421615,5.702462000000001,5.983797,6.229552,6.656706,7.05187,7.376335000000001,7.261480000000001,7.6752910000000005,8.098444,8.226279
70-2800541,,,,,,,,,,,,,,,,,,,,,0,0.483595,0.7662899999999999,1.01114,1.172708,1.349379,2.017929,3.033398,3.3153059999999996,3.824636,4.123436,4.373396,4.65919,4.966345,5.197525,5.477372,5.758707,6.0054620000000005,6.432616,6.82678,7.151244999999999,7.036389999999999,7.450202,7.873353999999999,8.002189
71-2800530,,,,,,,,,,,,,,,,,,,,,,0,0.282696,0.527546,0.689114,0.865785,1.534335,2.549803,2.831711,3.341042,3.639842,3.8888019999999996,4.174595,4.48275,4.713931,4.994778,5.275112,5.521866999999999,5.949021,6.343186,6.66865,6.553796000000001,6.965607,7.38876,7.517595
72-2800523,,,,,,,,,,,,,,,,,,,,,,,0,0.24485,0.406418,0.5830890000000001,1.251639,2.2671080000000003,2.549016,3.057346,3.3571470000000003,3.6061059999999996,3.8919,4.199055,4.430235,4.711082,4.992417,5.2381720000000005,5.665326,6.06049,6.384955000000001,6.270101,6.682912,7.106064,7.234899
73-2800519,,,,,,,,,,,,,,,,,,,,,,,,0,0.16156900000000002,0.33824,1.006789,2.0222580000000003,2.305166,2.813497,3.113297,3.362256,3.64805,3.9552050000000003,4.186385,4.467232,4.7485669999999995,4.994322,5.421476,5.8166400000000005,6.1411050000000005,6.026251,6.439062,6.862214,6.991049
74-2800517,,,,,,,,,,,,,,,,,,,,,,,,,0,0.176671,0.8452209999999999,1.8606900000000002,2.143598,2.650928,2.950728,3.199688,3.4854809999999996,3.7926370000000005,4.023817,4.304664,4.585999,4.831754,5.258908,5.654072,5.978537,5.863682,6.276493,6.699646,6.828481
75-2800515,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.66855,1.684019,1.965927,2.474257,2.775057,3.023017,3.30881,3.6169660000000006,3.847146,4.128993,4.4093279999999995,4.656083,5.0832370000000004,5.477401,5.801866,5.687011,6.100822,6.523975,6.652810000000001
76-2805304,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.015469,1.297377,1.805708,2.1055080000000004,2.3544680000000002,2.640261,2.947416,3.178597,3.4594440000000004,3.7407779999999997,3.986533,4.413687,4.808852,5.133316000000001,5.018462,5.431273,5.854426,5.983261
77-2800498,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.282908,0.791239,1.0910389999999999,1.339999,1.625792,1.9329470000000002,2.164128,2.444974,2.726309,2.972064,3.399218,3.7943830000000003,4.118847,4.003993,4.416804,4.839956,4.968792
78-2800497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5083310000000001,0.808131,1.0570899999999999,1.342884,1.650039,1.881219,2.162066,2.4434009999999997,2.689156,3.11631,3.5114739999999998,3.8359389999999998,3.721085,4.133896,4.557048,4.685884
79-2800493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3038,0.55276,0.8385540000000001,1.145709,1.376889,1.657736,1.939071,2.1848259999999997,2.61198,3.007144,3.331609,3.216754,3.6295660000000005,4.052718,4.181553
80-2800344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24896,0.534754,0.841909,1.073089,1.353936,1.635271,1.8810259999999999,2.30818,2.703344,3.027809,2.912954,3.3257660000000002,3.748918,3.877753
81-2800481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.285794,0.592949,0.8241290000000001,1.104976,1.386311,1.632066,2.0592200000000003,2.454384,2.778849,2.663995,3.076806,3.4999580000000003,3.628794
82-2805944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.307156,0.5383359999999999,0.819183,1.100518,1.346273,1.773427,2.168591,2.493056,2.378201,2.791012,3.214165,3.343
83-2803595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.231181,0.5120279999999999,0.793362,1.039117,1.4662709999999999,1.861436,2.1859,2.211991,2.624802,3.047955,3.17679
84-2800468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28284699999999996,0.564182,0.809937,1.237091,1.632255,1.95672,2.443172,2.855983,3.2791349999999997,3.4079699999999997
85-2800465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.281335,0.52709,0.9542440000000001,1.349408,1.673873,2.435019,2.84783,3.270982,3.3998169999999996
86-2800462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24575500000000003,0.672909,1.068074,1.3925379999999998,2.153684,2.566495,2.989647,3.1184830000000003
87-2800460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.427154,0.822319,1.1467829999999999,1.907929,2.3207400000000002,2.7438919999999998,2.872728
88-2800453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.395165,0.719629,1.480775,1.893586,2.316738,2.445574
89-2800445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.324465,1.089611,1.502422,1.9255740000000001,2.054409
90-2800437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.765146,1.177957,1.60111,1.729945
91-2800416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.412812,0.8359639999999999,0.970799
92-2804855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.423153,0.557988
93-2800343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.13483499999999998
94-2800303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
