순번_정류장ID,22-2801647,23-2801634,24-2801671,25-2807290,26-2801661,27-2801656,28-2801664,29-2801678,30-2801183,31-2801685,32-2801169,33-2805307,34-2801700,35-2801706,36-2801713,37-2801728
22-2801647,0,0.28623000000000004,0.919006,1.080173,1.25199,1.560889,1.731166,1.475958,1.3053549999999998,1.048206,1.154851,1.319523,1.444901,1.6645880000000002,1.5675350000000001,1.6522869999999998
23-2801634,,0,0.632777,0.793944,0.9657610000000001,1.2746600000000001,1.444936,1.189729,1.019125,0.761977,0.8686219999999999,1.0332940000000002,1.158672,1.378358,1.565236,1.7109880000000002
24-2801671,,,0,0.161167,0.332984,0.641883,0.928759,0.8400340000000001,0.66943,0.412282,0.518927,0.6835979999999999,0.8089770000000001,1.0286629999999999,1.215541,1.361293
25-2807290,,,,0,0.171818,0.480717,0.7675930000000001,1.0012,0.8305969999999999,0.573448,0.6800930000000001,0.844765,0.970144,1.18983,1.376708,1.5224600000000001
26-2801661,,,,,0,0.308899,0.595775,0.850983,1.002414,0.745266,0.8519110000000001,1.0165819999999999,1.141961,1.3616469999999998,1.548525,1.694277
27-2801656,,,,,,0,0.286876,0.542084,0.712687,0.969836,1.160809,1.325481,1.45086,1.6705459999999999,1.8574240000000002,2.003176
28-2801664,,,,,,,0,0.255208,0.42581099999999994,0.68296,0.9130860000000001,1.077758,1.203136,1.422823,1.6097,1.900452
29-2801678,,,,,,,,0,0.170604,0.427752,0.657879,0.82255,0.9479290000000001,1.167615,1.354493,1.645245
30-2801183,,,,,,,,,0,0.25714899999999996,0.487275,0.651947,0.777325,0.9970120000000001,1.183889,1.474641
31-2801685,,,,,,,,,,0,0.230127,0.394798,0.520177,0.739863,0.926741,1.217493
32-2801169,,,,,,,,,,,0,0.16767200000000002,0.29305,0.512737,0.6996140000000001,0.990366
33-2805307,,,,,,,,,,,,0,0.125379,0.345065,0.531943,0.8226950000000001
34-2801700,,,,,,,,,,,,,0,0.219687,0.406564,0.6973159999999999
35-2801706,,,,,,,,,,,,,,0,0.186878,0.47763
36-2801713,,,,,,,,,,,,,,,0,0.290752
37-2801728,,,,,,,,,,,,,,,,0
