순번_정류장ID,1-2803340,2-2803336,3-2803326,4-2803324,5-2803322,6-2803311,7-2803316,8-2803319,9-2803305,10-2803293,11-2803281,12-2803275,13-2803266,14-2803268,15-2803259,16-2803249,17-2803226,18-2803127,19-2805713,20-2803122,21-2803104,22-2803094,23-2803079,24-2803068,25-2807615,26-2803077,27-2803101,28-2803100,29-2803087,30-2802667,31-2802631,32-2802668,33-2802655,34-2803050,35-2800814,36-2800793,37-2800785,38-2800766,39-2800748,40-2800721,41-2800697,42-2801603,43-2801583,44-2801565,45-2801546,46-2801527,47-2801484,48-2801178,49-2801179,50-2801424,51-2801411,52-2801401,53-2801391,54-2801386,55-2801380,56-2805805,57-2800209,58-2800201
1-2803340,0,0.149295,0.472591,0.622931,0.921842,1.251182,1.610372,2.555489,3.0832349999999997,3.570057,4.131407,4.529705,4.792305000000001,5.189714,5.744164,5.743272,6.222615,6.4393,6.455112000000001,6.458943,6.6813460000000005,6.911703,7.225439999999999,7.432409,7.401253,7.098337,6.730613000000001,6.8687059999999995,7.153580000000001,7.541142,7.950446,8.225306,8.875352000000001,9.059625,9.377972,10.069497,10.264401,10.732553999999999,10.984469,11.394083,11.707245,12.683995,13.015205,13.280828,13.571403,13.993225,14.451169,14.882042000000002,15.466216000000001,15.92247,16.185297,16.485526999999998,16.743103,16.990273000000002,17.221698999999997,17.490478,17.770167,18.647248
2-2803336,,0,0.323297,0.47363599999999995,0.7725479999999999,1.101888,1.461078,2.4061939999999997,2.933941,3.4207629999999996,3.9821120000000003,4.3804110000000005,4.643009999999999,5.04042,5.594869999999999,5.593978,6.07332,6.290005000000001,6.305818,6.309648999999999,6.532051,6.762408,7.077146000000001,7.283115,7.251958999999999,6.949043,6.581318,6.719411999999999,7.0042860000000005,7.391847,7.801150999999999,8.076012,8.726058,8.909331,9.227678,9.920203,10.115105999999999,10.58426,10.835175,11.244788,11.55695,12.5347,12.86691,13.131533,13.421107999999998,13.843929999999999,14.301875,14.732747,15.317920999999998,15.774175,16.035002,16.335232,16.592809,16.840978,17.072404000000002,17.340183,17.621872,18.496953
3-2803326,,,0,0.15034,0.44925200000000004,0.7785920000000001,1.137782,2.082898,2.6106439999999997,3.097467,3.6588160000000003,4.057114,4.319714,4.717123,5.271573,5.270681,5.750024,5.966709,5.982521,5.986353,6.208755,6.439112000000001,6.752849,6.959819,6.928661999999999,6.625746,6.258022,6.396116,6.6809899999999995,7.068550999999999,7.477855,7.752714999999999,8.402761,8.586034,8.904380999999999,9.597907000000001,9.79081,10.260964,10.510878,10.921492,11.233654,12.211404,12.542614,12.808237,13.097812,13.519634,13.977578,14.409451,14.993625,15.449879000000001,15.711706,16.012936,16.269513,16.517682,16.749108,17.015887,17.297576,18.175657
4-2803324,,,,0,0.300912,0.744252,1.102442,2.047558,2.575304,3.0621270000000003,3.623476,4.021774,4.284374,4.6817839999999995,5.236233,5.235342,5.714683999999999,5.931369,5.947181,5.951013,6.173415,6.403772,6.717509,6.924478999999999,6.893322,6.590406,6.222682,6.360776,6.64565,7.033211,7.442514999999999,7.717375,8.367421,8.551694,8.869042,9.561567,9.75647,10.224624,10.475538,10.886152000000001,11.198314,12.176064,12.508274,12.772897,13.062472,13.484294,13.942238,14.374111,14.958285,15.414539000000001,15.676366,15.976595999999999,16.234173000000002,16.482342000000003,16.713767999999998,16.981547,17.263236,18.140317
5-2803322,,,,,0,0.44333999999999996,0.80253,1.7476470000000002,2.275393,2.7622150000000003,3.3235650000000003,3.721863,3.984463,4.381872,4.9363220000000005,4.93543,5.414772,5.631458,5.64727,5.651101000000001,5.8735040000000005,6.10386,6.417598,6.624567,6.593411,6.290495,5.922771,6.060864,6.345738,6.7333,7.1426039999999995,7.417464,8.06751,8.250783,8.57013,9.261655000000001,9.455559,9.924712,10.175627,10.586241000000001,10.899403,11.876153,12.207363,12.472986,12.762561,13.184382999999999,13.642326999999998,14.0742,14.658373999999998,15.115626999999998,15.377455,15.676685,15.934261,16.182431,16.413857,16.680636,16.962325,17.839406
6-2803311,,,,,,0,0.35919,1.3043069999999999,1.832053,2.318875,2.880225,3.2785230000000003,3.5411230000000002,3.938532,4.492982,4.49209,4.971432,5.188118,5.203930000000001,5.207761,5.4301639999999995,5.66052,5.974258,6.182226999999999,6.150071,5.847155,5.479430000000001,5.6175239999999995,5.902398000000001,6.28996,6.699263,6.974124000000001,7.6241699999999994,7.808443,8.12579,8.818315,9.013219,9.481372,9.732287,10.142901,10.455063,11.433812,11.764023,12.029645,12.319221,12.741043,13.198986999999999,13.631860000000001,14.215034,14.671287,14.934115,15.233345000000002,15.491921,15.739091,15.971517,16.238296,16.519984,17.397064999999998
7-2803316,,,,,,,0,0.945117,1.4728629999999998,1.959685,2.521035,2.919333,3.1819330000000003,3.579342,4.133792,4.1329,4.612243,4.828927999999999,4.84474,4.848571,5.070974,5.301330999999999,5.615068,5.822037,5.790881,5.487965,5.120241,5.258334,5.543208,5.93077,6.3400739999999995,6.614934,7.26498,7.448253,7.7666,8.459125,8.654029,9.122182,9.373097,9.783711,10.095873,11.073623,11.404833,11.670456,11.960030999999999,12.381853,12.839797,13.27167,13.855844,14.312098,14.573925,14.875155,15.131732000000001,15.380901000000001,15.611327,15.879106,16.159795000000003,17.035876000000002
8-2803319,,,,,,,,0,0.5277470000000001,1.014569,1.575919,1.9742169999999999,2.236817,2.634226,3.1886759999999996,3.187784,3.667126,3.8838120000000003,3.8996239999999998,3.903455,4.125858,4.356214,4.669951999999999,4.876921,4.845765,4.5428489999999995,4.175125,4.313218,4.598091999999999,4.985654,5.394958,5.669818,6.319864,6.504137,6.822483999999999,7.514009,7.708913000000001,8.178066000000001,8.427980999999999,8.839595,9.151757,10.129507,10.460717,10.726339,11.015915,11.437737,11.895681,12.327554,12.911728,13.366981,13.629809,13.930039,14.186615,14.435785000000001,14.666210999999999,14.93399,15.215679000000002,16.092760000000002
9-2803305,,,,,,,,,0,0.48982200000000004,1.051172,1.44947,1.71207,2.109479,2.663929,2.663037,3.1423799999999997,3.359065,3.3748769999999997,3.378708,3.601111,3.832468,4.145205000000001,4.352174,4.3210180000000005,4.018102,3.650378,3.788471,4.073345,4.460907,4.870211,5.145071,5.795116999999999,5.97939,6.297737000000001,6.9902619999999995,7.184166,7.653319000000001,7.904234,8.314848,8.62701,9.60476,9.93597,10.201592999999999,10.491168,10.912989999999999,11.370934,11.802807000000001,12.386981,12.843235,13.105062,13.405292000000001,13.662869,13.911038000000001,14.142464000000002,14.409243,14.691932000000001,15.567013000000001
10-2803293,,,,,,,,,,0,0.56335,0.961648,1.224248,1.621657,2.176107,2.175215,2.654558,2.871243,2.887055,2.890886,3.113289,3.343646,3.658383,3.864352,3.833196,3.5302800000000003,3.162556,3.30065,3.585524,3.9730849999999998,4.382389,4.657249,5.307295,5.491568,5.809915,6.50244,6.696344,7.1654979999999995,7.416411999999999,7.827025999999999,8.139188,9.116938000000001,9.448148,9.713771000000001,10.003346,10.425168,10.883111999999999,11.314985,11.899159,12.355413,12.617239999999999,12.91747,13.175047,13.423216,13.654642,13.921420999999999,14.20411,15.080191000000001
11-2803281,,,,,,,,,,,0,0.39929899999999996,0.661899,1.059308,1.613758,1.612866,2.0922080000000003,2.308894,2.324706,2.328537,2.55094,2.782296,3.096034,3.302003,3.2708470000000003,2.967931,2.600206,2.7383,3.023174,3.410736,3.820039,4.0949,4.744946,5.014219000000001,5.332566,6.025091000000001,6.218995,6.688148,6.939063000000001,7.349676,7.661838,8.639588,8.970798,9.236421,9.525996000000001,9.947818,10.405763,10.837636,11.421809,11.878063000000001,12.139891,12.440121000000001,12.697697,12.945866,13.177292000000001,13.445072,13.725760000000001,14.603841000000001
12-2803275,,,,,,,,,,,,0,0.2646,0.66201,1.21646,1.215568,1.69491,1.9115950000000002,1.9274080000000002,1.931239,2.153641,2.384998,2.697736,2.9057049999999998,2.873549,2.5706330000000004,2.2029080000000003,2.341002,2.625876,3.0134369999999997,3.4227410000000003,3.697602,4.347648,4.616921,4.935268,5.627793,5.821696,6.29085,6.541765,6.9523779999999995,7.264539999999999,8.242289999999999,8.5735,8.839122999999999,9.128698,9.55052,10.008465,10.440337,11.024511,11.480765,11.742593,12.042822,12.300399,12.548568,12.779994,13.046773,13.328462,14.204543
13-2803266,,,,,,,,,,,,,0,0.39741,0.963131,1.153968,1.63832,1.855005,1.870818,1.8746490000000002,2.097052,2.328408,2.642146,2.8491150000000003,2.816959,2.514043,2.146318,2.284412,2.569286,2.9568470000000002,3.3661510000000003,3.6410120000000004,4.2910580000000005,4.560331,4.878678,5.571203,5.7651069999999995,6.23426,6.485175,6.8957880000000005,7.20795,8.1857,8.516910000000001,8.782533,9.072108,9.49393,9.951875,10.383747,10.967921,11.424175,11.686003,11.986233,12.243808999999999,12.491978,12.723403999999999,12.990184,13.272872,14.147953
14-2803268,,,,,,,,,,,,,,0,0.565721,0.756558,1.3979,1.614586,2.036398,2.039229,2.261632,2.492988,2.805726,3.012695,3.214368,2.911452,2.543727,2.681821,2.966695,3.354257,3.76356,4.038421,4.688467,4.95774,5.276087,5.968612,6.162516,6.6316690000000005,6.882584,7.293197999999999,7.605360000000001,8.583109,8.91432,9.179942,9.469517999999999,9.89134,10.349283999999999,10.781157,11.365331,11.821584,12.083412,12.383642,12.641217999999999,12.889388,13.120814000000001,13.388593,13.670281,14.547362
15-2803259,,,,,,,,,,,,,,,0,0.19083699999999998,0.8321790000000001,1.048865,1.4696770000000001,1.473508,1.696911,1.9272669999999998,2.241005,2.4479740000000003,2.708911,2.615902,2.248177,2.386271,2.671145,3.058707,3.46801,3.742871,4.392917,4.752190000000001,5.070537,5.735062,5.9279660000000005,6.397119,6.648034,7.058648,7.371809,8.348559,8.679769,8.945392,9.235968,9.656789,10.115734,10.546607,11.131781,11.587034,11.849862,12.150091999999999,12.406668,12.654838,12.886264,13.154043,13.435731,14.310812
16-2803249,,,,,,,,,,,,,,,,0,0.643342,0.860028,1.2818399999999999,1.285671,1.508074,1.73743,2.053168,2.259137,2.520074,2.4270650000000002,2.05934,2.197434,2.482308,2.86987,3.279173,3.5540339999999997,4.20408,4.563353,4.8817,5.545225,5.7401290000000005,6.208282,6.460197,6.869811,7.181972999999999,8.159722,8.490932,8.757555,9.046130999999999,9.467952,9.925897,10.35777,10.942944,11.398197,11.660025,11.960255,12.218831,12.467001,12.698427,12.965206,13.245894,14.122975
17-2803226,,,,,,,,,,,,,,,,,0,0.21668600000000002,0.637498,0.641329,0.8637319999999999,1.094088,1.408826,1.614795,1.876732,1.918648,1.5646280000000001,1.702721,1.987595,2.375157,2.784461,3.0593209999999997,3.709367,4.06764,4.385987,5.050512,5.244416,5.713569000000001,5.964484,6.375098,6.68726,7.6650100000000005,7.99622,8.261842999999999,8.551418,8.973239999999999,9.431184,9.863057000000001,10.447231,10.903485,11.165312,11.465542,11.723119,11.971288000000001,12.202714,12.469493,12.751182,13.628263
18-2803127,,,,,,,,,,,,,,,,,,0,0.422813,0.42664399999999997,0.649046,0.880403,1.193141,1.40011,1.662047,1.702963,1.6963130000000002,1.834407,2.119281,2.506842,2.916146,3.191007,3.841053,4.199326,4.517673,5.148198000000001,5.341101,5.811255,6.06217,6.471783,6.7689449999999995,7.746695,8.077905,8.343528,8.633103,9.053925,9.51187,9.817741999999999,10.402916000000001,10.86017,11.121998,11.420228,11.679803999999999,11.927973,12.157399,12.426179,12.707867,13.582948000000002
19-2805713,,,,,,,,,,,,,,,,,,,0,0.193456,0.41585900000000003,0.647215,0.9609530000000001,1.167922,1.428859,1.469775,1.463125,1.601219,1.886093,2.2736549999999998,2.682958,2.9578189999999998,3.6078650000000003,3.967138,4.2854849999999995,4.91401,5.107914,5.5770669999999996,5.8279819999999996,6.238596,6.534757,7.512507,7.843717,8.10934,8.398916,8.820737,9.278682,9.584555,10.169729,10.625982,10.88681,11.18704,11.445616000000001,11.692785,11.924211999999999,12.192991000000001,12.474679,13.350760000000001
20-2803122,,,,,,,,,,,,,,,,,,,,0,0.22240300000000002,0.453759,0.766497,0.9734659999999999,1.2344030000000001,1.276319,1.466956,1.60505,1.8899240000000002,2.170199,2.580502,2.854363,3.5054089999999998,3.863682,4.181029,4.721554,4.915458,5.383611,5.634526,6.04614,6.3413010000000005,7.319050999999999,7.650261,7.915883999999999,8.20546,8.627281,9.085225999999999,9.392099,9.976272999999999,10.431526,10.694353999999999,10.994584,11.25116,11.50033,11.730756,11.997535000000001,12.280223,13.155304000000001
21-2803104,,,,,,,,,,,,,,,,,,,,,0,0.230357,0.544094,0.7510640000000001,1.012001,1.053917,1.421641,1.8183610000000001,1.8286740000000001,1.9477959999999999,2.3571,2.6329599999999997,3.283006,3.640279,3.959627,4.499152,4.693055,5.1612089999999995,5.412123,5.823737,6.118899,7.096649,7.428858999999999,7.694482000000001,7.9830570000000005,8.405878999999999,8.862822999999999,9.170696000000001,9.75387,10.209124000000001,10.472951,10.773181,11.030758,11.277927,11.509352999999999,11.777132,12.056821000000001,12.932902
22-2803094,,,,,,,,,,,,,,,,,,,,,,0,0.322738,0.5297069999999999,0.790644,0.8325600000000001,1.200285,1.597004,1.606317,1.72744,2.136743,2.410604,3.06165,3.4189230000000004,3.7382699999999995,4.277794999999999,4.470699,4.939851999999999,5.190767,5.602380999999999,5.898542,6.876291999999999,7.207502000000001,7.473125,7.7627,8.184522,8.642467,8.94834,9.532513,9.988767,10.250595,10.550825,10.808401,11.056569999999999,11.287997,11.555776,11.836464,12.713545
23-2803079,,,,,,,,,,,,,,,,,,,,,,,0,0.20697,0.47090699999999996,0.7081029999999999,1.075828,1.4725469999999998,1.48286,1.602983,2.012286,2.286147,2.936193,3.2944660000000003,3.6128129999999996,4.152337999999999,4.346242,4.816395,5.06731,5.4769239999999995,5.577805000000001,6.555555,6.886765,7.152388,7.441963,7.863785000000001,8.321729,8.627602,9.211775999999999,9.669030000000001,9.929857,10.231086999999999,10.488664,10.736833,10.968259,11.235038000000001,11.517727,12.393808
24-2803068,,,,,,,,,,,,,,,,,,,,,,,,0,0.263937,0.5668529999999999,0.934578,1.331297,1.34161,1.461733,1.8710360000000001,2.145897,2.795943,3.155216,3.4725629999999996,4.011088,4.205992,4.675145,4.92606,5.3181080000000005,5.370836,6.348585,6.6797960000000005,6.945417999999999,7.234994,7.656816,8.11476,8.421633,9.005807,9.462060000000001,9.723888,10.023117999999998,10.281694,10.529864,10.761289999999999,11.028069,11.308757,12.186838
25-2807615,,,,,,,,,,,,,,,,,,,,,,,,,0,0.30291599999999996,0.6706409999999999,1.06736,1.076673,1.1977959999999999,1.606099,1.88096,2.532006,2.891279,3.2096259999999996,3.748151,3.9420550000000003,4.411208,4.661123,5.072737,5.384898000000001,6.362648,6.6938580000000005,6.959480999999999,7.2490570000000005,7.670878,8.128822999999999,8.559696,9.14487,9.601123,9.862950999999999,10.163181,10.420757,10.668927,10.900352999999999,11.168132,11.449819999999999,12.325901
26-2803077,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.367725,0.764444,0.897682,1.0178049999999998,1.427109,1.7019689999999998,2.352015,2.711288,3.0306349999999997,3.5681599999999998,3.762064,4.232218,4.483132,4.892746,5.2049080000000005,6.183658,6.514868,6.7804910000000005,7.070066000000001,7.491888,7.948832,8.380705,8.965879,9.422133,9.68396,9.98419,10.240767,10.488936,10.721362,10.989141,11.26983,12.146911
27-2803101,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.39671999999999996,0.6815939999999999,1.0691549999999999,1.478459,1.7533189999999998,2.403365,2.761638,3.0799849999999998,3.7435099999999997,3.937414,4.406568,4.657482,5.068096,5.380258,6.358008,6.689217999999999,6.954841,7.244416,7.666238000000001,8.124182000000001,8.556055,9.140229,9.596483000000001,9.858310000000001,10.158539999999999,10.416117,10.664286,10.895712,11.163491,11.44518,12.321261
