순번_정류장ID,1-2801390,2-2801358,3-2801355,4-2801359,5-2801339,6-2801332,7-2801379,8-2801229,9-2801433,10-2801451,11-2801474,12-2801464,13-2801487,14-2801510,15-2801509,16-2801482,17-2801500,18-2801524,19-2801584,20-2806837,21-2801647
1-2801390,0,0.341898,0.5627439999999999,0.8697819999999999,1.234375,1.667079,2.0308740000000003,2.4087099999999997,2.542057,2.754829,3.049285,3.2963,3.457529,3.62963,3.9325629999999996,4.662738,4.969981,5.165254,5.476814,5.8763309999999995,6.249063
2-2801358,,0,0.22184600000000002,0.528883,0.8934770000000001,1.32618,1.688975,2.068811,2.202159,2.414931,2.7073869999999998,2.955402,3.116631,3.288732,3.5916650000000003,4.32184,4.6290830000000005,4.824356,5.135916,5.536432,5.908165
3-2801355,,,0,0.31103800000000004,0.6756310000000001,1.108335,1.47213,1.850966,1.984314,2.197086,2.490541,2.738556,2.8987849999999997,3.0708860000000002,3.373819,4.103994,4.411237,4.606511,4.918069999999999,5.318587,5.69032
4-2801359,,,,0,0.36859400000000003,0.801297,1.164092,1.543928,1.6772759999999998,1.890048,2.183504,2.431518,2.5917470000000002,2.763849,3.067782,3.7969559999999998,4.1042,4.299473,4.611033,5.011549,5.383282
5-2801339,,,,,0,0.432704,0.7954979999999999,1.1743350000000001,1.307682,1.5204540000000002,1.81391,2.061925,2.223154,2.395255,2.699188,3.4283629999999996,3.7356059999999998,3.930879,4.242439,4.6419559999999995,5.013688
6-2801332,,,,,,0,0.362795,0.741631,0.8749790000000001,1.087751,1.381206,1.6292209999999998,1.96755,2.139652,2.443584,3.172759,3.480002,3.675276,3.9868349999999997,4.387352,4.7580849999999995
7-2801379,,,,,,,0,0.378836,0.512184,0.724956,1.018412,1.266427,1.6666560000000001,1.838757,2.13669,2.866865,3.1791080000000003,3.3743809999999996,3.685941,4.086457,4.45719
8-2801229,,,,,,,,0,0.133348,0.34612,0.639576,0.88759,1.287819,1.4599209999999998,1.757854,2.488028,2.800272,2.995545,3.3071050000000004,3.7066209999999997,4.079354
9-2801433,,,,,,,,,0,0.212772,0.506228,0.754243,1.154472,1.326573,1.625506,2.355681,2.6669240000000003,2.862197,3.173757,3.5742730000000003,3.9460059999999997
10-2801451,,,,,,,,,,0,0.293456,0.541471,0.9417,1.113801,1.411734,2.142909,2.454152,2.649425,2.960985,3.3615019999999998,3.7322339999999996
11-2801474,,,,,,,,,,,0,0.248015,0.6492439999999999,0.8213450000000001,1.124278,1.854453,2.161696,2.35697,2.668529,3.068046,3.439779
12-2801464,,,,,,,,,,,,0,0.401229,0.573331,0.8762639999999999,1.6064379999999998,1.9136819999999999,2.108955,2.420515,2.821031,3.192764
13-2801487,,,,,,,,,,,,,0,0.172102,0.47603500000000004,1.206209,1.6304530000000002,1.8257259999999997,2.137286,2.5368020000000002,2.9085349999999996
14-2801510,,,,,,,,,,,,,,0,0.303933,1.034108,1.458351,1.6536240000000002,1.965184,2.3657,2.7374330000000002
15-2801509,,,,,,,,,,,,,,,0,0.730175,1.154418,1.349691,1.6612509999999998,2.060768,2.4325
16-2801482,,,,,,,,,,,,,,,,0,0.42624399999999996,0.621517,0.933077,1.333593,1.7043259999999998
17-2801500,,,,,,,,,,,,,,,,,0,0.195274,0.505833,0.90535,1.277083
18-2801524,,,,,,,,,,,,,,,,,,0,0.31056,0.7110770000000001,1.082809
19-2801584,,,,,,,,,,,,,,,,,,,0,0.400517,0.77225
20-2806837,,,,,,,,,,,,,,,,,,,,0,0.372733
21-2801647,,,,,,,,,,,,,,,,,,,,,0
