순번_정류장ID,1-2804988,2-2804989,3-2801267,4-2805951,5-2805952,6-2801278,7-2801295,8-2801313,9-2801175,10-2801333,11-2801340,12-2801361,13-2801373,14-2801382,15-2801402,16-2801437,17-2801457,18-2801477,19-2801517,20-2801541,21-2801577,22-2801607,23-2801626,24-2801663,25-2801672,26-2801691,27-2801718,28-2801744,29-2801725,30-2801708,31-2801694,32-2801196,33-2801657,34-2801618,35-2801596,36-2801554,37-2801187,38-2801581,39-2801606,40-2800694,41-2800708,42-2800710
1-2804988,0,0.47506000000000004,1.047886,1.410296,1.604128,1.491464,1.7388029999999999,1.802602,1.955789,2.262308,2.5333740000000002,2.982002,3.222193,3.1852400000000003,3.3534370000000004,3.634408,3.8404059999999998,4.018905999999999,4.369537,4.7658879999999995,4.711148000000001,4.553572,4.738942,5.190405999999999,5.489406,6.089861,6.408759,6.928955,6.666263000000001,6.6154850000000005,6.861775,6.921902,6.5387900000000005,6.327977,6.124327,6.105164,6.279235,6.488886,6.904184,7.829911999999999,8.282873,8.424153
2-2804989,,0,0.5768260000000001,0.9392370000000001,1.133068,1.020405,1.267743,1.331543,1.4847290000000002,1.791249,2.0623139999999998,2.510943,2.751134,2.71418,2.8823779999999997,3.163349,3.3693459999999997,3.547846,3.898478,4.294829,4.240088,4.082513,4.267883,4.719346,5.018346,5.618802,5.937698999999999,6.4568959999999995,6.195203,6.1454260000000005,6.390715,6.450842,6.06773,5.856918,5.653268,5.634105,5.8081760000000004,6.017826,6.433123999999999,7.358852000000001,7.811814,7.953092999999999
3-2801267,,,0,0.36241100000000004,0.556242,0.443578,0.690917,1.017717,1.170903,1.477422,1.748488,2.197117,2.437307,2.400354,2.568552,2.865523,3.07152,3.25002,3.6006519999999997,3.999003,3.944262,3.786687,3.972057,4.42352,4.722519999999999,5.322975,5.641873,6.161069,5.899376999999999,5.8486,6.094889,6.015016,5.6319040000000005,5.421092,5.217442,5.198279,5.37235,5.582000000000001,5.997298000000001,6.923025999999999,7.375988,7.5172669999999995
4-2805951,,,,0,0.21038800000000002,0.47516800000000003,0.722507,1.0493059999999998,1.202493,1.509012,1.7800779999999998,2.2287060000000003,2.468897,2.4319439999999997,2.600142,2.897112,3.10311,3.2816099999999997,3.6322410000000005,4.0305919999999995,3.9758519999999997,3.818276,4.003646,4.4551099999999995,4.75411,5.354565,5.673463,6.192659,5.930967,5.881189,6.126479,6.047606,5.664494,5.453682,5.250031,5.230868,5.404939,5.61459,6.029888,6.955616,7.408577,7.549857
5-2805952,,,,,0,0.264781,0.512119,0.8389190000000001,0.9921059999999999,1.298625,1.569691,2.018319,2.25851,2.221557,2.389754,2.686725,2.892722,3.071222,3.421854,3.820205,3.765464,3.607889,3.7932589999999995,4.244722,4.543722,5.144178,5.463075,5.983272,5.72058,5.670802,5.916091000000001,5.836218,5.453107,5.242294,5.038644000000001,5.019481,5.1935519999999995,5.403201999999999,5.8185,6.744228,7.197189999999999,7.33847
6-2801278,,,,,,0,0.24733899999999998,0.5821390000000001,0.735325,1.041844,1.31291,1.761538,2.001729,1.9647759999999999,2.1329740000000004,2.429944,2.635942,2.8144419999999997,3.165073,3.563424,3.5086839999999997,3.351108,3.536478,3.987942,4.286942,4.887397,5.206295,5.726491,5.463799,5.413021,5.659311,5.717438,5.334326,5.123514,4.919862999999999,4.9007,5.074771,5.284422,5.69972,6.625448,7.078409,7.219689
7-2801295,,,,,,,0,0.3348,0.487986,0.794506,1.065572,1.5142,1.754391,1.7174369999999999,1.885635,2.1826060000000003,2.388603,2.567103,2.917735,3.316086,3.261345,3.10377,3.28914,3.7406029999999997,4.039603,4.640059,4.958956,5.479153,5.216461,5.166683,5.4119720000000004,5.470098999999999,5.086988,4.876175,4.672525,4.653362,4.827433,5.037083,5.452381,6.378108999999999,6.831071000000001,6.972351
8-2801313,,,,,,,,0,0.153187,0.45970600000000006,0.730772,1.1794,1.419591,1.3826379999999998,1.550835,1.847806,2.053803,2.232303,2.582935,2.981286,2.926546,2.76897,2.95434,3.4058029999999997,3.704803,4.3052589999999995,4.624156,5.143353,4.881661,4.831883,5.0781730000000005,5.1353,4.752187999999999,4.541375,4.337725,4.318562,4.4926330000000005,4.702283,5.117582,6.04331,6.496271,6.637550999999999
9-2801175,,,,,,,,,0,0.30651999999999996,0.5775859999999999,1.026214,1.266405,1.229451,1.397649,1.69462,1.9006169999999998,2.0791169999999997,2.429749,2.8281,2.773359,2.615784,2.801154,3.252617,3.551617,4.152073000000001,4.4709699999999994,4.990167,4.728473999999999,4.6786970000000005,4.923986,4.982113,4.599002,4.388189,4.184539,4.165376,4.339447,4.549097,4.964395,5.890123,6.343084999999999,6.484365
10-2801333,,,,,,,,,,0,0.271066,0.719694,0.959885,0.922932,1.091129,1.3881,1.594098,1.772598,2.1232290000000003,2.5215799999999997,2.4668400000000004,2.3092639999999998,2.494634,2.946098,3.245098,3.8455529999999998,4.164451000000001,4.683647000000001,4.4219550000000005,4.371176999999999,4.618467,4.675594,4.292482,4.081669000000001,3.878019,3.858856,4.032927,4.242578,4.657876,5.583604,6.036565,6.177845
11-2801340,,,,,,,,,,,0,0.44862799999999997,0.688819,0.651866,0.8200639999999999,1.117034,1.323032,1.5015319999999999,1.852163,2.257514,2.2027740000000002,2.2101349999999997,2.395505,2.846969,3.145969,3.7464239999999998,4.065322,4.585518,4.322826,4.272048000000001,4.519337999999999,4.404528,4.021416,3.810604,3.606953,3.58779,3.761861,3.971512,4.38681,5.312538,5.765499,5.906779
12-2801361,,,,,,,,,,,,0,0.240191,0.284431,0.452629,0.7496,0.9555969999999999,1.134097,1.4847290000000002,1.89008,1.8353389999999998,2.155764,2.341134,2.6705970000000003,2.9695970000000003,3.571052,3.88895,4.408146,4.146454,4.097677,4.3429660000000005,3.9609,3.5777879999999995,3.366975,3.163325,3.1441619999999997,3.318233,3.527883,3.943182,4.86891,5.321871,5.463151
13-2801373,,,,,,,,,,,,,0,0.23437800000000003,0.562245,0.859215,1.065213,1.2437129999999998,1.594344,1.90727,1.944955,2.2653790000000003,2.450749,2.781213,3.079213,3.679668,3.9985660000000003,4.519762,4.25707,4.205292,4.2254190000000005,3.8362839999999996,3.453172,3.2423599999999997,3.038709,3.019546,3.1936169999999997,3.403268,3.8185660000000006,4.744294,5.197255,5.338535
14-2801382,,,,,,,,,,,,,,0,0.327866,0.624837,0.830834,1.009334,1.359966,1.7653169999999998,1.710577,2.031001,2.216371,2.546834,2.845834,3.4462900000000003,3.765187,4.284383999999999,4.021692,3.972914,4.218204,3.9123309999999996,3.5292190000000003,3.318406,3.1147560000000003,3.095593,3.269664,3.479314,3.8946129999999997,4.820341,5.273301999999999,5.414582
15-2801402,,,,,,,,,,,,,,,0,0.296971,0.5029680000000001,0.6814680000000001,1.0321,1.437451,1.382711,1.7031349999999998,1.8885049999999999,2.218968,2.517968,3.117424,3.437321,3.956518,3.6948260000000004,3.6450480000000005,3.8893379999999995,3.584464,3.2013529999999997,2.99054,2.78689,2.767727,2.941798,3.151448,3.5667470000000003,4.492475,4.945436,5.086716
16-2801437,,,,,,,,,,,,,,,,0,0.20599699999999999,0.384497,0.735129,1.14048,1.08574,1.406164,1.591534,1.920997,2.219997,2.820453,3.13935,3.658547,3.3968550000000004,3.3470769999999996,3.5933669999999998,3.6934989999999996,3.3103870000000004,3.099575,2.895925,2.876762,3.0508330000000004,3.2604830000000002,3.6757809999999997,4.601509,5.0544709999999995,5.19575
17-2801457,,,,,,,,,,,,,,,,,0,0.1785,0.5291319999999999,0.934483,0.879742,1.200167,1.385537,1.716,2.0140000000000002,2.614456,2.9343529999999998,3.45255,3.191857,3.1400799999999998,3.3883690000000004,3.776504,3.5163849999999996,3.305572,3.101922,3.082759,3.25683,3.4664800000000002,3.8817779999999997,4.807506,5.260468,5.401748
18-2801477,,,,,,,,,,,,,,,,,,0,0.350632,0.755983,0.701242,1.021667,1.2070370000000001,1.5365,1.8355,2.435956,2.7548529999999998,3.27505,3.0123580000000003,2.96258,3.208869,3.598004,3.488885,3.2780720000000003,3.074422,3.055259,3.22933,3.4389800000000004,3.854278,4.780006,5.232968,5.374248000000001
19-2801517,,,,,,,,,,,,,,,,,,,0,0.405351,0.350611,0.671035,0.856405,1.186869,1.485869,2.085324,2.405221,2.925418,2.661726,2.612948,2.858238,3.2483720000000003,3.1382529999999997,2.9274400000000003,2.72379,2.704627,2.878698,3.088349,3.503647,4.429375,4.8823360000000005,5.0236160000000005
20-2801541,,,,,,,,,,,,,,,,,,,,0,0.26626,0.586684,0.772054,1.101517,1.400517,2.000973,2.31987,2.839067,2.577375,2.526597,2.772887,3.1620209999999997,2.933867,2.723055,2.519405,2.5002419999999996,2.674313,2.883963,3.299261,4.224989,4.677951,4.81923
21-2801577,,,,,,,,,,,,,,,,,,,,,0,0.321425,0.506795,0.9582579999999999,1.257258,1.8577139999999999,2.176611,2.6968080000000003,2.4341150000000003,2.384338,2.630627,3.019762,3.200127,2.989314,2.785664,2.766501,2.940572,3.1502220000000003,3.565521,4.491249,4.94421,5.08549
22-2801607,,,,,,,,,,,,,,,,,,,,,,0,0.18537,0.636833,0.935833,1.536289,1.855186,2.3753830000000002,2.112691,2.061913,2.3092029999999997,2.698337,3.082449,3.2922620000000005,3.1070889999999998,3.087926,3.261997,3.471647,3.886945,4.812673,5.265635,5.4069139999999996
23-2801626,,,,,,,,,,,,,,,,,,,,,,,0,0.451463,0.750463,1.350919,1.669816,2.189013,1.9273209999999998,1.876543,2.122833,2.511967,2.8960790000000003,3.105892,3.2924589999999996,3.2732959999999998,3.447367,3.6570169999999997,4.072315000000001,4.998043,5.451005,5.592283999999999
24-2801663,,,,,,,,,,,,,,,,,,,,,,,,0,0.3,0.9004559999999999,1.2193530000000001,1.73955,1.476858,1.42608,1.6723689999999998,2.0615040000000002,2.445616,2.6554279999999997,2.859079,3.153759,3.3278300000000005,3.5374800000000004,3.952778,4.878506,5.331468,5.302253
25-2801672,,,,,,,,,,,,,,,,,,,,,,,,,0,0.600456,0.9193530000000001,1.43855,1.176858,1.1270799999999999,1.373369,1.762504,2.146616,2.3564279999999997,2.560079,2.854759,3.02783,3.23848,3.652778,4.579505999999999,5.031468,5.002253
26-2801691,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.320898,0.840094,0.5784020000000001,0.527624,0.773914,1.163049,1.54716,1.756973,1.960623,2.465303,2.546374,2.756025,3.171323,4.097051,4.543076999999999,4.403797
27-2801718,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.519197,0.25750500000000004,0.505727,0.752016,1.141151,1.5252629999999998,1.735075,1.938726,2.443406,2.524477,2.734127,3.149425,4.075153,4.222180000000001,4.0829
28-2801744,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46940699999999996,0.717629,0.9639190000000001,1.353054,1.737165,1.9469779999999999,2.1506279999999998,2.655309,2.73638,2.94603,3.361328,4.287056,4.434082,4.294802
29-2801725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.248223,0.494512,0.883647,1.267758,1.477571,1.6812209999999999,2.185902,2.266973,2.476623,2.891921,3.817649,4.17239,4.03311
30-2801708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24629,0.635425,1.019536,1.229349,1.432999,1.9376790000000002,2.01875,2.228401,2.6436990000000002,3.5694269999999997,4.022387999999999,4.163668
31-2801694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.389135,0.773247,0.983059,1.18671,1.6913900000000002,1.772461,1.982111,2.397409,3.3231370000000005,3.776099,3.917379
32-2801196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.384112,0.593924,0.797575,1.302255,1.383326,1.592976,2.008274,2.934002,3.386964,3.5282440000000004
33-2801657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.210813,0.414463,0.919143,1.000214,1.209865,1.625163,2.550891,3.003852,3.145132
