순번_정류장ID,1-2806263,2-2806259,3-2806253,4-2800492,5-2800477,6-2805048,7-2800456,8-2800451,9-2800454,10-2800461,11-2800463,12-2800466,13-2800353,14-2800467,15-2800436,16-2800401,17-2800901,18-2807489,19-2807492,20-2807529,21-2807537,22-2807540,23-2807523,24-2807538,25-2807562,26-2807513,27-2807519,28-2803390,29-2803570,30-2803568,31-2805046,32-2805648,33-2803394,34-2803396,35-2803397,36-2803400,37-2803403
1-2806263,0,0.519582,1.987096,3.180743,4.258945,4.201043,5.024214,4.990407,5.027255,5.442705,5.250397,5.327005000000001,5.218559,5.723255,7.461391000000001,9.908999999999999,12.362612,21.361738,25.349906,28.767948999999998,30.186317,31.333763,32.748197,35.139029,36.602795,39.004882,40.759565,41.583366,42.404761,43.639108,44.34518,45.195934,45.564698,46.113608,46.708387,47.195361,48.081531
2-2806259,,0,1.467514,2.661161,3.7393629999999995,3.681461,4.504632,4.470825,4.5076730000000005,5.069713,5.262021,5.610414,5.736142,6.240837,7.978973,10.426582000000002,12.881194,21.878320000000002,25.868489,29.288532,30.706899,31.852345,33.266779,35.656612,37.121377,39.522464,41.277147,42.100949,42.923343,44.15869,44.862763,45.713516,46.082281,46.632191,47.227969,47.710944,48.598114
3-2806253,,,0,1.193647,2.2728490000000003,2.213947,3.037118,3.003311,3.040159,3.6021989999999997,3.794507,4.1429,4.591248,4.9769440000000005,6.71408,9.162689,11.616301,20.614427,24.603595000000002,28.023638000000002,29.442006,30.586452,31.999886,34.394718,35.857484,38.259571,40.013253999999996,40.835055,41.65745,42.894797,43.59887,44.449622999999995,44.819387,45.369296999999996,45.964076,46.44905,47.33422
4-2800492,,,,0,1.078202,1.2243,2.047471,2.013664,2.050512,2.612552,2.8048599999999997,3.153253,3.601601,3.9872970000000003,5.724433,8.173042,10.626653999999998,19.624779999999998,23.614948000000002,27.031990999999998,28.452359,29.598805,31.010239000000002,33.405071,34.866837,37.269923999999996,39.022607,39.846408000000004,40.667803,41.90315,42.609223,43.460976,43.82874,44.37765,44.974429,45.457403,46.342573
5-2800477,,,,,0,0.146099,0.969269,0.9354620000000001,0.97231,1.534351,1.726659,2.0750509999999998,2.523399,2.909095,4.646230999999999,7.09484,9.548452000000001,18.546578,22.535747,25.95479,27.373157,28.520603,29.934037,32.32687,33.788635,36.191722,37.945405,38.768206,39.590601,40.825948,41.532021,42.382774,42.751538000000004,43.300447999999996,43.895227,44.380201,45.265371
6-2805048,,,,,,0,0.8824719999999999,0.848665,0.8855129999999999,1.447553,1.639861,1.9882540000000002,2.436602,2.822298,4.5594339999999995,7.008042999999999,9.461654,18.459781,22.448949,25.867992,27.28636,28.433806,29.846239,32.240072,33.701838,36.103925,37.857608,38.681409,39.504804,40.740151000000004,41.445223,42.295977,42.663740999999995,43.213651,43.80843,44.293403999999995,45.179574
7-2800456,,,,,,,0,0.45480699999999996,0.707684,1.269724,1.462032,1.810425,2.283773,2.644468,4.381605,6.830214,9.283825,18.281952,22.27112,25.690163000000002,27.108531,28.254977,29.66941,32.061243,33.524009,35.926096,37.680778000000004,38.50458,39.326975,40.561322,41.266394,42.118148,42.484912,43.035821999999996,43.6296,44.114575,45.002745000000004
8-2800451,,,,,,,,0,0.252877,0.814917,1.007225,1.355618,1.828966,2.1896619999999998,3.9267980000000002,6.375407,8.829018,17.827145,21.817313000000002,25.235356,26.654723999999998,27.80017,29.213603000000003,31.606436,33.068202,35.471289,37.224971000000004,38.049772999999995,38.871168,40.106515,40.812587,41.662341,42.031105,42.581015,43.175794,43.659768,44.546938
9-2800454,,,,,,,,,0,0.562041,0.7543489999999999,1.102741,1.5760889999999999,1.9367849999999998,3.673921,6.12253,8.576141999999999,17.574268,21.563436,24.982479,26.400847,27.548293,28.960727000000002,31.352559000000003,32.815325,35.218412,36.973095,37.794896,38.618291,39.852638,40.558710999999995,41.408464,41.777228,42.326138,42.921917,43.406890999999995,44.292061
10-2800461,,,,,,,,,,0,0.19230799999999998,0.540701,1.014049,1.374744,3.1118810000000003,5.56049,8.014101,17.012228,21.002396,24.420439000000002,25.838807,26.984253000000002,28.398685999999998,30.791519,32.253285,34.655372,36.410053999999995,37.232856,38.056251,39.290597999999996,39.99667,40.847424,41.214188,41.764098,42.359876,42.843851,43.730021
11-2800463,,,,,,,,,,,0,0.348393,0.8217409999999999,1.182436,2.9195729999999998,5.368182,7.8217929999999996,16.81992,20.810088,24.227131,25.647499,26.791945000000002,28.206378000000004,30.598211,32.060977,34.464063,36.217746000000005,37.042548,37.863943,39.099289,39.803362,40.655116,41.02288,41.572790000000005,42.167568,42.654543,43.539713
12-2800466,,,,,,,,,,,,0,0.47634799999999994,0.837044,2.57418,5.0227889999999995,7.476400999999999,16.474527,20.463695,23.881739000000003,25.300106,26.446552,27.859986,30.252817999999998,31.715584000000003,34.117671,35.871354,36.695155,37.51755,38.752897,39.45797,40.308723,40.676487,41.226397,41.821176,42.30615,43.19232
13-2800353,,,,,,,,,,,,,0,0.505696,2.242832,4.691441,7.145053,16.143179,20.132348,23.550391,24.969758,26.116204,27.528638,29.921471,31.384235999999998,33.786322999999996,35.541006,36.364807,37.187202,38.421549,39.126622,39.977375,40.346139,40.896049,41.489828,41.975802,42.860972
14-2800467,,,,,,,,,,,,,,0,1.737136,4.185745,6.639357,15.637483,19.627651999999998,23.045695000000002,24.463063000000002,25.610509,27.023941999999998,29.416775,30.880540999999997,33.281627,35.035309999999996,35.858112,36.681507,37.915853000000006,38.621926,39.472679,39.841444,40.391354,40.986132,41.471107,42.357277
15-2800436,,,,,,,,,,,,,,,0,2.449609,4.903221,13.901347,17.890516,21.308559,22.726927,23.873373,25.286806,27.679639,29.142405,31.545491,33.298173999999996,34.121976000000004,34.946371,36.179717,36.886790000000005,37.736543,38.104308,38.654218,39.247996,39.732971,40.619141
16-2800401,,,,,,,,,,,,,,,,0,2.4536119999999997,11.451738,15.441907,18.85995,20.278318,21.424764,22.838197,25.23003,26.692796,29.095882,30.848565,31.673367,32.496762,33.731108,34.436181,35.286934,35.654699,36.203609,36.800387,37.284362,38.170532
17-2800901,,,,,,,,,,,,,,,,,0,8.998127,12.988294999999999,16.407338,17.823706,18.972151999999998,20.383585,22.778418,24.239183999999998,26.641271000000003,28.394953000000005,29.218754999999998,30.04315,31.276496999999996,31.981569,32.832322999999995,33.201087,33.750997,34.347775,34.83175,35.715920000000004
18-2807489,,,,,,,,,,,,,,,,,,0,3.9891690000000004,7.4072119999999995,8.825579,9.972025,11.385458999999999,13.778292,15.241057999999999,17.643144,19.396827,20.220629000000002,21.043024,22.278370000000002,22.983442999999998,23.834196,24.202961,24.751870999999998,25.347649,25.832624,26.718794
19-2807492,,,,,,,,,,,,,,,,,,,0,3.419043,4.837411,5.9838569999999995,7.397291,9.790123,11.252889,13.654976000000001,15.408659,16.23246,17.054855,18.290201999999997,18.995274,19.846028,20.214792000000003,20.764702,21.359481,21.844455,22.730625
20-2807529,,,,,,,,,,,,,,,,,,,,0,1.418368,2.564814,3.9782480000000002,6.37108,7.833846,10.235933000000001,11.989616,12.813417,13.635812,14.871159,15.576232000000001,16.426985000000002,16.795749,17.345659,17.939438,18.425411999999998,19.311582
21-2807537,,,,,,,,,,,,,,,,,,,,,0,1.1504459999999999,2.5638799999999997,4.9567120000000005,6.419478,8.821565,10.575248,11.399049,12.221444,13.456791,14.161864000000001,15.012617,15.380381,15.930291,16.52507,17.010044,17.897214
22-2807540,,,,,,,,,,,,,,,,,,,,,,0,1.413434,3.8062669999999996,5.269032,7.671119,9.424802,10.248603999999998,11.070998,12.306345,13.011417999999999,13.862171,14.230935999999998,14.779846,15.374623999999999,15.859599,16.746769
23-2807523,,,,,,,,,,,,,,,,,,,,,,,0,2.467834,3.930599,6.332686,8.086369,8.910169999999999,9.732565,10.967912,11.672985,12.523738,12.891502000000001,13.442412,14.036191,14.521165,15.407335999999999
24-2807538,,,,,,,,,,,,,,,,,,,,,,,,0,1.462766,3.864853,5.618536,6.442337,7.264732,8.500079,9.205150999999999,10.055905000000001,10.423669,10.973578999999999,11.569358,12.053332000000001,12.939502000000001
25-2807562,,,,,,,,,,,,,,,,,,,,,,,,,0,2.402087,4.1557699999999995,4.979572,5.801966,7.037313,7.742386,8.593139,8.960903,9.511813,10.106592,10.590566,11.476737
26-2807513,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.753683,2.577485,3.3998800000000005,4.6352269999999995,5.340299,6.191053,6.559817,7.108727,7.704505999999999,8.18948,9.07565
27-2807519,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.823802,1.6461970000000001,2.881544,3.5866160000000002,4.43737,4.806133999999999,5.355044,5.949823,6.4347970000000005,7.320967
28-2803390,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8223950000000001,2.0577419999999997,2.7628150000000002,3.613568,3.981332,4.531242,5.126021,5.610995,6.497166
29-2803570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.2363469999999999,1.9414200000000001,2.792173,3.160937,3.7108470000000002,4.305626,4.7906,5.675771
30-2803568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.706073,1.556826,1.924591,2.474501,3.069279,3.5542540000000002,4.440424
31-2805046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8507540000000001,1.218518,1.7694279999999998,2.363207,2.849181,3.734351
32-2805648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.368765,0.918674,1.5134530000000002,1.9984279999999999,2.884598
33-2803394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.54991,1.1446889999999998,1.6296629999999999,2.515833
34-2803396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.594779,1.079754,1.9659240000000002
35-2803397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.484975,1.371145
36-2803400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8861700000000001
37-2803403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
