순번_정류장ID,77-2806891,78-2806890,79-2806888,80-2807293,81-2806886,82-2804580,83-2804213,84-2804211,85-2804209,86-2804207,87-2804205,88-2804204,89-2806290,90-2804202,91-2806292,92-2803609,93-2806232,94-2803608,95-2803607,96-2803606,97-2806297,98-2803616,99-2803853,100-2803850,101-2803617,102-2806299,103-2803618,104-2806300,105-2803600,106-2800273,107-2803601,108-2804331,109-2803581,110-2800271,111-2805489,112-2807150,113-2804581,114-2804582,115-2800267,116-2804032
77-2806891,0,0.525953,1.1020940000000001,1.444256,2.022178,2.3940669999999997,2.9012119999999997,3.261359,3.750153,4.121518,4.856739,5.0885169999999995,5.442821,5.856617,6.110192,6.607145,6.982232000000001,7.310874,7.816084,8.108474000000001,8.659924,8.978322,9.178877,9.573239,10.170709,10.695394,10.961803999999999,11.277004,11.965263,12.424545,12.635271000000001,12.806979,13.064645,13.549094,14.048957999999999,14.422729,14.750991,15.047947,15.333031,14.994409
78-2806890,,0,0.576141,0.9183030000000001,1.496225,1.869114,2.376259,2.736407,3.2252,3.5955660000000003,4.330786,4.562564,4.917868,5.331664,5.585239,6.081192,6.45528,6.783921,7.291131,7.582521000000001,8.133971,8.451369,8.649924,9.046286,9.643756,10.168441,10.435851,10.751051,11.43931,11.899592,12.110318,12.282027000000001,12.539693,13.024141,13.524006,13.897776,14.226039000000002,14.522994,14.808078,14.467457000000001
79-2806888,,,0,0.34216199999999997,0.920084,1.291973,1.799118,2.159265,2.648059,3.0194240000000003,3.7546449999999996,3.9864230000000003,4.340726999999999,4.754523000000001,5.008098,5.505051,5.880138,6.20878,6.71599,7.00638,7.559830000000001,7.876228,8.074783,8.471145,9.066614999999999,9.5933,9.85771,10.176910000000001,10.863169000000001,11.324451,11.535177000000001,11.706885,11.964551,12.449000000000002,12.948864,13.322635,13.648897,13.945853,14.231937,13.892315
80-2807293,,,,0,0.577922,0.9498110000000001,1.456956,1.817104,2.3058970000000003,2.677262,3.4124830000000004,3.644261,3.998565,4.412361,4.665936,5.162889,5.537977,5.866618,6.373828,6.666217999999999,7.215667999999999,7.534066,7.732621000000001,8.128983,8.726453,9.251138000000001,9.517548,9.834748,10.521007,10.982289,11.193014999999999,11.364724,11.620389,12.106838,12.604703,12.980473,13.308735999999998,13.605691,13.888775,13.548154
81-2806886,,,,,0,0.37088899999999997,0.878034,1.238182,1.726975,2.098341,2.8335619999999997,3.06534,3.419643,3.83344,4.087014,4.583968,4.959055,5.2876970000000005,5.7929059999999994,6.087296,6.6367460000000005,6.955144000000001,7.1557,7.550062,8.145532000000001,8.672217,8.938626,9.255827,9.942085,10.403367,10.614094,10.785802,11.043467999999999,11.525917,12.027781,12.401551,12.729814,13.026769,13.310854,12.969232
82-2804580,,,,,,0,0.507145,0.867293,1.3600860000000001,1.731452,2.466673,2.69845,3.052754,3.4665510000000004,3.720125,4.217079,4.592166000000001,4.920807,5.428017,5.720407,6.271857,6.590255,6.788811,7.185172000000001,7.7806429999999995,8.305328,8.571736999999999,8.888937,9.575196,10.036478,10.247205000000001,10.418913,10.676578999999998,11.161027,11.660892,12.034661999999999,12.362925,12.659880000000001,12.997211,12.604343
83-2804213,,,,,,,0,0.360148,0.852942,1.224307,1.959528,2.191306,2.5456090000000002,2.959406,3.21298,3.7099339999999996,4.085021,4.413663,4.920872,5.213262,5.764712,6.083111,6.281666,6.678028,7.273498,7.798183,8.064592,8.381793,9.068050999999999,9.529333,9.74006,9.911767999999999,10.169433999999999,10.653883,11.153747000000001,11.527517,11.855780000000001,12.152735,12.51782,12.097197999999999
84-2804211,,,,,,,,0,0.49279399999999995,0.864159,1.59938,1.8311580000000003,2.185461,2.5992580000000003,2.852832,3.349786,3.724873,4.053515,4.558724,4.851115,5.402564,5.720962999999999,5.919518,6.31588,6.91135,7.436035,7.702444,8.019645,8.705903999999999,9.167185,9.377912,9.549619999999999,9.807286,10.291735000000001,10.791599,11.165369,11.493632,11.790588,12.155672000000001,11.73505
85-2804209,,,,,,,,,0,0.371366,1.108586,1.3403639999999999,1.694668,2.1084650000000003,2.3620389999999998,2.858993,3.23408,3.562721,4.067931,4.362321,4.913771,5.232169,5.430724,5.827086,6.422557,6.947241,7.213651,7.530850999999999,8.21711,8.678392,8.889119,9.060827,9.318493,9.802941,10.300806,10.676575999999999,11.004839,11.301794000000001,11.664878999999999,11.246257
86-2804207,,,,,,,,,,0,0.737221,0.9689989999999999,1.323302,1.7370990000000002,1.990674,2.4876270000000003,2.862714,3.1913560000000003,3.6985660000000005,3.9909559999999997,4.542406,4.860804,5.059359,5.455721,6.051191,6.575875999999999,6.842285,7.159486,7.845745,8.307027,8.517752999999999,8.689461,8.947127,9.431576,9.93144,10.30521,10.633473,10.930429,11.295513,10.874891
