순번_정류장ID,68-2804823,69-2801267,70-2801266,71-2801276,72-2801241,73-2801290,74-2801297,75-2801318,76-2801356,77-2801414,78-2801492,79-2801524,80-2801602,81-2801658,82-2801672,83-2801684,84-2801718,85-2801745,86-2801752,87-2801759,88-2801768,89-2801790,90-2801957,91-2801963,92-2801978,93-2801984,94-2802009,95-2802037,96-2802075,97-2802115,98-2802134,99-2806621,100-2806503,101-2806507,102-2802175,103-2802828,104-2802193,105-2802221,106-2802224,107-2802229,108-2802236,109-2802254,110-2802261,111-2802258,112-2802265,113-2802279,114-2802278,115-2802282,116-2802291,117-2802549,118-2802545,119-2802546,120-2802562,121-2802571,122-2802576,123-2802585,124-2802374
68-2804823,0,0.400388,0.737057,0.965405,1.311099,1.643923,1.9304189999999999,2.297287,2.727585,3.139614,3.862448,4.096182,4.250043,4.480526,4.841907,5.280826,5.76126,6.313551,6.477993,6.773103,7.014907000000001,7.490305,8.114902,8.144703,7.60244,7.5757509999999995,7.782000999999999,7.996424,8.360014,8.696692,8.967177000000001,9.65273,9.957545,10.338322,10.665047999999999,10.989786,11.417066,12.978289,13.305064000000002,13.577579,13.148453,13.290534,13.487615,13.928560999999998,14.178488,14.787098,15.342407000000001,15.649721,16.123051,15.729778,15.74054,15.72536,16.052512,16.342082,16.617147,17.050557,17.25635
69-2801267,,0,0.33666999999999997,0.564017,0.9097120000000001,1.242536,1.530031,1.8959,2.3261979999999998,2.865227,3.609061,3.912246,4.130656,4.361139,4.722519999999999,5.1614379999999995,5.641873,6.193164,6.430606,6.724715,6.9675199999999995,7.442918,8.067514,8.096316,7.555052000000001,7.528364,7.734614,7.948036999999999,8.313627,8.648305,8.919789999999999,9.604343,9.909158,10.289935,10.616661,10.943399000000001,11.369679,12.931902000000001,13.257677,13.531191,13.100066,13.243147,13.439226999999999,13.881174,14.1311,14.73971,15.29302,15.601334,16.074664000000002,15.682391,15.692151999999998,15.677973000000001,16.004123999999997,16.294695,16.569759,17.004169,17.207962
70-2801266,,,0,0.227348,0.573042,0.905866,1.193362,1.55923,1.989528,2.528557,3.272391,3.5755760000000003,3.793986,4.024469,4.38585,4.824769,5.305203,5.8564940000000005,6.092936,6.389046,6.63085,7.105248,7.729844,7.760646,7.217382000000001,7.190694000000001,7.396944,7.610367,7.975957000000001,8.310635000000001,8.58112,9.269673,9.571488,9.953265,10.278991,10.604728999999999,11.033009,12.593232,12.920007,13.193520999999999,12.763396,12.904477,13.102557000000001,13.544504000000002,13.794429999999998,14.402041,14.95735,15.264664000000002,15.737994,15.344721,15.355483,15.341303,15.668454999999998,15.958025,16.23309,16.665499,16.871292999999998
71-2801276,,,,0,0.346695,0.679519,0.9670139999999999,1.332883,1.763181,2.3022099999999996,3.0460439999999998,3.349228,3.573639,3.804122,4.165503,4.604421,5.084855999999999,5.636146,5.969588,6.264698,6.5065029999999995,6.9819,7.606497,7.636299,7.094035000000001,7.067347,7.272596000000001,7.48802,7.851610000000001,8.187288,8.458772999999999,9.145325999999999,9.449141000000001,9.829918,10.156642999999999,10.481382,10.908662,12.470885,12.796659,13.070174,12.640049000000001,12.782129,12.97921,13.420156,13.671083,14.278692999999999,14.833003,15.141317,15.614647,15.222373999999999,15.232135000000001,15.217956,15.545107000000002,15.834677,16.109742,16.543152,16.748945000000003
72-2801241,,,,,0,0.33282399999999995,0.62032,0.986189,1.4164860000000001,1.9555150000000001,2.699349,3.002534,3.226944,3.4574269999999996,3.818808,4.257727,4.738161,5.289452,5.6228940000000005,5.918004,6.159808,6.635206,7.259803,7.289604,6.7473410000000005,6.720652,6.925902000000001,7.140325,7.504915,7.841594000000001,8.112078,8.797632,9.101447,9.482223,9.809949000000001,10.135686999999999,10.562967,12.124189999999999,12.450965,12.72348,12.292354,12.435435,12.631516,13.072462,13.324389000000002,13.931999,14.487307999999999,14.793623,15.267952,14.87468,14.885441,14.871262,15.198413,15.487982999999998,15.763048000000001,16.196458,16.401251000000002
73-2801290,,,,,,0,0.28749600000000003,0.6533640000000001,1.0836620000000001,1.6226909999999999,2.366525,2.66971,2.90712,3.4946029999999997,3.855984,4.294903,4.775337,5.327628,5.71507,6.01018,6.251983999999999,6.727382,7.351978,7.453811999999999,6.912549,6.884860000000001,7.092110000000001,7.306533,7.671123,8.005801,8.276286,8.963839,9.267653999999999,9.648431,9.902125,10.227863000000001,10.655142999999999,12.216366,12.543141,12.888688,12.457562,12.600643,12.796724000000001,13.23867,13.416564000000001,14.024175,14.579483999999999,14.886798,15.360128,14.967854999999998,14.977617,14.963436999999999,15.290589,15.580159,15.855224,16.288634,16.494426999999998
74-2801297,,,,,,,0,0.365869,0.796166,1.3351959999999998,2.0790290000000002,2.382214,2.746648,3.3341309999999997,3.6955120000000004,4.13443,4.614865,5.166155000000001,5.554597,5.8497069999999995,6.091512000000001,6.566909,7.1915059999999995,7.477716,6.971044,6.944356,7.1506050000000005,7.365028999999999,7.7296190000000005,8.065297,8.335782,9.022335,9.32615,9.706927,9.740652,10.067391,10.494671,12.055894,12.382667999999999,12.788839999999999,12.517058,12.659138,12.856219,13.297165,13.256092,13.863701999999998,14.419012,14.726326,15.199656,14.807382999999998,14.817144,14.802964999999999,15.130116000000001,15.419685999999999,15.694751,16.127160999999997,16.333954000000002
75-2801318,,,,,,,,0,0.43029799999999996,0.969327,1.7131610000000002,2.0163450000000003,2.483756,3.070239,3.4316199999999997,3.8085379999999995,4.288973,4.841263,5.228705000000001,5.523815,5.765619999999999,6.241017,6.865614,7.151824,6.873152,6.846464,7.053714,7.268136999999999,7.632727,7.968405000000001,8.23889,8.924443,9.229258,9.414205,9.41576,9.741499000000001,10.168778999999999,11.730002,12.056777,12.462947999999999,12.420166,12.561246,12.758327,13.132966,12.9302,13.53781,14.09312,14.400433999999999,14.873764000000001,14.481491,14.491252,14.477073,14.804224,15.093794,15.368859,15.802269,16.008062
76-2801356,,,,,,,,,0,0.53903,1.2828629999999999,1.586048,2.053458,2.639941,3.001322,3.3782410000000005,3.858675,4.410966,4.798408,5.093518,5.335323000000001,5.81072,6.4353169999999995,6.721526,6.442855000000001,6.416167,6.622416,6.836839,7.20143,7.537108,7.807592999999999,8.494146,8.797961,8.983907,8.985463000000001,9.311202,9.738481,11.298703999999999,11.625478999999999,12.032651,11.988868,12.131949,12.32903,12.702669,12.498903,13.107513,13.661823000000002,13.970137,14.443467000000002,14.050194,14.060954999999998,14.045776000000002,14.373926999999998,14.662497,14.938562,15.370972,15.577765
77-2801414,,,,,,,,,,0,0.746834,1.050019,1.5174290000000001,2.103912,2.465293,2.842212,3.3226459999999998,3.874937,4.262379,4.557489,4.799293,5.274691000000001,5.899287999999999,6.185497,5.907826,5.881137,6.086387,6.30081,6.6654,7.001078999999999,7.271563,7.958117,8.261932,8.447878,8.448433999999999,8.774172,9.202452000000001,10.762675,11.08945,11.496622,11.452838999999999,11.59592,11.792000999999999,12.16664,11.962874000000001,12.570484,13.125793,13.434107999999998,13.907437,13.514165,13.524926,13.509747,13.837898000000001,14.127467999999999,14.402532999999998,14.834942999999999,15.041735999999998
