순번_정류장ID,65-2802877,66-2802883,67-2802900,68-2802928,69-2802622,70-2802996,71-2803018,72-2803022,73-2803030,74-2802644,75-2802645,76-2802965,77-2802959,78-2802641,79-2803003,80-2803008,81-2803013,82-2803004,83-2802997,84-2802990,85-2802989,86-2802993,87-2802969,88-2802615,89-2802952,90-2802918,91-2802864,92-2802824,93-2802618,94-2802176,95-2806506,96-2806502,97-2806512,98-2802193,99-2802196,100-2802200,101-2802204,102-2805533,103-2802215,104-2802212,105-2802208,106-2805660,107-2806528,108-2806527,109-2806526,110-2806525,111-2807112,112-2806514,113-2801854,114-2807443,115-2807444,116-2807281,117-2802018,118-2800097,119-2800060,120-2805845,121-2805847,122-2805849,123-2805851,124-2800085
96-2806502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.42474700000000004,1.5042389999999999,2.286119,2.684012,2.6791270000000003,2.5025,2.952612,3.345642,3.997584,5.1337,5.204117,5.045272,4.739904,4.356338,3.864221,3.5778980000000002,3.9289199999999997,4.198078,5.221258,5.5396220000000005,5.761014,6.487158999999999,6.9325779999999995,7.389436999999999,7.807132000000001,8.144452000000001,8.425964,8.734088
97-2806512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.385332,2.168212,2.3832419999999996,2.25438,2.077754,2.5278650000000003,2.9208950000000002,3.5728370000000003,4.708953,4.7773699999999995,4.618525,4.315157,3.9315910000000005,3.4394739999999997,3.153151,3.504173,3.7733309999999998,4.796511,5.545471,5.784267,6.5104120000000005,6.955831,7.41269,7.830385000000001,8.167705,8.449216999999999,8.757341
98-2802193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.782881,1.179773,1.308635,1.662422,2.112534,2.505563,3.157505,4.6356209999999995,5.146644,5.30549,5.402143,5.018577,4.52646,4.240137,4.591158999999999,4.860317,5.883497,6.6324570000000005,6.871253,7.597397999999999,8.042817,8.499676,8.917371000000001,9.254691000000001,9.536203,9.844327
99-2802196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.396893,0.525755,0.879541,1.329653,1.7226830000000002,2.374625,3.8527410000000004,4.363764,4.522608999999999,4.808977,5.131378,5.30834,5.022017,5.373039,5.642197,6.628622999999999,7.108258999999999,7.5690539999999995,8.2952,8.740619,9.197478,9.615172,9.952492999999999,10.234005,10.542129
100-2802200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.12886199999999998,0.482649,0.9327610000000001,1.32579,1.977732,3.4558480000000005,3.966871,4.125717,4.412085,4.734486,5.014369,4.728046,5.079068,5.348226,6.231730000000001,6.711366,7.172161999999999,7.898308,8.343726,8.800585,9.21828,9.5556,9.837112,10.145236
101-2802204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35378699999999996,0.803899,1.196928,1.848871,3.3269870000000004,3.8380099999999997,3.9968550000000005,4.2832230000000004,4.605624,4.885508,4.599183999999999,4.950207,5.219365,6.102869,6.582503999999999,7.0433,7.769446,8.214864,8.671724000000001,9.089417999999998,9.426738,9.70825,10.016374
102-2805533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.450112,0.8431420000000001,1.495084,2.9732,3.4842230000000005,3.643068,3.929437,4.251837999999999,4.693119,4.422558,4.77358,5.042738,5.749082,6.228718,6.689514,7.415659,7.861078,8.317936999999999,8.735632,9.072952,9.354464,9.662588000000001
103-2802215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.39603,1.047972,2.526088,3.037111,3.195957,3.482325,3.804726,4.246008,4.030286,4.381308,4.650466000000001,5.30197,5.781606,6.242401999999999,6.968547,7.413966,7.870825,8.28852,8.62584,8.907352000000001,9.215475999999999
104-2802212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.651943,2.130059,2.641082,2.799927,3.0862950000000002,3.408697,3.8499779999999997,3.6342559999999997,3.9852790000000002,4.254437,4.905941,5.385577,5.846373000000001,6.572518,7.017937,7.474796,7.89249,8.229811,8.511322999999999,8.819447
105-2802208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.478116,1.989139,2.147985,2.4343529999999998,2.756754,3.198036,2.982314,3.333336,3.602494,4.253998,4.7336339999999995,5.1944300000000005,5.9205760000000005,6.365994000000001,6.822853,7.2405479999999995,7.577868,7.859380000000001,8.167504
106-2805660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.511023,0.6698689999999999,0.9562370000000001,1.278638,1.7199200000000001,2.006243,2.37322,2.601063,2.775882,3.255518,3.716314,4.4424589999999995,4.887878,5.344737,5.7624319999999996,6.099752,6.381264,6.689388
107-2806528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.15884600000000001,0.462214,0.84578,1.349897,1.63622,1.915197,2.12604,2.404465,2.884101,3.344897,4.071041999999999,4.516461,4.973319999999999,5.391014,5.7283349999999995,6.009847,6.317971
108-2806527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.30336799999999997,0.686934,1.191051,1.477374,1.7563520000000001,1.9671939999999999,2.56331,3.0429459999999997,3.503742,4.229888,4.675306,5.1321650000000005,5.54986,5.88718,6.168692,6.476816
109-2806526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38356599999999996,0.887683,1.1740059999999999,1.540984,1.7688259999999998,2.6923220000000003,3.345314,3.80611,4.532255999999999,4.9776739999999995,5.434533,5.852228,6.189548,6.47106,6.779184
110-2806525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.504117,0.7904399999999999,1.157418,1.38526,2.3087560000000003,3.057715,3.518511,4.244657,4.690075,5.146934,5.564629,5.901949,6.183461,6.491585
111-2807112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28632399999999997,0.665301,0.934459,1.957639,2.706599,3.167395,3.8935400000000002,4.338959,4.795818,5.213512000000001,5.550833,5.832345,6.140469
112-2806514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37897800000000004,0.648135,1.671316,2.420275,2.881071,3.607217,4.0526349999999995,4.509494,4.927189,5.264508999999999,5.546021,5.854145
113-2801854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.269158,1.292338,2.041298,2.502094,3.228239,3.673658,4.130517,4.548212,4.8855319999999995,5.167044000000001,5.475168
114-2807443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.02318,1.77214,2.232936,2.9590810000000003,3.4045,3.8613589999999998,4.279054,4.6163739999999995,4.897886,5.20601
115-2807444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7509600000000001,1.211756,1.9379009999999999,2.38332,2.840179,3.257874,3.5951940000000002,3.876706,4.184830000000001
116-2807281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.460796,1.186942,1.63236,2.089219,2.506914,2.844234,3.125746,3.4338699999999998
117-2802018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.730146,1.1755639999999998,1.6324239999999999,2.050118,2.387439,2.668951,2.977075
118-2800097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44541899999999995,0.902278,1.319972,1.6572930000000001,1.938805,2.246929
119-2800060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.45686000000000004,0.874554,1.211874,1.493386,1.80151
120-2805845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.417695,0.755015,1.036527,1.344651
121-2805847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33732,0.6188319999999999,0.926956
122-2805849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.281512,0.5896359999999999
123-2805851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.30812399999999995
124-2800085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
