순번_정류장ID,1-2802647,2-2806710,3-2806712,4-2806714,5-2806717,6-2802663,7-2802664,8-2802675,9-2802681,10-2802676,11-2802670,12-2802692,13-2805075,14-2802721,15-2802123,16-2802116,17-2802112,18-2802094,19-2802098,20-2802129,21-2802158,22-2802168,23-2802175,24-2801848,25-2802172,26-2802162,27-2802153
1-2802647,0,0.636282,1.0164739999999999,1.467222,1.86113,2.3580360000000002,2.6136939999999997,2.843265,3.0110580000000002,3.2991919999999997,3.786754,4.27456,4.597439,5.0444059999999995,5.296771,5.4684610000000005,5.637165,6.158182,6.565550999999999,6.940982000000001,7.436253999999999,7.670661,7.328360000000001,7.047000000000001,7.012092,6.682594,6.766061
2-2806710,,0,0.38019200000000003,0.83194,1.225848,1.795754,2.051412,2.280983,2.448777,2.73691,3.224472,3.712279,4.035158,4.466124,4.71849,4.8891800000000005,5.057883,5.578901,6.106269,6.4797,6.857972,7.092378999999999,6.750078,6.468718,6.43381,6.104312,6.18778
3-2806712,,,0,0.451748,0.845656,1.415562,1.6712200000000001,1.900791,2.068584,2.356718,2.84428,3.333086,3.6549650000000002,4.084932,4.338297,4.507987,4.678691000000001,5.199708,5.726077,6.098508,6.47778,6.711187,6.368886,6.087526,6.052618,5.72312,5.807588
4-2806714,,,,0,0.393908,0.963814,1.219472,1.449043,1.616837,1.90497,2.392532,2.881339,3.204218,3.6321839999999996,3.88455,4.05524,4.223943,4.744961,5.272329,5.64576,6.024032,6.258439,5.916138,5.634779,5.59987,5.270372,5.35384
5-2806717,,,,,0,0.574906,0.830565,1.060135,1.227929,1.516062,2.0036240000000003,2.491431,2.8153099999999998,3.262276,3.514642,3.684332,3.8540349999999997,4.376053,4.901421,5.274853,5.6541239999999995,5.8885309999999995,5.54523,5.264871,5.229962,4.900464,4.983932
6-2802663,,,,,,0,0.255658,0.485229,0.653022,0.941156,1.428718,1.916525,2.239403,2.68737,2.939736,3.110426,3.279129,3.8011470000000003,4.327515,4.7019459999999995,5.078218,5.312625,4.970324,4.689964,4.654056,4.324558000000001,4.409026
7-2802664,,,,,,,0,0.229571,0.398364,0.6864979999999999,1.17406,1.662866,1.984745,2.432712,2.686077,2.8557669999999997,3.024471,3.5454879999999998,4.072857,4.446288,4.82456,5.058967,4.715666000000001,4.434305999999999,4.400398,4.0699,4.153367
8-2802675,,,,,,,,0,0.168794,0.456927,0.9444899999999999,1.432296,1.755175,2.204141,2.455507,2.6271970000000002,2.7939,3.314918,3.844286,4.216718,4.593989,4.829396,4.486095,4.2047360000000005,4.170828,3.841329,3.9247970000000003
9-2802681,,,,,,,,,0,0.288134,0.775696,1.264502,1.587381,2.034348,2.287713,2.4584029999999997,2.627107,3.148124,3.675493,4.0489239999999995,4.426196,4.660603,4.318302,4.036942,4.002034,3.672536,3.7560029999999998
10-2802676,,,,,,,,,,0,0.487563,0.976369,1.299248,1.746214,1.99858,2.16927,2.337973,2.858991,3.3863589999999997,3.7597910000000003,4.138062000000001,4.372469000000001,4.030168,3.7488089999999996,3.7139,3.3844019999999997,3.4678699999999996
11-2802670,,,,,,,,,,,0,0.487807,0.810686,1.257652,1.511018,1.6817080000000002,1.850411,2.371429,2.898797,3.271228,3.6495,3.8839069999999998,3.541606,3.260246,3.2253380000000003,2.89584,2.979308
12-2802692,,,,,,,,,,,,0,0.32287899999999997,0.769846,1.022211,1.192901,1.361605,1.882622,2.4099909999999998,2.782422,3.161694,3.3961010000000003,3.0538,2.77244,2.737532,2.4080340000000002,2.491501
13-2805075,,,,,,,,,,,,,0,0.447967,0.700332,0.871022,1.039726,1.560743,2.0881119999999997,2.461543,2.8388150000000003,3.073222,2.730921,2.449561,2.414653,2.085155,2.168622
14-2802721,,,,,,,,,,,,,,0,0.252366,0.42305600000000004,0.591759,1.1127770000000001,1.640145,2.0125759999999997,2.541848,2.857934,2.817765,2.536406,2.5014979999999998,2.171999,2.255467
15-2802123,,,,,,,,,,,,,,,0,0.17069,0.33939400000000003,0.860411,1.38778,1.760211,2.289483,2.605569,2.94887,2.788771,2.753863,2.4243650000000003,2.407168
16-2802116,,,,,,,,,,,,,,,,0,0.168704,0.689721,1.21709,1.589521,2.118793,2.434879,2.77818,2.959461,2.872631,2.544133,2.236478
17-2802112,,,,,,,,,,,,,,,,,0,0.521018,1.048386,1.4208180000000001,1.9510889999999999,2.267175,2.610476,2.890836,2.7049279999999998,2.375429,2.068775
18-2802094,,,,,,,,,,,,,,,,,,0,0.5283680000000001,0.9018,1.431071,1.7471580000000002,2.090459,2.370818,2.18491,1.8554119999999998,1.548757
19-2802098,,,,,,,,,,,,,,,,,,,0,0.37443200000000004,0.903703,1.219789,1.5630899999999999,1.84345,1.6575419999999998,1.328043,1.0213889999999999
20-2802129,,,,,,,,,,,,,,,,,,,,0,0.5302720000000001,0.8463579999999999,1.189659,1.470018,1.28411,0.9546120000000001,0.647957
21-2802158,,,,,,,,,,,,,,,,,,,,,0,0.316087,0.659388,0.9397469999999999,1.307345,0.9778469999999999,0.671192
22-2802168,,,,,,,,,,,,,,,,,,,,,,0,0.343301,0.623661,1.033569,1.293933,0.9872790000000001
23-2802175,,,,,,,,,,,,,,,,,,,,,,,0,0.28136,0.691268,1.020766,1.327421
24-2801848,,,,,,,,,,,,,,,,,,,,,,,,0,0.409908,0.739406,1.0460610000000001
25-2802172,,,,,,,,,,,,,,,,,,,,,,,,,0,0.329498,0.637153
26-2802162,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.307655
27-2802153,,,,,,,,,,,,,,,,,,,,,,,,,,,0
