순번_정류장ID,54-2804092,55-2804090,56-2806224,57-2804088,58-2804614,59-2804087,60-2803988,61-2803986,62-2803984,63-2803981,64-2806017,65-2805721,66-2805719,67-2803976,68-2803974,69-2803875,70-2800253,71-2803871,72-2804720,73-2806360,74-2803868,75-2803866,76-2803863,77-2803864,78-2800255,79-2803615,80-2803614,81-2803859,82-2806227,83-2803858,84-2803611,85-2803609,86-2806232,87-2803608,88-2803607,89-2803606,90-2806297,91-2803616,92-2803853,93-2803850,94-2803617,95-2806299,96-2803618,97-2806300,98-2803600,99-2800273,100-2803601,101-2804331,102-2803581,103-2800271,104-2805489,105-2807150,106-2804581,107-2804582,108-2800267,109-2804032
54-2804092,0,0.524927,0.826419,1.40859,1.853488,2.325142,3.259058,4.040801,4.384364,4.716464,5.408980000000001,6.275462,6.478039,6.812726,7.446279,7.868479,8.180539,8.367641,8.712273,10.128894,10.509879,10.872762,11.311789,11.510048,11.636383,12.180652,13.149579000000001,13.516288000000001,13.743869,14.428284,14.776596,15.961241000000001,16.336327999999998,16.663969,17.171179000000002,17.059509,16.507058999999998,16.314417000000002,16.513973,16.909334,17.504804999999998,17.454589000000002,17.187179,16.870979000000002,16.514357999999998,16.97564,17.186367,17.358075,17.615741,18.101189,18.601054,18.972824,19.302087,19.600042000000002,19.964126999999998,19.543505
55-2804090,,0,0.301493,0.8836639999999999,1.328561,1.800216,2.734132,3.5158739999999997,3.8594370000000002,4.191537,4.884053,5.750535,5.953112,6.287799,6.921353,7.343552000000001,7.655613000000001,7.842714999999999,8.187346,9.603966999999999,9.983952,10.347835,10.786862,10.984121,11.110457,11.655726,12.624652000000001,12.991361999999999,13.217942,13.903357000000002,14.251669,15.435314000000002,15.810401,16.139043,16.644253,16.535582,15.984132999999998,15.790491000000001,15.989045999999998,16.385407999999998,16.980878,16.930661999999998,16.663252,16.346052,15.990432,16.450714,16.66244,16.834148000000003,17.091814000000003,17.575263,18.076127,18.449897,18.77916,19.075116,19.4402,19.020578
56-2806224,,,0,0.582171,1.027069,1.498723,2.432639,3.214382,3.5579449999999997,3.8900449999999998,4.582561,5.449043,5.651619999999999,5.986307,6.619860000000001,7.04206,7.35412,7.541222,7.885853999999999,9.302475,9.68246,10.046342999999998,10.48537,10.682628999999999,10.808964,11.354233,12.323160000000001,12.689869,12.91645,13.601865,13.950176999999998,15.133822,15.508909,15.83755,16.34476,16.23309,15.68164,15.487998000000001,15.686554000000001,16.083915,16.678386,16.629170000000002,16.36176,16.04456,15.689939,16.150221,16.359948000000003,16.532656,16.790322,17.273770000000003,17.773635000000002,18.148405,18.476668,18.772623,19.138707999999998,18.718086
57-2804088,,,,0,0.44489799999999996,0.916552,1.850468,2.632211,2.975773,3.307874,4.000389,4.866872,5.069449,5.404135,6.037689,6.4598889999999995,6.771949,6.959051,7.303682000000001,8.720303999999999,9.100289,9.464172,9.903199,10.100457,10.226792999999999,10.772062,11.740989,12.107698,12.334278999999999,13.019694,13.368006,14.551651000000001,14.926738,15.255379000000001,15.762589000000002,15.650919,15.100469,14.907827,15.104382000000001,15.500744000000001,16.098215,16.046998000000002,15.779589000000001,15.463389000000001,15.105768,15.56705,15.779776000000002,15.949485000000001,16.209151000000002,16.692598999999998,17.192464,17.565234,17.895497,18.191451999999998,18.555537,18.135915
58-2804614,,,,,0,0.471655,1.405571,2.187313,2.5308759999999997,2.8629759999999997,3.5554919999999997,4.421974,4.624551,4.959238,5.592791,6.014991,6.327051,6.514154,6.858785000000001,8.275406,8.655391,9.019274000000001,9.458300999999999,9.655560000000001,9.781896000000001,10.327164,11.296091,11.662801,11.889381,12.574796000000001,12.923108000000001,14.106753,14.48184,14.810482,15.317691,15.206021,14.655570999999998,14.46093,14.661485,15.055847,15.651317,15.602101000000001,15.335691,15.016491,14.660870999999998,15.122152,15.332879,15.506587,15.763253,16.248701999999998,16.748566,17.120335999999998,17.449599,17.747555,18.110639000000003,17.690017
59-2804087,,,,,,0,0.933916,1.715659,2.059221,2.391322,3.083837,3.9503190000000004,4.152897,4.487583,5.121137,5.543337,5.855397,6.042498999999999,6.38713,7.803750999999999,8.183736999999999,8.547619000000001,8.987647,9.183905000000001,9.310241,9.85651,10.824437,11.191146,11.417727000000001,12.103142,12.451453,13.635098000000001,14.010186,14.338826999999998,14.846036999999999,14.735367000000002,14.183917000000001,13.991275,14.189829999999999,14.586192,15.180662,15.130446,14.864037,14.543837,14.189216,14.649498000000001,14.860223999999999,15.031932999999999,15.292598000000002,15.777047,16.276912,16.650682,16.975945,17.2729,17.639984,17.219363
60-2803988,,,,,,,0,0.7817430000000001,1.125305,1.457406,2.149921,3.016403,3.2189810000000003,3.553667,4.187221,4.609421,4.921481,5.108583,5.453214,6.869835000000001,7.250821000000001,7.613703,8.052731,8.249989,8.376325,8.921594,9.890521000000001,10.25723,10.483811,11.169226,11.517536999999999,12.701182000000001,13.07627,13.404910999999998,13.912120999999999,14.204510999999998,13.986543,13.793901000000002,13.992455999999999,14.388817999999999,14.985288,14.936072,14.668662,14.350462,13.994842000000002,14.455123,14.66685,14.838557999999999,15.095223999999998,15.579673000000001,16.080537,16.453307000000002,16.781570000000002,17.079526,17.44461,17.023988
61-2803986,,,,,,,,0,0.343563,0.675663,1.368179,2.234661,2.4372380000000002,2.771925,3.405478,3.8276779999999997,4.1397379999999995,4.326841,4.6714720000000005,6.088093,6.468078,6.831961,7.270988000000001,7.468247,7.594583,8.139851,9.108778,9.475488,9.702067999999999,10.387483,10.735795,11.91944,12.294527,12.623169,13.130378,13.422768,13.972218,14.290616,14.489172,14.885534,15.483004000000001,15.579291,15.311881,14.994681,14.63906,15.100342000000001,15.311069,15.482776999999999,15.740442999999999,16.224892,16.724756,17.098526,17.426789000000003,17.723744,18.088829,17.668207000000002
62-2803984,,,,,,,,,0,0.33210100000000004,1.024616,1.891098,2.093676,2.428362,3.061916,3.484115,3.796176,3.983278,4.327909,5.74453,6.125515,6.489398,6.928425999999999,7.125684,7.25202,7.797289,8.766214999999999,9.132925,9.359505,10.04492,10.393232000000001,11.576877,11.951964,12.280606,12.785816,13.078206,13.631656,13.950054000000002,14.146609,14.544970999999999,15.140441000000001,15.234728,14.967317999999999,14.650117999999999,14.294498,14.754779999999998,14.965506,15.137214000000002,15.395879999999998,15.880329000000001,16.379193,16.753963,17.082226000000002,17.378182000000002,17.743266000000002,17.322644
63-2803981,,,,,,,,,,0,0.692516,1.5589979999999999,1.761575,2.096262,2.7298150000000003,3.152015,3.464075,3.651178,3.9958089999999995,5.4124300000000005,5.793415,6.1562980000000005,6.596325,6.793584,6.919919,7.464188,8.433114999999999,8.799825,9.027405,9.712819999999999,10.060132000000001,11.243777,11.618864,11.948505,12.452715,12.748105,13.297555,13.614953,13.813509,14.20987,14.808341,14.997478,14.730068,14.412868,14.057247,14.518529000000001,14.729256,14.900964000000002,15.158629999999999,15.643078,16.142943,16.516713,16.844976000000003,17.141931,17.507016,17.086394
64-2806017,,,,,,,,,,,0,0.866482,1.0690600000000001,1.403746,2.0373,2.459499,2.77156,2.958662,3.303293,4.719914,5.1009,5.463782,5.90281,6.100068,6.2264040000000005,6.771673,7.7416,8.108309,8.333889,9.020304,9.368616000000001,10.551261,10.927348,11.25499,11.7602,12.052589999999999,12.60704,12.925438,13.123992999999999,13.519355,14.114825,14.639510000000001,14.905920000000002,15.106383,14.751763,15.211045,15.422771,15.593479,15.852145000000002,16.337594,16.837459,17.211229,17.538492,17.835447,18.200530999999998,17.77891
65-2805721,,,,,,,,,,,,0,0.202577,0.5372640000000001,1.1708180000000001,1.593017,1.9050779999999998,2.09218,2.436811,3.853432,4.234417,4.5983,5.037326999999999,5.234586,5.360922,5.906191000000001,6.8751169999999995,7.241827000000001,7.468407000000001,8.153822,8.502134,9.685779,10.060866,10.389508,10.894718,11.186108,11.738558,12.057955999999999,12.255511,12.650872999999999,13.249343,13.771028,14.038438000000001,14.357638,15.040897,15.502179,15.713904999999999,15.885613000000001,16.143279,16.629728,17.129592000000002,17.501362,17.831625,18.126580999999998,18.493665,18.070043
