순번_정류장ID,1-2800630,2-2806418,3-2806633,4-2806834,5-2805743,6-2804896,7-2806010,8-2805037,9-2805221,10-2805910,11-2805253,12-2805251,13-2805249,14-2805945,15-2800569,16-2807222,17-2800563,18-2807520,19-2807504,20-2804850,21-2803359,22-2803215,23-2804433,24-2803214,25-2806618,1-2807429,2-2805676,3-2805630,4-2807038,5-2805632,6-2805634,7-2806163,8-2807626,9-2805703,10-2806807,11-2807439,12-2805702,13-2805700,14-2805698,15-2806024,16-2805696,17-2805694,18-2805636,19-2805692,20-2803157,21-2803651,22-2806491,23-2803182,24-2803678,25-2803679,26-2803155,27-2805705,28-2803154,29-2803655,30-2806607,31-2805970,32-2805972,33-2807630,34-2807300,35-2803298,36-2803190,37-2805833,38-2803288,39-2803285,40-2803650,41-2803291,42-2803296,43-2803179,44-2804433,45-2806619
1-2800630,0,0.494071,0.953448,1.0868360000000001,1.366663,1.604235,1.761125,1.935845,2.1671400000000003,2.359695,2.539991,3.004063,3.4317800000000003,3.6434849999999996,5.091227,5.422102,5.780631,8.098102,17.827026999999998,29.963865999999996,29.97363,29.976587,30.118407,30.148571999999998,30.220909000000002,18.149466,18.502844,18.956084,19.27461,19.624553,20.25031,20.541508,20.924845,21.241928,21.673345,21.881416,22.184079999999998,22.374295,22.37689,22.162629000000003,22.095429,22.017758999999998,21.610384,21.17725,20.689826,21.05486,21.038439,20.617524,20.490486999999998,20.775458,21.241410000000002,22.108891,22.845622,22.85652,22.471419,22.407058,22.708028,22.928518,22.451529999999998,22.151905,21.814345,21.891928,22.358934,22.802119,22.967845,22.707612,22.558845,22.684176,30.118407,30.458947
2-2806418,,0,0.45937700000000004,0.592765,0.872592,1.110164,1.2670540000000001,1.441775,1.6740689999999998,1.866624,2.04692,2.509992,2.93871,3.149414,4.597156,4.932030999999999,5.29056,7.6080309999999995,17.336956,29.469795,29.479559000000002,29.486515999999998,29.628335999999997,29.658501,29.726838,17.659395,18.012773000000003,18.462013,18.78054,19.130482999999998,19.76024,20.051438,20.434775,20.751857,21.179275,21.391345,21.694009,21.880224,21.882819,21.672558,21.605359,21.523688,21.112313,20.683179,20.199755,20.56079,20.548368,20.127453,19.992416,20.277388000000002,20.75234,21.61482,22.352552,22.366449,21.977348000000003,21.916988,22.217957000000002,22.438447,21.957459,21.661834,21.320275,21.397857000000002,21.868863,22.308048,22.477775,22.213541,22.068775,22.190105,29.628335999999997,29.968876
3-2806633,,,0,0.133389,0.41221499999999994,0.649788,0.8066770000000001,0.981398,1.212693,1.406248,1.586544,2.0506159999999998,2.478333,2.689037,4.136779,4.4676540000000005,4.826183,7.143654,16.872579,29.005419,29.015183,29.022139000000003,29.16396,29.194125,29.262461,17.195018,17.548396,18.001637,18.320163,18.666106,19.295863,19.587061,19.970398,20.28748,20.714898,20.926969,21.229632000000002,21.419848,21.422442999999998,21.208182,21.140982,21.063311,20.651936,20.218802,19.735378,20.096413000000002,20.083991,19.663076,19.532039,19.818011,20.287963,21.150444,21.891175,21.902073,21.516972,21.452610999999997,21.75358,21.974071,21.493082,21.196457000000002,20.859898,20.937481,21.404486,21.843672,22.013398000000002,21.749164999999998,21.604398,21.725728,29.16396,29.5045
4-2806834,,,,0,0.278827,0.5163989999999999,0.673289,0.84801,1.0803040000000002,1.272859,1.453155,1.917227,2.344945,2.5556490000000003,4.007391,4.334266,4.692794999999999,7.0102660000000006,16.743191,28.87203,28.881794,28.888751,29.030571000000002,29.060736,29.133073,17.06563,17.415008,17.868248,18.186775,18.532717,19.162475,19.453673000000002,19.83701,20.154092000000002,20.58151,20.79358,21.096244,21.286459,21.293054,21.074793,21.007594,20.929923000000002,20.518548000000003,20.085414,19.60199,19.963025,19.950603,19.533688,19.398651,19.684623000000002,20.153575,21.018055,21.762787,21.768684,21.383582999999998,21.319223,21.620192000000003,21.840682,21.359694,21.067069,20.72651,20.804092,21.271098000000002,21.714283,21.880010000000002,21.615776,21.47101,21.59234,29.030571000000002,29.371111
5-2805743,,,,,0,0.23757199999999998,0.394462,0.569183,0.801477,0.993032,1.1733280000000001,1.6374,2.065118,2.276822,3.728564,4.059439,4.413968,6.731439,16.460364000000002,28.597203000000004,28.606966999999997,28.609924,28.751744,28.785909000000004,28.850246000000002,16.786803,17.140181,17.589420999999998,17.907948,18.25789,18.887648000000002,19.178846,19.558183,19.875265,20.306683,20.518753,20.821417,21.011632000000002,21.010227,20.799966,20.732767000000003,20.655096,20.243721,19.810586999999998,19.327163,19.684197,19.675776000000003,19.254861,19.123824,19.405796,19.879748,20.739228,21.482960000000002,21.489857,21.108756,21.044395,21.345365,21.561854999999998,21.080867,20.789242,20.451683,20.529265,20.992271,21.435456,21.605183,21.340949,21.196182999999998,21.313513,28.751744,29.092284000000003
6-2804896,,,,,,0,0.156889,0.33161,0.562905,0.75546,0.9357559999999999,1.399828,1.827545,2.04825,3.4959919999999998,3.8268660000000003,4.185395,6.502867,16.231791,28.364631,28.374395,28.381352000000003,28.523172,28.553337,28.621674,16.554231,16.907608,17.360848999999998,17.679375,18.025318,18.655075,18.946273,19.32961,19.646692,20.07411,20.286181,20.588845000000003,20.77906,20.781654999999997,20.567394,20.500194,20.422524,20.011149,19.578015,19.09459,19.455625,19.443204,19.022289,18.891251999999998,19.176223,19.647175,20.510656,21.250387,21.261285,20.876184,20.811823,21.112793,21.332283,20.852295,20.55667,20.21911,20.296692999999998,20.763699,21.202884,21.37261,21.108376999999997,20.96361,21.084941,28.523172,28.863712
7-2806010,,,,,,,0,0.17472100000000002,0.407016,0.599571,0.779867,1.243939,1.671656,1.89136,3.3391019999999996,3.669977,4.028506,6.3459769999999995,16.074901999999998,28.207742,28.217506,28.224463,28.366283000000003,28.396448,28.464784,16.397342000000002,16.750719,17.203960000000002,17.522485999999997,17.868429000000003,18.498185999999997,18.789384,19.172721,19.489803,19.917220999999998,20.129292,20.431955,20.622170999999998,20.624766,20.410505,20.343304999999997,20.265634,19.854259,19.421125,18.937701,19.298735999999998,19.286314,18.865399,18.734362,19.019334,19.489286,20.352767,21.093498,21.104395999999998,20.719295000000002,20.654934,20.955903,21.176394000000002,20.695404999999997,20.399781,20.062220999999997,20.139804,20.606809,21.045995,21.215721,20.951488,20.806721,20.928051999999997,28.366283000000003,28.706822999999996
8-2805037,,,,,,,,0,0.23129499999999997,0.42385,0.604146,1.0682180000000001,1.495935,1.71564,3.163381,3.4942559999999996,3.852785,6.170257,15.899181,28.032021000000004,28.041784999999997,28.048741999999997,28.190562,28.220727,28.289063,16.221621,16.574998,17.028239000000003,17.346764999999998,17.692708,18.322465,18.613663,18.997,19.314082,19.7415,19.953571,20.256235,20.44645,20.449045,20.234784,20.167583999999998,20.089913,19.678538,19.245404999999998,18.761979999999998,19.123015,19.110594,18.689679,18.558641,18.843613,19.314564999999998,20.178046,20.918777,20.928675,20.543574,20.479213,20.780182,21.000673000000003,20.518685,20.22406,19.8865,19.964083,20.431089,20.870274,21.04,20.775767000000002,20.631,20.752330999999998,28.190562,28.531102
9-2805221,,,,,,,,,0,0.192555,0.372852,0.836923,1.280641,1.5193450000000002,2.967087,3.297962,3.6564910000000004,5.973962,15.702886999999999,27.835726,27.845491,27.852446999999998,27.994267999999998,28.024432,28.092769,16.025326,16.378704,16.831944,17.150471,17.496414,18.126171,18.417369,18.800705999999998,19.117788,19.545206,19.757276,20.05994,20.250156,20.25275,20.038489000000002,19.97129,19.893619,19.482244,19.04911,18.565686,18.926721,18.914299,18.493384,18.362347,18.647319,19.118271,19.981751000000003,20.721483,20.73238,20.347279,20.282919,20.583888,20.803378,20.32239,20.026765,19.690206,19.767788,20.234794,20.673979,20.843706,20.579472,20.434706,20.556036,27.994267999999998,28.334807
10-2805910,,,,,,,,,,0,0.180297,0.644368,1.088086,1.32679,2.7745319999999998,3.105407,3.463936,5.781407,15.510332,27.643171000000002,27.652935999999997,27.659892,27.801713,27.831877000000002,27.900214000000002,15.832771,16.186149,16.639389,16.957916,17.303859,17.933616,18.224814000000002,18.608151,18.925233,19.352651,19.564721,19.867385000000002,20.057601000000002,20.060195,19.845935,19.778735,19.701064000000002,19.289689000000003,18.856555,18.373131,18.734166000000002,18.721744,18.300829,18.169792,18.454764,18.924716,19.788196,20.529927999999998,20.539826,20.154725,20.090364,20.391333,20.610823,20.129835,19.834210000000002,19.497651,19.575232999999997,20.042239000000002,20.481424,20.651151000000002,20.386917,20.242151,20.363481,27.801713,28.142252000000003
